Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2006-02-08,Check On It,Beyonce Featuring Slim Thug,1,1,1,13,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2006-02-15,Check On It,Beyonce Featuring Slim Thug,1,1,1,14,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2006-02-22,Check On It,Beyonce Featuring Slim Thug,1,1,1,15,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2006-03-01,Check On It,Beyonce Featuring Slim Thug,1,1,1,16,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2006-03-08,You're Beautiful,James Blunt,1,2,1,18,https://charts-static.billboard.com/img/2005/07/james-blunt-nim-106x106.jpg
2006-03-15,So Sick,Ne-Yo,1,9,1,15,https://charts-static.billboard.com/img/2005/10/ne-yo-d8a-so-sick-qzz-180x180.jpg
2006-03-22,So Sick,Ne-Yo,1,1,1,16,https://charts-static.billboard.com/img/2005/10/ne-yo-d8a-so-sick-qzz-180x180.jpg
2006-03-29,Temperature,Sean Paul,1,2,1,11,https://charts-static.billboard.com/img/2005/12/sean-paul-rss-temperature-2m2-180x180.jpg
2006-04-05,Bad Day,Daniel Powter,1,2,1,7,https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-bad-day-oxt-180x180.jpg
2006-04-12,Bad Day,Daniel Powter,1,1,1,8,https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-bad-day-oxt-180x180.jpg
2006-04-19,Bad Day,Daniel Powter,1,1,1,9,https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-bad-day-oxt-180x180.jpg
2006-04-26,Bad Day,Daniel Powter,1,1,1,10,https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-bad-day-oxt-180x180.jpg
2006-05-03,Bad Day,Daniel Powter,1,1,1,11,https://charts-static.billboard.com/img/2005/07/daniel-powter-nlo-bad-day-oxt-180x180.jpg
2006-05-10,SOS,Rihanna,1,34,1,12,https://charts-static.billboard.com/img/2006/02/rihanna-k0p-sos-mgn-180x180.jpg
2006-05-17,SOS,Rihanna,1,1,1,13,https://charts-static.billboard.com/img/2006/02/rihanna-k0p-sos-mgn-180x180.jpg
2006-05-24,SOS,Rihanna,1,1,1,14,https://charts-static.billboard.com/img/2006/02/rihanna-k0p-sos-mgn-180x180.jpg
2006-05-31,Ridin',Chamillionaire Featuring Krayzie Bone,1,3,1,14,https://charts-static.billboard.com/img/2006/01/chamillionaire-brc-106x106.jpg
2006-06-07,Ridin',Chamillionaire Featuring Krayzie Bone,1,1,1,15,https://charts-static.billboard.com/img/2006/01/chamillionaire-brc-106x106.jpg
2006-06-14,Hips Don't Lie,Shakira Featuring Wyclef Jean,1,9,1,12,https://charts-static.billboard.com/img/2006/03/shakira-snl-hipsdontlie-a5w-180x180.jpg
2006-06-21,Hips Don't Lie,Shakira Featuring Wyclef Jean,1,1,1,13,https://charts-static.billboard.com/img/2006/03/shakira-snl-hipsdontlie-a5w-180x180.jpg
2006-06-28,Do I Make You Proud,Taylor Hicks,1,1,1,-,https://charts-static.billboard.com/img/2006/06/taylor-hicks-crw-106x106.jpg
2006-07-05,Promiscuous,Nelly Furtado Featuring Timbaland,1,3,1,8,https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg
2006-07-12,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,1,9,https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg
2006-07-19,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,1,10,https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg
2006-07-26,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,1,11,https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg
2006-08-02,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,1,12,https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg
2006-08-09,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,1,13,https://charts-static.billboard.com/img/2006/05/nelly-furtado-ke3-promiscuous-047-180x180.jpg
2006-08-16,London Bridge,Fergie,1,5,1,3,https://charts-static.billboard.com/img/2006/07/fergie-8pu-180x180.jpg
2006-08-23,London Bridge,Fergie,1,1,1,4,https://charts-static.billboard.com/img/2006/07/fergie-8pu-180x180.jpg
2006-08-30,London Bridge,Fergie,1,1,1,5,https://charts-static.billboard.com/img/2006/07/fergie-8pu-180x180.jpg
2006-09-06,SexyBack,Justin Timberlake,1,31,1,8,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-180x180.jpg
2006-09-13,SexyBack,Justin Timberlake,1,1,1,9,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-180x180.jpg
2006-09-20,SexyBack,Justin Timberlake,1,1,1,10,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-180x180.jpg
2006-09-27,SexyBack,Justin Timberlake,1,1,1,11,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-180x180.jpg
2006-10-04,SexyBack,Justin Timberlake,1,1,1,12,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-180x180.jpg
2006-10-11,SexyBack,Justin Timberlake,1,1,1,13,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-180x180.jpg
2006-10-18,SexyBack,Justin Timberlake,1,1,1,14,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-180x180.jpg
2006-10-25,Money Maker,Ludacris Featuring Pharrell,1,2,1,10,https://charts-static.billboard.com/img/2006/07/ludacris-5cn-106x106.jpg
2006-11-01,Money Maker,Ludacris Featuring Pharrell,1,1,1,11,https://charts-static.billboard.com/img/2006/07/ludacris-5cn-106x106.jpg
2006-11-08,My Love,Justin Timberlake Featuring T.I.,1,5,1,8,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-106x106.jpg
2006-11-15,My Love,Justin Timberlake Featuring T.I.,1,1,1,9,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-106x106.jpg
2006-11-22,My Love,Justin Timberlake Featuring T.I.,1,1,1,10,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-106x106.jpg
2006-11-29,I Wanna Love You,Akon Featuring Snoop Dogg,1,17,1,8,https://charts-static.billboard.com/img/2002/08/akon-5il-155x155.jpg
2006-12-06,I Wanna Love You,Akon Featuring Snoop Dogg,1,1,1,9,https://charts-static.billboard.com/img/2002/08/akon-5il-155x155.jpg
2006-12-13,Irreplaceable,Beyonce,1,2,1,7,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2006-12-20,Irreplaceable,Beyonce,1,1,1,8,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2006-12-27,Irreplaceable,Beyonce,1,1,1,9,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-01-03,Irreplaceable,Beyonce,1,1,1,10,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-01-10,Irreplaceable,Beyonce,1,1,1,11,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-01-17,Irreplaceable,Beyonce,1,1,1,12,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-01-24,Irreplaceable,Beyonce,1,1,1,13,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-01-31,Irreplaceable,Beyonce,1,1,1,14,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-02-07,Irreplaceable,Beyonce,1,1,1,15,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-02-14,Irreplaceable,Beyonce,1,1,1,16,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2007-02-21,Say It Right,Nelly Furtado,1,2,1,14,https://charts-static.billboard.com/img/2006/11/nelly-furtado-ezw-106x106.jpg
2007-02-28,What Goes Around...Comes Around,Justin Timberlake,1,8,1,11,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-106x106.jpg
2007-03-07,This Is Why I'm Hot,Mims,1,32,1,6,https://charts-static.billboard.com/img/2006/09/mims-8cw-this-is-why-im-hot-ap1-180x180.jpg
2007-03-14,This Is Why I'm Hot,Mims,1,1,1,7,https://charts-static.billboard.com/img/2006/09/mims-8cw-this-is-why-im-hot-ap1-180x180.jpg
2007-03-21,Glamorous,Fergie Featuring Ludacris,1,8,1,9,https://charts-static.billboard.com/img/2007/01/fergie-8pu-180x180.jpg
2007-03-28,Glamorous,Fergie Featuring Ludacris,1,1,1,10,https://charts-static.billboard.com/img/2007/01/fergie-8pu-180x180.jpg
2007-04-04,Don't Matter,Akon,1,3,1,10,https://charts-static.billboard.com/img/2007/01/akon-5il-155x155.jpg
2007-04-11,Don't Matter,Akon,1,1,1,11,https://charts-static.billboard.com/img/2007/01/akon-5il-155x155.jpg
2007-04-18,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,1,42,1,9,https://charts-static.billboard.com/img/1997/06/timbaland-zbn-106x106.jpg
2007-04-25,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,1,1,1,10,https://charts-static.billboard.com/img/1997/06/timbaland-zbn-106x106.jpg
2007-05-02,Girlfriend,Avril Lavigne,1,3,1,8,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2007-05-09,Makes Me Wonder,Maroon 5,1,64,1,4,https://charts-static.billboard.com/img/2007/04/maroon-5-vhb-180x180.jpg
2007-05-16,Makes Me Wonder,Maroon 5,1,1,1,5,https://charts-static.billboard.com/img/2007/04/maroon-5-vhb-180x180.jpg
2007-05-23,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,1,3,1,12,https://charts-static.billboard.com/img/2005/08/t-pain-4f2-180x180.jpg
2007-05-30,Makes Me Wonder,Maroon 5,1,2,1,7,https://charts-static.billboard.com/img/2007/04/maroon-5-vhb-180x180.jpg
2007-06-06,Umbrella,Rihanna Featuring Jay-Z,1,41,1,7,https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg
2007-06-13,Umbrella,Rihanna Featuring Jay-Z,1,1,1,8,https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg
2007-06-20,Umbrella,Rihanna Featuring Jay-Z,1,1,1,9,https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg
2007-06-27,Umbrella,Rihanna Featuring Jay-Z,1,1,1,10,https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg
2007-07-04,Umbrella,Rihanna Featuring Jay-Z,1,1,1,11,https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg
2007-07-11,Umbrella,Rihanna Featuring Jay-Z,1,1,1,12,https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg
2007-07-18,Umbrella,Rihanna Featuring Jay-Z,1,1,1,13,https://charts-static.billboard.com/img/2007/04/rihanna-k0p-umbrella-hq6-180x180.jpg
2007-07-25,Hey There Delilah,Plain White T's,1,2,1,16,https://charts-static.billboard.com/img/2007/03/plain-white-ts-kgg-heytheredelilah-cmy-180x180.jpg
2007-08-01,Hey There Delilah,Plain White T's,1,1,1,17,https://charts-static.billboard.com/img/2007/03/plain-white-ts-kgg-heytheredelilah-cmy-180x180.jpg
2007-08-08,Beautiful Girls,Sean Kingston,1,23,1,10,https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg
2007-08-15,Beautiful Girls,Sean Kingston,1,1,1,11,https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg
2007-08-22,Beautiful Girls,Sean Kingston,1,1,1,12,https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg
2007-08-29,Beautiful Girls,Sean Kingston,1,1,1,13,https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-180x180.jpg
2007-09-05,Big Girls Don't Cry,Fergie,1,2,1,19,https://charts-static.billboard.com/img/2007/05/fergie-8pu-180x180.jpg
2007-09-12,Crank That (Soulja Boy),Soulja Boy Tell'em,1,2,1,8,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg
2007-09-19,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,1,9,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg
2007-09-26,Stronger,Kanye West,1,2,1,8,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2007-10-03,Crank That (Soulja Boy),Soulja Boy Tell'em,1,2,1,11,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg
2007-10-10,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,1,12,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg
2007-10-17,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,1,13,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg
2007-10-24,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,1,14,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg
2007-10-31,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,1,15,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-180x180.jpg
2007-11-07,Kiss Kiss,Chris Brown Featuring T-Pain,1,2,1,7,https://charts-static.billboard.com/img/2005/07/chris-brown-94g-180x180.jpg
2007-11-14,Kiss Kiss,Chris Brown Featuring T-Pain,1,1,1,8,https://charts-static.billboard.com/img/2005/07/chris-brown-94g-180x180.jpg
2007-11-21,Kiss Kiss,Chris Brown Featuring T-Pain,1,1,1,9,https://charts-static.billboard.com/img/2005/07/chris-brown-94g-180x180.jpg
2007-11-28,No One,Alicia Keys,1,2,1,11,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2007-12-05,No One,Alicia Keys,1,1,1,12,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2007-12-12,No One,Alicia Keys,1,1,1,13,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2007-12-19,No One,Alicia Keys,1,1,1,14,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2007-12-26,No One,Alicia Keys,1,1,1,15,https://charts-static.billboard.com/img/2001/03/alicia-keys-c6f-180x180.jpg
2008-01-02,Low,Flo Rida Featuring T-Pain,1,2,1,9,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-01-09,Low,Flo Rida Featuring T-Pain,1,1,1,10,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-01-16,Low,Flo Rida Featuring T-Pain,1,1,1,11,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-01-23,Low,Flo Rida Featuring T-Pain,1,1,1,12,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-01-30,Low,Flo Rida Featuring T-Pain,1,1,1,13,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-02-06,Low,Flo Rida Featuring T-Pain,1,1,1,14,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-02-13,Low,Flo Rida Featuring T-Pain,1,1,1,15,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-02-20,Low,Flo Rida Featuring T-Pain,1,1,1,16,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-02-27,Low,Flo Rida Featuring T-Pain,1,1,1,17,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-03-05,Low,Flo Rida Featuring T-Pain,1,1,1,18,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
2008-03-12,Love In This Club,Usher Featuring Young Jeezy,1,51,1,3,https://charts-static.billboard.com/img/1993/08/usher-9xv-87x87.jpg
2008-03-19,Love In This Club,Usher Featuring Young Jeezy,1,1,1,4,https://charts-static.billboard.com/img/1993/08/usher-9xv-87x87.jpg
2008-03-26,Love In This Club,Usher Featuring Young Jeezy,1,1,1,5,https://charts-static.billboard.com/img/1993/08/usher-9xv-87x87.jpg
2008-04-02,Bleeding Love,Leona Lewis,1,8,1,6,https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleeding-love-o56-180x180.jpg
2008-04-09,Touch My Body,Mariah Carey,1,15,1,7,https://charts-static.billboard.com/img/2008/02/mariah-carey-vb1-touchmybody-64l-180x180.jpg
2008-04-16,Touch My Body,Mariah Carey,1,1,1,8,https://charts-static.billboard.com/img/2008/02/mariah-carey-vb1-touchmybody-64l-180x180.jpg
2008-04-23,Bleeding Love,Leona Lewis,1,2,1,9,https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleeding-love-o56-180x180.jpg
2008-04-30,Lollipop,Lil Wayne Featuring Static Major,1,2,1,6,https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg
2008-05-07,Bleeding Love,Leona Lewis,1,2,1,11,https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleeding-love-o56-180x180.jpg
2008-05-14,Bleeding Love,Leona Lewis,1,1,1,12,https://charts-static.billboard.com/img/2008/02/leona-lewis-ahm-bleeding-love-o56-180x180.jpg
2008-05-21,Take A Bow,Rihanna,1,53,1,5,https://charts-static.billboard.com/img/2005/06/rihanna-k0p-180x180.jpg
2008-05-28,Lollipop,Lil Wayne Featuring Static Major,1,3,1,10,https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg
2008-06-04,Lollipop,Lil Wayne Featuring Static Major,1,1,1,11,https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg
2008-06-11,Lollipop,Lil Wayne Featuring Static Major,1,1,1,12,https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg
2008-06-18,Lollipop,Lil Wayne Featuring Static Major,1,1,1,13,https://charts-static.billboard.com/img/2008/03/lil-wayne-5az-lollipop-opw-180x180.jpg
2008-06-25,Viva La Vida,Coldplay,1,2,1,6,https://charts-static.billboard.com/img/2008/05/coldplay-bm3-viva-la-vida-57s-180x180.jpg
2008-07-02,I Kissed A Girl,Katy Perry,1,2,1,7,https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg
2008-07-09,I Kissed A Girl,Katy Perry,1,1,1,8,https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg
2008-07-16,I Kissed A Girl,Katy Perry,1,1,1,9,https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg
2008-07-23,I Kissed A Girl,Katy Perry,1,1,1,10,https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg
2008-07-30,I Kissed A Girl,Katy Perry,1,1,1,11,https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg
2008-08-06,I Kissed A Girl,Katy Perry,1,1,1,12,https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg
2008-08-13,I Kissed A Girl,Katy Perry,1,1,1,13,https://charts-static.billboard.com/img/2008/05/katy-perry-46r-180x180.jpg
2008-08-20,Disturbia,Rihanna,1,3,1,8,https://charts-static.billboard.com/img/2008/06/rihanna-k0p-disturbia-yc3-180x180.jpg
2008-08-27,Disturbia,Rihanna,1,1,1,9,https://charts-static.billboard.com/img/2008/06/rihanna-k0p-disturbia-yc3-180x180.jpg
2008-09-03,Whatever You Like,T.I.,1,71,1,3,https://charts-static.billboard.com/img/2008/08/ti-e27-180x180.jpg
2008-09-10,Whatever You Like,T.I.,1,1,1,4,https://charts-static.billboard.com/img/2008/08/ti-e27-180x180.jpg
2008-09-17,Whatever You Like,T.I.,1,1,1,5,https://charts-static.billboard.com/img/2008/08/ti-e27-180x180.jpg
2008-09-24,So What,P!nk,1,2,1,4,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2008-10-01,Whatever You Like,T.I.,1,2,1,7,https://charts-static.billboard.com/img/2008/08/ti-e27-180x180.jpg
2008-10-08,Whatever You Like,T.I.,1,1,1,8,https://charts-static.billboard.com/img/2008/08/ti-e27-180x180.jpg
2008-10-15,Live Your Life,T.I. Featuring Rihanna,1,80,1,2,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2008-10-22,Womanizer,Britney Spears,1,96,1,2,https://charts-static.billboard.com/img/2008/10/britney-spears-8nl-womanizer-dod-180x180.jpg
2008-10-29,Whatever You Like,T.I.,1,2,1,11,https://charts-static.billboard.com/img/2008/08/ti-e27-180x180.jpg
2008-11-05,Whatever You Like,T.I.,1,1,1,12,https://charts-static.billboard.com/img/2008/08/ti-e27-180x180.jpg
2008-11-12,Live Your Life,T.I. Featuring Rihanna,1,2,1,6,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2008-11-19,Live Your Life,T.I. Featuring Rihanna,1,1,1,7,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2008-11-26,Live Your Life,T.I. Featuring Rihanna,1,1,1,8,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2008-12-03,Live Your Life,T.I. Featuring Rihanna,1,1,1,9,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2008-12-10,Single Ladies (Put A Ring On It),Beyonce,1,2,1,7,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2008-12-17,Live Your Life,T.I. Featuring Rihanna,1,2,1,11,https://charts-static.billboard.com/img/2001/08/ti-e27-180x180.jpg
2008-12-24,Single Ladies (Put A Ring On It),Beyonce,1,2,1,9,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2008-12-31,Single Ladies (Put A Ring On It),Beyonce,1,1,1,10,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2009-01-07,Single Ladies (Put A Ring On It),Beyonce,1,1,1,11,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg
2009-01-14,Just Dance,Lady Gaga Featuring Colby O'Donis,1,2,1,22,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2009-01-21,Just Dance,Lady Gaga Featuring Colby O'Donis,1,1,1,23,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2009-01-28,Just Dance,Lady Gaga Featuring Colby O'Donis,1,1,1,24,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2009-02-04,My Life Would Suck Without You,Kelly Clarkson,1,97,1,2,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg
2009-02-11,My Life Would Suck Without You,Kelly Clarkson,1,1,1,3,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg
2009-02-18,Crack A Bottle,Eminem| Dr. Dre & 50 Cent,1,78,1,4,https://charts-static.billboard.com/img/2009/01/eminem-6zg-crack-a-bottle-d4a-180x180.jpg
2009-02-25,Right Round,Flo Rida,1,58,1,3,https://charts-static.billboard.com/img/2009/01/flo-rida-cp4-rightround-77j-180x180.jpg
2009-03-04,Right Round,Flo Rida,1,1,1,4,https://charts-static.billboard.com/img/2009/01/flo-rida-cp4-rightround-77j-180x180.jpg
2009-03-11,Right Round,Flo Rida,1,1,1,5,https://charts-static.billboard.com/img/2009/01/flo-rida-cp4-rightround-77j-180x180.jpg
2009-03-18,Right Round,Flo Rida,1,1,1,6,https://charts-static.billboard.com/img/2009/01/flo-rida-cp4-rightround-77j-180x180.jpg
2009-03-25,Right Round,Flo Rida,1,1,1,7,https://charts-static.billboard.com/img/2009/01/flo-rida-cp4-rightround-77j-180x180.jpg
2009-04-01,Right Round,Flo Rida,1,1,1,8,https://charts-static.billboard.com/img/2009/01/flo-rida-cp4-rightround-77j-180x180.jpg
2009-04-08,Poker Face,Lady Gaga,1,2,1,15,https://charts-static.billboard.com/img/2008/09/lady-gaga-b8x-pokerface-e9c-180x180.jpg
2009-04-15,Boom Boom Pow,The Black Eyed Peas,1,39,1,4,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-04-22,Boom Boom Pow,The Black Eyed Peas,1,1,1,5,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-04-29,Boom Boom Pow,The Black Eyed Peas,1,1,1,6,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-05-06,Boom Boom Pow,The Black Eyed Peas,1,1,1,7,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-05-13,Boom Boom Pow,The Black Eyed Peas,1,1,1,8,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-05-20,Boom Boom Pow,The Black Eyed Peas,1,1,1,9,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-05-27,Boom Boom Pow,The Black Eyed Peas,1,1,1,10,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-06-03,Boom Boom Pow,The Black Eyed Peas,1,1,1,11,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-06-10,Boom Boom Pow,The Black Eyed Peas,1,1,1,12,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-06-17,Boom Boom Pow,The Black Eyed Peas,1,1,1,13,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-06-24,Boom Boom Pow,The Black Eyed Peas,1,1,1,14,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-07-01,Boom Boom Pow,The Black Eyed Peas,1,1,1,15,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-f5s-180x180.jpg
2009-07-08,I Gotta Feeling,The Black Eyed Peas,1,2,1,3,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
2009-07-15,I Gotta Feeling,The Black Eyed Peas,1,1,1,4,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
2009-07-22,I Gotta Feeling,The Black Eyed Peas,1,1,1,5,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
2009-07-29,I Gotta Feeling,The Black Eyed Peas,1,1,1,6,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
2009-08-05,I Gotta Feeling,The Black Eyed Peas,1,1,1,7,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
2009-08-12,I Gotta Feeling,The Black Eyed Peas,1,1,1,8,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
2009-08-19,I Gotta Feeling,The Black Eyed Peas,1,1,1,9,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
2009-08-26,I Gotta Feeling,The Black Eyed Peas,1,1,1,10,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-f5s-i-gotta-feeling-es5-180x180.jpg
