Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
1978-10-25,Hot Child In The City,Nick Gilder,1,2,1,21,https://charts-static.billboard.com/img/1978/06/nick-gilder-kyk-180x180.jpg
1978-11-01,You Needed Me,Anne Murray,1,2,1,17,https://charts-static.billboard.com/img/1978/05/anne-murray-zsk-180x180.jpg
1978-11-08,MacArthur Park,Donna Summer,1,2,1,10,https://charts-static.billboard.com/img/1978/09/donna-summer-5fh-180x180.jpg
1978-11-15,MacArthur Park,Donna Summer,1,1,1,11,https://charts-static.billboard.com/img/1978/09/donna-summer-5fh-180x180.jpg
1978-11-22,MacArthur Park,Donna Summer,1,1,1,12,https://charts-static.billboard.com/img/1978/09/donna-summer-5fh-180x180.jpg
1978-11-29,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,1,4,1,6,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg
1978-12-06,Le Freak,Chic,1,4,1,7,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg
1978-12-13,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,1,3,1,8,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg
1978-12-20,Le Freak,Chic,1,2,1,9,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg
1978-12-27,Le Freak,Chic,1,1,1,10,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg
1979-01-03,Too Much Heaven,Bee Gees,1,2,1,8,https://charts-static.billboard.com/img/1978/11/bee-gees-uc7-180x180.jpg
1979-01-10,Too Much Heaven,Bee Gees,1,1,1,9,https://charts-static.billboard.com/img/1978/11/bee-gees-uc7-180x180.jpg
1979-01-17,Le Freak,Chic,1,2,1,13,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg
1979-01-24,Le Freak,Chic,1,1,1,14,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg
1979-01-31,Le Freak,Chic,1,1,1,15,https://charts-static.billboard.com/img/1978/10/chic-fbi-lefreak-uhu-180x180.jpg
1979-02-07,Da Ya Think I'm Sexy?,Rod Stewart,1,3,1,8,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg
1979-02-14,Da Ya Think I'm Sexy?,Rod Stewart,1,1,1,9,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg
1979-02-21,Da Ya Think I'm Sexy?,Rod Stewart,1,1,1,10,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg
1979-02-28,Da Ya Think I'm Sexy?,Rod Stewart,1,1,1,11,https://charts-static.billboard.com/img/1978/12/rod-stewart-icm-180x180.jpg
1979-03-07,I Will Survive,Gloria Gaynor,1,3,1,13,https://charts-static.billboard.com/img/1978/12/gloria-gaynor-5hc-i-will-survive-0fd-180x180.jpg
1979-03-14,I Will Survive,Gloria Gaynor,1,1,1,14,https://charts-static.billboard.com/img/1978/12/gloria-gaynor-5hc-i-will-survive-0fd-180x180.jpg
1979-03-21,Tragedy,Bee Gees,1,2,1,7,https://charts-static.billboard.com/img/1979/02/bee-gees-uc7-180x180.jpg
1979-03-28,Tragedy,Bee Gees,1,1,1,8,https://charts-static.billboard.com/img/1979/02/bee-gees-uc7-180x180.jpg
1979-04-04,I Will Survive,Gloria Gaynor,1,2,1,17,https://charts-static.billboard.com/img/1978/12/gloria-gaynor-5hc-i-will-survive-0fd-180x180.jpg
1979-04-11,What A Fool Believes,The Doobie Brothers,1,2,1,13,https://charts-static.billboard.com/img/1972/08/the-doobie-brothers-ql1-180x180.jpg
1979-04-18,Knock On Wood,Amii Stewart,1,3,1,13,#
1979-04-25,Heart Of Glass,Blondie,1,3,1,11,https://charts-static.billboard.com/img/1979/02/blondie-9wz-106x106.jpg
1979-05-02,Reunited,Peaches & Herb,1,2,1,8,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg
1979-05-09,Reunited,Peaches & Herb,1,1,1,9,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg
1979-05-16,Reunited,Peaches & Herb,1,1,1,10,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg
1979-05-23,Reunited,Peaches & Herb,1,1,1,11,https://charts-static.billboard.com/img/1979/03/peaches-herb-ubt-106x106.jpg
1979-05-30,Hot Stuff,Donna Summer,1,2,1,7,https://charts-static.billboard.com/img/1975/10/donna-summer-ky8-180x180.jpg
1979-06-06,Love You Inside Out,Bee Gees,1,3,1,8,https://charts-static.billboard.com/img/1979/04/bee-gees-uc7-180x180.jpg
1979-06-13,Hot Stuff,Donna Summer,1,2,1,9,https://charts-static.billboard.com/img/1975/10/donna-summer-ky8-180x180.jpg
1979-06-20,Hot Stuff,Donna Summer,1,1,1,10,https://charts-static.billboard.com/img/1975/10/donna-summer-ky8-180x180.jpg
1979-06-27,Ring My Bell,Anita Ward,1,3,1,8,#
1979-07-04,Ring My Bell,Anita Ward,1,1,1,9,#
1979-07-11,Bad Girls,Donna Summer,1,2,1,8,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg
1979-07-18,Bad Girls,Donna Summer,1,1,1,9,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg
1979-07-25,Bad Girls,Donna Summer,1,1,1,10,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg
1979-08-01,Bad Girls,Donna Summer,1,1,1,11,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg
1979-08-08,Bad Girls,Donna Summer,1,1,1,12,https://charts-static.billboard.com/img/1979/05/donna-summer-ky8-badgirls-um6-180x180.jpg
1979-08-15,Good Times,Chic,1,2,1,10,https://charts-static.billboard.com/img/1840/12/chic-04e-180x180.jpg
1979-08-22,My Sharona,The Knack,1,2,1,10,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg
1979-08-29,My Sharona,The Knack,1,1,1,11,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg
1979-09-05,My Sharona,The Knack,1,1,1,12,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg
1979-09-12,My Sharona,The Knack,1,1,1,13,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg
1979-09-19,My Sharona,The Knack,1,1,1,14,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg
1979-09-26,My Sharona,The Knack,1,1,1,15,https://charts-static.billboard.com/img/1979/06/the-knack-f11-my-sharona-1y0-180x180.jpg
1979-10-03,Sad Eyes,Robert John,1,2,1,21,#
1979-10-10,Don't Stop 'til You Get Enough,Michael Jackson,1,2,1,12,https://charts-static.billboard.com/img/1971/10/michael-jackson-9to-180x180.jpg
1979-10-17,Rise,Herb Alpert,1,2,1,13,https://charts-static.billboard.com/img/1979/06/herb-alpert-hn0-180x180.jpg
1979-10-24,Rise,Herb Alpert,1,1,1,14,https://charts-static.billboard.com/img/1979/06/herb-alpert-hn0-180x180.jpg
1979-10-31,Pop Muzik,M,1,2,1,13,https://charts-static.billboard.com/img/1979/08/m-p9v-106x106.jpg
1979-11-07,Heartache Tonight,Eagles,1,2,1,6,https://charts-static.billboard.com/img/1979/10/eagles-co1-heartache-tonight-zhn-180x180.jpg
1979-11-14,Still,Commodores,1,3,1,8,https://charts-static.billboard.com/img/1974/05/commodores-lju-106x106.jpg
1979-11-21,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1,3,1,6,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg
1979-11-28,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1,1,1,7,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg
1979-12-05,Babe,Styx,1,2,1,10,https://charts-static.billboard.com/img/1972/09/styx-a78-180x180.jpg
1979-12-12,Babe,Styx,1,1,1,11,https://charts-static.billboard.com/img/1972/09/styx-a78-180x180.jpg
1979-12-19,Escape (The Pina Colada Song),Rupert Holmes,1,4,1,10,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-180x180.jpg
1979-12-26,Escape (The Pina Colada Song),Rupert Holmes,1,1,1,11,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-180x180.jpg
1980-01-02,Please Don't Go,KC And The Sunshine Band,1,2,1,20,https://charts-static.billboard.com/img/1979/08/kc-and-the-sunshine-band-h7q-180x180.jpg
1980-01-09,Escape (The Pina Colada Song),Rupert Holmes,1,2,1,13,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-180x180.jpg
1980-01-16,Rock With You,Michael Jackson,1,2,1,12,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg
1980-01-23,Rock With You,Michael Jackson,1,1,1,13,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg
1980-01-30,Rock With You,Michael Jackson,1,1,1,14,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg
1980-02-06,Rock With You,Michael Jackson,1,1,1,15,https://charts-static.billboard.com/img/1979/11/michael-jackson-52j-rockwithyou-t1d-180x180.jpg
1980-02-13,Do That To Me One More Time,Captain & Tennille,1,2,1,18,https://charts-static.billboard.com/img/1979/10/captain-tennille-ft5-180x180.jpg
1980-02-20,Crazy Little Thing Called Love,Queen,1,2,1,10,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg
1980-02-27,Crazy Little Thing Called Love,Queen,1,1,1,11,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg
1980-03-05,Crazy Little Thing Called Love,Queen,1,1,1,12,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg
1980-03-12,Crazy Little Thing Called Love,Queen,1,1,1,13,https://charts-static.billboard.com/img/1979/12/queen-m21-180x180.jpg
1980-03-19,Another Brick In The Wall (Part II),Pink Floyd,1,3,1,10,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg
1980-03-26,Another Brick In The Wall (Part II),Pink Floyd,1,1,1,11,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg
1980-04-02,Another Brick In The Wall (Part II),Pink Floyd,1,1,1,12,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg
1980-04-09,Another Brick In The Wall (Part II),Pink Floyd,1,1,1,13,https://charts-static.billboard.com/img/1980/01/pink-floyd-f24-another-brick-in-the-wall-part-ii-p55-180x180.jpg
1980-04-16,Call Me,Blondie,1,2,1,10,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg
1980-04-23,Call Me,Blondie,1,1,1,11,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg
1980-04-30,Call Me,Blondie,1,1,1,12,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg
1980-05-07,Call Me,Blondie,1,1,1,13,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg
1980-05-14,Call Me,Blondie,1,1,1,14,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg
1980-05-21,Call Me,Blondie,1,1,1,15,https://charts-static.billboard.com/img/1980/02/blondie-9wz-106x106.jpg
1980-05-28,Funkytown,Lipps| Inc.,1,2,1,10,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg
1980-06-04,Funkytown,Lipps| Inc.,1,1,1,11,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg
1980-06-11,Funkytown,Lipps| Inc.,1,1,1,12,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg
1980-06-18,Funkytown,Lipps| Inc.,1,1,1,13,https://charts-static.billboard.com/img/1980/03/lipps-inc-1-000-funkytown-esk-180x180.jpg
1980-06-25,Coming Up (Live At Glasgow),Paul McCartney And Wings,1,2,1,10,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
1980-07-02,Coming Up (Live At Glasgow),Paul McCartney And Wings,1,1,1,11,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
1980-07-09,Coming Up (Live At Glasgow),Paul McCartney And Wings,1,1,1,12,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
1980-07-16,It's Still Rock And Roll To Me,Billy Joel,1,2,1,9,https://charts-static.billboard.com/img/1840/12/billy-joel-wt1-180x180.jpg
1980-07-23,It's Still Rock And Roll To Me,Billy Joel,1,1,1,10,https://charts-static.billboard.com/img/1840/12/billy-joel-wt1-180x180.jpg
1980-07-30,Magic,Olivia Newton-John,1,2,1,11,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg
1980-08-06,Magic,Olivia Newton-John,1,1,1,12,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg
1980-08-13,Magic,Olivia Newton-John,1,1,1,13,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg
1980-08-20,Magic,Olivia Newton-John,1,1,1,14,https://charts-static.billboard.com/img/1980/05/olivia-newton-john-q0b-magic-w7n-180x180.jpg
1980-08-27,Sailing,Christopher Cross,1,2,1,12,https://charts-static.billboard.com/img/1980/06/christopher-cross-r4j-180x180.jpg
1980-09-03,Upside Down,Diana Ross,1,2,1,9,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg
1980-09-10,Upside Down,Diana Ross,1,1,1,10,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg
1980-09-17,Upside Down,Diana Ross,1,1,1,11,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg
1980-09-24,Upside Down,Diana Ross,1,1,1,12,https://charts-static.billboard.com/img/1840/12/diana-ross-k7w-180x180.jpg
1980-10-01,Another One Bites The Dust,Queen,1,3,1,8,https://charts-static.billboard.com/img/1980/08/queen-m21-180x180.jpg
1980-10-08,Another One Bites The Dust,Queen,1,1,1,9,https://charts-static.billboard.com/img/1980/08/queen-m21-180x180.jpg
1980-10-15,Another One Bites The Dust,Queen,1,1,1,10,https://charts-static.billboard.com/img/1980/08/queen-m21-180x180.jpg
1980-10-22,Woman In Love,Barbra Streisand,1,2,1,8,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg
1980-10-29,Woman In Love,Barbra Streisand,1,1,1,9,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg
1980-11-05,Woman In Love,Barbra Streisand,1,1,1,10,https://charts-static.billboard.com/img/1963/08/barbra-streisand-98o-180x180.jpg
1980-11-12,Lady,Kenny Rogers,1,2,1,7,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg
1980-11-19,Lady,Kenny Rogers,1,1,1,8,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg
1980-11-26,Lady,Kenny Rogers,1,1,1,9,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg
1980-12-03,Lady,Kenny Rogers,1,1,1,10,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg
1980-12-10,Lady,Kenny Rogers,1,1,1,11,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg
1980-12-17,Lady,Kenny Rogers,1,1,1,12,https://charts-static.billboard.com/img/1840/12/kenny-rogers-ym6-180x180.jpg
1980-12-24,(Just Like) Starting Over,John Lennon,1,3,1,9,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg
1980-12-31,(Just Like) Starting Over,John Lennon,1,1,1,10,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg
1981-01-07,(Just Like) Starting Over,John Lennon,1,1,1,11,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg
1981-01-14,(Just Like) Starting Over,John Lennon,1,1,1,12,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg
1981-01-21,(Just Like) Starting Over,John Lennon,1,1,1,13,https://charts-static.billboard.com/img/1840/12/john-lennon-fh1-180x180.jpg
1981-01-28,The Tide Is High,Blondie,1,3,1,12,https://charts-static.billboard.com/img/1980/11/blondie-9wz-106x106.jpg
1981-02-04,Celebration,Kool & The Gang,1,3,1,16,https://charts-static.billboard.com/img/1980/10/kool-the-gang-bbp-106x106.jpg
1981-02-11,Celebration,Kool & The Gang,1,1,1,17,https://charts-static.billboard.com/img/1980/10/kool-the-gang-bbp-106x106.jpg
1981-02-18,9 To 5,Dolly Parton,1,2,1,13,https://charts-static.billboard.com/img/1967/01/dolly-parton-o1b-180x180.jpg
1981-02-25,I Love A Rainy Night,Eddie Rabbitt,1,2,1,17,https://charts-static.billboard.com/img/1980/11/eddie-rabbitt-sm6-106x106.jpg
1981-03-04,I Love A Rainy Night,Eddie Rabbitt,1,1,1,18,https://charts-static.billboard.com/img/1980/11/eddie-rabbitt-sm6-106x106.jpg
1981-03-11,9 To 5,Dolly Parton,1,2,1,16,https://charts-static.billboard.com/img/1967/01/dolly-parton-o1b-180x180.jpg
1981-03-18,Keep On Loving You,REO Speedwagon,1,2,1,17,https://charts-static.billboard.com/img/1980/11/reo-speedwagon-z8o-keep-on-loving-you-13c-180x180.jpg
1981-03-25,Rapture,Blondie,1,6,1,9,https://charts-static.billboard.com/img/1981/01/blondie-9wz-106x106.jpg
1981-04-01,Rapture,Blondie,1,1,1,10,https://charts-static.billboard.com/img/1981/01/blondie-9wz-106x106.jpg
1981-04-08,Kiss On My List,Daryl Hall John Oates,1,4,1,12,https://charts-static.billboard.com/img/1974/02/daryl-hall-john-oates-o77-180x180.jpg
1981-04-15,Kiss On My List,Daryl Hall John Oates,1,1,1,13,https://charts-static.billboard.com/img/1974/02/daryl-hall-john-oates-o77-180x180.jpg
1981-04-22,Kiss On My List,Daryl Hall John Oates,1,1,1,14,https://charts-static.billboard.com/img/1974/02/daryl-hall-john-oates-o77-180x180.jpg
1981-04-29,Morning Train (Nine To Five),Sheena Easton,1,2,1,12,https://charts-static.billboard.com/img/1981/02/sheena-easton-wvg-180x180.jpg
1981-05-06,Morning Train (Nine To Five),Sheena Easton,1,1,1,13,https://charts-static.billboard.com/img/1981/02/sheena-easton-wvg-180x180.jpg
1981-05-13,Bette Davis Eyes,Kim Carnes,1,5,1,8,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-05-20,Bette Davis Eyes,Kim Carnes,1,1,1,9,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-05-27,Bette Davis Eyes,Kim Carnes,1,1,1,10,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-06-03,Bette Davis Eyes,Kim Carnes,1,1,1,11,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-06-10,Bette Davis Eyes,Kim Carnes,1,1,1,12,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-06-17,Medley,Stars On 45,1,2,1,11,#
1981-06-24,Bette Davis Eyes,Kim Carnes,1,2,1,14,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-07-01,Bette Davis Eyes,Kim Carnes,1,1,1,15,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-07-08,Bette Davis Eyes,Kim Carnes,1,1,1,16,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-07-15,Bette Davis Eyes,Kim Carnes,1,1,1,17,https://charts-static.billboard.com/img/1840/12/kim-carnes-5qv-180x180.jpg
1981-07-22,The One That You Love,Air Supply,1,3,1,11,https://charts-static.billboard.com/img/1981/05/air-supply-6x5-180x180.jpg
1981-07-29,Jessie's Girl,Rick Springfield,1,3,1,19,https://charts-static.billboard.com/img/1981/03/rick-springfield-l76-jessiesgirl-w07-180x180.jpg
1981-08-05,Jessie's Girl,Rick Springfield,1,1,1,20,https://charts-static.billboard.com/img/1981/03/rick-springfield-l76-jessiesgirl-w07-180x180.jpg
1981-08-12,Endless Love,Diana Ross & Lionel Richie,1,2,1,6,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-08-19,Endless Love,Diana Ross & Lionel Richie,1,1,1,7,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-08-26,Endless Love,Diana Ross & Lionel Richie,1,1,1,8,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-09-02,Endless Love,Diana Ross & Lionel Richie,1,1,1,9,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-09-09,Endless Love,Diana Ross & Lionel Richie,1,1,1,10,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-09-16,Endless Love,Diana Ross & Lionel Richie,1,1,1,11,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-09-23,Endless Love,Diana Ross & Lionel Richie,1,1,1,12,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-09-30,Endless Love,Diana Ross & Lionel Richie,1,1,1,13,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-10-07,Endless Love,Diana Ross & Lionel Richie,1,1,1,14,https://charts-static.billboard.com/img/1981/07/diana-ross-akp-endless-love-kis-180x180.jpg
1981-10-14,Arthur's Theme (Best That You Can Do),Christopher Cross,1,2,1,10,https://charts-static.billboard.com/img/1981/08/christopher-cross-r4j-180x180.jpg
1981-10-21,Arthur's Theme (Best That You Can Do),Christopher Cross,1,1,1,11,https://charts-static.billboard.com/img/1981/08/christopher-cross-r4j-180x180.jpg
1981-10-28,Arthur's Theme (Best That You Can Do),Christopher Cross,1,1,1,12,https://charts-static.billboard.com/img/1981/08/christopher-cross-r4j-180x180.jpg
1981-11-04,Private Eyes,Daryl Hall John Oates,1,3,1,11,https://charts-static.billboard.com/img/1974/02/daryl-hall-john-oates-o77-180x180.jpg
1981-11-11,Private Eyes,Daryl Hall John Oates,1,1,1,12,https://charts-static.billboard.com/img/1974/02/daryl-hall-john-oates-o77-180x180.jpg
1981-11-18,Physical,Olivia Newton-John,1,3,1,8,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1981-11-25,Physical,Olivia Newton-John,1,1,1,9,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1981-12-02,Physical,Olivia Newton-John,1,1,1,10,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1981-12-09,Physical,Olivia Newton-John,1,1,1,11,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1981-12-16,Physical,Olivia Newton-John,1,1,1,12,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1981-12-23,Physical,Olivia Newton-John,1,1,1,13,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1981-12-30,Physical,Olivia Newton-John,1,1,1,14,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1982-01-06,Physical,Olivia Newton-John,1,1,1,15,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1982-01-13,Physical,Olivia Newton-John,1,1,1,16,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1982-01-20,Physical,Olivia Newton-John,1,1,1,17,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-q0b-physical-8yo-180x180.jpg
1982-01-27,I Can't Go For That (No Can Do),Daryl Hall John Oates,1,4,1,12,https://charts-static.billboard.com/img/1974/02/daryl-hall-john-oates-o77-180x180.jpg
1982-02-03,Centerfold,The J. Geils Band,1,3,1,14,https://charts-static.billboard.com/img/1981/11/the-j-geils-band-etm-180x180.jpg
1982-02-10,Centerfold,The J. Geils Band,1,1,1,15,https://charts-static.billboard.com/img/1981/11/the-j-geils-band-etm-180x180.jpg
1982-02-17,Centerfold,The J. Geils Band,1,1,1,16,https://charts-static.billboard.com/img/1981/11/the-j-geils-band-etm-180x180.jpg
1982-02-24,Centerfold,The J. Geils Band,1,1,1,17,https://charts-static.billboard.com/img/1981/11/the-j-geils-band-etm-180x180.jpg
1982-03-03,Centerfold,The J. Geils Band,1,1,1,18,https://charts-static.billboard.com/img/1981/11/the-j-geils-band-etm-180x180.jpg
1982-03-10,Centerfold,The J. Geils Band,1,1,1,19,https://charts-static.billboard.com/img/1981/11/the-j-geils-band-etm-180x180.jpg
1982-03-17,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,3,1,7,https://charts-static.billboard.com/img/1981/12/joan-jett-the-blackhearts-rqx-iloverocknroll-n20-180x180.jpg
1982-03-24,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,1,1,8,https://charts-static.billboard.com/img/1981/12/joan-jett-the-blackhearts-rqx-iloverocknroll-n20-180x180.jpg
1982-03-31,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,1,1,9,https://charts-static.billboard.com/img/1981/12/joan-jett-the-blackhearts-rqx-iloverocknroll-n20-180x180.jpg
1982-04-07,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,1,1,10,https://charts-static.billboard.com/img/1981/12/joan-jett-the-blackhearts-rqx-iloverocknroll-n20-180x180.jpg
1982-04-14,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,1,1,11,https://charts-static.billboard.com/img/1981/12/joan-jett-the-blackhearts-rqx-iloverocknroll-n20-180x180.jpg
1982-04-21,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,1,1,12,https://charts-static.billboard.com/img/1981/12/joan-jett-the-blackhearts-rqx-iloverocknroll-n20-180x180.jpg
1982-04-28,I Love Rock 'N Roll,Joan Jett & The Blackhearts,1,1,1,13,https://charts-static.billboard.com/img/1981/12/joan-jett-the-blackhearts-rqx-iloverocknroll-n20-180x180.jpg
1982-05-05,Chariots Of Fire - Titles,Vangelis,1,2,1,22,https://charts-static.billboard.com/img/1981/10/vangelis-qi9-91x91.jpg
1982-05-12,Ebony And Ivory,Paul McCartney And Stevie Wonder,1,2,1,6,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
1982-05-19,Ebony And Ivory,Paul McCartney And Stevie Wonder,1,1,1,7,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
1982-05-26,Ebony And Ivory,Paul McCartney And Stevie Wonder,1,1,1,8,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
1982-06-02,Ebony And Ivory,Paul McCartney And Stevie Wonder,1,1,1,9,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
1982-06-09,Ebony And Ivory,Paul McCartney And Stevie Wonder,1,1,1,10,https://charts-static.billboard.com/img/1970/05/paul-mccartney-grq-180x180.jpg
