uri,danceability,energy,key,key,loudness,loudness,mode,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,time_signature,num_samples,duration,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,loudness,tempo,tempo,tempo_confidence,time_signature,time_signature,time_signature_confidence,key,key,key_confidence,mode,mode,mode_confidence
spotify:track:4sIkDCqNjTubfb5UVs8lEA,0.356,0.615,6,6,-7.211,-7.211,1,1,0.0315,0.456,0.0,0.0477,0.602,137.186,137.186,audio_features,4sIkDCqNjTubfb5UVs8lEA,https://api.spotify.com/v1/tracks/4sIkDCqNjTubfb5UVs8lEA,https://api.spotify.com/v1/audio-analysis/4sIkDCqNjTubfb5UVs8lEA,207413,4,4,4573464,207.41333,22050,1,0.46639,200.57397,-7.211,-7.211,137.186,137.186,0.602,4,4,0.881,6,6,0.568,1,1,0.609
spotify:track:5kbSslE6zBMZnULSrE4SdZ,0.6970000000000001,0.498,9,9,-9.147,-9.147,0,0,0.0419,0.101,0.0008200000000000001,0.13,0.85,103.77,103.77,audio_features,5kbSslE6zBMZnULSrE4SdZ,https://api.spotify.com/v1/tracks/5kbSslE6zBMZnULSrE4SdZ,https://api.spotify.com/v1/audio-analysis/5kbSslE6zBMZnULSrE4SdZ,235800,4,4,5199390,235.8,22050,1,0.37782,222.16853,-9.147,-9.147,103.77,103.77,0.26,4,4,0.99,9,9,0.968,0,0,0.674
spotify:track:627teoJpK7qZOxRRY8TNnv,0.541,0.644,3,3,-9.716,-9.716,1,1,0.0575,0.09580000000000001,4.17e-06,0.057600000000000005,0.647,168.813,168.813,audio_features,627teoJpK7qZOxRRY8TNnv,https://api.spotify.com/v1/tracks/627teoJpK7qZOxRRY8TNnv,https://api.spotify.com/v1/audio-analysis/627teoJpK7qZOxRRY8TNnv,291360,4,4,6424488,291.36,22050,1,0.49324,284.35736,-9.716,-9.716,168.813,168.813,0.132,4,4,1.0,3,3,0.451,1,1,0.581
spotify:track:53RGKUb4zvhHaDCmjgUrIP,0.48,0.8180000000000001,7,7,-8.361,-8.361,1,1,0.101,0.462,0.0,0.365,0.794,157.276,157.276,audio_features,53RGKUb4zvhHaDCmjgUrIP,https://api.spotify.com/v1/tracks/53RGKUb4zvhHaDCmjgUrIP,https://api.spotify.com/v1/audio-analysis/53RGKUb4zvhHaDCmjgUrIP,190507,4,4,4200672,190.50667,22050,1,0.0,173.81879,-8.361,-8.361,157.276,157.276,0.023,4,4,0.906,7,7,0.845,1,1,0.446
spotify:track:3XcjIvaZVUFAIdIYZqY9bd,0.637,0.89,7,7,-4.872,-4.872,1,1,0.06760000000000001,0.11900000000000001,6.500000000000001e-05,0.10300000000000001,0.923,127.688,127.688,audio_features,3XcjIvaZVUFAIdIYZqY9bd,https://api.spotify.com/v1/tracks/3XcjIvaZVUFAIdIYZqY9bd,https://api.spotify.com/v1/audio-analysis/3XcjIvaZVUFAIdIYZqY9bd,207093,4,4,4566408,207.09332,22050,1,0.39705,203.26749,-4.872,-4.872,127.688,127.688,1.0,4,4,0.956,7,7,0.892,1,1,0.57
spotify:track:23jaOlnV7vHmly51DPBr35,0.646,0.467,9,9,-12.678,-12.678,0,0,0.0325,0.524,0.0,0.329,0.877,102.704,102.704,audio_features,23jaOlnV7vHmly51DPBr35,https://api.spotify.com/v1/tracks/23jaOlnV7vHmly51DPBr35,https://api.spotify.com/v1/audio-analysis/23jaOlnV7vHmly51DPBr35,167533,4,4,3694110,167.53333,22050,1,0.17401,155.30086,-12.678,-12.678,102.704,102.704,0.105,4,4,0.931,9,9,0.467,0,0,0.494
spotify:track:1GcVa4jFySlun4jLSuMhiq,0.429,0.554,9,9,-6.128,-6.128,0,0,0.0291,0.67,0.00015199999999999998,0.105,0.40700000000000003,136.302,136.302,audio_features,1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/tracks/1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/audio-analysis/1GcVa4jFySlun4jLSuMhiq,272000,4,4,5997600,272.0,22050,1,0.58041,264.1502,-6.128,-6.128,136.302,136.302,0.291,4,4,1.0,9,9,0.341,0,0,0.422
spotify:track:7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,10,-12.058,-12.058,0,0,0.0454,0.271,2.8100000000000002e-05,0.1,0.448,92.006,92.006,audio_features,7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/tracks/7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/audio-analysis/7MF7QAodbGzNYav5ZfIhAY,279333,4,4,6159300,279.33334,22050,1,0.182,267.35455,-12.058,-12.058,92.006,92.006,0.167,4,4,0.997,10,10,0.345,0,0,0.511
spotify:track:5CiOCxc3argOhj5qKNZGN0,0.45,0.81,1,1,-9.762,-9.762,1,1,0.0472,0.122,0.009630000000000001,0.0412,0.86,101.568,101.568,audio_features,5CiOCxc3argOhj5qKNZGN0,https://api.spotify.com/v1/tracks/5CiOCxc3argOhj5qKNZGN0,https://api.spotify.com/v1/audio-analysis/5CiOCxc3argOhj5qKNZGN0,479413,4,4,10571064,479.41333,22050,1,0.38168,469.67,-9.762,-9.762,101.568,101.568,0.461,4,4,1.0,1,1,0.0,1,1,0.157
spotify:track:1hwN2eAwsXgktvw9Qe8TrP,0.617,0.6960000000000001,4,4,-12.739,-12.739,1,1,0.028200000000000003,0.0155,0.00019899999999999999,0.108,0.9,111.136,111.136,audio_features,1hwN2eAwsXgktvw9Qe8TrP,https://api.spotify.com/v1/tracks/1hwN2eAwsXgktvw9Qe8TrP,https://api.spotify.com/v1/audio-analysis/1hwN2eAwsXgktvw9Qe8TrP,239760,4,4,5286708,239.76,22050,1,0.43764,222.62712,-12.739,-12.739,111.136,111.136,0.895,4,4,1.0,4,4,0.639,1,1,0.588
spotify:track:1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,10,-12.993,-12.993,1,1,0.0385,0.806,0.0,0.09910000000000001,0.6940000000000001,184.301,184.301,audio_features,1Ehdm1PDlKrdfyBsjwEvd1,https://api.spotify.com/v1/tracks/1Ehdm1PDlKrdfyBsjwEvd1,https://api.spotify.com/v1/audio-analysis/1Ehdm1PDlKrdfyBsjwEvd1,179173,4,4,3950772,179.17332,22050,1,0.0,172.51265,-12.993,-12.993,184.301,184.301,0.176,4,4,0.772,10,10,0.942,1,1,0.808
spotify:track:542C7PqR1oEfl63hlhQO4V,0.5760000000000001,0.318,7,7,-14.366,-14.366,1,1,0.0286,0.661,7.47e-06,0.167,0.41000000000000003,103.493,103.493,audio_features,542C7PqR1oEfl63hlhQO4V,https://api.spotify.com/v1/tracks/542C7PqR1oEfl63hlhQO4V,https://api.spotify.com/v1/audio-analysis/542C7PqR1oEfl63hlhQO4V,161907,4,4,3570042,161.90668,22050,1,0.09596,150.03574,-14.366,-14.366,103.493,103.493,0.036,4,4,0.392,7,7,0.724,1,1,0.721
spotify:track:7uWFUpGuEfmxYeymkV95jn,0.533,0.157,2,2,-16.838,-16.838,1,1,0.0374,0.888,0.0,0.108,0.587,134.019,134.019,audio_features,7uWFUpGuEfmxYeymkV95jn,https://api.spotify.com/v1/tracks/7uWFUpGuEfmxYeymkV95jn,https://api.spotify.com/v1/audio-analysis/7uWFUpGuEfmxYeymkV95jn,148587,3,3,3276336,148.58667,22050,1,0.23805,139.78413,-16.838,-16.838,134.019,134.019,0.263,3,3,1.0,2,2,0.799,1,1,0.413
spotify:track:1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,5,5,-9.616,-9.616,1,1,0.0396,0.365,5.299999999999999e-06,0.20600000000000002,0.796,83.293,83.293,audio_features,1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/tracks/1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/audio-analysis/1bp2IO61zbQrbWNmKKxg3f,264504,4,4,5832313,264.504,22050,1,0.0,257.60797,-9.616,-9.616,83.293,83.293,0.0,4,4,1.0,5,5,0.896,1,1,0.591
spotify:track:2vhW1OmaZDYi63Da9d8R5o,0.37,0.418,2,2,-11.305,-11.305,1,1,0.026600000000000002,0.303,0.0,0.08320000000000001,0.926,177.576,177.576,audio_features,2vhW1OmaZDYi63Da9d8R5o,https://api.spotify.com/v1/tracks/2vhW1OmaZDYi63Da9d8R5o,https://api.spotify.com/v1/audio-analysis/2vhW1OmaZDYi63Da9d8R5o,207986,4,4,4586097,207.98627,22050,1,0.74286,201.71175,-11.305,-11.305,177.576,177.576,0.084,4,4,1.0,2,2,0.379,1,1,0.326
spotify:track:4MAxWahEbzU8m4bD6mSZg9,0.665,0.629,8,8,-12.852,-12.852,1,1,0.0441,0.0381,1.84e-05,0.0637,0.856,124.265,124.265,audio_features,4MAxWahEbzU8m4bD6mSZg9,https://api.spotify.com/v1/tracks/4MAxWahEbzU8m4bD6mSZg9,https://api.spotify.com/v1/audio-analysis/4MAxWahEbzU8m4bD6mSZg9,169693,4,4,3741738,169.69333,22050,1,0.45959,154.20372,-12.852,-12.852,124.265,124.265,0.793,4,4,1.0,8,8,0.0,1,1,0.094
spotify:track:1vZTgn4JXWMahR8r99ug5H,0.264,0.32,9,9,-11.716,-11.716,1,1,0.0325,0.885,0.00141,0.134,0.171,138.108,138.108,audio_features,1vZTgn4JXWMahR8r99ug5H,https://api.spotify.com/v1/tracks/1vZTgn4JXWMahR8r99ug5H,https://api.spotify.com/v1/audio-analysis/1vZTgn4JXWMahR8r99ug5H,211093,3,3,4654608,211.09332,22050,1,0.11923,199.73224,-11.716,-11.716,138.108,138.108,0.5,3,3,0.313,9,9,0.451,1,1,0.497
spotify:track:5csdrJ0JtFn0qvwlvSh2EI,0.496,0.5630000000000001,4,4,-12.129,-12.129,0,0,0.0337,0.0008349999999999999,0.804,0.373,0.723,97.136,97.136,audio_features,5csdrJ0JtFn0qvwlvSh2EI,https://api.spotify.com/v1/tracks/5csdrJ0JtFn0qvwlvSh2EI,https://api.spotify.com/v1/audio-analysis/5csdrJ0JtFn0qvwlvSh2EI,246267,4,4,5430180,246.26666,22050,1,0.25624,235.42712,-12.129,-12.129,97.136,97.136,0.875,4,4,1.0,4,4,0.761,0,0,0.428
spotify:track:7pGMRy91RcQT9oHdPgYz3A,0.648,0.646,6,6,-8.201,-8.201,1,1,0.0502,0.627,4.9000000000000005e-06,0.247,0.812,99.975,99.975,audio_features,7pGMRy91RcQT9oHdPgYz3A,https://api.spotify.com/v1/tracks/7pGMRy91RcQT9oHdPgYz3A,https://api.spotify.com/v1/audio-analysis/7pGMRy91RcQT9oHdPgYz3A,208853,4,4,4605216,208.85333,22050,1,0.41846,193.09714,-8.201,-8.201,99.975,99.975,0.095,4,4,0.988,6,6,0.852,1,1,0.719
spotify:track:0xL3tjPSUJncbnIOn1uPhZ,0.528,0.435,8,8,-13.282,-13.282,1,1,0.0391,0.48,0.0,0.417,0.47700000000000004,147.274,147.274,audio_features,0xL3tjPSUJncbnIOn1uPhZ,https://api.spotify.com/v1/tracks/0xL3tjPSUJncbnIOn1uPhZ,https://api.spotify.com/v1/audio-analysis/0xL3tjPSUJncbnIOn1uPhZ,206467,4,4,4552590,206.46667,22050,1,0.0829,197.14322,-13.282,-13.282,147.274,147.274,0.63,4,4,1.0,8,8,0.364,1,1,0.411
spotify:track:3m8lTUL5GxGUNSaycI77ND,0.322,0.168,10,10,-13.893,-13.893,1,1,0.033600000000000005,0.915,0.000223,0.117,0.259,146.68,146.68,audio_features,3m8lTUL5GxGUNSaycI77ND,https://api.spotify.com/v1/tracks/3m8lTUL5GxGUNSaycI77ND,https://api.spotify.com/v1/audio-analysis/3m8lTUL5GxGUNSaycI77ND,311893,4,4,6877248,311.89334,22050,1,0.1112,302.34702,-13.893,-13.893,146.68,146.68,0.058,4,4,1.0,10,10,0.809,1,1,0.792
spotify:track:2Nz6aF1umHh5Et6I5H581L,0.547,0.8200000000000001,8,8,-6.728,-6.728,1,1,0.0805,0.261,0.0,0.30000000000000004,0.933,118.208,118.208,audio_features,2Nz6aF1umHh5Et6I5H581L,https://api.spotify.com/v1/tracks/2Nz6aF1umHh5Et6I5H581L,https://api.spotify.com/v1/audio-analysis/2Nz6aF1umHh5Et6I5H581L,172867,4,4,3811710,172.86667,22050,1,0.33655,163.94449,-6.728,-6.728,118.208,118.208,0.667,4,4,1.0,8,8,0.82,1,1,0.73
spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,0.665,0.673,0,0,-7.95,-7.95,1,1,0.049300000000000004,0.259,7.62e-06,0.497,0.779,132.642,132.642,audio_features,5Wj1rJnCLpMHdLaxsFtJLs,https://api.spotify.com/v1/tracks/5Wj1rJnCLpMHdLaxsFtJLs,https://api.spotify.com/v1/audio-analysis/5Wj1rJnCLpMHdLaxsFtJLs,322549,4,4,7112204,322.54892,22050,1,4.71946,308.18686,-7.95,-7.95,132.642,132.642,0.378,4,4,0.997,0,0,0.404,1,1,0.492
spotify:track:7kllQQPam6HumbUCIPSvHJ,0.707,0.854,7,7,-8.231,-8.231,0,0,0.0286,0.149,0.117,0.09870000000000001,0.96,114.022,114.022,audio_features,7kllQQPam6HumbUCIPSvHJ,https://api.spotify.com/v1/tracks/7kllQQPam6HumbUCIPSvHJ,https://api.spotify.com/v1/audio-analysis/7kllQQPam6HumbUCIPSvHJ,222347,4,4,4902744,222.34666,22050,1,0.0,214.24472,-8.231,-8.231,114.022,114.022,0.81,4,4,1.0,7,7,0.345,0,0,0.313
spotify:track:0PxYWaGiwWtcuL1VIMiEW4,0.456,0.933,0,0,-5.212,-5.212,1,1,0.153,0.375,0.0,0.5630000000000001,0.367,125.051,125.051,audio_features,0PxYWaGiwWtcuL1VIMiEW4,https://api.spotify.com/v1/tracks/0PxYWaGiwWtcuL1VIMiEW4,https://api.spotify.com/v1/audio-analysis/0PxYWaGiwWtcuL1VIMiEW4,165800,4,4,3655890,165.8,22050,1,0.2083,158.62132,-5.212,-5.212,125.051,125.051,0.784,4,4,1.0,0,0,0.473,1,1,0.518
spotify:track:7FUk1EkNJLXyjadbiHlw0C,0.687,0.523,0,0,-14.245,-14.245,1,1,0.278,0.641,0.0,0.902,0.779,119.692,119.692,audio_features,7FUk1EkNJLXyjadbiHlw0C,https://api.spotify.com/v1/tracks/7FUk1EkNJLXyjadbiHlw0C,https://api.spotify.com/v1/audio-analysis/7FUk1EkNJLXyjadbiHlw0C,197733,4,4,4360020,197.73334,22050,1,0.24934,187.24571,-14.245,-14.245,119.692,119.692,0.566,4,4,0.005,0,0,0.304,1,1,0.417
spotify:track:1H4idkmruFoJBg1DvUv2tY,0.47900000000000004,0.601,7,7,-8.806000000000001,-8.806,1,1,0.031900000000000005,0.0823,0.00141,0.111,0.669,124.966,124.966,audio_features,1H4idkmruFoJBg1DvUv2tY,https://api.spotify.com/v1/tracks/1H4idkmruFoJBg1DvUv2tY,https://api.spotify.com/v1/audio-analysis/1H4idkmruFoJBg1DvUv2tY,313027,4,4,6902238,313.02667,22050,1,1.03288,307.34512,-8.806000000000001,-8.806,124.966,124.966,0.19,4,4,0.709,7,7,0.112,1,1,0.443
spotify:track:6ZqgJAbxuEUjazBLN5V0U4,0.7010000000000001,0.6900000000000001,11,11,-10.27,-10.27,1,1,0.039900000000000005,0.022600000000000002,0.0,0.17300000000000001,0.964,122.19,122.19,audio_features,6ZqgJAbxuEUjazBLN5V0U4,https://api.spotify.com/v1/tracks/6ZqgJAbxuEUjazBLN5V0U4,https://api.spotify.com/v1/audio-analysis/6ZqgJAbxuEUjazBLN5V0U4,205867,4,4,4539360,205.86667,22050,1,0.40617,193.9621,-10.27,-10.27,122.19,122.19,0.901,4,4,0.964,11,11,0.751,1,1,0.539
spotify:track:0SjnBEHZVXgCKvOrpvzL2k,0.794,0.427,11,11,-15.492,-15.492,1,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,105.732,audio_features,0SjnBEHZVXgCKvOrpvzL2k,https://api.spotify.com/v1/tracks/0SjnBEHZVXgCKvOrpvzL2k,https://api.spotify.com/v1/audio-analysis/0SjnBEHZVXgCKvOrpvzL2k,213400,4,4,4705470,213.4,22050,1,0.2049,203.60417,-15.492,-15.492,105.732,105.732,0.907,4,4,1.0,11,11,0.172,1,1,0.572
spotify:track:7fu3Tv5rcoGD1PZV7s57WW,0.596,0.58,3,3,-9.72,-9.72,1,1,0.0446,0.256,0.0,0.1,0.884,107.182,107.182,audio_features,7fu3Tv5rcoGD1PZV7s57WW,https://api.spotify.com/v1/tracks/7fu3Tv5rcoGD1PZV7s57WW,https://api.spotify.com/v1/audio-analysis/7fu3Tv5rcoGD1PZV7s57WW,202573,4,4,4466742,202.57333,22050,1,0.0,191.87228,-9.72,-9.72,107.182,107.182,0.472,4,4,1.0,3,3,0.341,1,1,0.7
spotify:track:16KwF7IrKHTVTitUKH58g3,0.594,0.906,1,1,-5.536,-5.536,1,1,0.0594,0.169,0.0012200000000000002,0.07780000000000001,0.892,104.411,104.411,audio_features,16KwF7IrKHTVTitUKH58g3,https://api.spotify.com/v1/tracks/16KwF7IrKHTVTitUKH58g3,https://api.spotify.com/v1/audio-analysis/16KwF7IrKHTVTitUKH58g3,200053,4,4,4411176,200.05333,22050,1,0.47079,187.70432,-5.536,-5.536,104.411,104.411,0.833,4,4,1.0,1,1,0.257,1,1,0.434
spotify:track:4J0DbyODwZJcmIAiTSJfMF,0.304,0.305,2,2,-10.879,-10.879,1,1,0.0298,0.871,0.00368,0.367,0.464,146.066,146.066,audio_features,4J0DbyODwZJcmIAiTSJfMF,https://api.spotify.com/v1/tracks/4J0DbyODwZJcmIAiTSJfMF,https://api.spotify.com/v1/audio-analysis/4J0DbyODwZJcmIAiTSJfMF,180693,3,3,3984288,180.69333,22050,1,0.15048,167.75838,-10.879,-10.879,146.066,146.066,0.218,3,3,1.0,2,2,0.799,1,1,0.828
spotify:track:7gkboYtvhuXNS4EUwmFPcw,0.681,0.264,8,8,-21.861,-21.861,1,1,0.0309,0.833,0.441,0.10300000000000001,0.6920000000000001,93.809,93.809,audio_features,7gkboYtvhuXNS4EUwmFPcw,https://api.spotify.com/v1/tracks/7gkboYtvhuXNS4EUwmFPcw,https://api.spotify.com/v1/audio-analysis/7gkboYtvhuXNS4EUwmFPcw,175400,4,4,3867570,175.4,22050,1,0.19669,159.78812,-21.861,-21.861,93.809,93.809,0.403,4,4,1.0,8,8,0.278,1,1,0.44
spotify:track:4f4RRYN3R7glPElFjeoUnC,0.767,0.45,0,0,-12.352,-12.352,1,1,0.0824,0.34700000000000003,0.0,0.113,0.809,106.847,106.847,audio_features,4f4RRYN3R7glPElFjeoUnC,https://api.spotify.com/v1/tracks/4f4RRYN3R7glPElFjeoUnC,https://api.spotify.com/v1/audio-analysis/4f4RRYN3R7glPElFjeoUnC,203333,4,4,4483500,203.33333,22050,1,0.0,196.06349,-12.352,-12.352,106.847,106.847,0.65,4,4,1.0,0,0,0.806,1,1,0.711
spotify:track:5PuAFxKmqG72uKyoo11zpQ,0.596,0.589,0,0,-8.747,-8.747,1,1,0.037,0.551,0.0,0.0897,0.587,75.288,75.288,audio_features,5PuAFxKmqG72uKyoo11zpQ,https://api.spotify.com/v1/tracks/5PuAFxKmqG72uKyoo11zpQ,https://api.spotify.com/v1/audio-analysis/5PuAFxKmqG72uKyoo11zpQ,156293,4,4,3446268,156.29333,22050,1,0.27855,147.29578,-8.747,-8.747,75.288,75.288,0.199,4,4,1.0,0,0,0.68,1,1,0.674
spotify:track:0UOxp1BpnD8uPQMKU4wKjz,0.73,0.639,7,7,-11.025,-11.025,0,0,0.0524,0.0853,0.00221,0.10200000000000001,0.658,94.395,94.395,audio_features,0UOxp1BpnD8uPQMKU4wKjz,https://api.spotify.com/v1/tracks/0UOxp1BpnD8uPQMKU4wKjz,https://api.spotify.com/v1/audio-analysis/0UOxp1BpnD8uPQMKU4wKjz,263747,4,4,5815614,263.74667,22050,1,0.21497,254.20625,-11.025,-11.025,94.395,94.395,0.631,4,4,1.0,7,7,0.388,0,0,0.541
spotify:track:3mWpUEBYnv9SIFWfixSJFx,0.729,0.78,5,5,-7.604,-7.604,1,1,0.0631,0.114,0.106,0.07590000000000001,0.795,111.833,111.833,audio_features,3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/tracks/3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/audio-analysis/3mWpUEBYnv9SIFWfixSJFx,274000,4,4,6041700,274.0,22050,1,0.23456,257.82858,-7.604,-7.604,111.833,111.833,0.908,4,4,0.971,5,5,0.598,1,1,0.42
spotify:track:6CmowFMfHPyMx6c4tHOb0k,0.6990000000000001,0.62,0,0,-11.16,-11.16,1,1,0.028900000000000002,0.000493,0.012,0.167,0.768,127.496,127.496,audio_features,6CmowFMfHPyMx6c4tHOb0k,https://api.spotify.com/v1/tracks/6CmowFMfHPyMx6c4tHOb0k,https://api.spotify.com/v1/audio-analysis/6CmowFMfHPyMx6c4tHOb0k,200689,4,4,4425184,200.68861,22050,1,0.24381,186.71165,-11.16,-11.16,127.496,127.496,0.95,4,4,1.0,0,0,0.605,1,1,0.632
spotify:track:5q8UoqDHPe9bU4R5bbvcJF,0.355,0.112,10,10,-15.309,-15.309,1,1,0.0362,0.9590000000000001,0.000104,0.0674,0.153,134.893,134.893,audio_features,5q8UoqDHPe9bU4R5bbvcJF,https://api.spotify.com/v1/tracks/5q8UoqDHPe9bU4R5bbvcJF,https://api.spotify.com/v1/audio-analysis/5q8UoqDHPe9bU4R5bbvcJF,220333,4,4,4858350,220.33333,22050,1,0.20512,203.09332,-15.309,-15.309,134.893,134.893,0.14,4,4,0.725,10,10,0.784,1,1,0.531
spotify:track:72PoJMDfdaw9gGECgA9kTZ,0.808,0.8300000000000001,9,9,-3.995,-3.995,0,0,0.028300000000000002,0.613,0.0112,0.198,0.909,102.8,102.8,audio_features,72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/tracks/72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/audio-analysis/72PoJMDfdaw9gGECgA9kTZ,156200,4,4,3444210,156.2,22050,1,0.0,149.46684,-3.995,-3.995,102.8,102.8,0.604,4,4,1.0,9,9,0.032,0,0,0.311
spotify:track:2ARBXxaM4pzXhGpFoZPAg7,0.803,0.73,9,9,-7.458,-7.458,0,0,0.0608,0.643,0.0,0.585,0.8170000000000001,116.627,116.627,audio_features,2ARBXxaM4pzXhGpFoZPAg7,https://api.spotify.com/v1/tracks/2ARBXxaM4pzXhGpFoZPAg7,https://api.spotify.com/v1/audio-analysis/2ARBXxaM4pzXhGpFoZPAg7,240240,4,4,5297292,240.24,22050,1,0.40036,230.10976,-7.458,-7.458,116.627,116.627,0.938,4,4,0.783,9,9,0.246,0,0,0.336
spotify:track:1inwt0v9a4ib9yS6Y4KsdM,0.749,0.641,10,10,-10.06,-10.06,0,0,0.0356,0.296,0.000104,0.501,0.841,101.467,101.467,audio_features,1inwt0v9a4ib9yS6Y4KsdM,https://api.spotify.com/v1/tracks/1inwt0v9a4ib9yS6Y4KsdM,https://api.spotify.com/v1/audio-analysis/1inwt0v9a4ib9yS6Y4KsdM,202707,4,4,4469682,202.70667,22050,1,0.22884,196.35374,-10.06,-10.06,101.467,101.467,0.364,4,4,1.0,10,10,0.24,0,0,0.306
spotify:track:0HOrDVS349XFcpCYsO2hAP,0.47500000000000003,0.439,11,11,-15.039,-15.039,0,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,118.392,audio_features,0HOrDVS349XFcpCYsO2hAP,https://api.spotify.com/v1/tracks/0HOrDVS349XFcpCYsO2hAP,https://api.spotify.com/v1/audio-analysis/0HOrDVS349XFcpCYsO2hAP,234867,4,4,5178810,234.86667,22050,1,0.29651,218.19211,-15.039,-15.039,118.392,118.392,0.773,4,4,1.0,11,11,0.0,0,0,0.165
spotify:track:49nBXQzYNyjoBmUda3ezMf,0.5740000000000001,0.853,2,2,-9.157,-9.157,1,1,0.0763,0.531,0.581,0.543,0.755,126.313,126.313,audio_features,49nBXQzYNyjoBmUda3ezMf,https://api.spotify.com/v1/tracks/49nBXQzYNyjoBmUda3ezMf,https://api.spotify.com/v1/audio-analysis/49nBXQzYNyjoBmUda3ezMf,207307,4,4,4571112,207.30667,22050,1,0.35855,191.39629,-9.157,-9.157,126.313,126.313,0.925,4,4,1.0,2,2,0.373,1,1,0.478
spotify:track:4oW1lGOw5Q5OLvoJv92qoE,0.47100000000000003,0.675,0,0,-9.07,-9.07,1,1,0.051300000000000005,0.511,0.019,0.232,0.53,125.313,125.313,audio_features,4oW1lGOw5Q5OLvoJv92qoE,https://api.spotify.com/v1/tracks/4oW1lGOw5Q5OLvoJv92qoE,https://api.spotify.com/v1/audio-analysis/4oW1lGOw5Q5OLvoJv92qoE,238333,4,4,5255250,238.33333,22050,1,0.1019,223.37016,-9.07,-9.07,125.313,125.313,0.688,4,4,1.0,0,0,0.521,1,1,0.636
spotify:track:7K8QsHbmUpSX37oOCL4e2g,0.621,0.764,2,2,-8.702,-8.702,1,1,0.057800000000000004,0.146,4.97e-05,0.161,0.745,102.288,102.288,audio_features,7K8QsHbmUpSX37oOCL4e2g,https://api.spotify.com/v1/tracks/7K8QsHbmUpSX37oOCL4e2g,https://api.spotify.com/v1/audio-analysis/7K8QsHbmUpSX37oOCL4e2g,197936,4,4,4364487,197.93591,22050,1,0.06789,185.7132,-8.702,-8.702,102.288,102.288,0.579,4,4,0.997,2,2,0.54,1,1,0.549
spotify:track:2obblQ6tcePeOEVJV6nEGD,0.489,0.578,10,10,-9.766,-9.766,1,1,0.041800000000000004,0.234,0.0,0.123,0.511,78.111,78.111,audio_features,2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/tracks/2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/audio-analysis/2obblQ6tcePeOEVJV6nEGD,222951,4,4,4916073,222.95116,22050,1,0.10417,215.19093,-9.766,-9.766,78.111,78.111,0.384,4,4,0.996,10,10,0.617,1,1,0.531
spotify:track:46OZwUIGXFDclUHJYjunOj,0.544,0.41200000000000003,7,7,-12.628,-12.628,0,0,0.0482,0.543,2.32e-05,0.0839,0.527,79.957,79.957,audio_features,46OZwUIGXFDclUHJYjunOj,https://api.spotify.com/v1/tracks/46OZwUIGXFDclUHJYjunOj,https://api.spotify.com/v1/audio-analysis/46OZwUIGXFDclUHJYjunOj,210693,4,4,4645788,210.69333,22050,1,0.2059,199.95863,-12.628,-12.628,79.957,79.957,0.468,4,4,1.0,7,7,0.592,0,0,0.555
spotify:track:13JsYnkF16pHKuOFG6uI1C,0.392,0.5660000000000001,0,0,-8.127,-8.127,1,1,0.0368,0.0889,7.6e-05,0.06760000000000001,0.538,164.11,164.11,audio_features,13JsYnkF16pHKuOFG6uI1C,https://api.spotify.com/v1/tracks/13JsYnkF16pHKuOFG6uI1C,https://api.spotify.com/v1/audio-analysis/13JsYnkF16pHKuOFG6uI1C,377573,4,4,8325492,377.57333,22050,1,0.23215,356.51917,-8.127,-8.127,164.11,164.11,0.028,4,4,1.0,0,0,0.798,1,1,0.663
spotify:track:6iXQrhhgBisdfvS34EMTZ3,0.308,0.464,10,10,-9.032,-9.032,1,1,0.0279,0.418,2.4900000000000003e-06,0.14300000000000002,0.318,103.734,103.734,audio_features,6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/tracks/6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/audio-analysis/6iXQrhhgBisdfvS34EMTZ3,213333,4,4,4704000,213.33333,22050,1,0.0,199.45361,-9.032,-9.032,103.734,103.734,0.534,4,4,0.994,10,10,0.456,1,1,0.61
