uri,danceability,energy,key,key,loudness,loudness,mode,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,time_signature,num_samples,duration,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,loudness,tempo,tempo,tempo_confidence,time_signature,time_signature,time_signature_confidence,key,key,key_confidence,mode,mode,mode_confidence
spotify:track:2Di0qFNb7ATroCGB3q0Ka7,0.656,0.914,4,4,-7.471,-7.471,0,0,0.039400000000000004,0.0009429999999999999,0.06280000000000001,0.159,0.5760000000000001,113.259,113.259,audio_features,2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/tracks/2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/audio-analysis/2Di0qFNb7ATroCGB3q0Ka7,285907,4,4,6304242,285.90668,22050,1,3.23918,273.8039,-7.471,-7.471,113.259,113.259,0.912,4,4,1.0,4,4,0.151,0,0,0.203
spotify:track:6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,9,9,-16.011,-16.011,1,1,0.0339,0.484,3.5499999999999995e-06,0.117,0.248,131.242,131.242,audio_features,6yJxCltgtmGxIgKOS6ndnu,https://api.spotify.com/v1/tracks/6yJxCltgtmGxIgKOS6ndnu,https://api.spotify.com/v1/audio-analysis/6yJxCltgtmGxIgKOS6ndnu,291400,4,4,6425370,291.4,22050,1,1.07728,278.48853,-16.011,-16.011,131.242,131.242,0.201,4,4,0.984,9,9,0.271,1,1,0.495
spotify:track:095MMFhB9qxPx2VsmvjnUs,0.652,0.521,2,2,-6.752,-6.752,0,0,0.0256,0.263,0.0011,0.107,0.23500000000000001,109.943,109.943,audio_features,095MMFhB9qxPx2VsmvjnUs,https://api.spotify.com/v1/tracks/095MMFhB9qxPx2VsmvjnUs,https://api.spotify.com/v1/audio-analysis/095MMFhB9qxPx2VsmvjnUs,351920,4,4,7759836,351.92,22050,1,0.20939,341.14178,-6.752,-6.752,109.943,109.943,0.629,4,4,1.0,2,2,0.417,0,0,0.48
spotify:track:5HrVgmO1govSOrPUehW1VV,0.62,0.402,5,5,-12.964,-12.964,1,1,0.0264,0.337,6.13e-05,0.312,0.483,92.093,92.093,audio_features,5HrVgmO1govSOrPUehW1VV,https://api.spotify.com/v1/tracks/5HrVgmO1govSOrPUehW1VV,https://api.spotify.com/v1/audio-analysis/5HrVgmO1govSOrPUehW1VV,290840,4,4,6413022,290.84,22050,1,0.0,279.70178,-12.964,-12.964,92.093,92.093,0.514,4,4,1.0,5,5,0.558,1,1,0.459
spotify:track:1mP8BJQBRZWjSQLVmxQEyG,0.5630000000000001,0.458,0,0,-7.673,-7.673,1,1,0.030500000000000003,0.748,0.0,0.10300000000000001,0.259,79.738,79.738,audio_features,1mP8BJQBRZWjSQLVmxQEyG,https://api.spotify.com/v1/tracks/1mP8BJQBRZWjSQLVmxQEyG,https://api.spotify.com/v1/audio-analysis/1mP8BJQBRZWjSQLVmxQEyG,292680,4,4,6453594,292.68,22050,1,0.0,283.16153,-7.673,-7.673,79.738,79.738,0.281,4,4,0.852,0,0,0.027,1,1,0.346
spotify:track:1yg7fwwYmx9DQ2TdXUmfpJ,0.71,0.514,9,9,-8.885,-8.885,0,0,0.027800000000000002,0.58,0.000159,0.09530000000000001,0.517,86.02,86.02,audio_features,1yg7fwwYmx9DQ2TdXUmfpJ,https://api.spotify.com/v1/tracks/1yg7fwwYmx9DQ2TdXUmfpJ,https://api.spotify.com/v1/audio-analysis/1yg7fwwYmx9DQ2TdXUmfpJ,269840,4,4,5949972,269.84,22050,1,0.13084,255.14085,-8.885,-8.885,86.02,86.02,0.114,4,4,1.0,9,9,0.534,0,0,0.568
spotify:track:0xpBr84T3FTm9j4D1MdPtk,0.617,0.931,0,0,-6.845,-6.845,1,1,0.0345,0.186,0.0016600000000000002,0.171,0.849,131.014,131.014,audio_features,0xpBr84T3FTm9j4D1MdPtk,https://api.spotify.com/v1/tracks/0xpBr84T3FTm9j4D1MdPtk,https://api.spotify.com/v1/audio-analysis/0xpBr84T3FTm9j4D1MdPtk,208027,4,4,4586988,208.02667,22050,1,0.0,193.24808,-6.845,-6.845,131.014,131.014,0.926,4,4,1.0,0,0,0.262,1,1,0.479
spotify:track:4AUS8KNz7zX8XFu9L38GT0,0.641,0.682,8,8,-7.561,-7.561,1,1,0.0392,0.044,0.0,0.039400000000000004,0.468,96.319,96.319,audio_features,4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/tracks/4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/audio-analysis/4AUS8KNz7zX8XFu9L38GT0,311986,4,4,6879301,311.98645,22050,1,0.29156,299.58386,-7.561,-7.561,96.319,96.319,0.388,4,4,1.0,8,8,0.936,1,1,0.641
spotify:track:1eyq8cjUQ2daFthW2PC2GM,0.52,0.61,5,5,-7.9350000000000005,-7.935,1,1,0.028200000000000003,0.0805,2.95e-06,0.276,0.329,144.983,144.983,audio_features,1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/tracks/1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/audio-analysis/1eyq8cjUQ2daFthW2PC2GM,258333,4,4,5696250,258.33334,22050,1,0.09946,253.3239,-7.9350000000000005,-7.935,144.983,144.983,0.282,4,4,0.847,5,5,0.533,1,1,0.464
spotify:track:6A8OnjnpShshNpcqWtZRjr,0.833,0.934,5,5,-3.243,-3.243,0,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,121.879,audio_features,6A8OnjnpShshNpcqWtZRjr,https://api.spotify.com/v1/tracks/6A8OnjnpShshNpcqWtZRjr,https://api.spotify.com/v1/audio-analysis/6A8OnjnpShshNpcqWtZRjr,268533,4,4,5921160,268.53333,22050,1,0.0,259.71518,-3.243,-3.243,121.879,121.879,0.962,4,4,1.0,5,5,0.565,0,0,0.62
spotify:track:4ZExvJvQXPEeYzGU0N3THi,0.6950000000000001,0.78,5,5,-12.159,-12.159,1,1,0.0414,0.0426,0.146,0.298,0.9540000000000001,98.699,98.699,audio_features,4ZExvJvQXPEeYzGU0N3THi,https://api.spotify.com/v1/tracks/4ZExvJvQXPEeYzGU0N3THi,https://api.spotify.com/v1/audio-analysis/4ZExvJvQXPEeYzGU0N3THi,351507,4,4,7750722,351.50668,22050,1,1.05664,327.26205,-12.159,-12.159,98.699,98.699,0.634,4,4,1.0,5,5,0.663,1,1,0.337
spotify:track:4XX1pFUkQOZTYp6Hb6a6Ae,0.722,0.961,9,9,-4.812,-4.812,1,1,0.0514,0.0883,0.61,0.278,0.911,126.113,126.113,audio_features,4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/tracks/4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/audio-analysis/4XX1pFUkQOZTYp6Hb6a6Ae,229165,4,4,5053081,229.16467,22050,1,0.15664,220.1426,-4.812,-4.812,126.113,126.113,0.956,4,4,1.0,9,9,0.221,1,1,0.32
spotify:track:15MJ5NThPjj6xhPcts8MiY,0.497,0.719,6,6,-9.397,-9.397,1,1,0.026600000000000002,0.0613,0.0,0.41100000000000003,0.547,95.769,95.769,audio_features,15MJ5NThPjj6xhPcts8MiY,https://api.spotify.com/v1/tracks/15MJ5NThPjj6xhPcts8MiY,https://api.spotify.com/v1/audio-analysis/15MJ5NThPjj6xhPcts8MiY,255733,4,4,5638920,255.73334,22050,1,0.06966,241.31339,-9.397,-9.397,95.769,95.769,0.94,4,4,1.0,6,6,0.562,1,1,0.768
spotify:track:2cFl7utlqyZjCXN1G5nRvA,0.704,0.544,4,4,-11.402,-11.402,0,0,0.026000000000000002,0.0873,1.58e-05,0.041,0.627,120.717,120.717,audio_features,2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/tracks/2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/audio-analysis/2cFl7utlqyZjCXN1G5nRvA,269573,4,4,5944092,269.57333,22050,1,0.37116,254.61841,-11.402,-11.402,120.717,120.717,0.818,4,4,1.0,4,4,0.151,0,0,0.296
spotify:track:3mJ6pNcFM2CkykCYSREdKT,0.759,0.639,9,9,-11.386,-11.386,1,1,0.0425,0.084,0.033100000000000004,0.051800000000000006,0.706,116.207,116.207,audio_features,3mJ6pNcFM2CkykCYSREdKT,https://api.spotify.com/v1/tracks/3mJ6pNcFM2CkykCYSREdKT,https://api.spotify.com/v1/audio-analysis/3mJ6pNcFM2CkykCYSREdKT,235493,4,4,5192628,235.49333,22050,1,0.42553,228.95456,-11.386,-11.386,116.207,116.207,0.957,4,4,1.0,9,9,0.133,1,1,0.139
spotify:track:2A6yzRGMgSQCUapR2ptm6A,0.397,0.20700000000000002,0,0,-13.155,-13.155,1,1,0.033100000000000004,0.7010000000000001,3.07e-05,0.116,0.268,171.282,171.282,audio_features,2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/tracks/2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/audio-analysis/2A6yzRGMgSQCUapR2ptm6A,227600,4,4,5018580,227.6,22050,1,0.16503,211.91692,-13.155,-13.155,171.282,171.282,0.503,4,4,0.75,0,0,0.672,1,1,0.705
spotify:track:4gpext9x0CbdD9NWaa4nDj,0.449,0.424,7,7,-14.06,-14.06,1,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,125.494,audio_features,4gpext9x0CbdD9NWaa4nDj,https://api.spotify.com/v1/tracks/4gpext9x0CbdD9NWaa4nDj,https://api.spotify.com/v1/audio-analysis/4gpext9x0CbdD9NWaa4nDj,256200,4,4,5649210,256.2,22050,1,0.40227,244.07076,-14.06,-14.06,125.494,125.494,0.721,4,4,0.948,7,7,0.482,1,1,0.638
spotify:track:1JQnfjrA01XFf6MVNMkQu2,0.649,0.597,8,8,-8.611,-8.611,1,1,0.024900000000000002,0.047400000000000005,0.0004900000000000001,0.043300000000000005,0.419,101.407,101.407,audio_features,1JQnfjrA01XFf6MVNMkQu2,https://api.spotify.com/v1/tracks/1JQnfjrA01XFf6MVNMkQu2,https://api.spotify.com/v1/audio-analysis/1JQnfjrA01XFf6MVNMkQu2,228093,4,4,5029458,228.09332,22050,1,0.19011,217.93088,-8.611,-8.611,101.407,101.407,0.571,4,4,0.987,8,8,0.351,1,1,0.535
spotify:track:0rmGAIH9LNJewFw7nKzZnc,0.541,0.9590000000000001,0,0,-2.947,-2.947,0,0,0.0505,0.0663,2.18e-06,0.34400000000000003,0.812,122.805,122.805,audio_features,0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,222707,4,4,4910682,222.70667,22050,1,0.22644,210.51212,-2.947,-2.947,122.805,122.805,0.888,4,4,0.971,0,0,0.614,0,0,0.676
spotify:track:7zSDDsIlks515d0tZGM64x,0.645,0.431,8,8,-10.178,-10.178,1,1,0.027200000000000002,0.438,0.000634,0.0709,0.336,118.223,118.223,audio_features,7zSDDsIlks515d0tZGM64x,https://api.spotify.com/v1/tracks/7zSDDsIlks515d0tZGM64x,https://api.spotify.com/v1/audio-analysis/7zSDDsIlks515d0tZGM64x,226133,4,4,4986240,226.13333,22050,1,0.18671,209.83293,-10.178,-10.178,118.223,118.223,0.434,4,4,0.986,8,8,0.53,1,1,0.398
spotify:track:6V50MyHPGhEmwYu0Wdyf0t,0.582,0.6890000000000001,7,7,-12.203,-12.203,1,1,0.027700000000000002,0.607,0.057100000000000005,0.145,0.531,111.166,111.167,audio_features,6V50MyHPGhEmwYu0Wdyf0t,https://api.spotify.com/v1/tracks/6V50MyHPGhEmwYu0Wdyf0t,https://api.spotify.com/v1/audio-analysis/6V50MyHPGhEmwYu0Wdyf0t,297853,4,4,6567666,297.85333,22050,1,0.0,287.57333,-12.203,-12.203,111.166,111.167,0.931,4,4,1.0,7,7,0.301,1,1,0.474
spotify:track:1Jwc3ODLQxtbnS8M9TflSP,0.724,0.891,11,11,-7.818,-7.818,1,1,0.0995,0.0034400000000000003,4.72e-05,0.30000000000000004,0.8180000000000001,103.022,103.022,audio_features,1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/tracks/1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/audio-analysis/1Jwc3ODLQxtbnS8M9TflSP,204707,4,4,4513782,204.70667,22050,1,0.40431,192.06384,-7.818,-7.818,103.022,103.022,0.237,4,4,1.0,11,11,1.0,1,1,0.736
spotify:track:7wQ9alB79WZb0F5gFLbxSh,0.787,0.47400000000000003,11,11,-10.384,-10.384,0,0,0.026500000000000003,0.523,0.0,0.23500000000000001,0.8260000000000001,94.995,94.995,audio_features,7wQ9alB79WZb0F5gFLbxSh,https://api.spotify.com/v1/tracks/7wQ9alB79WZb0F5gFLbxSh,https://api.spotify.com/v1/audio-analysis/7wQ9alB79WZb0F5gFLbxSh,245413,4,4,5411364,245.41333,22050,1,0.22322,231.38686,-10.384,-10.384,94.995,94.995,0.338,4,4,1.0,11,11,0.413,0,0,0.556
spotify:track:2ys7ertrMVHK0z1oTj1Ujv,0.391,0.222,6,6,-12.999,-12.999,1,1,0.0368,0.487,1.53e-06,0.965,0.17200000000000001,131.828,131.828,audio_features,2ys7ertrMVHK0z1oTj1Ujv,https://api.spotify.com/v1/tracks/2ys7ertrMVHK0z1oTj1Ujv,https://api.spotify.com/v1/audio-analysis/2ys7ertrMVHK0z1oTj1Ujv,261057,5,5,5756305,261.05692,22050,1,2.4439,250.48526,-12.999,-12.999,131.828,131.828,0.116,5,5,0.298,6,6,0.819,1,1,0.802
spotify:track:3kme5Qos8h04yrKxsgur79,0.656,0.899,5,5,-5.039,-5.039,1,1,0.056900000000000006,0.0261,0.0,0.0936,0.864,113.238,113.238,audio_features,3kme5Qos8h04yrKxsgur79,https://api.spotify.com/v1/tracks/3kme5Qos8h04yrKxsgur79,https://api.spotify.com/v1/audio-analysis/3kme5Qos8h04yrKxsgur79,229280,4,4,5055624,229.28,22050,1,0.45025,221.12363,-5.039,-5.039,113.238,113.238,0.934,4,4,1.0,5,5,0.843,1,1,0.702
spotify:track:37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,0,-3.757,-3.757,1,1,0.0335,0.07780000000000001,0.000206,0.294,0.794,122.509,122.509,audio_features,37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4,4,5496918,249.29333,22050,1,5.94431,234.42867,-3.757,-3.757,122.509,122.509,0.797,4,4,1.0,0,0,0.616,1,1,0.587
spotify:track:0huRoriGPIi0vSHFV2f3C9,0.671,0.579,10,10,-13.021,-13.021,1,1,0.029300000000000003,0.015,0.0,0.116,0.658,117.68,117.68,audio_features,0huRoriGPIi0vSHFV2f3C9,https://api.spotify.com/v1/tracks/0huRoriGPIi0vSHFV2f3C9,https://api.spotify.com/v1/audio-analysis/0huRoriGPIi0vSHFV2f3C9,213760,4,4,4713408,213.76,22050,1,0.40036,196.2028,-13.021,-13.021,117.68,117.68,0.811,4,4,0.975,10,10,0.731,1,1,0.548
spotify:track:28sxgM4sBLWbHq9KbOLuE8,0.761,0.718,0,0,-7.595,-7.595,1,1,0.17,0.054700000000000006,0.0,0.0825,0.7000000000000001,176.634,176.634,audio_features,28sxgM4sBLWbHq9KbOLuE8,https://api.spotify.com/v1/tracks/28sxgM4sBLWbHq9KbOLuE8,https://api.spotify.com/v1/audio-analysis/28sxgM4sBLWbHq9KbOLuE8,357333,4,4,7879200,357.33334,22050,1,0.16984,343.3535,-7.595,-7.595,176.634,176.634,0.514,4,4,0.983,0,0,0.644,1,1,0.431
spotify:track:3X7uFMzJrEE0sxn62qd8Ch,0.643,0.802,6,6,-4.92,-4.92,1,1,0.0227,0.029900000000000003,0.0,0.0719,0.53,95.99,95.99,audio_features,3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/tracks/3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/audio-analysis/3X7uFMzJrEE0sxn62qd8Ch,270333,4,4,5960850,270.33334,22050,1,0.35533,258.0956,-4.92,-4.92,95.99,95.99,0.442,4,4,0.931,6,6,0.591,1,1,0.502
spotify:track:2gJDyiRxxIglLXp545SPVL,0.705,0.842,9,9,-6.171,-6.171,1,1,0.050300000000000004,0.231,0.0,0.382,0.712,107.931,107.931,audio_features,2gJDyiRxxIglLXp545SPVL,https://api.spotify.com/v1/tracks/2gJDyiRxxIglLXp545SPVL,https://api.spotify.com/v1/audio-analysis/2gJDyiRxxIglLXp545SPVL,240120,4,4,5294646,240.12,22050,1,0.0,228.96036,-6.171,-6.171,107.931,107.931,0.824,4,4,0.757,9,9,0.129,1,1,0.256
spotify:track:4ByEFOBuLXpCqvO1kw8Wdm,0.625,0.726,11,11,-11.402,-11.402,0,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,124.945,audio_features,4ByEFOBuLXpCqvO1kw8Wdm,https://api.spotify.com/v1/tracks/4ByEFOBuLXpCqvO1kw8Wdm,https://api.spotify.com/v1/audio-analysis/4ByEFOBuLXpCqvO1kw8Wdm,280400,4,4,6182820,280.4,22050,1,0.3771,260.27246,-11.402,-11.402,124.945,124.945,0.843,4,4,0.986,11,11,0.84,0,0,0.542
spotify:track:6ADSaE87h8Y3lccZlBJdXH,0.54,0.429,2,2,-11.822,-11.822,1,1,0.0285,0.000202,0.355,0.14100000000000001,0.113,110.171,110.171,audio_features,6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,295516,4,4,6516123,295.51578,22050,1,0.34009,277.0721,-11.822,-11.822,110.171,110.171,0.641,4,4,0.993,2,2,0.266,1,1,0.401
spotify:track:1wEeNtO7z41aUqC80shxqK,0.686,0.682,7,7,-12.154,-12.154,0,0,0.033,0.0806,0.000155,0.14,0.708,123.44,123.44,audio_features,1wEeNtO7z41aUqC80shxqK,https://api.spotify.com/v1/tracks/1wEeNtO7z41aUqC80shxqK,https://api.spotify.com/v1/audio-analysis/1wEeNtO7z41aUqC80shxqK,255220,4,4,5627605,255.22018,22050,1,0.38431,242.89233,-12.154,-12.154,123.44,123.44,0.82,4,4,0.927,7,7,0.76,0,0,0.764
spotify:track:5ecomU85GzPgOJZ315oZ88,0.613,0.484,0,0,-9.162,-9.162,1,1,0.0251,0.25,2.1099999999999997e-06,0.195,0.31,131.25,131.25,audio_features,5ecomU85GzPgOJZ315oZ88,https://api.spotify.com/v1/tracks/5ecomU85GzPgOJZ315oZ88,https://api.spotify.com/v1/audio-analysis/5ecomU85GzPgOJZ315oZ88,286973,4,4,6327762,286.97333,22050,1,0.0,275.96335,-9.162,-9.162,131.25,131.25,0.641,4,4,1.0,0,0,0.379,1,1,0.414
spotify:track:5VzqFMyPERPObMOzZdELuK,0.879,0.511,11,11,-11.36,-11.36,0,0,0.124,0.0425,0.0074,0.176,0.839,113.763,113.763,audio_features,5VzqFMyPERPObMOzZdELuK,https://api.spotify.com/v1/tracks/5VzqFMyPERPObMOzZdELuK,https://api.spotify.com/v1/audio-analysis/5VzqFMyPERPObMOzZdELuK,303267,4,4,6687030,303.26666,22050,1,0.0,299.46777,-11.36,-11.36,113.763,113.763,0.788,4,4,1.0,11,11,0.417,0,0,0.483
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.8240000000000001,1,1,-8.824,-8.824,1,1,0.0453,0.20700000000000002,0.000307,0.0888,0.867,118.818,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4,4,6423018,291.29333,22050,1,0.64644,279.37668,-8.824,-8.824,118.818,118.818,0.843,4,4,1.0,1,1,0.335,1,1,0.451
spotify:track:54b8qPFqYqIndfdxiLApea,0.418,0.452,1,1,-13.099,-13.099,1,1,0.035500000000000004,0.638,0.000252,0.0959,0.168,175.124,175.124,audio_features,54b8qPFqYqIndfdxiLApea,https://api.spotify.com/v1/tracks/54b8qPFqYqIndfdxiLApea,https://api.spotify.com/v1/audio-analysis/54b8qPFqYqIndfdxiLApea,218733,4,4,4823070,218.73334,22050,1,0.24925,213.82095,-13.099,-13.099,175.124,175.124,0.527,4,4,0.995,1,1,0.0,1,1,0.321
spotify:track:303oOLP2Jf6M4rke52qItM,0.5710000000000001,0.9440000000000001,2,2,-5.365,-5.365,1,1,0.07200000000000001,0.0323,3.2599999999999997e-06,0.308,0.498,170.696,170.696,audio_features,303oOLP2Jf6M4rke52qItM,https://api.spotify.com/v1/tracks/303oOLP2Jf6M4rke52qItM,https://api.spotify.com/v1/audio-analysis/303oOLP2Jf6M4rke52qItM,241947,4,4,5334924,241.94667,22050,1,0.19474,230.71347,-5.365,-5.365,170.696,170.696,0.6,4,4,0.704,2,2,0.226,1,1,0.139
spotify:track:6wpGqhRvJGNNXwWlPmkMyO,0.5640000000000001,0.774,1,1,-9.424,-9.424,1,1,0.0368,0.0135,0.0019100000000000002,0.08610000000000001,0.657,100.894,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,277477,4,4,6118367,277.47696,22050,1,3.73261,261.52054,-9.424,-9.424,100.894,100.894,0.7,4,4,1.0,1,1,0.894,1,1,0.409
spotify:track:3G0NNqwQ1sqRpySr6soHlH,0.625,0.646,9,9,-13.592,-13.592,0,0,0.038900000000000004,0.214,0.0533,0.052500000000000005,0.8260000000000001,103.893,103.893,audio_features,3G0NNqwQ1sqRpySr6soHlH,https://api.spotify.com/v1/tracks/3G0NNqwQ1sqRpySr6soHlH,https://api.spotify.com/v1/audio-analysis/3G0NNqwQ1sqRpySr6soHlH,239173,4,4,5273772,239.17332,22050,1,0.16698,227.19565,-13.592,-13.592,103.893,103.893,0.937,4,4,1.0,9,9,0.381,0,0,0.352
spotify:track:0uMMLry3hzWGn3q3loqMkm,0.506,0.764,0,0,-12.239,-12.239,1,1,0.046,0.14400000000000002,0.00025,0.247,0.868,156.336,156.336,audio_features,0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/tracks/0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/audio-analysis/0uMMLry3hzWGn3q3loqMkm,174187,4,4,3840816,174.18668,22050,1,0.34862,160.94913,-12.239,-12.239,156.336,156.336,0.5,4,4,0.821,0,0,1.0,1,1,0.741
spotify:track:2fytePz8UsbUr8n33QBEcm,0.657,0.467,5,5,-8.925,-8.925,1,1,0.0341,0.667,1.92e-06,0.029500000000000002,0.276,100.139,100.092,audio_features,2fytePz8UsbUr8n33QBEcm,https://api.spotify.com/v1/tracks/2fytePz8UsbUr8n33QBEcm,https://api.spotify.com/v1/audio-analysis/2fytePz8UsbUr8n33QBEcm,251760,4,4,5551308,251.76,22050,1,3.51782,241.40627,-8.925,-8.925,100.139,100.092,0.124,4,4,0.839,5,5,0.524,1,1,0.479
spotify:track:19wadMw1A8XejDV4p5wMt1,0.54,0.49,10,10,-10.151,-10.151,1,1,0.027,0.41400000000000003,0.000896,0.14200000000000002,0.336,130.992,130.992,audio_features,19wadMw1A8XejDV4p5wMt1,https://api.spotify.com/v1/tracks/19wadMw1A8XejDV4p5wMt1,https://api.spotify.com/v1/audio-analysis/19wadMw1A8XejDV4p5wMt1,305067,4,4,6726720,305.06668,22050,1,0.31342,296.1415,-10.151,-10.151,130.992,130.992,0.45,4,4,0.994,10,10,0.527,1,1,0.618
spotify:track:1qOU8KzFifXE9YrgjVwYvc,0.292,0.8230000000000001,7,7,-6.763,-6.763,1,1,0.0407,0.0117,7.790000000000001e-05,0.155,0.244,89.939,89.939,audio_features,1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/tracks/1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/audio-analysis/1qOU8KzFifXE9YrgjVwYvc,275395,4,4,6072461,275.39505,22050,1,0.09247,263.9122,-6.763,-6.763,89.939,89.939,0.354,4,4,0.971,7,7,0.64,1,1,0.633
spotify:track:3zsyZzMZiKlFiiW1VnerX9,0.779,0.756,0,0,-9.47,-9.47,1,1,0.0497,0.0236,0.012,0.0907,0.962,119.762,119.762,audio_features,3zsyZzMZiKlFiiW1VnerX9,https://api.spotify.com/v1/tracks/3zsyZzMZiKlFiiW1VnerX9,https://api.spotify.com/v1/audio-analysis/3zsyZzMZiKlFiiW1VnerX9,307600,4,4,6782580,307.6,22050,1,0.0,297.70883,-9.47,-9.47,119.762,119.762,0.15,4,4,1.0,0,0,0.671,1,1,0.602
spotify:track:5lWFrW5T3JtxVCLDb7etPu,0.787,0.889,8,8,-3.786,-3.786,1,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,114.092,audio_features,5lWFrW5T3JtxVCLDb7etPu,https://api.spotify.com/v1/tracks/5lWFrW5T3JtxVCLDb7etPu,https://api.spotify.com/v1/audio-analysis/5lWFrW5T3JtxVCLDb7etPu,247360,4,4,5454288,247.36,22050,1,0.57093,244.30295,-3.786,-3.786,114.091,114.092,0.903,4,4,1.0,8,8,0.0,1,1,0.198
spotify:track:4uvjOKsp7mSjrDhWdkLPBY,0.752,0.723,7,7,-12.126,-12.126,1,1,0.0507,0.025,0.00354,0.0212,0.9400000000000001,130.519,130.519,audio_features,4uvjOKsp7mSjrDhWdkLPBY,https://api.spotify.com/v1/tracks/4uvjOKsp7mSjrDhWdkLPBY,https://api.spotify.com/v1/audio-analysis/4uvjOKsp7mSjrDhWdkLPBY,228840,4,4,5045922,228.84,22050,1,0.24032,216.68861,-12.126,-12.126,130.519,130.519,0.956,4,4,0.936,7,7,0.807,1,1,0.717
spotify:track:2LbkpJUH052AvFcNIgjHTO,0.742,0.743,10,10,-6.293,-6.293,0,0,0.050800000000000005,0.00935,0.0,0.22,0.485,135.012,135.012,audio_features,2LbkpJUH052AvFcNIgjHTO,https://api.spotify.com/v1/tracks/2LbkpJUH052AvFcNIgjHTO,https://api.spotify.com/v1/audio-analysis/2LbkpJUH052AvFcNIgjHTO,301800,4,4,6654690,301.8,22050,1,0.43528,289.55283,-6.293,-6.293,135.012,135.012,0.804,4,4,1.0,10,10,0.0,0,0,0.284
spotify:track:6W7ztLBiRzBN46ZaPAcQ0F,0.6970000000000001,0.669,6,6,-12.723,-12.723,0,0,0.040600000000000004,0.040400000000000005,0.00897,0.0654,0.486,108.506,108.506,audio_features,6W7ztLBiRzBN46ZaPAcQ0F,https://api.spotify.com/v1/tracks/6W7ztLBiRzBN46ZaPAcQ0F,https://api.spotify.com/v1/audio-analysis/6W7ztLBiRzBN46ZaPAcQ0F,290333,4,4,6401850,290.33334,22050,1,6.55383,273.75745,-12.723,-12.723,108.506,108.506,0.766,4,4,1.0,6,6,0.235,0,0,0.532
spotify:track:3EvpaRZkKWxsgDIO2zMH7g,0.605,0.902,4,4,-5.804,-5.804,1,1,0.0385,0.0171,1.31e-06,0.124,0.6920000000000001,122.866,122.866,audio_features,3EvpaRZkKWxsgDIO2zMH7g,https://api.spotify.com/v1/tracks/3EvpaRZkKWxsgDIO2zMH7g,https://api.spotify.com/v1/audio-analysis/3EvpaRZkKWxsgDIO2zMH7g,233667,4,4,5152350,233.66667,22050,1,0.27274,222.53424,-5.804,-5.804,122.866,122.866,0.892,4,4,0.833,4,4,0.125,1,1,0.343
