Track URI,Song,Artist URI(s),Artist,Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,Date,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-01-02,1,2,1,9,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-01-09,1,1,1,10,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-01-16,1,1,1,11,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-01-23,1,1,1,12,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-01-30,1,1,1,13,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-02-06,1,1,1,14,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-02-13,1,1,1,15,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-02-20,1,1,1,16,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-02-27,1,1,1,17,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2008-03-17,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20705841,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,4.0,,Poe Boy/Atlantic,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2008-03-05,1,1,1,18,https://charts-static.billboard.com/img/2007/06/flo-rida-8v1-106x106.jpg
spotify:track:0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl, spotify:artist:2jLE4BoXHriQ96JagEtiDP, spotify:artist:53sIBaVjXQhfH89Vu6nEGh","LMFAO, Lauren Bennett, GoonRock",spotify:album:1MbBSfcqLg2OjkeZ1RMSIq,Sorry For Party Rocking,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2011-01-01,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,1,3,262173,https://p.scdn.co/mp3-preview/e0e6256f133919ce68f7a3fd4f66cafe86be4021?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71100061,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,4.0,,Will I Am / A&M,"C © 2011 Foo & Blu, LLC, under exclusive License to Interscope Records, P ℗ 2011 Foo & Blu, LLC, under exclusive License to Interscope Records",2011-07-13,1,3,1,15,https://charts-static.billboard.com/img/2011/02/lmfao-8l3-106x106.jpg
spotify:track:0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl, spotify:artist:2jLE4BoXHriQ96JagEtiDP, spotify:artist:53sIBaVjXQhfH89Vu6nEGh","LMFAO, Lauren Bennett, GoonRock",spotify:album:1MbBSfcqLg2OjkeZ1RMSIq,Sorry For Party Rocking,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2011-01-01,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,1,3,262173,https://p.scdn.co/mp3-preview/e0e6256f133919ce68f7a3fd4f66cafe86be4021?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71100061,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,4.0,,Will I Am / A&M,"C © 2011 Foo & Blu, LLC, under exclusive License to Interscope Records, P ℗ 2011 Foo & Blu, LLC, under exclusive License to Interscope Records",2011-07-20,1,1,1,16,https://charts-static.billboard.com/img/2011/02/lmfao-8l3-106x106.jpg
spotify:track:0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl, spotify:artist:2jLE4BoXHriQ96JagEtiDP, spotify:artist:53sIBaVjXQhfH89Vu6nEGh","LMFAO, Lauren Bennett, GoonRock",spotify:album:1MbBSfcqLg2OjkeZ1RMSIq,Sorry For Party Rocking,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2011-01-01,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,1,3,262173,https://p.scdn.co/mp3-preview/e0e6256f133919ce68f7a3fd4f66cafe86be4021?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71100061,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,4.0,,Will I Am / A&M,"C © 2011 Foo & Blu, LLC, under exclusive License to Interscope Records, P ℗ 2011 Foo & Blu, LLC, under exclusive License to Interscope Records",2011-07-27,1,1,1,17,https://charts-static.billboard.com/img/2011/02/lmfao-8l3-106x106.jpg
spotify:track:0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl, spotify:artist:2jLE4BoXHriQ96JagEtiDP, spotify:artist:53sIBaVjXQhfH89Vu6nEGh","LMFAO, Lauren Bennett, GoonRock",spotify:album:1MbBSfcqLg2OjkeZ1RMSIq,Sorry For Party Rocking,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2011-01-01,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,1,3,262173,https://p.scdn.co/mp3-preview/e0e6256f133919ce68f7a3fd4f66cafe86be4021?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71100061,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,4.0,,Will I Am / A&M,"C © 2011 Foo & Blu, LLC, under exclusive License to Interscope Records, P ℗ 2011 Foo & Blu, LLC, under exclusive License to Interscope Records",2011-08-03,1,1,1,18,https://charts-static.billboard.com/img/2011/02/lmfao-8l3-106x106.jpg
spotify:track:0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl, spotify:artist:2jLE4BoXHriQ96JagEtiDP, spotify:artist:53sIBaVjXQhfH89Vu6nEGh","LMFAO, Lauren Bennett, GoonRock",spotify:album:1MbBSfcqLg2OjkeZ1RMSIq,Sorry For Party Rocking,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2011-01-01,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,1,3,262173,https://p.scdn.co/mp3-preview/e0e6256f133919ce68f7a3fd4f66cafe86be4021?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71100061,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,4.0,,Will I Am / A&M,"C © 2011 Foo & Blu, LLC, under exclusive License to Interscope Records, P ℗ 2011 Foo & Blu, LLC, under exclusive License to Interscope Records",2011-08-10,1,1,1,19,https://charts-static.billboard.com/img/2011/02/lmfao-8l3-106x106.jpg
spotify:track:0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,"spotify:artist:3sgFRtyBnxXD5ESfmbK4dl, spotify:artist:2jLE4BoXHriQ96JagEtiDP, spotify:artist:53sIBaVjXQhfH89Vu6nEGh","LMFAO, Lauren Bennett, GoonRock",spotify:album:1MbBSfcqLg2OjkeZ1RMSIq,Sorry For Party Rocking,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2011-01-01,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,1,3,262173,https://p.scdn.co/mp3-preview/e0e6256f133919ce68f7a3fd4f66cafe86be4021?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USUM71100061,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,4.0,,Will I Am / A&M,"C © 2011 Foo & Blu, LLC, under exclusive License to Interscope Records, P ℗ 2011 Foo & Blu, LLC, under exclusive License to Interscope Records",2011-08-17,1,1,1,20,https://charts-static.billboard.com/img/2011/02/lmfao-8l3-106x106.jpg
spotify:track:61UuPxxYUvacEH6SHIK3sU,Brown Sugar - Remastered 2009,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,spotify:album:29m6DinzdaD0OPqWKGyMdz,Sticky Fingers (Remastered),spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,1971-04-23,https://i.scdn.co/image/ab67616d0000b273a1d9c9969f2a7ed27e449a3c,1,1,228666,https://p.scdn.co/mp3-preview/e8b678401beb3949b176617a9a0406389b211223?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,GBUM70909464,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,british invasion,classic rock,rock",0.633,0.934,0.0,-3.594,1.0,0.0344,0.219,0.00021,0.0592,0.963,128.606,4.0,,Polydor Records,"C © 2009 Promotone B.V., under exclusive licence to Universal International Music B.V., P ℗ 2009 Promotone B.V., under exclusive licence to Universal International Music B.V.",1971-05-26,1,3,1,5,https://charts-static.billboard.com/img/1971/05/the-rolling-stones-pxx-brown-sugar-bi4-180x180.jpg
spotify:track:61UuPxxYUvacEH6SHIK3sU,Brown Sugar - Remastered 2009,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,spotify:album:29m6DinzdaD0OPqWKGyMdz,Sticky Fingers (Remastered),spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,1971-04-23,https://i.scdn.co/image/ab67616d0000b273a1d9c9969f2a7ed27e449a3c,1,1,228666,https://p.scdn.co/mp3-preview/e8b678401beb3949b176617a9a0406389b211223?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,GBUM70909464,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,british invasion,classic rock,rock",0.633,0.934,0.0,-3.594,1.0,0.0344,0.219,0.00021,0.0592,0.963,128.606,4.0,,Polydor Records,"C © 2009 Promotone B.V., under exclusive licence to Universal International Music B.V., P ℗ 2009 Promotone B.V., under exclusive licence to Universal International Music B.V.",1971-06-02,1,1,1,6,https://charts-static.billboard.com/img/1971/05/the-rolling-stones-pxx-brown-sugar-bi4-180x180.jpg
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,"spotify:artist:2P3cjUru4H3fhSXXNxE9kA, spotify:artist:6DPYiyq5kWVQS4RGwxzPC7, spotify:artist:0VbIlorLz3I5SEtIsc5vAr","Blackstreet, Dr. Dre, Queen Pen",spotify:album:2zGZLQiFl9UubtrVmtIkbi,Another Level,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,Blackstreet,1996-09-09,https://i.scdn.co/image/ab67616d0000b27303ca37157b9ceefbe8fe225b,1,3,304600,https://p.scdn.co/mp3-preview/35f670ec0a021fff5617f5d558bdfe8667d557ff?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,USIR19600978,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap,contemporary r&b,hip pop,lgbtq+ hip hop",0.867,0.646,1.0,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,4.0,,Interscope,"C © 1996 Interscope Records, P ℗ 1996 Interscope Records",1996-11-06,1,3,1,5,https://charts-static.billboard.com/img/1996/08/blackstreet-7mz-no-diggity-r9k-180x180.jpg
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,"spotify:artist:2P3cjUru4H3fhSXXNxE9kA, spotify:artist:6DPYiyq5kWVQS4RGwxzPC7, spotify:artist:0VbIlorLz3I5SEtIsc5vAr","Blackstreet, Dr. Dre, Queen Pen",spotify:album:2zGZLQiFl9UubtrVmtIkbi,Another Level,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,Blackstreet,1996-09-09,https://i.scdn.co/image/ab67616d0000b27303ca37157b9ceefbe8fe225b,1,3,304600,https://p.scdn.co/mp3-preview/35f670ec0a021fff5617f5d558bdfe8667d557ff?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,USIR19600978,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap,contemporary r&b,hip pop,lgbtq+ hip hop",0.867,0.646,1.0,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,4.0,,Interscope,"C © 1996 Interscope Records, P ℗ 1996 Interscope Records",1996-11-13,1,1,1,6,https://charts-static.billboard.com/img/1996/08/blackstreet-7mz-no-diggity-r9k-180x180.jpg
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,"spotify:artist:2P3cjUru4H3fhSXXNxE9kA, spotify:artist:6DPYiyq5kWVQS4RGwxzPC7, spotify:artist:0VbIlorLz3I5SEtIsc5vAr","Blackstreet, Dr. Dre, Queen Pen",spotify:album:2zGZLQiFl9UubtrVmtIkbi,Another Level,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,Blackstreet,1996-09-09,https://i.scdn.co/image/ab67616d0000b27303ca37157b9ceefbe8fe225b,1,3,304600,https://p.scdn.co/mp3-preview/35f670ec0a021fff5617f5d558bdfe8667d557ff?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,USIR19600978,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap,contemporary r&b,hip pop,lgbtq+ hip hop",0.867,0.646,1.0,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,4.0,,Interscope,"C © 1996 Interscope Records, P ℗ 1996 Interscope Records",1996-11-20,1,1,1,7,https://charts-static.billboard.com/img/1996/08/blackstreet-7mz-no-diggity-r9k-180x180.jpg
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,"spotify:artist:2P3cjUru4H3fhSXXNxE9kA, spotify:artist:6DPYiyq5kWVQS4RGwxzPC7, spotify:artist:0VbIlorLz3I5SEtIsc5vAr","Blackstreet, Dr. Dre, Queen Pen",spotify:album:2zGZLQiFl9UubtrVmtIkbi,Another Level,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,Blackstreet,1996-09-09,https://i.scdn.co/image/ab67616d0000b27303ca37157b9ceefbe8fe225b,1,3,304600,https://p.scdn.co/mp3-preview/35f670ec0a021fff5617f5d558bdfe8667d557ff?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,USIR19600978,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap,contemporary r&b,hip pop,lgbtq+ hip hop",0.867,0.646,1.0,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,4.0,,Interscope,"C © 1996 Interscope Records, P ℗ 1996 Interscope Records",1996-11-27,1,1,1,8,https://charts-static.billboard.com/img/1996/08/blackstreet-7mz-no-diggity-r9k-180x180.jpg
spotify:track:0hrBpAOgrt8RXigk83LLNE,The Sign,spotify:artist:5ksRONqssB7BR161NTtJAm,Ace of Base,spotify:album:5UwIyIyFzkM7wKeGtRJPgB,The Sign,spotify:artist:5ksRONqssB7BR161NTtJAm,Ace of Base,1993-12-24,https://i.scdn.co/image/ab67616d0000b273fda5556cb6981c3113df6175,1,4,191240,https://p.scdn.co/mp3-preview/80fb2519938df63631258cfb4908e6a906c15e32?cid=9950ac751e34487dbbe027c4fd7f8e99,False,77,SEVJH0803404,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"eurodance,europop,new wave pop",0.808,0.786,4.0,-6.897,0.0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,4.0,,Playground Music,"C 2014 Mega Records, a Division of Playground Music Scandinavia AB, P 1993 Mega Records, a Division of Playground Music Scandinavia AB",1994-03-09,1,2,1,11,https://charts-static.billboard.com/img/1840/12/ace-of-base-uz5-180x180.jpg
