Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Track URI,Artist URI(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
1969-03-12,Dizzy,Tommy Roe,1,4,1,7,#,spotify:track:6MceyyDH3TSSTS7dcQMlz9,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,spotify:album:3WT6Pmpij6wE5mQX3oVdD6,Tommy Roe,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,Tommy Roe,1977-01-01,https://i.scdn.co/image/ab67616d0000b27321d1b13d67bf7e8f942f1fed,1,3,170401,https://p.scdn.co/mp3-preview/0e100088aa4c3d505dff6d61d5c044f674c6d0ae?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,AUJYA1203188,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll",0.794,0.434,5.0,-10.112,1.0,0.0397,0.00763,0.24,0.127,0.67,101.703,4.0,,San Juan Music,"C 2013 San Juan Music, P 1977 ABKCO Music Inc / Mother Bertha Music Inc / Trio Music Co Inc / Universal Songs Of Polygram International Inc"
1969-03-19,Dizzy,Tommy Roe,1,1,1,8,#,spotify:track:6MceyyDH3TSSTS7dcQMlz9,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,spotify:album:3WT6Pmpij6wE5mQX3oVdD6,Tommy Roe,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,Tommy Roe,1977-01-01,https://i.scdn.co/image/ab67616d0000b27321d1b13d67bf7e8f942f1fed,1,3,170401,https://p.scdn.co/mp3-preview/0e100088aa4c3d505dff6d61d5c044f674c6d0ae?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,AUJYA1203188,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll",0.794,0.434,5.0,-10.112,1.0,0.0397,0.00763,0.24,0.127,0.67,101.703,4.0,,San Juan Music,"C 2013 San Juan Music, P 1977 ABKCO Music Inc / Mother Bertha Music Inc / Trio Music Co Inc / Universal Songs Of Polygram International Inc"
1969-03-26,Dizzy,Tommy Roe,1,1,1,9,#,spotify:track:6MceyyDH3TSSTS7dcQMlz9,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,spotify:album:3WT6Pmpij6wE5mQX3oVdD6,Tommy Roe,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,Tommy Roe,1977-01-01,https://i.scdn.co/image/ab67616d0000b27321d1b13d67bf7e8f942f1fed,1,3,170401,https://p.scdn.co/mp3-preview/0e100088aa4c3d505dff6d61d5c044f674c6d0ae?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,AUJYA1203188,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll",0.794,0.434,5.0,-10.112,1.0,0.0397,0.00763,0.24,0.127,0.67,101.703,4.0,,San Juan Music,"C 2013 San Juan Music, P 1977 ABKCO Music Inc / Mother Bertha Music Inc / Trio Music Co Inc / Universal Songs Of Polygram International Inc"
1969-04-02,Dizzy,Tommy Roe,1,1,1,10,#,spotify:track:6MceyyDH3TSSTS7dcQMlz9,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,spotify:album:3WT6Pmpij6wE5mQX3oVdD6,Tommy Roe,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,Tommy Roe,1977-01-01,https://i.scdn.co/image/ab67616d0000b27321d1b13d67bf7e8f942f1fed,1,3,170401,https://p.scdn.co/mp3-preview/0e100088aa4c3d505dff6d61d5c044f674c6d0ae?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,AUJYA1203188,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll",0.794,0.434,5.0,-10.112,1.0,0.0397,0.00763,0.24,0.127,0.67,101.703,4.0,,San Juan Music,"C 2013 San Juan Music, P 1977 ABKCO Music Inc / Mother Bertha Music Inc / Trio Music Co Inc / Universal Songs Of Polygram International Inc"
1969-10-29,Suspicious Minds,Elvis Presley,1,5,1,8,https://charts-static.billboard.com/img/1969/09/elvis-presley-yoq-suspicious-minds-rlw-180x180.jpg,spotify:track:1OtWwtGFPXVhdAVKZHwrNF,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,spotify:album:38lhaWsw8PImY1pIIlKyDJ,Back In Memphis,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,1969-10,https://i.scdn.co/image/ab67616d0000b273dddd54bb14e57f4a5d970655,1,14,263973,,False,0,USRC16901355,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"rock-and-roll,rockabilly",0.474,0.343,7.0,-12.138,1.0,0.0298,0.0225,0.00704,0.152,0.607,114.877,4.0,,RCA Victor/Legacy,"P Originally released 1969. All rights reserved by RCA Records, a division of Sony Music Entertainment / Originally recorded 1969 & released 2010. All rights reserved by RCA Records, a division of Sony Music Entertainment"
1969-10-29,Suspicious Minds,Elvis Presley,1,5,1,8,https://charts-static.billboard.com/img/1969/09/elvis-presley-yoq-suspicious-minds-rlw-180x180.jpg,spotify:track:1H5IfYyIIAlgDX8zguUzns,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,spotify:album:3ekkFrfotMsEAKc5g71GHk,From Elvis in Memphis,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,1969-06-17,https://i.scdn.co/image/ab67616d0000b273fdc0aa7765f3197ac9179ec7,1,13,261279,https://p.scdn.co/mp3-preview/e7072dbcb87f4c8c62f2dab5daa22be4a6eccb9b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,77,USRC16901355,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"rock-and-roll,rockabilly",0.487,0.382,7.0,-10.889,1.0,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,4.0,,RCA/Legacy,P (P) 1969 Sony Music Entertainment
1970-02-25,Bridge Over Troubled Water,Simon & Garfunkel,1,3,1,4,https://charts-static.billboard.com/img/1970/02/simon-garfunkel-4hb-180x180.jpg,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,spotify:artist:70cRZdQywnSFp9pnc2WTCE,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,Bridge Over Troubled Water,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,1970-01-26,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,1,1,293120,https://p.scdn.co/mp3-preview/e80a149b25c33d4e44579f7096b509fe379b0bc7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USSM16900808,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,3.0,-13.888,1.0,0.0323,0.822,0.000649,0.115,0.264,79.764,4.0,,Columbia,"P (P) Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
1970-03-04,Bridge Over Troubled Water,Simon & Garfunkel,1,1,1,5,https://charts-static.billboard.com/img/1970/02/simon-garfunkel-4hb-180x180.jpg,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,spotify:artist:70cRZdQywnSFp9pnc2WTCE,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,Bridge Over Troubled Water,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,1970-01-26,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,1,1,293120,https://p.scdn.co/mp3-preview/e80a149b25c33d4e44579f7096b509fe379b0bc7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USSM16900808,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,3.0,-13.888,1.0,0.0323,0.822,0.000649,0.115,0.264,79.764,4.0,,Columbia,"P (P) Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
1970-03-11,Bridge Over Troubled Water,Simon & Garfunkel,1,1,1,6,https://charts-static.billboard.com/img/1970/02/simon-garfunkel-4hb-180x180.jpg,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,spotify:artist:70cRZdQywnSFp9pnc2WTCE,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,Bridge Over Troubled Water,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,1970-01-26,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,1,1,293120,https://p.scdn.co/mp3-preview/e80a149b25c33d4e44579f7096b509fe379b0bc7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USSM16900808,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,3.0,-13.888,1.0,0.0323,0.822,0.000649,0.115,0.264,79.764,4.0,,Columbia,"P (P) Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
1970-03-18,Bridge Over Troubled Water,Simon & Garfunkel,1,1,1,7,https://charts-static.billboard.com/img/1970/02/simon-garfunkel-4hb-180x180.jpg,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,spotify:artist:70cRZdQywnSFp9pnc2WTCE,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,Bridge Over Troubled Water,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,1970-01-26,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,1,1,293120,https://p.scdn.co/mp3-preview/e80a149b25c33d4e44579f7096b509fe379b0bc7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USSM16900808,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,3.0,-13.888,1.0,0.0323,0.822,0.000649,0.115,0.264,79.764,4.0,,Columbia,"P (P) Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
1970-03-25,Bridge Over Troubled Water,Simon & Garfunkel,1,1,1,8,https://charts-static.billboard.com/img/1970/02/simon-garfunkel-4hb-180x180.jpg,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,spotify:artist:70cRZdQywnSFp9pnc2WTCE,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,Bridge Over Troubled Water,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,1970-01-26,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,1,1,293120,https://p.scdn.co/mp3-preview/e80a149b25c33d4e44579f7096b509fe379b0bc7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USSM16900808,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,3.0,-13.888,1.0,0.0323,0.822,0.000649,0.115,0.264,79.764,4.0,,Columbia,"P (P) Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
1970-04-01,Bridge Over Troubled Water,Simon & Garfunkel,1,1,1,9,https://charts-static.billboard.com/img/1970/02/simon-garfunkel-4hb-180x180.jpg,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,spotify:artist:70cRZdQywnSFp9pnc2WTCE,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,Bridge Over Troubled Water,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,1970-01-26,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,1,1,293120,https://p.scdn.co/mp3-preview/e80a149b25c33d4e44579f7096b509fe379b0bc7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USSM16900808,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,3.0,-13.888,1.0,0.0323,0.822,0.000649,0.115,0.264,79.764,4.0,,Columbia,"P (P) Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
1970-07-08,Mama Told Me (Not To Come),Three Dog Night,1,2,1,8,https://charts-static.billboard.com/img/1970/05/three-dog-night-e8f-mama-told-me-not-to-come-813-180x180.jpg,spotify:track:4CVMabbo9UcpwwSHICEaZu,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:5Kmb6R2nnEPqOiDUA1Bl8F,"Celebrate: The Three Dog Night Story, 1965–1975",spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,1993-12-07,https://i.scdn.co/image/ab67616d0000b273a711dd1a40be784af1983e20,1,15,200533,https://p.scdn.co/mp3-preview/0c61781a7df8f3ce2cac35f5dbc7721450588631?cid=9950ac751e34487dbbe027c4fd7f8e99,False,32,USMC17049752,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.699,0.739,1.0,-10.534,1.0,0.0467,0.301,0.00375,0.242,0.781,120.503,4.0,,Geffen,"C © 1993 UMG Recordings, Inc., P This Compilation ℗ 1993 UMG Recordings, Inc."
1970-07-15,Mama Told Me (Not To Come),Three Dog Night,1,1,1,9,https://charts-static.billboard.com/img/1970/05/three-dog-night-e8f-mama-told-me-not-to-come-813-180x180.jpg,spotify:track:4CVMabbo9UcpwwSHICEaZu,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:5Kmb6R2nnEPqOiDUA1Bl8F,"Celebrate: The Three Dog Night Story, 1965–1975",spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,1993-12-07,https://i.scdn.co/image/ab67616d0000b273a711dd1a40be784af1983e20,1,15,200533,https://p.scdn.co/mp3-preview/0c61781a7df8f3ce2cac35f5dbc7721450588631?cid=9950ac751e34487dbbe027c4fd7f8e99,False,32,USMC17049752,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.699,0.739,1.0,-10.534,1.0,0.0467,0.301,0.00375,0.242,0.781,120.503,4.0,,Geffen,"C © 1993 UMG Recordings, Inc., P This Compilation ℗ 1993 UMG Recordings, Inc."
1970-07-22,(They Long To Be) Close To You,Carpenters,1,3,1,6,https://charts-static.billboard.com/img/1969/12/carpenters-1ps-180x180.jpg,spotify:track:2kyVQg00pphEufGT59M2XH,spotify:artist:1eEfMU2AhEo7XnKgL7c304,spotify:album:5z8MFnoVUIfVo6MQW0uIul,Close To You,spotify:artist:1eEfMU2AhEo7XnKgL7c304,Carpenters,1970-01-01,https://i.scdn.co/image/ab67616d0000b273f33f1738a2764489750e3535,1,6,273933,https://p.scdn.co/mp3-preview/4d4e5b3219e81e16f5e9e624ae1037f69711ab65?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USAM17000373,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,mellow gold,soft rock",0.528,0.233,8.0,-15.362,1.0,0.0346,0.726,0.000108,0.122,0.208,89.044,4.0,,UMC (Universal Music Catalogue),"C © 1970 A&M Records, P ℗ 1970 UMG Recordings, Inc."
1970-07-29,(They Long To Be) Close To You,Carpenters,1,1,1,7,https://charts-static.billboard.com/img/1969/12/carpenters-1ps-180x180.jpg,spotify:track:2kyVQg00pphEufGT59M2XH,spotify:artist:1eEfMU2AhEo7XnKgL7c304,spotify:album:5z8MFnoVUIfVo6MQW0uIul,Close To You,spotify:artist:1eEfMU2AhEo7XnKgL7c304,Carpenters,1970-01-01,https://i.scdn.co/image/ab67616d0000b273f33f1738a2764489750e3535,1,6,273933,https://p.scdn.co/mp3-preview/4d4e5b3219e81e16f5e9e624ae1037f69711ab65?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USAM17000373,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,mellow gold,soft rock",0.528,0.233,8.0,-15.362,1.0,0.0346,0.726,0.000108,0.122,0.208,89.044,4.0,,UMC (Universal Music Catalogue),"C © 1970 A&M Records, P ℗ 1970 UMG Recordings, Inc."
1970-08-05,(They Long To Be) Close To You,Carpenters,1,1,1,8,https://charts-static.billboard.com/img/1969/12/carpenters-1ps-180x180.jpg,spotify:track:2kyVQg00pphEufGT59M2XH,spotify:artist:1eEfMU2AhEo7XnKgL7c304,spotify:album:5z8MFnoVUIfVo6MQW0uIul,Close To You,spotify:artist:1eEfMU2AhEo7XnKgL7c304,Carpenters,1970-01-01,https://i.scdn.co/image/ab67616d0000b273f33f1738a2764489750e3535,1,6,273933,https://p.scdn.co/mp3-preview/4d4e5b3219e81e16f5e9e624ae1037f69711ab65?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USAM17000373,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,mellow gold,soft rock",0.528,0.233,8.0,-15.362,1.0,0.0346,0.726,0.000108,0.122,0.208,89.044,4.0,,UMC (Universal Music Catalogue),"C © 1970 A&M Records, P ℗ 1970 UMG Recordings, Inc."
1970-08-12,(They Long To Be) Close To You,Carpenters,1,1,1,9,https://charts-static.billboard.com/img/1969/12/carpenters-1ps-180x180.jpg,spotify:track:2kyVQg00pphEufGT59M2XH,spotify:artist:1eEfMU2AhEo7XnKgL7c304,spotify:album:5z8MFnoVUIfVo6MQW0uIul,Close To You,spotify:artist:1eEfMU2AhEo7XnKgL7c304,Carpenters,1970-01-01,https://i.scdn.co/image/ab67616d0000b273f33f1738a2764489750e3535,1,6,273933,https://p.scdn.co/mp3-preview/4d4e5b3219e81e16f5e9e624ae1037f69711ab65?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USAM17000373,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,mellow gold,soft rock",0.528,0.233,8.0,-15.362,1.0,0.0346,0.726,0.000108,0.122,0.208,89.044,4.0,,UMC (Universal Music Catalogue),"C © 1970 A&M Records, P ℗ 1970 UMG Recordings, Inc."
1970-12-09,The Tears Of A Clown,Smokey Robinson & The Miracles,1,2,1,9,https://charts-static.billboard.com/img/1970/10/the-miracles-5li-180x180.jpg,spotify:track:4Dq749x2QP6OXTURJ9GGY8,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,spotify:album:6vbD4D3SpN2JBjCoXdGE3i,Make It Happen,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,1967-08-29,https://i.scdn.co/image/ab67616d0000b273855c2e10b46e09da14e8b3c8,1,12,181800,https://p.scdn.co/mp3-preview/00e3af28045bb0abab98b55d5a859e9ad4e14a05?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,USMO17000525,spotify:user:bradnumber1,2023-02-14T22:27:35Z,"classic soul,motown,quiet storm,soul",0.593,0.607,1.0,-9.886,1.0,0.0283,0.147,0.0,0.128,0.953,128.365,4.0,,UNI/MOTOWN,"C © 1967 UMG Recordings, Inc., P ℗ 1967 UMG Recordings, Inc."
1970-12-16,The Tears Of A Clown,Smokey Robinson & The Miracles,1,1,1,10,https://charts-static.billboard.com/img/1970/10/the-miracles-5li-180x180.jpg,spotify:track:4Dq749x2QP6OXTURJ9GGY8,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,spotify:album:6vbD4D3SpN2JBjCoXdGE3i,Make It Happen,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,1967-08-29,https://i.scdn.co/image/ab67616d0000b273855c2e10b46e09da14e8b3c8,1,12,181800,https://p.scdn.co/mp3-preview/00e3af28045bb0abab98b55d5a859e9ad4e14a05?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,USMO17000525,spotify:user:bradnumber1,2023-02-14T22:27:35Z,"classic soul,motown,quiet storm,soul",0.593,0.607,1.0,-9.886,1.0,0.0283,0.147,0.0,0.128,0.953,128.365,4.0,,UNI/MOTOWN,"C © 1967 UMG Recordings, Inc., P ℗ 1967 UMG Recordings, Inc."
1971-04-14,Joy To The World,Three Dog Night,1,3,1,6,https://charts-static.billboard.com/img/1971/03/three-dog-night-e8f-180x180.jpg,spotify:track:2ymeOsYijJz09LfKw3yM2x,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:2v8XEhOPoKX7iVWq5mWWBM,Naturally,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,1970-01-01,https://i.scdn.co/image/ab67616d0000b2738036855102edddcdbe84127d,1,10,220573,https://p.scdn.co/mp3-preview/bbfe9df2f7657e4c6e52ee0945d66110cef8ca57?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,USMC17047804,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.649,0.679,2.0,-12.515,1.0,0.0316,0.464,0.00121,0.339,0.971,126.867,4.0,,Geffen*,"C © 1989 MCA Records Inc., P ℗ 1970 UMG Recordings, Inc."
1971-04-14,Joy To The World,Three Dog Night,1,3,1,6,https://charts-static.billboard.com/img/1971/03/three-dog-night-e8f-180x180.jpg,spotify:track:1VZ04sZSpTet7wVMyZphA8,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:7aJFK6NvC4oConhV5f8waK,The Collection,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,2003-01-01,https://i.scdn.co/image/ab67616d0000b2737047e2284f51f35de225d36e,1,1,214960,https://p.scdn.co/mp3-preview/8933211c1a7b0ee6b67dcf80765529e815254729?cid=9950ac751e34487dbbe027c4fd7f8e99,False,47,USMC17047804,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.591,0.726,2.0,-13.545,1.0,0.0315,0.0384,2.49e-06,0.119,0.968,129.057,4.0,,Spectrum,"C © 2003 Spectrum Music, P This Compilation ℗ 2003 Spectrum Music"
1971-04-21,Joy To The World,Three Dog Night,1,1,1,7,https://charts-static.billboard.com/img/1971/03/three-dog-night-e8f-180x180.jpg,spotify:track:2ymeOsYijJz09LfKw3yM2x,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:2v8XEhOPoKX7iVWq5mWWBM,Naturally,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,1970-01-01,https://i.scdn.co/image/ab67616d0000b2738036855102edddcdbe84127d,1,10,220573,https://p.scdn.co/mp3-preview/bbfe9df2f7657e4c6e52ee0945d66110cef8ca57?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,USMC17047804,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.649,0.679,2.0,-12.515,1.0,0.0316,0.464,0.00121,0.339,0.971,126.867,4.0,,Geffen*,"C © 1989 MCA Records Inc., P ℗ 1970 UMG Recordings, Inc."
1971-04-21,Joy To The World,Three Dog Night,1,1,1,7,https://charts-static.billboard.com/img/1971/03/three-dog-night-e8f-180x180.jpg,spotify:track:1VZ04sZSpTet7wVMyZphA8,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:7aJFK6NvC4oConhV5f8waK,The Collection,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,2003-01-01,https://i.scdn.co/image/ab67616d0000b2737047e2284f51f35de225d36e,1,1,214960,https://p.scdn.co/mp3-preview/8933211c1a7b0ee6b67dcf80765529e815254729?cid=9950ac751e34487dbbe027c4fd7f8e99,False,47,USMC17047804,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.591,0.726,2.0,-13.545,1.0,0.0315,0.0384,2.49e-06,0.119,0.968,129.057,4.0,,Spectrum,"C © 2003 Spectrum Music, P This Compilation ℗ 2003 Spectrum Music"
1971-04-28,Joy To The World,Three Dog Night,1,1,1,8,https://charts-static.billboard.com/img/1971/03/three-dog-night-e8f-180x180.jpg,spotify:track:2ymeOsYijJz09LfKw3yM2x,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:2v8XEhOPoKX7iVWq5mWWBM,Naturally,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,1970-01-01,https://i.scdn.co/image/ab67616d0000b2738036855102edddcdbe84127d,1,10,220573,https://p.scdn.co/mp3-preview/bbfe9df2f7657e4c6e52ee0945d66110cef8ca57?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,USMC17047804,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.649,0.679,2.0,-12.515,1.0,0.0316,0.464,0.00121,0.339,0.971,126.867,4.0,,Geffen*,"C © 1989 MCA Records Inc., P ℗ 1970 UMG Recordings, Inc."
1971-04-28,Joy To The World,Three Dog Night,1,1,1,8,https://charts-static.billboard.com/img/1971/03/three-dog-night-e8f-180x180.jpg,spotify:track:1VZ04sZSpTet7wVMyZphA8,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:7aJFK6NvC4oConhV5f8waK,The Collection,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,2003-01-01,https://i.scdn.co/image/ab67616d0000b2737047e2284f51f35de225d36e,1,1,214960,https://p.scdn.co/mp3-preview/8933211c1a7b0ee6b67dcf80765529e815254729?cid=9950ac751e34487dbbe027c4fd7f8e99,False,47,USMC17047804,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.591,0.726,2.0,-13.545,1.0,0.0315,0.0384,2.49e-06,0.119,0.968,129.057,4.0,,Spectrum,"C © 2003 Spectrum Music, P This Compilation ℗ 2003 Spectrum Music"
1971-05-05,Joy To The World,Three Dog Night,1,1,1,9,https://charts-static.billboard.com/img/1971/03/three-dog-night-e8f-180x180.jpg,spotify:track:2ymeOsYijJz09LfKw3yM2x,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,spotify:album:2v8XEhOPoKX7iVWq5mWWBM,Naturally,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,1970-01-01,https://i.scdn.co/image/ab67616d0000b2738036855102edddcdbe84127d,1,10,220573,https://p.scdn.co/mp3-preview/bbfe9df2f7657e4c6e52ee0945d66110cef8ca57?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,USMC17047804,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.649,0.679,2.0,-12.515,1.0,0.0316,0.464,0.00121,0.339,0.971,126.867,4.0,,Geffen*,"C © 1989 MCA Records Inc., P ℗ 1970 UMG Recordings, Inc."
