Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Track URI,Artist URI(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
1959-12-09,Heartaches By The Number,Guy Mitchell,1,2,1,11,#,spotify:track:2SBQBV1atDy4tbEfGicT7u,spotify:artist:1YAtBHWaWzZnkaoSFHGTBV,spotify:album:3sNFBXnLNjwcsKEZGnaz1G,Heartaches By The Number,spotify:artist:1YAtBHWaWzZnkaoSFHGTBV,Guy Mitchell,2009-10-19,https://i.scdn.co/image/ab67616d0000b273ee642915bf7d424d4ad73548,1,1,153901,https://p.scdn.co/mp3-preview/2ff3470357bdc73a6308129edd834f90fa38e95f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,15,GBQRF0832786,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"deep adult standards,rock-and-roll",0.518,0.556,5.0,-13.264,1.0,0.0479,0.526,3e-06,0.0853,0.736,171.496,4.0,,Vision 21 OMP,C 2009 One Media Publishing
1959-12-16,Heartaches By The Number,Guy Mitchell,1,1,1,12,#,spotify:track:2SBQBV1atDy4tbEfGicT7u,spotify:artist:1YAtBHWaWzZnkaoSFHGTBV,spotify:album:3sNFBXnLNjwcsKEZGnaz1G,Heartaches By The Number,spotify:artist:1YAtBHWaWzZnkaoSFHGTBV,Guy Mitchell,2009-10-19,https://i.scdn.co/image/ab67616d0000b273ee642915bf7d424d4ad73548,1,1,153901,https://p.scdn.co/mp3-preview/2ff3470357bdc73a6308129edd834f90fa38e95f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,15,GBQRF0832786,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"deep adult standards,rock-and-roll",0.518,0.556,5.0,-13.264,1.0,0.0479,0.526,3e-06,0.0853,0.736,171.496,4.0,,Vision 21 OMP,C 2009 One Media Publishing
1959-12-23,Why,Frankie Avalon,1,2,1,6,https://charts-static.billboard.com/img/1959/11/frankie-avalon-pf2-106x106.jpg,spotify:track:0CRxGsJrwOMQUuTr4yT5mX,spotify:artist:5zNOI87gG4RttFmYAZWaxQ,spotify:album:1mh6ZNXSK0kCLebYxFXTSO,Beach Party,spotify:artist:5zNOI87gG4RttFmYAZWaxQ,Frankie Avalon,2013-12-04,https://i.scdn.co/image/ab67616d0000b273e1658430e8e657f6080840f4,1,8,157520,https://p.scdn.co/mp3-preview/e12928ee18e80c4636364c27f0ab4e4f1b07ef92?cid=9950ac751e34487dbbe027c4fd7f8e99,False,25,DELJ81352635,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,bubblegum pop,doo-wop,easy listening,rock-and-roll,rockabilly",0.51,0.349,5.0,-8.677,1.0,0.0264,0.762,0.0,0.13,0.586,94.267,4.0,,Desert Sands Music,"C 2013 Desert Sands Music, P 2013 Desert Sands Music"
1959-12-30,El Paso,Marty Robbins,1,2,1,9,https://charts-static.billboard.com/img/1959/11/marty-robbins-7gn-180x180.jpg,spotify:track:4i1qdRTAL6dyDuKWZmbwzH,spotify:artist:0Xi59sEw38vRvwleSAVqoo,spotify:album:74rRdoFP8aO3ZhY8MeZK0m,The Story Of My Life: The Best Of Marty Robbins 1952-1965,spotify:artist:0Xi59sEw38vRvwleSAVqoo,Marty Robbins,1996-03-12,https://i.scdn.co/image/ab67616d0000b273de6a96b9d62a611e4ffc7756,1,10,261466,https://p.scdn.co/mp3-preview/ee656fa08f912d9adf4b0ee5137535b2a59fb0ea?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,USSM15900003,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"cowboy western,nashville sound",0.645,0.395,2.0,-12.511,1.0,0.0349,0.827,1.09e-06,0.203,0.657,105.968,3.0,,Columbia/Legacy,P (P) 1996 SONY BMG MUSIC ENTERTAINMENT
1960-01-06,El Paso,Marty Robbins,1,1,1,10,https://charts-static.billboard.com/img/1959/11/marty-robbins-7gn-180x180.jpg,spotify:track:4i1qdRTAL6dyDuKWZmbwzH,spotify:artist:0Xi59sEw38vRvwleSAVqoo,spotify:album:74rRdoFP8aO3ZhY8MeZK0m,The Story Of My Life: The Best Of Marty Robbins 1952-1965,spotify:artist:0Xi59sEw38vRvwleSAVqoo,Marty Robbins,1996-03-12,https://i.scdn.co/image/ab67616d0000b273de6a96b9d62a611e4ffc7756,1,10,261466,https://p.scdn.co/mp3-preview/ee656fa08f912d9adf4b0ee5137535b2a59fb0ea?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,USSM15900003,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"cowboy western,nashville sound",0.645,0.395,2.0,-12.511,1.0,0.0349,0.827,1.09e-06,0.203,0.657,105.968,3.0,,Columbia/Legacy,P (P) 1996 SONY BMG MUSIC ENTERTAINMENT
1960-02-03,Teen Angel,Mark Dinning,1,2,1,8,https://charts-static.billboard.com/img/1959/12/mark-dinning-xir-180x180.jpg,spotify:track:4PlfgBlKpZZ0LmAR5RgCxT,spotify:artist:55Rf9Kfqd30nmqaeEDMpic,spotify:album:1naxPxUqEpLyaUiKLnlvql,Teen Angel,spotify:artist:55Rf9Kfqd30nmqaeEDMpic,Mark Dinning,2012-03-16,https://i.scdn.co/image/ab67616d0000b273de0d87bbd7b2fad6193e4bd5,1,1,160320,,False,0,FR6V81290607,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"deep adult standards,doo-wop",0.447,0.182,0.0,-9.395,1.0,0.0367,0.704,0.0,0.142,0.33,95.094,4.0,,Golden Recordings,"C Golden Recordings, P Golden Recordings"
1960-02-10,Teen Angel,Mark Dinning,1,1,1,9,https://charts-static.billboard.com/img/1959/12/mark-dinning-xir-180x180.jpg,spotify:track:4PlfgBlKpZZ0LmAR5RgCxT,spotify:artist:55Rf9Kfqd30nmqaeEDMpic,spotify:album:1naxPxUqEpLyaUiKLnlvql,Teen Angel,spotify:artist:55Rf9Kfqd30nmqaeEDMpic,Mark Dinning,2012-03-16,https://i.scdn.co/image/ab67616d0000b273de0d87bbd7b2fad6193e4bd5,1,1,160320,,False,0,FR6V81290607,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"deep adult standards,doo-wop",0.447,0.182,0.0,-9.395,1.0,0.0367,0.704,0.0,0.142,0.33,95.094,4.0,,Golden Recordings,"C Golden Recordings, P Golden Recordings"
1960-05-18,Cathy's Clown,The Everly Brothers,1,2,1,6,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:1MA9StLzlFftLbuqOmoWij,spotify:artist:4ACplpEqD6JIVgKrafauzs,spotify:album:3wWjXsqngYcPmd4hQzjNAD,The Golden Hits of The Everly Brothers,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,1962-06-01,https://i.scdn.co/image/ab67616d0000b2733b56057c89ad8a6fbb867a01,1,7,144013,https://p.scdn.co/mp3-preview/dd48ad45dc5bab0f297118d268644ce9e180ebda?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,USWB19903266,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.497,0.582,7.0,-8.961,1.0,0.0339,0.412,0.0,0.372,0.866,119.808,4.0,,Warner Records,"C © 1962 Warner Records Inc., P ℗ 1962 Warner Records Inc."
1960-05-25,Cathy's Clown,The Everly Brothers,1,1,1,7,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:1MA9StLzlFftLbuqOmoWij,spotify:artist:4ACplpEqD6JIVgKrafauzs,spotify:album:3wWjXsqngYcPmd4hQzjNAD,The Golden Hits of The Everly Brothers,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,1962-06-01,https://i.scdn.co/image/ab67616d0000b2733b56057c89ad8a6fbb867a01,1,7,144013,https://p.scdn.co/mp3-preview/dd48ad45dc5bab0f297118d268644ce9e180ebda?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,USWB19903266,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.497,0.582,7.0,-8.961,1.0,0.0339,0.412,0.0,0.372,0.866,119.808,4.0,,Warner Records,"C © 1962 Warner Records Inc., P ℗ 1962 Warner Records Inc."
1960-06-01,Cathy's Clown,The Everly Brothers,1,1,1,8,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:1MA9StLzlFftLbuqOmoWij,spotify:artist:4ACplpEqD6JIVgKrafauzs,spotify:album:3wWjXsqngYcPmd4hQzjNAD,The Golden Hits of The Everly Brothers,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,1962-06-01,https://i.scdn.co/image/ab67616d0000b2733b56057c89ad8a6fbb867a01,1,7,144013,https://p.scdn.co/mp3-preview/dd48ad45dc5bab0f297118d268644ce9e180ebda?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,USWB19903266,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.497,0.582,7.0,-8.961,1.0,0.0339,0.412,0.0,0.372,0.866,119.808,4.0,,Warner Records,"C © 1962 Warner Records Inc., P ℗ 1962 Warner Records Inc."
1960-06-08,Cathy's Clown,The Everly Brothers,1,1,1,9,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:1MA9StLzlFftLbuqOmoWij,spotify:artist:4ACplpEqD6JIVgKrafauzs,spotify:album:3wWjXsqngYcPmd4hQzjNAD,The Golden Hits of The Everly Brothers,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,1962-06-01,https://i.scdn.co/image/ab67616d0000b2733b56057c89ad8a6fbb867a01,1,7,144013,https://p.scdn.co/mp3-preview/dd48ad45dc5bab0f297118d268644ce9e180ebda?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,USWB19903266,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.497,0.582,7.0,-8.961,1.0,0.0339,0.412,0.0,0.372,0.866,119.808,4.0,,Warner Records,"C © 1962 Warner Records Inc., P ℗ 1962 Warner Records Inc."
1960-06-15,Cathy's Clown,The Everly Brothers,1,1,1,10,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:1MA9StLzlFftLbuqOmoWij,spotify:artist:4ACplpEqD6JIVgKrafauzs,spotify:album:3wWjXsqngYcPmd4hQzjNAD,The Golden Hits of The Everly Brothers,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,1962-06-01,https://i.scdn.co/image/ab67616d0000b2733b56057c89ad8a6fbb867a01,1,7,144013,https://p.scdn.co/mp3-preview/dd48ad45dc5bab0f297118d268644ce9e180ebda?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,USWB19903266,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.497,0.582,7.0,-8.961,1.0,0.0339,0.412,0.0,0.372,0.866,119.808,4.0,,Warner Records,"C © 1962 Warner Records Inc., P ℗ 1962 Warner Records Inc."
1960-06-22,Everybody's Somebody's Fool,Connie Francis,1,2,1,8,https://charts-static.billboard.com/img/1960/05/connie-francis-411-180x180.jpg,spotify:track:7fKwfHOMJrSSqajdKIa7Hd,spotify:artist:3EY5DxGdy7x4GelivOjS2Q,spotify:album:16HB1qo5ljAAhNB4KFcyvL,Rock N' Roll Legends (International Version),spotify:artist:3EY5DxGdy7x4GelivOjS2Q,Connie Francis,2008-01-01,https://i.scdn.co/image/ab67616d0000b2739a0d4647652cb13d92466fa2,1,7,159613,,False,0,USPR36012032,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,brill building pop,easy listening,rock-and-roll,rockabilly",0.592,0.693,1.0,-7.243,1.0,0.029,0.779,1.4e-05,0.182,0.868,84.25,4.0,,Polydor,"C © 2008 Polydor Ltd. (UK), P ℗ 2008 Polydor Ltd. (UK)"
1960-06-29,Everybody's Somebody's Fool,Connie Francis,1,1,1,9,https://charts-static.billboard.com/img/1960/05/connie-francis-411-180x180.jpg,spotify:track:7fKwfHOMJrSSqajdKIa7Hd,spotify:artist:3EY5DxGdy7x4GelivOjS2Q,spotify:album:16HB1qo5ljAAhNB4KFcyvL,Rock N' Roll Legends (International Version),spotify:artist:3EY5DxGdy7x4GelivOjS2Q,Connie Francis,2008-01-01,https://i.scdn.co/image/ab67616d0000b2739a0d4647652cb13d92466fa2,1,7,159613,,False,0,USPR36012032,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,brill building pop,easy listening,rock-and-roll,rockabilly",0.592,0.693,1.0,-7.243,1.0,0.029,0.779,1.4e-05,0.182,0.868,84.25,4.0,,Polydor,"C © 2008 Polydor Ltd. (UK), P ℗ 2008 Polydor Ltd. (UK)"
1960-07-13,I'm Sorry,Brenda Lee,1,2,1,8,https://charts-static.billboard.com/img/1960/05/brenda-lee-liu-180x180.jpg,spotify:track:3soSRpGOZ3t1GAuUQr3XUY,spotify:artist:4cPHsZM98sKzmV26wlwD2W,spotify:album:1cIoqjYYo4Npalc8m6JjOv,Greatest Hits,spotify:artist:4cPHsZM98sKzmV26wlwD2W,Brenda Lee,2014-05-02,https://i.scdn.co/image/ab67616d0000b2739332060adc23e71cebe45209,1,13,155426,https://p.scdn.co/mp3-preview/85e5998d0feb1d59e7a47e3898452ce4e9d8f19e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,DEG320700830,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,easy listening,lounge,rockabilly",0.568,0.302,10.0,-7.659,1.0,0.0289,0.923,0.0146,0.139,0.338,103.901,3.0,,10TEN MEDIA,"C 2014 10TEN MEDIA, P 2014 10TEN MEDIA"
1960-07-20,I'm Sorry,Brenda Lee,1,1,1,9,https://charts-static.billboard.com/img/1960/05/brenda-lee-liu-180x180.jpg,spotify:track:3soSRpGOZ3t1GAuUQr3XUY,spotify:artist:4cPHsZM98sKzmV26wlwD2W,spotify:album:1cIoqjYYo4Npalc8m6JjOv,Greatest Hits,spotify:artist:4cPHsZM98sKzmV26wlwD2W,Brenda Lee,2014-05-02,https://i.scdn.co/image/ab67616d0000b2739332060adc23e71cebe45209,1,13,155426,https://p.scdn.co/mp3-preview/85e5998d0feb1d59e7a47e3898452ce4e9d8f19e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,DEG320700830,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,easy listening,lounge,rockabilly",0.568,0.302,10.0,-7.659,1.0,0.0289,0.923,0.0146,0.139,0.338,103.901,3.0,,10TEN MEDIA,"C 2014 10TEN MEDIA, P 2014 10TEN MEDIA"
1960-07-27,I'm Sorry,Brenda Lee,1,1,1,10,https://charts-static.billboard.com/img/1960/05/brenda-lee-liu-180x180.jpg,spotify:track:3soSRpGOZ3t1GAuUQr3XUY,spotify:artist:4cPHsZM98sKzmV26wlwD2W,spotify:album:1cIoqjYYo4Npalc8m6JjOv,Greatest Hits,spotify:artist:4cPHsZM98sKzmV26wlwD2W,Brenda Lee,2014-05-02,https://i.scdn.co/image/ab67616d0000b2739332060adc23e71cebe45209,1,13,155426,https://p.scdn.co/mp3-preview/85e5998d0feb1d59e7a47e3898452ce4e9d8f19e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,DEG320700830,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,easy listening,lounge,rockabilly",0.568,0.302,10.0,-7.659,1.0,0.0289,0.923,0.0146,0.139,0.338,103.901,3.0,,10TEN MEDIA,"C 2014 10TEN MEDIA, P 2014 10TEN MEDIA"
1960-08-03,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,1,2,1,6,https://charts-static.billboard.com/img/1960/07/brian-hyland-p1l-180x180.jpg,spotify:track:4UMmpE4kR6VVthIz4dwsP0,spotify:artist:6YROFUbu5zRCHi2xkir5pk,spotify:album:5N7arssMwvUFFKTA6QT4BB,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,spotify:artist:6YROFUbu5zRCHi2xkir5pk,Brian Hyland,2015-05-04,https://i.scdn.co/image/ab67616d0000b273b57f353ae524bfd77088fc93,1,1,143374,https://p.scdn.co/mp3-preview/3e273b4bca35759637e39744f67fd3cd9a05ff2d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,3,QM4TW1568295,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"bubblegum pop,doo-wop,merseybeat,rock-and-roll",0.804,0.419,3.0,-10.729,1.0,0.149,0.714,0.0,0.0486,0.962,123.839,4.0,,Sunday Club Records,C (C) 2015 Sunday Club Records
1960-09-14,The Twist,Chubby Checker,1,2,1,8,https://charts-static.billboard.com/img/1960/08/chubby-checker-oxy-180x180.jpg,spotify:track:4R6LAvOMzkTJcFbSOmmEh9,spotify:artist:7qQJQ3YtcGlqaLg5tcypN2,spotify:album:3t848NFNAVru2orxLI3QOy,Cameo Parkway - The Best Of Chubby Checker (Original Hit Recordings) [International Version],spotify:artist:7qQJQ3YtcGlqaLg5tcypN2,Chubby Checker,1961-01-01,https://i.scdn.co/image/ab67616d0000b27331b14a6be50bdc7e60f9dbac,1,2,153760,,False,0,USA176040010,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"rock-and-roll,rockabilly",0.533,0.638,4.0,-7.13,1.0,0.0341,0.202,0.0,0.0729,0.937,156.663,4.0,,Universal Music Group,"C © 2005 ABKCO Records Inc., P ℗ 2005 ABKCO Records Inc."
1960-09-21,My Heart Has A Mind Of Its Own,Connie Francis,1,2,1,7,https://charts-static.billboard.com/img/1960/08/connie-francis-411-180x180.jpg,spotify:track:0LTbEzpuUCelZi8VgZ8MUh,spotify:artist:3EY5DxGdy7x4GelivOjS2Q,spotify:album:5B9weDFlXPPdoxM5HRyreL,The Collection,spotify:artist:3EY5DxGdy7x4GelivOjS2Q,Connie Francis,1996-01-01,https://i.scdn.co/image/ab67616d0000b2738bb1230d0450aa5e271637ba,1,11,150933,https://p.scdn.co/mp3-preview/a624df860289023093085c7fb76ef0b1d81dfc2a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,USF096000370,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,brill building pop,easy listening,rock-and-roll,rockabilly",0.397,0.576,6.0,-6.751,1.0,0.0389,0.742,1.67e-06,0.31,0.754,54.282,4.0,,Spectrum,"C © 1998 Spectrum Music, P This Compilation ℗ 1996 Spectrum Music"
1960-09-28,My Heart Has A Mind Of Its Own,Connie Francis,1,1,1,8,https://charts-static.billboard.com/img/1960/08/connie-francis-411-180x180.jpg,spotify:track:0LTbEzpuUCelZi8VgZ8MUh,spotify:artist:3EY5DxGdy7x4GelivOjS2Q,spotify:album:5B9weDFlXPPdoxM5HRyreL,The Collection,spotify:artist:3EY5DxGdy7x4GelivOjS2Q,Connie Francis,1996-01-01,https://i.scdn.co/image/ab67616d0000b2738bb1230d0450aa5e271637ba,1,11,150933,https://p.scdn.co/mp3-preview/a624df860289023093085c7fb76ef0b1d81dfc2a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,USF096000370,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,brill building pop,easy listening,rock-and-roll,rockabilly",0.397,0.576,6.0,-6.751,1.0,0.0389,0.742,1.67e-06,0.31,0.754,54.282,4.0,,Spectrum,"C © 1998 Spectrum Music, P This Compilation ℗ 1996 Spectrum Music"
1960-10-05,Mr. Custer,Larry Verne,1,3,1,7,#,spotify:track:32z32gEn14FHJJ2lZP4xLS,spotify:artist:6vWMWDRy2Jbshg42p1Iuzg,spotify:album:73UNlKpK6B9K19V4X1eC3X,Mister Larry Verne,spotify:artist:6vWMWDRy2Jbshg42p1Iuzg,Larry Verne,2011-11-15,https://i.scdn.co/image/ab67616d0000b273d40a176d4a46f289b7977229,1,9,185213,https://p.scdn.co/mp3-preview/91965f39cd4fc94e7ebc78d43f4426a0f3470a41?cid=9950ac751e34487dbbe027c4fd7f8e99,False,24,USDEI6004493,spotify:user:bradnumber1,2021-08-08T09:26:31Z,novelty,0.83,0.228,1.0,-14.219,1.0,0.0792,0.627,0.00189,0.151,0.0613,107.862,4.0,,K-Tel,
1960-11-09,Georgia On My Mind,Ray Charles,1,4,1,8,https://charts-static.billboard.com/img/1958/12/ray-charles-lfr-180x180.jpg,spotify:track:4PKRAcbN8aPrgzFe0kOxRx,spotify:artist:1eYhYunlNJlDoQhtYBvPsi,spotify:album:3XKYSvPAmrCVaFs4gzr1Ig,Georgia On My Mind,spotify:artist:1eYhYunlNJlDoQhtYBvPsi,Ray Charles,2012-02-23,https://i.scdn.co/image/ab67616d0000b273df3d459abce953d24caf1f91,1,1,216613,https://p.scdn.co/mp3-preview/0c281efe9c1136bcf5938d031d875645d7de7a5b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,45,FR6V81229416,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic soul,jazz blues,piano blues,soul,soul blues,vocal jazz",0.282,0.247,7.0,-11.838,1.0,0.0305,0.839,0.0,0.144,0.255,112.146,5.0,,DOM,"C DOM, P DOM"
1960-11-16,Stay,Maurice Williams & The Zodiacs,1,6,1,8,#,spotify:track:2aBHx4EybTCa54AgHlYZiO,spotify:artist:43BgumF6B7s0W2mhVkmVO4,spotify:album:0fKeuyfZ85iMKWL9yXyRW1,Stay (Just A Little Bit Longer),spotify:artist:43BgumF6B7s0W2mhVkmVO4,Maurice Williams & The Zodiacs,2008-05-31,https://i.scdn.co/image/ab67616d0000b273c840c649c88daed41b26ff77,1,1,97506,https://p.scdn.co/mp3-preview/5d6f10631c451a753a0e577b9da4f56c4af3921f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,GBSUW0716919,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.521,0.765,8.0,-6.985,0.0,0.0685,0.838,1.61e-06,0.333,0.824,123.591,4.0,,Future Noise Music Ltd.,C (C) 2008 Future Noise Music Ltd.
1961-01-25,Will You Love Me Tomorrow,The Shirelles,1,4,1,11,https://charts-static.billboard.com/img/1960/11/the-shirelles-mpw-155x155.jpg,spotify:track:2kNYcE79Yu778nqdOgBHEb,spotify:artist:0x83OBqixqdCHnStP5VMcn,spotify:album:2Dlx1iEoprySbpvRIXtZQv,The Best Of The Shirelles,spotify:artist:0x83OBqixqdCHnStP5VMcn,The Shirelles,1984,https://i.scdn.co/image/ab67616d0000b273d1ae445ca6316d04b755aed5,1,4,162893,,False,0,USACU0500004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic girl group,doo-wop,motown,rock-and-roll,soul",0.49,0.384,0.0,-11.315,1.0,0.0275,0.438,3.17e-05,0.539,0.47,137.047,4.0,,Scepter Records,"C 2017 Gusto Records Inc., P 1984 Gusto Records Inc."
1961-01-25,Will You Love Me Tomorrow,The Shirelles,1,4,1,11,https://charts-static.billboard.com/img/1960/11/the-shirelles-mpw-155x155.jpg,spotify:track:4QMvxtZGcmvwWtmmoiRs5B,spotify:artist:0x83OBqixqdCHnStP5VMcn,spotify:album:13MaoinwLDJqTHPMEr0efZ,Will You Still Love Me Tomorrow,spotify:artist:0x83OBqixqdCHnStP5VMcn,The Shirelles,2005,https://i.scdn.co/image/ab67616d0000b273181a4d84af4657a577c64799,1,1,160320,https://p.scdn.co/mp3-preview/9d453033b0eec2e9ecd5a396e85d4d4353b53f36?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,USACU0500004,spotify:user:bradnumber1,2022-06-30T00:56:21Z,"classic girl group,doo-wop,motown,rock-and-roll,soul",0.513,0.379,0.0,-9.679,1.0,0.0314,0.686,2.62e-05,0.417,0.509,135.756,4.0,,Gusto Records,"C 2005 Gusto Records Inc, P 2005 Gusto Records Inc"
1961-02-01,Will You Love Me Tomorrow,The Shirelles,1,1,1,12,https://charts-static.billboard.com/img/1960/11/the-shirelles-mpw-155x155.jpg,spotify:track:2kNYcE79Yu778nqdOgBHEb,spotify:artist:0x83OBqixqdCHnStP5VMcn,spotify:album:2Dlx1iEoprySbpvRIXtZQv,The Best Of The Shirelles,spotify:artist:0x83OBqixqdCHnStP5VMcn,The Shirelles,1984,https://i.scdn.co/image/ab67616d0000b273d1ae445ca6316d04b755aed5,1,4,162893,,False,0,USACU0500004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic girl group,doo-wop,motown,rock-and-roll,soul",0.49,0.384,0.0,-11.315,1.0,0.0275,0.438,3.17e-05,0.539,0.47,137.047,4.0,,Scepter Records,"C 2017 Gusto Records Inc., P 1984 Gusto Records Inc."
1961-02-01,Will You Love Me Tomorrow,The Shirelles,1,1,1,12,https://charts-static.billboard.com/img/1960/11/the-shirelles-mpw-155x155.jpg,spotify:track:4QMvxtZGcmvwWtmmoiRs5B,spotify:artist:0x83OBqixqdCHnStP5VMcn,spotify:album:13MaoinwLDJqTHPMEr0efZ,Will You Still Love Me Tomorrow,spotify:artist:0x83OBqixqdCHnStP5VMcn,The Shirelles,2005,https://i.scdn.co/image/ab67616d0000b273181a4d84af4657a577c64799,1,1,160320,https://p.scdn.co/mp3-preview/9d453033b0eec2e9ecd5a396e85d4d4353b53f36?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,USACU0500004,spotify:user:bradnumber1,2022-06-30T00:56:21Z,"classic girl group,doo-wop,motown,rock-and-roll,soul",0.513,0.379,0.0,-9.679,1.0,0.0314,0.686,2.62e-05,0.417,0.509,135.756,4.0,,Gusto Records,"C 2005 Gusto Records Inc, P 2005 Gusto Records Inc"
1961-02-22,Pony Time,Chubby Checker,1,4,1,6,https://charts-static.billboard.com/img/1961/01/chubby-checker-oxy-180x180.jpg,spotify:track:2XPEv2sB6c44DSocT2TwAc,spotify:artist:7qQJQ3YtcGlqaLg5tcypN2,spotify:album:36tc0l1brbD9CCaUDrvqVi,Chubby Checker Classics,spotify:artist:7qQJQ3YtcGlqaLg5tcypN2,Chubby Checker,1962-01-01,https://i.scdn.co/image/ab67616d0000b273d13f4d5f1d5d19f25783f505,1,7,147426,https://p.scdn.co/mp3-preview/6452c42d6d29da51535d4582820db6a05b035bbc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,37,USI4R0502241,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"rock-and-roll,rockabilly",0.453,0.609,8.0,-6.662,1.0,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36,4.0,,TEEC Recordings,C (C) 1962 TEEC Recordings
