Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Track URI
1958-08-06,Poor Little Fool,Ricky Nelson,1,1,1,2,#,spotify:track:5ayybTSXNwcarDtxQKqvWX
1958-08-13,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,2,1,3,https://charts-static.billboard.com/img/1958/08/domenico-modugno-x2d-180x180.jpg,spotify:track:006Ndmw2hHxvnLbJsBFnPx
1958-08-20,Little Star,The Elegants,1,2,1,4,https://charts-static.billboard.com/img/1958/08/the-elegants-vkn-106x106.jpg,spotify:track:6xupOaBWORbDmakCdQwMRG
1958-08-27,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,2,1,5,https://charts-static.billboard.com/img/1958/08/domenico-modugno-x2d-180x180.jpg,spotify:track:006Ndmw2hHxvnLbJsBFnPx
1958-09-03,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,1,1,6,https://charts-static.billboard.com/img/1958/08/domenico-modugno-x2d-180x180.jpg,spotify:track:006Ndmw2hHxvnLbJsBFnPx
1958-09-10,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,1,1,7,https://charts-static.billboard.com/img/1958/08/domenico-modugno-x2d-180x180.jpg,spotify:track:006Ndmw2hHxvnLbJsBFnPx
1958-09-17,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,1,1,8,https://charts-static.billboard.com/img/1958/08/domenico-modugno-x2d-180x180.jpg,spotify:track:006Ndmw2hHxvnLbJsBFnPx
1958-09-24,It's All In The Game,Tommy Edwards,1,3,1,7,https://charts-static.billboard.com/img/1958/08/tommy-edwards-cob-180x180.jpg,spotify:track:2tvt5K7y1gndmCgtIoLo1f
1958-10-01,It's All In The Game,Tommy Edwards,1,1,1,8,https://charts-static.billboard.com/img/1958/08/tommy-edwards-cob-180x180.jpg,spotify:track:2tvt5K7y1gndmCgtIoLo1f
1958-10-08,It's All In The Game,Tommy Edwards,1,1,1,9,https://charts-static.billboard.com/img/1958/08/tommy-edwards-cob-180x180.jpg,spotify:track:2tvt5K7y1gndmCgtIoLo1f
1958-10-15,It's All In The Game,Tommy Edwards,1,1,1,10,https://charts-static.billboard.com/img/1958/08/tommy-edwards-cob-180x180.jpg,spotify:track:2tvt5K7y1gndmCgtIoLo1f
1958-10-22,It's All In The Game,Tommy Edwards,1,1,1,11,https://charts-static.billboard.com/img/1958/08/tommy-edwards-cob-180x180.jpg,spotify:track:2tvt5K7y1gndmCgtIoLo1f
1958-10-29,It's All In The Game,Tommy Edwards,1,1,1,12,https://charts-static.billboard.com/img/1958/08/tommy-edwards-cob-180x180.jpg,spotify:track:2tvt5K7y1gndmCgtIoLo1f
1958-11-05,It's Only Make Believe,Conway Twitty,1,2,1,9,https://charts-static.billboard.com/img/1958/09/conway-twitty-sqb-106x106.jpg,spotify:track:1xVOttVNT27FBTD8iHjOfU
1958-11-12,Tom Dooley,The Kingston Trio,1,2,1,8,https://charts-static.billboard.com/img/1958/09/the-kingston-trio-a8u-155x155.jpg,spotify:track:2qLxtO0iaFGI9x19vU3bDI
1958-11-19,It's Only Make Believe,Conway Twitty,1,2,1,11,https://charts-static.billboard.com/img/1958/09/conway-twitty-sqb-106x106.jpg,spotify:track:1xVOttVNT27FBTD8iHjOfU
1958-11-26,To Know Him; Is To Love Him,The Teddy Bears,1,3,1,11,https://charts-static.billboard.com/img/1958/09/the-teddy-bears-z8u-180x180.jpg,spotify:track:5msxn2HUcd83qOsuQW7Kdb
1958-12-03,To Know Him; Is To Love Him,The Teddy Bears,1,1,1,12,https://charts-static.billboard.com/img/1958/09/the-teddy-bears-z8u-180x180.jpg,spotify:track:5msxn2HUcd83qOsuQW7Kdb
1958-12-10,To Know Him; Is To Love Him,The Teddy Bears,1,1,1,13,https://charts-static.billboard.com/img/1958/09/the-teddy-bears-z8u-180x180.jpg,spotify:track:5msxn2HUcd83qOsuQW7Kdb
1958-12-17,The Chipmunk Song,The Chipmunks With David Seville,1,10,1,4,https://charts-static.billboard.com/img/1958/12/alvin-and-the-chipmunks-2ls-91x91.jpg,spotify:track:02NKMA9cIkq6VuBNu9q9Wf
1958-12-24,The Chipmunk Song,The Chipmunks With David Seville,1,1,1,5,https://charts-static.billboard.com/img/1958/12/alvin-and-the-chipmunks-2ls-91x91.jpg,spotify:track:02NKMA9cIkq6VuBNu9q9Wf
1958-12-31,The Chipmunk Song,The Chipmunks With David Seville,1,1,1,6,https://charts-static.billboard.com/img/1958/12/alvin-and-the-chipmunks-2ls-91x91.jpg,spotify:track:02NKMA9cIkq6VuBNu9q9Wf
1959-01-07,The Chipmunk Song,The Chipmunks With David Seville,1,1,1,7,https://charts-static.billboard.com/img/1958/12/alvin-and-the-chipmunks-2ls-91x91.jpg,spotify:track:02NKMA9cIkq6VuBNu9q9Wf
1959-01-14,Smoke Gets In Your Eyes,The Platters,1,2,1,10,https://charts-static.billboard.com/img/1958/11/the-platters-la1-180x180.jpg,spotify:track:2vSxjnyrWrtxyfzO47EX6q
1959-01-21,Smoke Gets In Your Eyes,The Platters,1,1,1,11,https://charts-static.billboard.com/img/1958/11/the-platters-la1-180x180.jpg,spotify:track:2vSxjnyrWrtxyfzO47EX6q
1959-01-28,Smoke Gets In Your Eyes,The Platters,1,1,1,12,https://charts-static.billboard.com/img/1958/11/the-platters-la1-180x180.jpg,spotify:track:2vSxjnyrWrtxyfzO47EX6q
1959-02-04,Stagger Lee,Lloyd Price,1,5,1,10,https://charts-static.billboard.com/img/1958/12/lloyd-price-qu5-180x180.jpg,spotify:track:7qoaMWT3eRCKG1RN6dVuOY
1959-02-11,Stagger Lee,Lloyd Price,1,1,1,11,https://charts-static.billboard.com/img/1958/12/lloyd-price-qu5-180x180.jpg,spotify:track:7qoaMWT3eRCKG1RN6dVuOY
1959-02-18,Stagger Lee,Lloyd Price,1,1,1,12,https://charts-static.billboard.com/img/1958/12/lloyd-price-qu5-180x180.jpg,spotify:track:7qoaMWT3eRCKG1RN6dVuOY
1959-02-25,Stagger Lee,Lloyd Price,1,1,1,13,https://charts-static.billboard.com/img/1958/12/lloyd-price-qu5-180x180.jpg,spotify:track:7qoaMWT3eRCKG1RN6dVuOY
1959-03-04,Venus,Frankie Avalon,1,7,1,5,https://charts-static.billboard.com/img/1959/02/frankie-avalon-pf2-106x106.jpg,spotify:track:5kqXQHIgQ6UfFP9LfqPNgG
1959-03-11,Venus,Frankie Avalon,1,1,1,6,https://charts-static.billboard.com/img/1959/02/frankie-avalon-pf2-106x106.jpg,spotify:track:5kqXQHIgQ6UfFP9LfqPNgG
1959-03-18,Venus,Frankie Avalon,1,1,1,7,https://charts-static.billboard.com/img/1959/02/frankie-avalon-pf2-106x106.jpg,spotify:track:5kqXQHIgQ6UfFP9LfqPNgG
1959-03-25,Venus,Frankie Avalon,1,1,1,8,https://charts-static.billboard.com/img/1959/02/frankie-avalon-pf2-106x106.jpg,spotify:track:5kqXQHIgQ6UfFP9LfqPNgG
1959-04-01,Venus,Frankie Avalon,1,1,1,9,https://charts-static.billboard.com/img/1959/02/frankie-avalon-pf2-106x106.jpg,spotify:track:5kqXQHIgQ6UfFP9LfqPNgG
1959-04-08,Come Softly To Me,The Fleetwoods,1,2,1,6,https://charts-static.billboard.com/img/1959/03/the-fleetwoods-r0g-180x180.jpg,spotify:track:603N4XGJUTbK760GLCvIIs
1959-04-15,Come Softly To Me,The Fleetwoods,1,1,1,7,https://charts-static.billboard.com/img/1959/03/the-fleetwoods-r0g-180x180.jpg,spotify:track:603N4XGJUTbK760GLCvIIs
1959-04-22,Come Softly To Me,The Fleetwoods,1,1,1,8,https://charts-static.billboard.com/img/1959/03/the-fleetwoods-r0g-180x180.jpg,spotify:track:603N4XGJUTbK760GLCvIIs
1959-04-29,Come Softly To Me,The Fleetwoods,1,1,1,9,https://charts-static.billboard.com/img/1959/03/the-fleetwoods-r0g-180x180.jpg,spotify:track:603N4XGJUTbK760GLCvIIs
1959-05-06,The Happy Organ,"Dave ""Baby"" Cortez",1,2,1,9,#,spotify:track:6fOxrKUo3f9OX2z6YrBpwy
1959-05-13,Kansas City,Wilbert Harrison,1,6,1,6,#,spotify:track:4GvyP7CnBJEV2t7L7vOkjw
1959-05-20,Kansas City,Wilbert Harrison,1,1,1,7,#,spotify:track:4GvyP7CnBJEV2t7L7vOkjw
1959-05-27,The Battle Of New Orleans,Johnny Horton,1,2,1,6,https://charts-static.billboard.com/img/1840/12/johnny-horton-g76-180x180.jpg,spotify:track:66eFGhs8LXeBgrXk0YgRJK
1959-06-03,The Battle Of New Orleans,Johnny Horton,1,1,1,7,https://charts-static.billboard.com/img/1840/12/johnny-horton-g76-180x180.jpg,spotify:track:66eFGhs8LXeBgrXk0YgRJK
1959-06-10,The Battle Of New Orleans,Johnny Horton,1,1,1,8,https://charts-static.billboard.com/img/1840/12/johnny-horton-g76-180x180.jpg,spotify:track:66eFGhs8LXeBgrXk0YgRJK
1959-06-17,The Battle Of New Orleans,Johnny Horton,1,1,1,9,https://charts-static.billboard.com/img/1840/12/johnny-horton-g76-180x180.jpg,spotify:track:66eFGhs8LXeBgrXk0YgRJK
1959-06-24,The Battle Of New Orleans,Johnny Horton,1,1,1,10,https://charts-static.billboard.com/img/1840/12/johnny-horton-g76-180x180.jpg,spotify:track:66eFGhs8LXeBgrXk0YgRJK
1959-07-01,The Battle Of New Orleans,Johnny Horton,1,1,1,11,https://charts-static.billboard.com/img/1840/12/johnny-horton-g76-180x180.jpg,spotify:track:66eFGhs8LXeBgrXk0YgRJK
1959-07-08,Lonely Boy,Paul Anka,1,2,1,7,https://charts-static.billboard.com/img/1959/06/paul-anka-6sq-180x180.jpg,spotify:track:44deyFcIU1jArZyFhOznh9
1959-07-15,Lonely Boy,Paul Anka,1,1,1,8,https://charts-static.billboard.com/img/1959/06/paul-anka-6sq-180x180.jpg,spotify:track:44deyFcIU1jArZyFhOznh9
1959-07-22,Lonely Boy,Paul Anka,1,1,1,9,https://charts-static.billboard.com/img/1959/06/paul-anka-6sq-180x180.jpg,spotify:track:44deyFcIU1jArZyFhOznh9
1959-07-29,Lonely Boy,Paul Anka,1,1,1,10,https://charts-static.billboard.com/img/1959/06/paul-anka-6sq-180x180.jpg,spotify:track:44deyFcIU1jArZyFhOznh9
1959-08-05,A Big Hunk O' Love,Elvis Presley With The Jordanaires,1,2,1,6,https://charts-static.billboard.com/img/1958/08/elvis-presley-yoq.jpg,spotify:track:3GI4aSJU8HrTM6msYXz1MT
1959-08-12,A Big Hunk O' Love,Elvis Presley With The Jordanaires,1,1,1,7,https://charts-static.billboard.com/img/1958/08/elvis-presley-yoq.jpg,spotify:track:3GI4aSJU8HrTM6msYXz1MT
1959-08-19,The Three Bells,The Browns,1,7,1,5,https://charts-static.billboard.com/img/1959/07/the-browns-26x-180x180.jpg,spotify:track:5xghdTMuqQPqtDJ0bn3zkn
1959-08-26,The Three Bells,The Browns,1,1,1,6,https://charts-static.billboard.com/img/1959/07/the-browns-26x-180x180.jpg,spotify:track:5xghdTMuqQPqtDJ0bn3zkn
1959-09-02,The Three Bells,The Browns,1,1,1,7,https://charts-static.billboard.com/img/1959/07/the-browns-26x-180x180.jpg,spotify:track:5xghdTMuqQPqtDJ0bn3zkn
1959-09-09,The Three Bells,The Browns,1,1,1,8,https://charts-static.billboard.com/img/1959/07/the-browns-26x-180x180.jpg,spotify:track:5xghdTMuqQPqtDJ0bn3zkn
1959-09-16,Sleep Walk,Santo & Johnny,1,2,1,9,https://charts-static.billboard.com/img/1959/07/santo-johnny-3mm-180x180.jpg,spotify:track:0yK8sWD6cfrc7pGfaPIcZH
1959-09-23,Sleep Walk,Santo & Johnny,1,1,1,10,https://charts-static.billboard.com/img/1959/07/santo-johnny-3mm-180x180.jpg,spotify:track:0yK8sWD6cfrc7pGfaPIcZH
1959-09-30,Mack The Knife,Bobby Darin,1,2,1,7,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-10-07,Mack The Knife,Bobby Darin,1,1,1,8,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-10-14,Mack The Knife,Bobby Darin,1,1,1,9,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-10-21,Mack The Knife,Bobby Darin,1,1,1,10,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-10-28,Mack The Knife,Bobby Darin,1,1,1,11,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-11-04,Mack The Knife,Bobby Darin,1,1,1,12,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-11-11,Mr. Blue,The Fleetwoods,1,2,1,11,https://charts-static.billboard.com/img/1959/09/the-fleetwoods-r0g-180x180.jpg,spotify:track:6bnFjTW3EnMG4BwreDnSHK
1959-11-18,Mack The Knife,Bobby Darin,1,2,1,14,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-11-25,Mack The Knife,Bobby Darin,1,1,1,15,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-12-02,Mack The Knife,Bobby Darin,1,1,1,16,https://charts-static.billboard.com/img/1959/08/bobby-darin-hm6-180x180.jpg,spotify:track:3E5ndyOfO6vFDEIE42HA8o
1959-12-09,Heartaches By The Number,Guy Mitchell,1,2,1,11,#,spotify:track:0mmveflIg5uKskiCOdRV3e
1959-12-16,Heartaches By The Number,Guy Mitchell,1,1,1,12,#,spotify:track:0mmveflIg5uKskiCOdRV3e
1959-12-23,Why,Frankie Avalon,1,2,1,6,https://charts-static.billboard.com/img/1959/11/frankie-avalon-pf2-106x106.jpg,spotify:track:3PNLqKBbWaTBGt9Y1lM1eB
1959-12-30,El Paso,Marty Robbins,1,2,1,9,https://charts-static.billboard.com/img/1959/11/marty-robbins-7gn-180x180.jpg,spotify:track:4f8hBeMXMvssn6HtFAtblo
1960-01-06,El Paso,Marty Robbins,1,1,1,10,https://charts-static.billboard.com/img/1959/11/marty-robbins-7gn-180x180.jpg,spotify:track:4f8hBeMXMvssn6HtFAtblo
1960-01-13,Running Bear,Johnny Preston,1,4,1,14,https://charts-static.billboard.com/img/1959/10/johnny-preston-eqb-180x180.jpg,spotify:track:1mE8QtaSFxEQnr3SgxmIRf
1960-01-20,Running Bear,Johnny Preston,1,1,1,15,https://charts-static.billboard.com/img/1959/10/johnny-preston-eqb-180x180.jpg,spotify:track:1mE8QtaSFxEQnr3SgxmIRf
1960-01-27,Running Bear,Johnny Preston,1,1,1,16,https://charts-static.billboard.com/img/1959/10/johnny-preston-eqb-180x180.jpg,spotify:track:1mE8QtaSFxEQnr3SgxmIRf
1960-02-03,Teen Angel,Mark Dinning,1,2,1,8,https://charts-static.billboard.com/img/1959/12/mark-dinning-xir-180x180.jpg,spotify:track:7aNVTsJFlnaUTEBO6fvWho
1960-02-10,Teen Angel,Mark Dinning,1,1,1,9,https://charts-static.billboard.com/img/1959/12/mark-dinning-xir-180x180.jpg,spotify:track:7aNVTsJFlnaUTEBO6fvWho
1960-02-17,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,6,1,7,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-02-24,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,8,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-03-02,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,9,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-03-09,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,10,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-03-16,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,11,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-03-23,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,12,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-03-30,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,13,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-04-06,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,14,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-04-13,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1,1,1,15,#,spotify:track:6zwvB879PJSpTyFcg2wwnL
1960-04-20,Stuck On You,Elvis Presley With The Jordanaires,1,6,1,4,https://charts-static.billboard.com/img/1960/04/elvis-presley-nq7-180x180.jpg,spotify:track:7bA1DHtoJAvqyL42gHwOLa
1960-04-27,Stuck On You,Elvis Presley With The Jordanaires,1,1,1,5,https://charts-static.billboard.com/img/1960/04/elvis-presley-nq7-180x180.jpg,spotify:track:7bA1DHtoJAvqyL42gHwOLa
1960-05-04,Stuck On You,Elvis Presley With The Jordanaires,1,1,1,6,https://charts-static.billboard.com/img/1960/04/elvis-presley-nq7-180x180.jpg,spotify:track:7bA1DHtoJAvqyL42gHwOLa
1960-05-11,Stuck On You,Elvis Presley With The Jordanaires,1,1,1,7,https://charts-static.billboard.com/img/1960/04/elvis-presley-nq7-180x180.jpg,spotify:track:7bA1DHtoJAvqyL42gHwOLa
1960-05-18,Cathy's Clown,The Everly Brothers,1,2,1,6,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:27bw4i8LnECzVlbMZ4kFHw
1960-05-25,Cathy's Clown,The Everly Brothers,1,1,1,7,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:27bw4i8LnECzVlbMZ4kFHw
1960-06-01,Cathy's Clown,The Everly Brothers,1,1,1,8,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:27bw4i8LnECzVlbMZ4kFHw
1960-06-08,Cathy's Clown,The Everly Brothers,1,1,1,9,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:27bw4i8LnECzVlbMZ4kFHw
1960-06-15,Cathy's Clown,The Everly Brothers,1,1,1,10,https://charts-static.billboard.com/img/1960/04/the-everly-brothers-ak0-180x180.jpg,spotify:track:27bw4i8LnECzVlbMZ4kFHw
1960-06-22,Everybody's Somebody's Fool,Connie Francis,1,2,1,8,https://charts-static.billboard.com/img/1960/05/connie-francis-411-180x180.jpg,spotify:track:1qC8zQRrdkZCwzQ5N4ECoD
1960-06-29,Everybody's Somebody's Fool,Connie Francis,1,1,1,9,https://charts-static.billboard.com/img/1960/05/connie-francis-411-180x180.jpg,spotify:track:1qC8zQRrdkZCwzQ5N4ECoD
1960-07-06,Alley-Oop,Hollywood Argyles,1,2,1,7,#,spotify:track:2bgl6miORpyE4ql0gl7KHR
1960-07-13,I'm Sorry,Brenda Lee,1,2,1,8,https://charts-static.billboard.com/img/1960/05/brenda-lee-liu-180x180.jpg,spotify:track:4LJcNiq2pBb8OeqrGdBJQw
1960-07-20,I'm Sorry,Brenda Lee,1,1,1,9,https://charts-static.billboard.com/img/1960/05/brenda-lee-liu-180x180.jpg,spotify:track:4LJcNiq2pBb8OeqrGdBJQw
1960-07-27,I'm Sorry,Brenda Lee,1,1,1,10,https://charts-static.billboard.com/img/1960/05/brenda-lee-liu-180x180.jpg,spotify:track:4LJcNiq2pBb8OeqrGdBJQw
1960-08-03,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,1,2,1,6,https://charts-static.billboard.com/img/1960/07/brian-hyland-p1l-180x180.jpg,spotify:track:4aTCNddtjztjuK2EOgz7ZZ
1960-08-10,It's Now Or Never,Elvis Presley With The Jordanaires,1,3,1,5,https://charts-static.billboard.com/img/1958/08/elvis-presley-yoq.jpg,spotify:track:6yP3V5FXNNJU8Z441vxhCV
1960-08-17,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,1,6,https://charts-static.billboard.com/img/1958/08/elvis-presley-yoq.jpg,spotify:track:6yP3V5FXNNJU8Z441vxhCV
1960-08-24,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,1,7,https://charts-static.billboard.com/img/1958/08/elvis-presley-yoq.jpg,spotify:track:6yP3V5FXNNJU8Z441vxhCV
1960-08-31,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,1,8,https://charts-static.billboard.com/img/1958/08/elvis-presley-yoq.jpg,spotify:track:6yP3V5FXNNJU8Z441vxhCV
1960-09-07,It's Now Or Never,Elvis Presley With The Jordanaires,1,1,1,9,https://charts-static.billboard.com/img/1958/08/elvis-presley-yoq.jpg,spotify:track:6yP3V5FXNNJU8Z441vxhCV
1960-09-14,The Twist,Chubby Checker,1,2,1,8,https://charts-static.billboard.com/img/1960/08/chubby-checker-oxy-180x180.jpg,spotify:track:4YCnTYbq3oL1Lqpyxg33CU
1960-09-21,My Heart Has A Mind Of Its Own,Connie Francis,1,2,1,7,https://charts-static.billboard.com/img/1960/08/connie-francis-411-180x180.jpg,spotify:track:7qinPLZ41lgIGuT40EAFs0
1960-09-28,My Heart Has A Mind Of Its Own,Connie Francis,1,1,1,8,https://charts-static.billboard.com/img/1960/08/connie-francis-411-180x180.jpg,spotify:track:7qinPLZ41lgIGuT40EAFs0
1960-10-05,Mr. Custer,Larry Verne,1,3,1,7,#,spotify:track:0afR4FfSwgg5QFF1Wpuwil
1960-10-12,Save The Last Dance For Me,The Drifters,1,4,1,7,https://charts-static.billboard.com/img/1960/09/the-drifters-mcs-106x106.jpg,spotify:track:391TUcoPonqYykPkSZ5Z9U
1960-10-19,I Want To Be Wanted,Brenda Lee,1,4,1,7,https://charts-static.billboard.com/img/1960/09/brenda-lee-liu-180x180.jpg,spotify:track:03cB3gd91JsP3bCERC6Lmf
1960-10-26,Save The Last Dance For Me,The Drifters,1,2,1,9,https://charts-static.billboard.com/img/1960/09/the-drifters-mcs-106x106.jpg,spotify:track:391TUcoPonqYykPkSZ5Z9U
1960-11-02,Save The Last Dance For Me,The Drifters,1,1,1,10,https://charts-static.billboard.com/img/1960/09/the-drifters-mcs-106x106.jpg,spotify:track:391TUcoPonqYykPkSZ5Z9U
1960-11-09,Georgia On My Mind,Ray Charles,1,4,1,8,https://charts-static.billboard.com/img/1958/12/ray-charles-lfr-180x180.jpg,spotify:track:6yMGxqKj0218mFR5KqsMRq
1960-11-16,Stay,Maurice Williams & The Zodiacs,1,6,1,8,#,spotify:track:12BB5t506Of3s3NPBoKScC
1960-11-23,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,2,1,3,https://charts-static.billboard.com/img/2017/06/elvis-presley-180x180.jpg,spotify:track:4xUqqie4bBKufHtlMuZS3k
1960-11-30,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,1,4,https://charts-static.billboard.com/img/2017/06/elvis-presley-180x180.jpg,spotify:track:4xUqqie4bBKufHtlMuZS3k
1960-12-07,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,1,5,https://charts-static.billboard.com/img/2017/06/elvis-presley-180x180.jpg,spotify:track:4xUqqie4bBKufHtlMuZS3k
1960-12-14,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,1,6,https://charts-static.billboard.com/img/2017/06/elvis-presley-180x180.jpg,spotify:track:4xUqqie4bBKufHtlMuZS3k
1960-12-21,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,1,7,https://charts-static.billboard.com/img/2017/06/elvis-presley-180x180.jpg,spotify:track:4xUqqie4bBKufHtlMuZS3k
1960-12-28,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,1,8,https://charts-static.billboard.com/img/2017/06/elvis-presley-180x180.jpg,spotify:track:4xUqqie4bBKufHtlMuZS3k
1961-01-04,Wonderland By Night,Bert Kaempfert And His Orchestra,1,2,1,9,https://charts-static.billboard.com/img/1960/11/bert-kaempfert-and-his-orchestra-s53-180x180.jpg,spotify:track:5Ik1BD4gKzxofvNgSRQbCF
1961-01-11,Wonderland By Night,Bert Kaempfert And His Orchestra,1,1,1,10,https://charts-static.billboard.com/img/1960/11/bert-kaempfert-and-his-orchestra-s53-180x180.jpg,spotify:track:5Ik1BD4gKzxofvNgSRQbCF
1961-01-18,Wonderland By Night,Bert Kaempfert And His Orchestra,1,1,1,11,https://charts-static.billboard.com/img/1960/11/bert-kaempfert-and-his-orchestra-s53-180x180.jpg,spotify:track:5Ik1BD4gKzxofvNgSRQbCF
1961-01-25,Will You Love Me Tomorrow,The Shirelles,1,4,1,11,https://charts-static.billboard.com/img/1960/11/the-shirelles-mpw-155x155.jpg,spotify:track:4QMvxtZGcmvwWtmmoiRs5B
1961-02-01,Will You Love Me Tomorrow,The Shirelles,1,1,1,12,https://charts-static.billboard.com/img/1960/11/the-shirelles-mpw-155x155.jpg,spotify:track:4QMvxtZGcmvwWtmmoiRs5B
1961-02-08,Calcutta,Lawrence Welk And His Orchestra,1,2,1,10,https://charts-static.billboard.com/img/1960/12/lawrence-welk-and-his-orchestra-oa9-180x180.jpg,spotify:track:10VtM4vN0l9y4r0YTjVYaA
1961-02-15,Calcutta,Lawrence Welk And His Orchestra,1,1,1,11,https://charts-static.billboard.com/img/1960/12/lawrence-welk-and-his-orchestra-oa9-180x180.jpg,spotify:track:10VtM4vN0l9y4r0YTjVYaA
1961-02-22,Pony Time,Chubby Checker,1,4,1,6,https://charts-static.billboard.com/img/1961/01/chubby-checker-oxy-180x180.jpg,spotify:track:45gAw2xmDx9DZAnoiJK723
1961-03-01,Pony Time,Chubby Checker,1,1,1,7,https://charts-static.billboard.com/img/1961/01/chubby-checker-oxy-180x180.jpg,spotify:track:45gAw2xmDx9DZAnoiJK723
1961-03-08,Pony Time,Chubby Checker,1,1,1,8,https://charts-static.billboard.com/img/1961/01/chubby-checker-oxy-180x180.jpg,spotify:track:45gAw2xmDx9DZAnoiJK723
1961-03-15,Surrender,Elvis Presley With The Jordanaires,1,2,1,5,https://charts-static.billboard.com/img/1961/02/elvis-presley-nq7-180x180.jpg,spotify:track:366wRPrx2airjcCRkxgoS2
1961-03-22,Surrender,Elvis Presley With The Jordanaires,1,1,1,6,https://charts-static.billboard.com/img/1961/02/elvis-presley-nq7-180x180.jpg,spotify:track:366wRPrx2airjcCRkxgoS2
1961-03-29,Blue Moon,The Marcels,1,6,1,5,https://charts-static.billboard.com/img/1961/03/the-marcels-3dg-106x106.jpg,spotify:track:0pnfT3OLqlnIvO0uMYgCfM
1961-04-05,Blue Moon,The Marcels,1,1,1,6,https://charts-static.billboard.com/img/1961/03/the-marcels-3dg-106x106.jpg,spotify:track:0pnfT3OLqlnIvO0uMYgCfM
1961-04-12,Blue Moon,The Marcels,1,1,1,7,https://charts-static.billboard.com/img/1961/03/the-marcels-3dg-106x106.jpg,spotify:track:0pnfT3OLqlnIvO0uMYgCfM
1961-04-19,Runaway,Del Shannon,1,2,1,8,https://charts-static.billboard.com/img/1961/03/del-shannon-4o5-180x180.jpg,spotify:track:45Szkclj1lt4ubm7RFK68t
1961-04-26,Runaway,Del Shannon,1,1,1,9,https://charts-static.billboard.com/img/1961/03/del-shannon-4o5-180x180.jpg,spotify:track:45Szkclj1lt4ubm7RFK68t
