Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Track URI
1974-08-21,(You're) Having My Baby,Paul Anka with Odia Coates,1,3,1,8,https://charts-static.billboard.com/img/1974/07/paul-anka-6sq-180x180.jpg,spotify:track:5PuAFxKmqG72uKyoo11zpQ
1974-08-28,(You're) Having My Baby,Paul Anka with Odia Coates,1,1,1,9,https://charts-static.billboard.com/img/1974/07/paul-anka-6sq-180x180.jpg,spotify:track:5PuAFxKmqG72uKyoo11zpQ
1974-09-04,(You're) Having My Baby,Paul Anka with Odia Coates,1,1,1,10,https://charts-static.billboard.com/img/1974/07/paul-anka-6sq-180x180.jpg,spotify:track:5PuAFxKmqG72uKyoo11zpQ
1974-09-11,I Shot The Sheriff,Eric Clapton,1,2,1,10,https://charts-static.billboard.com/img/1970/02/eric-clapton-8au-180x180.jpg,spotify:track:0UOxp1BpnD8uPQMKU4wKjz
1974-09-18,Can't Get Enough Of Your Love; Babe,Barry White,1,5,1,8,https://charts-static.billboard.com/img/1974/07/barry-white-3v9-cant-get-enough-of-your-love-babe-t4m-180x180.jpg,spotify:track:3mWpUEBYnv9SIFWfixSJFx
1974-09-25,Rock Me Gently,Andy Kim,1,2,1,15,https://charts-static.billboard.com/img/1974/06/andy-kim-hxd-155x155.jpg,spotify:track:6CmowFMfHPyMx6c4tHOb0k
1974-10-02,I Honestly Love You,Olivia Newton-John,1,2,1,8,https://charts-static.billboard.com/img/1974/08/olivia-newton-john-q0b-ihonestlyloveyou-wu4-180x180.jpg,spotify:track:5q8UoqDHPe9bU4R5bbvcJF
1974-10-09,I Honestly Love You,Olivia Newton-John,1,1,1,9,https://charts-static.billboard.com/img/1974/08/olivia-newton-john-q0b-ihonestlyloveyou-wu4-180x180.jpg,spotify:track:5q8UoqDHPe9bU4R5bbvcJF
1974-10-16,Nothing From Nothing,Billy Preston,1,2,1,15,https://charts-static.billboard.com/img/1974/07/billy-preston-9en-180x180.jpg,spotify:track:72PoJMDfdaw9gGECgA9kTZ
1974-10-23,Then Came You,Dionne Warwicke & Spinners,1,2,1,14,https://charts-static.billboard.com/img/1974/07/dionne-warwick-6mm-180x180.jpg,spotify:track:2ARBXxaM4pzXhGpFoZPAg7
1974-10-30,You Haven't Done Nothin,Stevie Wonder,1,2,1,14,https://charts-static.billboard.com/img/1974/08/stevie-wonder-12f-180x180.jpg,spotify:track:1inwt0v9a4ib9yS6Y4KsdM
1974-11-06,You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,1,2,1,8,https://charts-static.billboard.com/img/1974/09/bachman-turner-overdrive-ueb-106x106.jpg,spotify:track:0HOrDVS349XFcpCYsO2hAP
1974-11-13,Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band,1,3,1,8,https://charts-static.billboard.com/img/1974/09/john-lennon-0fr-180x180.jpg,spotify:track:49nBXQzYNyjoBmUda3ezMf
