date,rank,Song,Artist,last-week,peak-rank,weeks-on-board,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,track_href,analysis_url,duration_ms,time_signature,num_samples,duration,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,track_id,type
2021-11-06,1,Easy On Me,Adele,1.0,1,3,spotify:track:46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695.0,4.0,4954520.0,224.69478,22050.0,1.0,0.26807,209.58913,0.432,1.0,0.545,0.58,,
2021-10-30,1,Easy On Me,Adele,68.0,1,2,spotify:track:46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695.0,4.0,4954520.0,224.69478,22050.0,1.0,0.26807,209.58913,0.432,1.0,0.545,0.58,,
2021-10-23,1,Industry Baby,Lil Nas X & Jack Harlow,2.0,1,12,spotify:track:27NovPIUIRrOZoCHxABJwK,0.736,0.704,3.0,-7.409,0.0,0.0615,0.0203,0.0,0.0501,0.894,149.995,27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000.0,4.0,4674600.0,212.0,22050.0,1.0,0.0,212.0,0.643,1.0,0.037,0.126,,
2021-10-16,1,Stay,The Kid LAROI & Justin Bieber,2.0,1,13,spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806.0,4.0,3126817.0,141.80576,22050.0,1.0,0.2327,133.36382,0.571,1.0,0.568,0.591,,
2021-10-09,1,My Universe,Coldplay x BTS,,1,1,spotify:track:46HNZY1i7O6jwTA7Slo2PI,0.5730000000000001,0.711,1.0,-6.268,0.0,0.0406,0.0114,0.0,0.328,0.47,105.006,46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/tracks/46HNZY1i7O6jwTA7Slo2PI,https://api.spotify.com/v1/audio-analysis/46HNZY1i7O6jwTA7Slo2PI,226198.0,4.0,4987666.0,226.198,22050.0,1.0,0.0,213.54231,0.306,1.0,0.232,0.407,,
2021-10-02,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,11,spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806.0,4.0,3126817.0,141.80576,22050.0,1.0,0.2327,133.36382,0.571,1.0,0.568,0.591,,
2021-09-25,1,Stay,The Kid LAROI & Justin Bieber,6.0,1,10,spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806.0,4.0,3126817.0,141.80576,22050.0,1.0,0.2327,133.36382,0.571,1.0,0.568,0.591,,
2021-09-18,1,Way 2 Sexy,Drake Featuring Future & Young Thug,,1,1,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,0.803,0.597,11.0,-6.035,0.0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,0k1WUmIRnG3xU6fvvDVfRG,https://api.spotify.com/v1/tracks/0k1WUmIRnG3xU6fvvDVfRG,https://api.spotify.com/v1/audio-analysis/0k1WUmIRnG3xU6fvvDVfRG,257605.0,4.0,5680188.0,257.6049,22050.0,1.0,0.0,236.26305,0.921,0.903,0.784,0.507,,
2021-09-11,1,Butter,BTS,7.0,1,15,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-09-04,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,7,spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806.0,4.0,3126817.0,141.80576,22050.0,1.0,0.2327,133.36382,0.571,1.0,0.568,0.591,,
2021-08-28,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,6,spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806.0,4.0,3126817.0,141.80576,22050.0,1.0,0.2327,133.36382,0.571,1.0,0.568,0.591,,
2021-08-21,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,5,spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806.0,4.0,3126817.0,141.80576,22050.0,1.0,0.2327,133.36382,0.571,1.0,0.568,0.591,,
2021-08-14,1,Stay,The Kid LAROI & Justin Bieber,4.0,1,4,spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806.0,4.0,3126817.0,141.80576,22050.0,1.0,0.2327,133.36382,0.571,1.0,0.568,0.591,,
2021-08-07,1,Butter,BTS,1.0,1,10,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-07-31,1,Butter,BTS,7.0,1,9,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-07-24,1,Permission To Dance,BTS,,1,1,spotify:track:3XYRV7ZSHqIRDG87DKTtry,0.7020000000000001,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0,4136258.0,187.5854,22050.0,1.0,0.25592,183.06612,0.535,1.0,0.298,0.307,,
2021-07-17,1,Butter,BTS,1.0,1,7,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-07-10,1,Butter,BTS,1.0,1,6,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-07-03,1,Butter,BTS,1.0,1,5,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-06-26,1,Butter,BTS,1.0,1,4,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-06-19,1,Butter,BTS,1.0,1,3,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-06-12,1,Butter,BTS,1.0,1,2,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-06-05,1,Butter,BTS,,1,1,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.6950000000000001,109.997,6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,3637199.0,164.95235,22050.0,1.0,0.21478,161.12328,0.763,0.954,0.366,0.506,,
2021-05-29,1,Good 4 U,Olivia Rodrigo,,1,1,spotify:track:4ZtFanR9U6ndgddUvNcjcG,0.5630000000000001,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.6880000000000001,166.928,4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147.0,4.0,3928134.0,178.14667,22050.0,1.0,0.22744,175.50803,0.206,0.994,0.108,0.317,,
2021-05-22,1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2.0,1,10,spotify:track:02VBYrHfVwfEWXk5DXyf0T,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096.0,4.0,5338226.0,242.09642,22050.0,1.0,0.0634,225.14069,0.247,0.919,0.162,0.256,,
2021-05-15,1,Save Your Tears,The Weeknd & Ariana Grande,1.0,1,21,spotify:track:1oFAF1hdPOickyHgbuRjyX,0.65,0.8250000000000001,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/audio-analysis/1oFAF1hdPOickyHgbuRjyX,191014.0,4.0,4211857.0,191.01392,22050.0,1.0,0.06408,182.41595,0.869,1.0,0.214,0.468,,
2021-05-08,1,Save Your Tears,The Weeknd & Ariana Grande,6.0,1,20,spotify:track:1oFAF1hdPOickyHgbuRjyX,0.65,0.8250000000000001,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/audio-analysis/1oFAF1hdPOickyHgbuRjyX,191014.0,4.0,4211857.0,191.01392,22050.0,1.0,0.06408,182.41595,0.869,1.0,0.214,0.468,,
2021-05-01,1,Rapstar,Polo G,1.0,1,2,spotify:track:18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,18vXApRmJSgQ6wG2ll9AOg,https://api.spotify.com/v1/tracks/18vXApRmJSgQ6wG2ll9AOg,https://api.spotify.com/v1/audio-analysis/18vXApRmJSgQ6wG2ll9AOg,165926.0,4.0,3658668.0,165.926,22050.0,1.0,0.0,165.92598,0.034,1.0,0.122,0.302,,
2021-04-24,1,Rapstar,Polo G,,1,1,spotify:track:18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,18vXApRmJSgQ6wG2ll9AOg,https://api.spotify.com/v1/tracks/18vXApRmJSgQ6wG2ll9AOg,https://api.spotify.com/v1/audio-analysis/18vXApRmJSgQ6wG2ll9AOg,165926.0,4.0,3658668.0,165.926,22050.0,1.0,0.0,165.92598,0.034,1.0,0.122,0.302,,
2021-04-17,1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),3.0,1,5,spotify:track:02VBYrHfVwfEWXk5DXyf0T,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096.0,4.0,5338226.0,242.09642,22050.0,1.0,0.0634,225.14069,0.247,0.919,0.162,0.256,,
2021-04-10,1,Montero (Call Me By Your Name),Lil Nas X,,1,1,spotify:track:1SC5rEoYDGUK4NfG82494W,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/tracks/1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/audio-analysis/1SC5rEoYDGUK4NfG82494W,137704.0,4.0,3036380.0,137.70432,22050.0,1.0,0.25524,133.358,0.12,1.0,0.402,0.464,,
2021-04-03,1,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,1,spotify:track:4iJyoBOLtHqaGxP12qzhQI,0.677,0.6960000000000001,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082.0,4.0,4367700.0,198.08163,22050.0,1.0,0.19147,191.27438,0.33,1.0,0.553,0.561,,
2021-03-27,1,Up,Cardi B,6.0,1,6,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,0.868,0.795,11.0,-6.044,1.0,0.269,0.0012,0.0193,0.0461,0.8190000000000001,166.0,1M4OcYkxAtu3ErzSgDEfoi,https://api.spotify.com/v1/tracks/1M4OcYkxAtu3ErzSgDEfoi,https://api.spotify.com/v1/audio-analysis/1M4OcYkxAtu3ErzSgDEfoi,156945.0,4.0,3460634.0,156.94485,22050.0,1.0,0.19224,152.63637,0.701,0.986,0.584,0.478,,
2021-03-20,1,What's Next,Drake,,1,1,spotify:track:3aQem4jVGdhtg116TmJnHz,0.781,0.594,0.0,-6.959,0.0,0.0485,0.0136,0.0,0.162,0.0628,129.895,3aQem4jVGdhtg116TmJnHz,https://api.spotify.com/v1/tracks/3aQem4jVGdhtg116TmJnHz,https://api.spotify.com/v1/audio-analysis/3aQem4jVGdhtg116TmJnHz,178154.0,4.0,3928292.0,178.15382,22050.0,1.0,0.07424,178.15384,0.382,1.0,0.019,0.22,,
2021-03-13,1,Drivers License,Olivia Rodrigo,1.0,1,8,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-03-06,1,Drivers License,Olivia Rodrigo,1.0,1,7,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-02-27,1,Drivers License,Olivia Rodrigo,1.0,1,6,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-02-20,1,Drivers License,Olivia Rodrigo,1.0,1,5,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-02-13,1,Drivers License,Olivia Rodrigo,1.0,1,4,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-02-06,1,Drivers License,Olivia Rodrigo,1.0,1,3,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-01-30,1,Drivers License,Olivia Rodrigo,1.0,1,2,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-01-23,1,Drivers License,Olivia Rodrigo,,1,1,spotify:track:5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,5336394.0,242.01334,22050.0,1.0,0.21469,234.7131,0.354,0.994,0.714,0.542,,
2021-01-16,1,Mood,24kGoldn Featuring iann dior,1.0,1,22,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.7010000000000001,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533.0,4.0,3098760.0,140.53333,22050.0,1.0,0.22045,136.34177,0.232,1.0,0.622,0.672,,
2021-01-09,1,Mood,24kGoldn Featuring iann dior,7.0,1,21,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.7010000000000001,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533.0,4.0,3098760.0,140.53333,22050.0,1.0,0.22045,136.34177,0.232,1.0,0.622,0.672,,
2021-01-02,1,All I Want For Christmas Is You,Mariah Carey,2.0,1,43,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107.0,4.0,5316402.0,241.10667,22050.0,1.0,0.0,225.59348,0.153,0.919,0.459,0.471,,
2020-12-26,1,Willow,Taylor Swift,,1,1,spotify:track:0lx2cLdOt3piJbcaXIV74f,0.392,0.5740000000000001,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f,214707.0,4.0,4734282.0,214.70667,22050.0,1.0,0.38304,209.04346,0.168,0.857,0.059,0.404,,
2020-12-19,1,All I Want For Christmas Is You,Mariah Carey,2.0,1,41,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107.0,4.0,5316402.0,241.10667,22050.0,1.0,0.0,225.59348,0.153,0.919,0.459,0.471,,
2020-12-12,1,Mood,24kGoldn Featuring iann dior,2.0,1,17,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.7010000000000001,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533.0,4.0,3098760.0,140.53333,22050.0,1.0,0.22045,136.34177,0.232,1.0,0.622,0.672,,
2020-12-05,1,Life Goes On,BTS,,1,1,spotify:track:5FVbvttjEvQ8r2BgUcJgNg,0.5660000000000001,0.716,1.0,-5.733,1.0,0.0424,0.00691,0.0,0.37,0.45,81.068,5FVbvttjEvQ8r2BgUcJgNg,https://api.spotify.com/v1/tracks/5FVbvttjEvQ8r2BgUcJgNg,https://api.spotify.com/v1/audio-analysis/5FVbvttjEvQ8r2BgUcJgNg,207481.0,4.0,4574966.0,207.48145,22050.0,1.0,0.23188,200.7307,0.275,1.0,0.728,0.285,,
2020-11-28,1,Mood,24kGoldn Featuring iann dior,1.0,1,15,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.7010000000000001,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533.0,4.0,3098760.0,140.53333,22050.0,1.0,0.22045,136.34177,0.232,1.0,0.622,0.672,,
2020-11-21,1,Mood,24kGoldn Featuring iann dior,1.0,1,14,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.7010000000000001,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533.0,4.0,3098760.0,140.53333,22050.0,1.0,0.22045,136.34177,0.232,1.0,0.622,0.672,,
