Date,Song,Artist,Weeks in Charts,Track ID
1970-11-18,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,7,22vqiTM3mI3r4P1P2N4qUi
1970-11-25,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,8,22vqiTM3mI3r4P1P2N4qUi
1970-12-02,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,9,22vqiTM3mI3r4P1P2N4qUi
1970-12-09,The Tears Of A Clown,Smokey Robinson & The Miracles,9,6QyQmdvQ1ywNccYa0pwLNQ
1970-12-16,The Tears Of A Clown,Smokey Robinson & The Miracles,10,6QyQmdvQ1ywNccYa0pwLNQ
1970-12-23,My Sweet Lord/Isn't It A Pity,George Harrison,5,0KZodeWxqxd88F9wY1cqgs
1970-12-30,My Sweet Lord/Isn't It A Pity,George Harrison,6,0KZodeWxqxd88F9wY1cqgs
1971-01-06,My Sweet Lord/Isn't It A Pity,George Harrison,7,0KZodeWxqxd88F9wY1cqgs
1971-01-13,My Sweet Lord/Isn't It A Pity,George Harrison,8,0KZodeWxqxd88F9wY1cqgs
1971-01-20,Knock Three Times,Dawn,10,5eieTS268veCXyZoLoy7eP
1971-01-27,Knock Three Times,Dawn,11,5eieTS268veCXyZoLoy7eP
1971-02-03,Knock Three Times,Dawn,12,5eieTS268veCXyZoLoy7eP
1971-02-10,One Bad Apple,The Osmonds,7,50UoJUrslRVqG0cg6uboyn
1971-02-17,One Bad Apple,The Osmonds,8,50UoJUrslRVqG0cg6uboyn
1971-02-24,One Bad Apple,The Osmonds,9,50UoJUrslRVqG0cg6uboyn
1971-03-03,One Bad Apple,The Osmonds,10,50UoJUrslRVqG0cg6uboyn
1971-03-10,One Bad Apple,The Osmonds,11,50UoJUrslRVqG0cg6uboyn
1971-03-17,Me And Bobby McGee,Janis Joplin,8,1IqFh00G2kvvMm8pRMpehA
1971-03-24,Me And Bobby McGee,Janis Joplin,9,1IqFh00G2kvvMm8pRMpehA
1971-03-31,Just My Imagination (Running Away With Me),The Temptations,9,39Bd345OWEhRNyfayhp9gv
1971-04-07,Just My Imagination (Running Away With Me),The Temptations,10,39Bd345OWEhRNyfayhp9gv
1971-04-14,Joy To The World,Three Dog Night,6,2ymeOsYijJz09LfKw3yM2x
1971-04-21,Joy To The World,Three Dog Night,7,2ymeOsYijJz09LfKw3yM2x
1971-04-28,Joy To The World,Three Dog Night,8,2ymeOsYijJz09LfKw3yM2x
1971-05-05,Joy To The World,Three Dog Night,9,2ymeOsYijJz09LfKw3yM2x
1971-05-12,Joy To The World,Three Dog Night,10,2ymeOsYijJz09LfKw3yM2x
1971-05-19,Joy To The World,Three Dog Night,11,2ymeOsYijJz09LfKw3yM2x
1971-05-26,Brown Sugar,The Rolling Stones,5,61UuPxxYUvacEH6SHIK3sU
1971-06-02,Brown Sugar,The Rolling Stones,6,61UuPxxYUvacEH6SHIK3sU
1971-06-09,Want Ads,The Honey Cone,10,0zDHmuznzH58kkLutgrbiD
1971-06-16,It's Too Late/I Feel The Earth Move,Carole King,7,12q3V8ShACq2PSWINMc2rC
1971-06-23,It's Too Late/I Feel The Earth Move,Carole King,8,12q3V8ShACq2PSWINMc2rC
1971-06-30,It's Too Late/I Feel The Earth Move,Carole King,9,12q3V8ShACq2PSWINMc2rC
1971-07-07,It's Too Late/I Feel The Earth Move,Carole King,10,12q3V8ShACq2PSWINMc2rC
1971-07-14,It's Too Late/I Feel The Earth Move,Carole King,11,12q3V8ShACq2PSWINMc2rC
1971-07-21,Indian Reservation (The Lament Of The Cherokee Reservation Indian),The Raiders,16,3mDOHVY9MWZOTODSNF5GBj
1971-07-28,You've Got A Friend,James Taylor,9,6zV8IpLvw0tkRSVCFQJB1y
1971-08-04,How Can You Mend A Broken Heart,Bee Gees,7,1jy0RbDHyBMTupSdc98XbG
1971-08-11,How Can You Mend A Broken Heart,Bee Gees,8,1jy0RbDHyBMTupSdc98XbG
1971-08-18,How Can You Mend A Broken Heart,Bee Gees,9,1jy0RbDHyBMTupSdc98XbG
1971-08-25,How Can You Mend A Broken Heart,Bee Gees,10,1jy0RbDHyBMTupSdc98XbG
1971-09-01,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,4,5SwgE4wA0P7f6AEz2UQMB2
1971-09-08,Go Away Little Girl,Donny Osmond,6,6SvOdNsEfi7EDB0oFtH3YG
1971-09-15,Go Away Little Girl,Donny Osmond,7,6SvOdNsEfi7EDB0oFtH3YG
1971-09-22,Go Away Little Girl,Donny Osmond,8,6SvOdNsEfi7EDB0oFtH3YG
1971-09-29,Maggie May/Reason To Believe,Rod Stewart,12,7hBTWJwdCkZt7IjUsENqmv
1971-10-06,Maggie May/Reason To Believe,Rod Stewart,13,7hBTWJwdCkZt7IjUsENqmv
1971-10-13,Maggie May/Reason To Believe,Rod Stewart,14,7hBTWJwdCkZt7IjUsENqmv
1971-10-20,Maggie May/Reason To Believe,Rod Stewart,15,7hBTWJwdCkZt7IjUsENqmv
1971-10-27,Maggie May/Reason To Believe,Rod Stewart,16,7hBTWJwdCkZt7IjUsENqmv
1971-11-03,Gypsys; Tramps & Thieves,Cher,8,6fsSZbNL7XP9gf1kJ2l155
1971-11-10,Gypsys; Tramps & Thieves,Cher,9,6fsSZbNL7XP9gf1kJ2l155
1971-11-17,Theme From Shaft,Isaac Hayes,6,7KMILVTQdVS4zQ8ilTcpRO
1971-11-24,Theme From Shaft,Isaac Hayes,7,7KMILVTQdVS4zQ8ilTcpRO
1971-12-01,Family Affair,Sly & The Family Stone,5,4f3u4Oy0JqJRIhMmTqRcxj
1971-12-08,Family Affair,Sly & The Family Stone,6,4f3u4Oy0JqJRIhMmTqRcxj
1971-12-15,Family Affair,Sly & The Family Stone,7,4f3u4Oy0JqJRIhMmTqRcxj
1971-12-22,Brand New Key,Melanie,9,7da5B9d2oVV16YSzXVxmrR
1971-12-29,Brand New Key,Melanie,10,7da5B9d2oVV16YSzXVxmrR
1972-01-05,Brand New Key,Melanie,11,7da5B9d2oVV16YSzXVxmrR
1972-01-12,American Pie (Parts I & II),Don McLean,8,1fDsrQ23eTAVFElUMaf38X
1972-01-19,American Pie (Parts I & II),Don McLean,9,1fDsrQ23eTAVFElUMaf38X
1972-01-26,American Pie (Parts I & II),Don McLean,10,1fDsrQ23eTAVFElUMaf38X
1972-02-02,American Pie (Parts I & II),Don McLean,11,1fDsrQ23eTAVFElUMaf38X
1972-02-09,Let's Stay Together,Al Green,11,63xdwScd1Ai1GigAwQxE8y
1972-02-16,Without You,Nilsson,10,6MrILERJLA3Jcq0E9poZsp
1972-02-23,Without You,Nilsson,11,6MrILERJLA3Jcq0E9poZsp
1972-03-01,Without You,Nilsson,12,6MrILERJLA3Jcq0E9poZsp
1972-03-08,Without You,Nilsson,13,6MrILERJLA3Jcq0E9poZsp
1972-03-15,Heart Of Gold,Neil Young,7,26QKxvjlCo2fSd3T4c8Zpb
1972-03-22,A Horse With No Name,America,6,54eZmuggBFJbV7k248bTTt
1972-03-29,A Horse With No Name,America,7,54eZmuggBFJbV7k248bTTt
1972-04-05,A Horse With No Name,America,8,54eZmuggBFJbV7k248bTTt
1972-04-12,The First Time Ever I Saw Your Face,Roberta Flack,7,0SxFyA4FqmEQqZVuAlg8lf
1972-04-19,The First Time Ever I Saw Your Face,Roberta Flack,8,0SxFyA4FqmEQqZVuAlg8lf
1972-04-26,The First Time Ever I Saw Your Face,Roberta Flack,9,0SxFyA4FqmEQqZVuAlg8lf
1972-05-03,The First Time Ever I Saw Your Face,Roberta Flack,10,0SxFyA4FqmEQqZVuAlg8lf
1972-05-10,The First Time Ever I Saw Your Face,Roberta Flack,11,0SxFyA4FqmEQqZVuAlg8lf
1972-05-17,The First Time Ever I Saw Your Face,Roberta Flack,12,0SxFyA4FqmEQqZVuAlg8lf
1972-05-24,Oh Girl,The Chi-lites,8,0cFlXjTxFdMGGPfLVpt3Wv
1972-05-31,I'll Take You There,The Staple Singers,9,5YLnfy7R2kueN0BRPkjiEG
1972-06-07,The Candy Man,Sammy Davis| Jr. with The Mike Curb Congregation,14,5X3XrHlCFVGqNKpGp85xVC
1972-06-14,The Candy Man,Sammy Davis| Jr. with The Mike Curb Congregation,15,5X3XrHlCFVGqNKpGp85xVC
1972-06-21,The Candy Man,Sammy Davis| Jr. with The Mike Curb Congregation,16,5X3XrHlCFVGqNKpGp85xVC
1972-06-28,Song Sung Blue,Neil Diamond,9,57KfogSy3eKuk5JHLKwCJv
1972-07-05,Lean On Me,Bill Withers,12,3M8FzayQWtkvOhqMn2V4T2
1972-07-12,Lean On Me,Bill Withers,13,3M8FzayQWtkvOhqMn2V4T2
1972-07-19,Lean On Me,Bill Withers,14,3M8FzayQWtkvOhqMn2V4T2
1972-07-26,Alone Again (Naturally),Gilbert O'Sullivan,7,54pvEYFocTlvIAQOfXSjqV
1972-08-02,Alone Again (Naturally),Gilbert O'Sullivan,8,54pvEYFocTlvIAQOfXSjqV
1972-08-09,Alone Again (Naturally),Gilbert O'Sullivan,9,54pvEYFocTlvIAQOfXSjqV
1972-08-16,Alone Again (Naturally),Gilbert O'Sullivan,10,54pvEYFocTlvIAQOfXSjqV
1972-08-23,Brandy (You're A Fine Girl),Looking Glass,11,2BY7ALEWdloFHgQZG6VMLA
1972-08-30,Alone Again (Naturally),Gilbert O'Sullivan,12,54pvEYFocTlvIAQOfXSjqV
1972-09-06,Alone Again (Naturally),Gilbert O'Sullivan,13,54pvEYFocTlvIAQOfXSjqV
1972-09-13,Black & White,Three Dog Night,6,4XcUADpOth9Wroq5EVMFJq
1972-09-20,Baby Don't Get Hooked On Me,Mac Davis,13,4z51Gf7Ppt9Lmu5zmnUIz9
1972-09-27,Baby Don't Get Hooked On Me,Mac Davis,14,4z51Gf7Ppt9Lmu5zmnUIz9
1972-10-04,Baby Don't Get Hooked On Me,Mac Davis,15,4z51Gf7Ppt9Lmu5zmnUIz9
1972-10-11,Ben,Michael Jackson,11,0ZFqB9g2FujbmMSrjqsL3j
1972-10-18,My Ding-A-Ling,Chuck Berry,12,2L8mIvM1OwkJyGb3WwDFT3
1972-10-25,My Ding-A-Ling,Chuck Berry,13,2L8mIvM1OwkJyGb3WwDFT3
1972-11-01,I Can See Clearly Now,Johnny Nash,9,0DcrhZ12WcCqruCs8ibXSf
1972-11-08,I Can See Clearly Now,Johnny Nash,10,0DcrhZ12WcCqruCs8ibXSf
1972-11-15,I Can See Clearly Now,Johnny Nash,11,0DcrhZ12WcCqruCs8ibXSf
1972-11-22,I Can See Clearly Now,Johnny Nash,12,0DcrhZ12WcCqruCs8ibXSf
1972-11-29,Papa Was A Rollin' Stone,The Temptations,8,7MiLmLbwNoyf47xQ4TCVYp
1972-12-06,I Am Woman,Helen Reddy,16,3l2hbXdvmaH3tUd3qWLKgm
1972-12-13,Me And Mrs. Jones,Billy Paul,7,6Ro2z4RtAUew9Kz2HZWZUi
1972-12-20,Me And Mrs. Jones,Billy Paul,8,6Ro2z4RtAUew9Kz2HZWZUi
1972-12-27,Me And Mrs. Jones,Billy Paul,9,6Ro2z4RtAUew9Kz2HZWZUi
1973-01-03,You're So Vain,Carly Simon,6,2DnJjbjNTV9Nd5NOa1KGba
1973-01-10,You're So Vain,Carly Simon,7,2DnJjbjNTV9Nd5NOa1KGba
1973-01-17,You're So Vain,Carly Simon,8,2DnJjbjNTV9Nd5NOa1KGba
1973-01-24,Superstition,Stevie Wonder,11,1h2xVEoJORqrg71HocgqXd
1973-01-31,Crocodile Rock,Elton John,9,6WCeFNVAXUtNczb7lqLiZU
1973-02-07,Crocodile Rock,Elton John,10,6WCeFNVAXUtNczb7lqLiZU
1973-02-14,Crocodile Rock,Elton John,11,6WCeFNVAXUtNczb7lqLiZU
1973-02-21,Killing Me Softly With His Song,Roberta Flack,5,3gsCAGsWr6pUm1Vy7CPPob
1973-02-28,Killing Me Softly With His Song,Roberta Flack,6,3gsCAGsWr6pUm1Vy7CPPob
1973-03-07,Killing Me Softly With His Song,Roberta Flack,7,3gsCAGsWr6pUm1Vy7CPPob
1973-03-14,Killing Me Softly With His Song,Roberta Flack,8,3gsCAGsWr6pUm1Vy7CPPob
1973-03-21,Love Train,The O'Jays,10,28285KFbyCq8sJofn58qlD
1973-03-28,Killing Me Softly With His Song,Roberta Flack,10,3gsCAGsWr6pUm1Vy7CPPob
1973-04-04,The Night The Lights Went Out In Georgia,Vicki Lawrence,9,4ZObql2ASJn1bvasBzjlyI
1973-04-11,The Night The Lights Went Out In Georgia,Vicki Lawrence,10,4ZObql2ASJn1bvasBzjlyI
1973-04-18,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,10,3NXES1knSS2eUCgkr77QU6
1973-04-25,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,11,3NXES1knSS2eUCgkr77QU6
1973-05-02,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,12,3NXES1knSS2eUCgkr77QU6
1973-05-09,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,13,3NXES1knSS2eUCgkr77QU6
1973-05-16,You Are The Sunshine Of My Life,Stevie Wonder,10,0n2pjCIMKwHSXoYfEbYMfX
1973-05-23,Frankenstein,Edgar Winter Group,12,2l0Z9fY1E8Bep8opmhmDhq
1973-05-30,My Love,Paul McCartney And Wings,8,0Oj0TT23GBH2XuHAaSsloH
1973-06-06,My Love,Paul McCartney And Wings,9,0Oj0TT23GBH2XuHAaSsloH
1973-06-13,My Love,Paul McCartney And Wings,10,0Oj0TT23GBH2XuHAaSsloH
1973-06-20,My Love,Paul McCartney And Wings,11,0Oj0TT23GBH2XuHAaSsloH
1973-06-27,Give Me Love - (Give Me Peace On Earth),George Harrison,7,1ZiN3wseympSLDIFkaWHHC
1973-07-04,Will It Go Round In Circles,Billy Preston,15,0iifjjuozo6r5fh2GWI6Pq
1973-07-11,Will It Go Round In Circles,Billy Preston,16,0iifjjuozo6r5fh2GWI6Pq
1973-07-18,Bad; Bad Leroy Brown,Jim Croce,14,2r3XNMon9K7bl2KTtHsaQO
1973-07-25,Bad; Bad Leroy Brown,Jim Croce,15,2r3XNMon9K7bl2KTtHsaQO
1973-08-01,The Morning After,Maureen McGovern,7,62QRbVm7DqR3eoqgT7pEfs
1973-08-08,The Morning After,Maureen McGovern,8,62QRbVm7DqR3eoqgT7pEfs
1973-08-15,Touch Me In The Morning,Diana Ross,12,4sIkDCqNjTubfb5UVs8lEA
1973-08-22,Brother Louie,Stories,10,5kbSslE6zBMZnULSrE4SdZ
1973-08-29,Brother Louie,Stories,11,5kbSslE6zBMZnULSrE4SdZ
1973-09-05,Let's Get It On,Marvin Gaye,9,627teoJpK7qZOxRRY8TNnv
1973-09-12,Delta Dawn,Helen Reddy,13,53RGKUb4zvhHaDCmjgUrIP
1973-09-19,Let's Get It On,Marvin Gaye,11,627teoJpK7qZOxRRY8TNnv
1973-09-26,We're An American Band,Grand Funk,10,3XcjIvaZVUFAIdIYZqY9bd
1973-10-03,Half-Breed,Cher,10,23jaOlnV7vHmly51DPBr35
1973-10-10,Half-Breed,Cher,11,23jaOlnV7vHmly51DPBr35
1973-10-17,Angie,The Rolling Stones,7,1GcVa4jFySlun4jLSuMhiq
1973-10-24,Midnight Train To Georgia,Gladys Knight And The Pips,9,7MF7QAodbGzNYav5ZfIhAY
1973-10-31,Midnight Train To Georgia,Gladys Knight And The Pips,10,7MF7QAodbGzNYav5ZfIhAY
1973-11-07,Keep On Truckin' (Part 1),Eddie Kendricks,12,5CiOCxc3argOhj5qKNZGN0
1973-11-14,Keep On Truckin' (Part 1),Eddie Kendricks,13,5CiOCxc3argOhj5qKNZGN0
1973-11-21,Photograph,Ringo Starr,8,1hwN2eAwsXgktvw9Qe8TrP
1973-11-28,Top Of The World,Carpenters,9,1Ehdm1PDlKrdfyBsjwEvd1
1973-12-05,Top Of The World,Carpenters,10,1Ehdm1PDlKrdfyBsjwEvd1
1973-12-12,The Most Beautiful Girl,Charlie Rich,12,542C7PqR1oEfl63hlhQO4V
1973-12-19,The Most Beautiful Girl,Charlie Rich,13,542C7PqR1oEfl63hlhQO4V
1973-12-26,Time In A Bottle,Jim Croce,7,7uWFUpGuEfmxYeymkV95jn
1974-01-02,Time In A Bottle,Jim Croce,8,7uWFUpGuEfmxYeymkV95jn
1974-01-09,The Joker,The Steve Miller Band,13,1bp2IO61zbQrbWNmKKxg3f
1974-01-16,Show And Tell,Al Wilson,14,2vhW1OmaZDYi63Da9d8R5o
1974-01-23,You're Sixteen,Ringo Starr,7,4MAxWahEbzU8m4bD6mSZg9
1974-01-30,The Way We Were,Barbra Streisand,11,1vZTgn4JXWMahR8r99ug5H
1974-02-06,Love's Theme,Love Unlimited Orchestra,11,5csdrJ0JtFn0qvwlvSh2EI
1974-02-13,The Way We Were,Barbra Streisand,13,1vZTgn4JXWMahR8r99ug5H
1974-02-20,The Way We Were,Barbra Streisand,14,1vZTgn4JXWMahR8r99ug5H
1974-02-27,Seasons In The Sun,Terry Jacks,8,7pGMRy91RcQT9oHdPgYz3A
1974-03-06,Seasons In The Sun,Terry Jacks,9,7pGMRy91RcQT9oHdPgYz3A
1974-03-13,Seasons In The Sun,Terry Jacks,10,7pGMRy91RcQT9oHdPgYz3A
1974-03-20,Dark Lady,Cher,10,0xL3tjPSUJncbnIOn1uPhZ
1974-03-27,Sunshine On My Shoulders,John Denver,10,3m8lTUL5GxGUNSaycI77ND
1974-04-03,Hooked On A Feeling,Blue Swede,8,2Nz6aF1umHh5Et6I5H581L
1974-04-10,Bennie And The Jets,Elton John,9,5Wj1rJnCLpMHdLaxsFtJLs
1974-04-17,TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,8,7kllQQPam6HumbUCIPSvHJ
1974-04-24,TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,9,7kllQQPam6HumbUCIPSvHJ
1974-05-01,The Loco-Motion,Grand Funk,9,0PxYWaGiwWtcuL1VIMiEW4
1974-05-08,The Loco-Motion,Grand Funk,10,0PxYWaGiwWtcuL1VIMiEW4
1974-05-15,The Streak,Ray Stevens,6,7FUk1EkNJLXyjadbiHlw0C
1974-05-22,The Streak,Ray Stevens,7,7FUk1EkNJLXyjadbiHlw0C
1974-05-29,The Streak,Ray Stevens,8,7FUk1EkNJLXyjadbiHlw0C
1974-06-05,Band On The Run,Paul McCartney And Wings,8,1H4idkmruFoJBg1DvUv2tY
1974-06-12,Billy; Don't Be A Hero,Bo Donaldson And The Heywoods,9,6ZqgJAbxuEUjazBLN5V0U4
1974-06-19,Billy; Don't Be A Hero,Bo Donaldson And The Heywoods,10,6ZqgJAbxuEUjazBLN5V0U4
1974-06-26,Sundown,Gordon Lightfoot,12,0SjnBEHZVXgCKvOrpvzL2k
1974-07-03,Rock The Boat,The Hues Corporation,7,7fu3Tv5rcoGD1PZV7s57WW
1974-07-10,Rock Your Baby,George McCrae,7,16KwF7IrKHTVTitUKH58g3
1974-07-17,Rock Your Baby,George McCrae,8,16KwF7IrKHTVTitUKH58g3
1974-07-24,Annie's Song,John Denver,9,4J0DbyODwZJcmIAiTSJfMF
1974-07-31,Annie's Song,John Denver,10,4J0DbyODwZJcmIAiTSJfMF
1974-08-07,Feel Like Makin' Love,Roberta Flack,8,7gkboYtvhuXNS4EUwmFPcw
1974-08-14,The Night Chicago Died,Paper Lace,10,4f4RRYN3R7glPElFjeoUnC
1974-08-21,(You're) Having My Baby,Paul Anka with Odia Coates,8,5PuAFxKmqG72uKyoo11zpQ
1974-08-28,(You're) Having My Baby,Paul Anka with Odia Coates,9,5PuAFxKmqG72uKyoo11zpQ
1974-09-04,(You're) Having My Baby,Paul Anka with Odia Coates,10,5PuAFxKmqG72uKyoo11zpQ
1974-09-11,I Shot The Sheriff,Eric Clapton,10,0UOxp1BpnD8uPQMKU4wKjz
1974-09-18,Can't Get Enough Of Your Love; Babe,Barry White,8,3mWpUEBYnv9SIFWfixSJFx
1974-09-25,Rock Me Gently,Andy Kim,15,6CmowFMfHPyMx6c4tHOb0k
1974-10-02,I Honestly Love You,Olivia Newton-John,8,5q8UoqDHPe9bU4R5bbvcJF
1974-10-09,I Honestly Love You,Olivia Newton-John,9,5q8UoqDHPe9bU4R5bbvcJF
1974-10-16,Nothing From Nothing,Billy Preston,15,72PoJMDfdaw9gGECgA9kTZ
1974-10-23,Then Came You,Dionne Warwicke & Spinners,14,2ARBXxaM4pzXhGpFoZPAg7
1974-10-30,You Haven't Done Nothin,Stevie Wonder,14,1inwt0v9a4ib9yS6Y4KsdM
1974-11-06,You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,8,0HOrDVS349XFcpCYsO2hAP
1974-11-13,Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band,8,49nBXQzYNyjoBmUda3ezMf
1974-11-20,I Can Help,Billy Swan,9,4oW1lGOw5Q5OLvoJv92qoE
1974-11-27,I Can Help,Billy Swan,10,4oW1lGOw5Q5OLvoJv92qoE
1974-12-04,Kung Fu Fighting,Carl Douglas,9,7K8QsHbmUpSX37oOCL4e2g
1974-12-11,Kung Fu Fighting,Carl Douglas,10,7K8QsHbmUpSX37oOCL4e2g
1974-12-18,Cat's In The Cradle,Harry Chapin,12,2obblQ6tcePeOEVJV6nEGD
1974-12-25,Angie Baby,Helen Reddy,11,46OZwUIGXFDclUHJYjunOj
1975-01-01,Lucy In The Sky With Diamonds,Elton John,6,13JsYnkF16pHKuOFG6uI1C
1975-01-08,Lucy In The Sky With Diamonds,Elton John,7,13JsYnkF16pHKuOFG6uI1C
1975-01-15,Mandy,Barry Manilow,10,6iXQrhhgBisdfvS34EMTZ3
1975-01-22,Please Mr. Postman,Carpenters,10,74jZhGv0fdLaf9q8AZZ15k
1975-01-29,Laughter In The Rain,Neil Sedaka,16,2ozTcQyZQmm9tSmc4VZfwU
1975-02-05,Fire,Ohio Players,9,06xkqQuJzl1ddeK48jG6qa
1975-02-12,You're No Good,Linda Ronstadt,11,23DZLSxCK6kM8FF2RlzKDl
1975-02-19,Pick Up The Pieces,AWB,12,2x1LQq8lsUzAA2wNj8yjC9
1975-02-26,Best Of My Love,Eagles,14,5MLLuLqPdUlx8bfKtdkLwO
1975-03-05,Have You Never Been Mellow,Olivia Newton-John,7,5ehVOC0zSdwWqyZlhomJSi
1975-03-12,Black Water,The Doobie Brothers,13,4p8QcNkaq2FQj8uGJ7HEDK
1975-03-19,My Eyes Adored You,Frankie Valli,18,2yDQVcj26tpi9IUJhw9xDs
1975-03-26,Lady Marmalade,Labelle,13,17VWTx7LD7liGlpnlGhUbn
1975-04-02,Lovin' You,Minnie Riperton,12,3ebYtLVuV4HzEZUDcpZB9p
1975-04-09,Philadelphia Freedom,The Elton John Band,6,2Tl39kuwt9hDAQS6Dj8uuG
1975-04-16,Philadelphia Freedom,The Elton John Band,7,2Tl39kuwt9hDAQS6Dj8uuG
1975-04-23,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,13,0b7qiL1rLbUUpGXczt7p5T
1975-04-30,He Don't Love You (Like I Love You),Tony Orlando & Dawn,8,0XaaoZUWQFzcFiQbXKhABU
1975-05-07,He Don't Love You (Like I Love You),Tony Orlando & Dawn,9,0XaaoZUWQFzcFiQbXKhABU
1975-05-14,He Don't Love You (Like I Love You),Tony Orlando & Dawn,10,0XaaoZUWQFzcFiQbXKhABU
1975-05-21,Shining Star,Earth| Wind & Fire,15,0RgcOUQg4qYAEt9RIdf3oB
1975-05-28,Before The Next Teardrop Falls,Freddy Fender,18,2SVW5774QbmEjWfbHOEnz3
1975-06-04,Thank God I'm A Country Boy,John Denver,12,69HICMmc6nNLucAx3aJX9M
1975-06-11,Sister Golden Hair,America,11,5VSAonaAPhhGn0G7hMYwWK
1975-06-18,Love Will Keep Us Together,The Captain & Tennille,10,0QmBMkTnJkC1dWNDd0sBWG
1975-06-25,Love Will Keep Us Together,The Captain & Tennille,11,0QmBMkTnJkC1dWNDd0sBWG
1975-07-02,Love Will Keep Us Together,The Captain & Tennille,12,0QmBMkTnJkC1dWNDd0sBWG
1975-07-09,Love Will Keep Us Together,The Captain & Tennille,13,0QmBMkTnJkC1dWNDd0sBWG
1975-07-16,Listen To What The Man Said,Wings,8,0SkpjIqhANcC2QQu8DIuwG
1975-07-23,The Hustle,Van McCoy & The Soul City Symphony,15,6hYT9vkr0xMjhBlaLsYq9T
1975-07-30,One Of These Nights,Eagles,10,608xszaAxVh4m7NcKJiAbF
1975-08-06,Jive Talkin',Bee Gees,11,4t0Pj3iBnSCZv5pDEPNmzG
1975-08-13,Jive Talkin',Bee Gees,12,4t0Pj3iBnSCZv5pDEPNmzG
1975-08-20,Fallin' In Love,Hamilton| Joe Frank & Reynolds,10,4XrbcxI03ARSyqU8jE3pXy
1975-08-27,Get Down Tonight,KC And The Sunshine Band,8,2qVZpGu1v98tvUAutqyAfJ
1975-09-03,Rhinestone Cowboy,Glen Campbell,15,0VwTeYNjcl30DyQlt3GPe0
1975-09-10,Rhinestone Cowboy,Glen Campbell,16,0VwTeYNjcl30DyQlt3GPe0
1975-09-17,Fame,David Bowie,13,1PehfITh0TTRx3LkDdV4h3
1975-09-24,I'm Sorry,John Denver,7,5opuphTIXgUUClEs5mnIQN
1975-10-01,Fame,David Bowie,15,1PehfITh0TTRx3LkDdV4h3
1975-10-08,Bad Blood,Neil Sedaka,5,5ABrBYbzepxzcW9pLIWw1j
1975-10-15,Bad Blood,Neil Sedaka,6,5ABrBYbzepxzcW9pLIWw1j
1975-10-22,Bad Blood,Neil Sedaka,7,5ABrBYbzepxzcW9pLIWw1j
1975-10-29,Island Girl,Elton John,4,2u3UJ9KyduTnbi9yUVGYfW
1975-11-05,Island Girl,Elton John,5,2u3UJ9KyduTnbi9yUVGYfW
1975-11-12,Island Girl,Elton John,6,2u3UJ9KyduTnbi9yUVGYfW
1975-11-19,That's The Way (I Like It),KC And The Sunshine Band,5,1qiQduM84A0VeH8Y2uAbqi
1975-11-26,Fly; Robin; Fly,Silver Convention,8,4Wr14AISsCuBGdkA6rids4
1975-12-03,Fly; Robin; Fly,Silver Convention,9,4Wr14AISsCuBGdkA6rids4
1975-12-10,Fly; Robin; Fly,Silver Convention,10,4Wr14AISsCuBGdkA6rids4
1975-12-17,That's The Way (I Like It),KC And The Sunshine Band,9,1qiQduM84A0VeH8Y2uAbqi
1975-12-24,Let's Do It Again,The Staple Singers,10,1YQIOrrOg1UDqZCGcZWQ0a
1975-12-31,Saturday Night,Bay City Rollers,13,78zYiMv9yNTHgmm6kaUPCm
1976-01-07,Convoy,C.W. McCall,6,6dGWq08LXuIw6T2oUeHECh
1976-01-14,I Write The Songs,Barry Manilow,10,12FZTFRyd4RBzvKf8RB0zO
1976-01-21,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,13,10VbGCpgC4FtmYSwBLvIDX
1976-01-28,Love Rollercoaster,Ohio Players,12,1hRDHWWealh2Pk3fnpIe75
1976-02-04,50 Ways To Leave Your Lover,Paul Simon,8,6Qb7gtV6Q4MnUjSbkFcopl
1976-02-11,50 Ways To Leave Your Lover,Paul Simon,9,6Qb7gtV6Q4MnUjSbkFcopl
1976-02-18,50 Ways To Leave Your Lover,Paul Simon,10,6Qb7gtV6Q4MnUjSbkFcopl
1976-02-25,Theme From S.W.A.T.,Rhythm Heritage,16,5x9xxVr7nJ9xMfDIW02Nv3
1976-03-03,Love Machine (Part 1),The Miracles,20,2j4k2Q2SGEijVhTv8pycv2
1976-03-10,December; 1963 (Oh; What a Night),The 4 Seasons,12,1hQFF33xi8ruavZNyovtUN
