Date,Song,Artist,Weeks in Charts,Track ID
2011-12-14,We Found Love,Rihanna Featuring Calvin Harris,11,6qn9YLKt13AGvpq9jfO8py
2011-12-21,We Found Love,Rihanna Featuring Calvin Harris,12,6qn9YLKt13AGvpq9jfO8py
2011-12-28,We Found Love,Rihanna Featuring Calvin Harris,13,6qn9YLKt13AGvpq9jfO8py
2012-01-04,Sexy And I Know It,LMFAO,17,0obBFrPYkSoBJbvHfUIhkv
2012-01-11,Sexy And I Know It,LMFAO,18,0obBFrPYkSoBJbvHfUIhkv
2012-01-18,We Found Love,Rihanna Featuring Calvin Harris,16,6qn9YLKt13AGvpq9jfO8py
2012-01-25,We Found Love,Rihanna Featuring Calvin Harris,17,6qn9YLKt13AGvpq9jfO8py
2012-02-01,Set Fire To The Rain,Adele,21,73CMRj62VK8nUS4ezD2wvi
2012-02-08,Set Fire To The Rain,Adele,22,73CMRj62VK8nUS4ezD2wvi
2012-02-15,Stronger (What Doesn't Kill You),Kelly Clarkson,7,6D60klaHqbCl9ySc8VcRss
2012-02-22,Stronger (What Doesn't Kill You),Kelly Clarkson,8,6D60klaHqbCl9ySc8VcRss
2012-02-29,Part Of Me,Katy Perry,-,6yARPLK0PV4heEyh7pVMGz
2012-03-07,Stronger (What Doesn't Kill You),Kelly Clarkson,10,6D60klaHqbCl9ySc8VcRss
2012-03-14,We Are Young,fun. Featuring Janelle Monae,11,7a86XRg84qjasly9f6bPSD
2012-03-21,We Are Young,fun. Featuring Janelle Monae,12,7a86XRg84qjasly9f6bPSD
2012-03-28,We Are Young,fun. Featuring Janelle Monae,13,7a86XRg84qjasly9f6bPSD
2012-04-04,We Are Young,fun. Featuring Janelle Monae,14,7a86XRg84qjasly9f6bPSD
2012-04-11,We Are Young,fun. Featuring Janelle Monae,15,7a86XRg84qjasly9f6bPSD
2012-04-18,We Are Young,fun. Featuring Janelle Monae,16,7a86XRg84qjasly9f6bPSD
2012-04-25,Somebody That I Used To Know,Gotye Featuring Kimbra,15,4wCmqSrbyCgxEXROQE6vtV
2012-05-02,Somebody That I Used To Know,Gotye Featuring Kimbra,16,4wCmqSrbyCgxEXROQE6vtV
2012-05-09,Somebody That I Used To Know,Gotye Featuring Kimbra,17,4wCmqSrbyCgxEXROQE6vtV
2012-05-16,Somebody That I Used To Know,Gotye Featuring Kimbra,18,4wCmqSrbyCgxEXROQE6vtV
2012-05-23,Somebody That I Used To Know,Gotye Featuring Kimbra,19,4wCmqSrbyCgxEXROQE6vtV
2012-05-30,Somebody That I Used To Know,Gotye Featuring Kimbra,20,4wCmqSrbyCgxEXROQE6vtV
2012-06-06,Somebody That I Used To Know,Gotye Featuring Kimbra,21,4wCmqSrbyCgxEXROQE6vtV
2012-06-13,Somebody That I Used To Know,Gotye Featuring Kimbra,22,4wCmqSrbyCgxEXROQE6vtV
2012-06-20,Call Me Maybe,Carly Rae Jepsen,16,3TGRqZ0a2l1LRblBkJoaDx
2012-06-27,Call Me Maybe,Carly Rae Jepsen,17,3TGRqZ0a2l1LRblBkJoaDx
2012-07-04,Call Me Maybe,Carly Rae Jepsen,18,3TGRqZ0a2l1LRblBkJoaDx
2012-07-11,Call Me Maybe,Carly Rae Jepsen,19,3TGRqZ0a2l1LRblBkJoaDx
2012-07-18,Call Me Maybe,Carly Rae Jepsen,20,3TGRqZ0a2l1LRblBkJoaDx
2012-07-25,Call Me Maybe,Carly Rae Jepsen,21,3TGRqZ0a2l1LRblBkJoaDx
2012-08-01,Call Me Maybe,Carly Rae Jepsen,22,3TGRqZ0a2l1LRblBkJoaDx
2012-08-08,Call Me Maybe,Carly Rae Jepsen,23,3TGRqZ0a2l1LRblBkJoaDx
2012-08-15,Call Me Maybe,Carly Rae Jepsen,24,3TGRqZ0a2l1LRblBkJoaDx
2012-08-22,Whistle,Flo Rida,13,3bC1ahPIYt1btJzSSEyyrF
2012-08-29,We Are Never Ever Getting Back Together,Taylor Swift,2,5YqltLsjdqFtvqE7Nrysvs
2012-09-05,We Are Never Ever Getting Back Together,Taylor Swift,3,5YqltLsjdqFtvqE7Nrysvs
2012-09-12,Whistle,Flo Rida,16,3bC1ahPIYt1btJzSSEyyrF
2012-09-19,We Are Never Ever Getting Back Together,Taylor Swift,5,5YqltLsjdqFtvqE7Nrysvs
2012-09-26,One More Night,Maroon 5,13,4XNrMwGx1SqP01sqkGTDmo
2012-10-03,One More Night,Maroon 5,14,4XNrMwGx1SqP01sqkGTDmo
2012-10-10,One More Night,Maroon 5,15,4XNrMwGx1SqP01sqkGTDmo
2012-10-17,One More Night,Maroon 5,16,4XNrMwGx1SqP01sqkGTDmo
2012-10-24,One More Night,Maroon 5,17,4XNrMwGx1SqP01sqkGTDmo
2012-10-31,One More Night,Maroon 5,18,4XNrMwGx1SqP01sqkGTDmo
2012-11-07,One More Night,Maroon 5,19,4XNrMwGx1SqP01sqkGTDmo
2012-11-14,One More Night,Maroon 5,20,4XNrMwGx1SqP01sqkGTDmo
2012-11-21,One More Night,Maroon 5,21,4XNrMwGx1SqP01sqkGTDmo
2012-11-28,Diamonds,Rihanna,8,1z9kQ14XBSN0r2v6fx4IdG
2012-12-05,Diamonds,Rihanna,9,1z9kQ14XBSN0r2v6fx4IdG
2012-12-12,Diamonds,Rihanna,10,1z9kQ14XBSN0r2v6fx4IdG
2012-12-19,Locked Out Of Heaven,Bruno Mars,10,3w3y8KPTfNeOKPiqUTakBh
2012-12-26,Locked Out Of Heaven,Bruno Mars,11,3w3y8KPTfNeOKPiqUTakBh
2013-01-02,Locked Out Of Heaven,Bruno Mars,12,3w3y8KPTfNeOKPiqUTakBh
2013-01-09,Locked Out Of Heaven,Bruno Mars,13,3w3y8KPTfNeOKPiqUTakBh
2013-01-16,Locked Out Of Heaven,Bruno Mars,14,3w3y8KPTfNeOKPiqUTakBh
2013-01-23,Locked Out Of Heaven,Bruno Mars,15,3w3y8KPTfNeOKPiqUTakBh
2013-01-30,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,16,6CjtS2JZH9RkDz5UVInsa9
2013-02-06,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,17,6CjtS2JZH9RkDz5UVInsa9
2013-02-13,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,18,6CjtS2JZH9RkDz5UVInsa9
2013-02-20,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,19,6CjtS2JZH9RkDz5UVInsa9
2013-02-27,Harlem Shake,Baauer,-,01XFgRZfZI7oBagNf1Loml
2013-03-06,Harlem Shake,Baauer,2,01XFgRZfZI7oBagNf1Loml
2013-03-13,Harlem Shake,Baauer,3,01XFgRZfZI7oBagNf1Loml
2013-03-20,Harlem Shake,Baauer,4,01XFgRZfZI7oBagNf1Loml
2013-03-27,Harlem Shake,Baauer,5,01XFgRZfZI7oBagNf1Loml
2013-04-03,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,25,6CjtS2JZH9RkDz5UVInsa9
2013-04-10,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,26,6CjtS2JZH9RkDz5UVInsa9
2013-04-17,When I Was Your Man,Bruno Mars,16,0nJW01T7XtvILxQgC5J7Wh
2013-04-24,Just Give Me A Reason,P!nk Featuring Nate Ruess,9,1mKXFLRA179hdOWQBwUk9e
2013-05-01,Just Give Me A Reason,P!nk Featuring Nate Ruess,10,1mKXFLRA179hdOWQBwUk9e
2013-05-08,Just Give Me A Reason,P!nk Featuring Nate Ruess,11,1mKXFLRA179hdOWQBwUk9e
2013-05-15,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,13,22skzmqfdWrjJylampe0kt
2013-05-22,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,14,22skzmqfdWrjJylampe0kt
2013-05-29,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,15,22skzmqfdWrjJylampe0kt
2013-06-05,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,16,22skzmqfdWrjJylampe0kt
2013-06-12,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,17,22skzmqfdWrjJylampe0kt
2013-06-19,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,8,0n4bITAu0Y0nigrz3MFJMb
2013-06-26,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,9,0n4bITAu0Y0nigrz3MFJMb
2013-07-03,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,10,0n4bITAu0Y0nigrz3MFJMb
2013-07-10,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,11,0n4bITAu0Y0nigrz3MFJMb
2013-07-17,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,12,0n4bITAu0Y0nigrz3MFJMb
2013-07-24,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,13,0n4bITAu0Y0nigrz3MFJMb
2013-07-31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,14,0n4bITAu0Y0nigrz3MFJMb
2013-08-07,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,15,0n4bITAu0Y0nigrz3MFJMb
2013-08-14,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,16,0n4bITAu0Y0nigrz3MFJMb
2013-08-21,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,17,0n4bITAu0Y0nigrz3MFJMb
2013-08-28,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,18,0n4bITAu0Y0nigrz3MFJMb
2013-09-04,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,19,0n4bITAu0Y0nigrz3MFJMb
2013-09-11,Roar,Katy Perry,4,27tNWlhdAryQY04Gb2ZhUI
2013-09-18,Roar,Katy Perry,5,27tNWlhdAryQY04Gb2ZhUI
2013-09-25,Wrecking Ball,Miley Cyrus,4,2vwlzO0Qp8kfEtzTsCXfyE
2013-10-02,Wrecking Ball,Miley Cyrus,5,2vwlzO0Qp8kfEtzTsCXfyE
2013-10-09,Royals,Lorde,13,2dLLR6qlu5UJ5gk0dKz0h3
2013-10-16,Royals,Lorde,14,2dLLR6qlu5UJ5gk0dKz0h3
2013-10-23,Royals,Lorde,15,2dLLR6qlu5UJ5gk0dKz0h3
2013-10-30,Royals,Lorde,16,2dLLR6qlu5UJ5gk0dKz0h3
2013-11-06,Royals,Lorde,17,2dLLR6qlu5UJ5gk0dKz0h3
2013-11-13,Royals,Lorde,18,2dLLR6qlu5UJ5gk0dKz0h3
2013-11-20,Royals,Lorde,19,2dLLR6qlu5UJ5gk0dKz0h3
2013-11-27,Royals,Lorde,20,2dLLR6qlu5UJ5gk0dKz0h3
2013-12-04,Royals,Lorde,21,2dLLR6qlu5UJ5gk0dKz0h3
2013-12-11,Wrecking Ball,Miley Cyrus,15,2vwlzO0Qp8kfEtzTsCXfyE
2013-12-18,The Monster,Eminem Featuring Rihanna,6,48RrDBpOSSl1aLVCalGl5C
2013-12-25,The Monster,Eminem Featuring Rihanna,7,48RrDBpOSSl1aLVCalGl5C
2014-01-01,The Monster,Eminem Featuring Rihanna,8,48RrDBpOSSl1aLVCalGl5C
2014-01-08,The Monster,Eminem Featuring Rihanna,9,48RrDBpOSSl1aLVCalGl5C
2014-01-15,Timber,Pitbull Featuring Ke$ha,13,3cHyrEgdyYRjgJKSOiOtcS
2014-01-22,Timber,Pitbull Featuring Ke$ha,14,3cHyrEgdyYRjgJKSOiOtcS
2014-01-29,Timber,Pitbull Featuring Ke$ha,15,3cHyrEgdyYRjgJKSOiOtcS
2014-02-05,Dark Horse,Katy Perry Featuring Juicy J,19,4jbmgIyjGoXjY01XxatOx6
2014-02-12,Dark Horse,Katy Perry Featuring Juicy J,20,4jbmgIyjGoXjY01XxatOx6
2014-02-19,Dark Horse,Katy Perry Featuring Juicy J,21,4jbmgIyjGoXjY01XxatOx6
2014-02-26,Dark Horse,Katy Perry Featuring Juicy J,22,4jbmgIyjGoXjY01XxatOx6
2014-03-05,Happy,Pharrell Williams,8,60nZcImufyMA1MKQY3dcCH
2014-03-12,Happy,Pharrell Williams,9,60nZcImufyMA1MKQY3dcCH
2014-03-19,Happy,Pharrell Williams,10,60nZcImufyMA1MKQY3dcCH
2014-03-26,Happy,Pharrell Williams,11,60nZcImufyMA1MKQY3dcCH
2014-04-02,Happy,Pharrell Williams,12,60nZcImufyMA1MKQY3dcCH
2014-04-09,Happy,Pharrell Williams,13,60nZcImufyMA1MKQY3dcCH
2014-04-16,Happy,Pharrell Williams,14,60nZcImufyMA1MKQY3dcCH
2014-04-23,Happy,Pharrell Williams,15,60nZcImufyMA1MKQY3dcCH
2014-04-30,Happy,Pharrell Williams,16,60nZcImufyMA1MKQY3dcCH
2014-05-07,Happy,Pharrell Williams,17,60nZcImufyMA1MKQY3dcCH
2014-05-14,All Of Me,John Legend,30,3U4isOIWM3VvDubwSI3y7a
2014-05-21,All Of Me,John Legend,31,3U4isOIWM3VvDubwSI3y7a
2014-05-28,All Of Me,John Legend,32,3U4isOIWM3VvDubwSI3y7a
2014-06-04,Fancy,Iggy Azalea Featuring Charli XCX,12,3oiMJQAWVaxSubJ7b2VUtX
2014-06-11,Fancy,Iggy Azalea Featuring Charli XCX,13,3oiMJQAWVaxSubJ7b2VUtX
2014-06-18,Fancy,Iggy Azalea Featuring Charli XCX,14,3oiMJQAWVaxSubJ7b2VUtX
2014-06-25,Fancy,Iggy Azalea Featuring Charli XCX,15,3oiMJQAWVaxSubJ7b2VUtX
2014-07-02,Fancy,Iggy Azalea Featuring Charli XCX,16,3oiMJQAWVaxSubJ7b2VUtX
2014-07-09,Fancy,Iggy Azalea Featuring Charli XCX,17,3oiMJQAWVaxSubJ7b2VUtX
2014-07-16,Fancy,Iggy Azalea Featuring Charli XCX,18,3oiMJQAWVaxSubJ7b2VUtX
2014-07-23,Rude,MAGIC!,12,6RtPijgfPKROxEzTHNRiDp
2014-07-30,Rude,MAGIC!,13,6RtPijgfPKROxEzTHNRiDp
2014-08-06,Rude,MAGIC!,14,6RtPijgfPKROxEzTHNRiDp
2014-08-13,Rude,MAGIC!,15,6RtPijgfPKROxEzTHNRiDp
2014-08-20,Rude,MAGIC!,16,6RtPijgfPKROxEzTHNRiDp
2014-08-27,Rude,MAGIC!,17,6RtPijgfPKROxEzTHNRiDp
2014-09-03,Shake It Off,Taylor Swift,-,5xTtaWoae3wi06K5WfVUUH
2014-09-10,Shake It Off,Taylor Swift,2,5xTtaWoae3wi06K5WfVUUH
2014-09-17,All About That Bass,Meghan Trainor,9,5jE48hhRu8E6zBDPRSkEq7
2014-09-24,All About That Bass,Meghan Trainor,10,5jE48hhRu8E6zBDPRSkEq7
2014-10-01,All About That Bass,Meghan Trainor,11,5jE48hhRu8E6zBDPRSkEq7
2014-10-08,All About That Bass,Meghan Trainor,12,5jE48hhRu8E6zBDPRSkEq7
2014-10-15,All About That Bass,Meghan Trainor,13,5jE48hhRu8E6zBDPRSkEq7
2014-10-22,All About That Bass,Meghan Trainor,14,5jE48hhRu8E6zBDPRSkEq7
2014-10-29,All About That Bass,Meghan Trainor,15,5jE48hhRu8E6zBDPRSkEq7
2014-11-05,All About That Bass,Meghan Trainor,16,5jE48hhRu8E6zBDPRSkEq7
2014-11-12,Shake It Off,Taylor Swift,11,5xTtaWoae3wi06K5WfVUUH
2014-11-19,Shake It Off,Taylor Swift,12,5xTtaWoae3wi06K5WfVUUH
2014-11-26,Blank Space,Taylor Swift,3,1p80LdxRV74UKvL8gnD7ky
2014-12-03,Blank Space,Taylor Swift,4,1p80LdxRV74UKvL8gnD7ky
2014-12-10,Blank Space,Taylor Swift,5,1p80LdxRV74UKvL8gnD7ky
2014-12-17,Blank Space,Taylor Swift,6,1p80LdxRV74UKvL8gnD7ky
2014-12-24,Blank Space,Taylor Swift,7,1p80LdxRV74UKvL8gnD7ky
2014-12-31,Blank Space,Taylor Swift,8,1p80LdxRV74UKvL8gnD7ky
2015-01-07,Blank Space,Taylor Swift,9,1p80LdxRV74UKvL8gnD7ky
2015-01-14,Uptown Funk!,Mark Ronson Featuring Bruno Mars,8,32OlwWuMpZ6b0aN2RZOeMS
2015-01-21,Uptown Funk!,Mark Ronson Featuring Bruno Mars,9,32OlwWuMpZ6b0aN2RZOeMS
2015-01-28,Uptown Funk!,Mark Ronson Featuring Bruno Mars,10,32OlwWuMpZ6b0aN2RZOeMS
2015-02-04,Uptown Funk!,Mark Ronson Featuring Bruno Mars,11,32OlwWuMpZ6b0aN2RZOeMS
2015-02-11,Uptown Funk!,Mark Ronson Featuring Bruno Mars,12,32OlwWuMpZ6b0aN2RZOeMS
2015-02-18,Uptown Funk!,Mark Ronson Featuring Bruno Mars,13,32OlwWuMpZ6b0aN2RZOeMS
2015-02-25,Uptown Funk!,Mark Ronson Featuring Bruno Mars,14,32OlwWuMpZ6b0aN2RZOeMS
2015-03-04,Uptown Funk!,Mark Ronson Featuring Bruno Mars,15,32OlwWuMpZ6b0aN2RZOeMS
2015-03-11,Uptown Funk!,Mark Ronson Featuring Bruno Mars,16,32OlwWuMpZ6b0aN2RZOeMS
2015-03-18,Uptown Funk!,Mark Ronson Featuring Bruno Mars,17,32OlwWuMpZ6b0aN2RZOeMS
2015-03-25,Uptown Funk!,Mark Ronson Featuring Bruno Mars,18,32OlwWuMpZ6b0aN2RZOeMS
2015-04-01,Uptown Funk!,Mark Ronson Featuring Bruno Mars,19,32OlwWuMpZ6b0aN2RZOeMS
2015-04-08,Uptown Funk!,Mark Ronson Featuring Bruno Mars,20,32OlwWuMpZ6b0aN2RZOeMS
2015-04-15,Uptown Funk!,Mark Ronson Featuring Bruno Mars,21,32OlwWuMpZ6b0aN2RZOeMS
2015-04-22,See You Again,Wiz Khalifa Featuring Charlie Puth,5,2JzZzZUQj3Qff7wapcbKjc
2015-04-29,See You Again,Wiz Khalifa Featuring Charlie Puth,6,2JzZzZUQj3Qff7wapcbKjc
2015-05-06,See You Again,Wiz Khalifa Featuring Charlie Puth,7,2JzZzZUQj3Qff7wapcbKjc
2015-05-13,See You Again,Wiz Khalifa Featuring Charlie Puth,8,2JzZzZUQj3Qff7wapcbKjc
2015-05-20,See You Again,Wiz Khalifa Featuring Charlie Puth,9,2JzZzZUQj3Qff7wapcbKjc
2015-05-27,See You Again,Wiz Khalifa Featuring Charlie Puth,10,2JzZzZUQj3Qff7wapcbKjc
2015-06-03,Bad Blood,Taylor Swift Featuring Kendrick Lamar,4,6qAcApH8obo8eqatCKUHd9
2015-06-10,See You Again,Wiz Khalifa Featuring Charlie Puth,12,2JzZzZUQj3Qff7wapcbKjc
2015-06-17,See You Again,Wiz Khalifa Featuring Charlie Puth,13,2JzZzZUQj3Qff7wapcbKjc
2015-06-24,See You Again,Wiz Khalifa Featuring Charlie Puth,14,2JzZzZUQj3Qff7wapcbKjc
2015-07-01,See You Again,Wiz Khalifa Featuring Charlie Puth,15,2JzZzZUQj3Qff7wapcbKjc
2015-07-08,See You Again,Wiz Khalifa Featuring Charlie Puth,16,2JzZzZUQj3Qff7wapcbKjc
2015-07-15,See You Again,Wiz Khalifa Featuring Charlie Puth,17,2JzZzZUQj3Qff7wapcbKjc
2015-07-22,Cheerleader,OMI,12,023OVLNzXhX0j7CxswUt6D
2015-07-29,Cheerleader,OMI,13,023OVLNzXhX0j7CxswUt6D
2015-08-05,Cheerleader,OMI,14,023OVLNzXhX0j7CxswUt6D
2015-08-12,Cheerleader,OMI,15,023OVLNzXhX0j7CxswUt6D
2015-08-19,Can't Feel My Face,The Weeknd,9,22VdIZQfgXJea34mQxlt81
2015-08-26,Cheerleader,OMI,17,023OVLNzXhX0j7CxswUt6D
2015-09-02,Cheerleader,OMI,18,023OVLNzXhX0j7CxswUt6D
2015-09-09,Can't Feel My Face,The Weeknd,12,22VdIZQfgXJea34mQxlt81
2015-09-16,What Do You Mean?,Justin Bieber,-,4B0JvthVoAAuygILe3n4Bs
2015-09-23,Can't Feel My Face,The Weeknd,14,22VdIZQfgXJea34mQxlt81
2015-09-30,The Hills,The Weeknd,17,7fBv7CLKzipRk6EC6TWHOB
2015-10-07,The Hills,The Weeknd,18,7fBv7CLKzipRk6EC6TWHOB
2015-10-14,The Hills,The Weeknd,19,7fBv7CLKzipRk6EC6TWHOB
2015-10-21,The Hills,The Weeknd,20,7fBv7CLKzipRk6EC6TWHOB
2015-10-28,The Hills,The Weeknd,21,7fBv7CLKzipRk6EC6TWHOB
2015-11-04,The Hills,The Weeknd,22,7fBv7CLKzipRk6EC6TWHOB
2015-11-11,Hello,Adele,-,62PaSfnXSMyLshYJrlTuL3
2015-11-18,Hello,Adele,2,62PaSfnXSMyLshYJrlTuL3
2015-11-25,Hello,Adele,3,62PaSfnXSMyLshYJrlTuL3
2015-12-02,Hello,Adele,4,62PaSfnXSMyLshYJrlTuL3
2015-12-09,Hello,Adele,5,62PaSfnXSMyLshYJrlTuL3
2015-12-16,Hello,Adele,6,62PaSfnXSMyLshYJrlTuL3
2015-12-23,Hello,Adele,7,62PaSfnXSMyLshYJrlTuL3
2015-12-30,Hello,Adele,8,62PaSfnXSMyLshYJrlTuL3
2016-01-06,Hello,Adele,9,62PaSfnXSMyLshYJrlTuL3
2016-01-13,Hello,Adele,10,62PaSfnXSMyLshYJrlTuL3
2016-01-20,Sorry,Justin Bieber,11,09CtPGIpYB4BrO8qb1RGsF
2016-01-27,Sorry,Justin Bieber,12,09CtPGIpYB4BrO8qb1RGsF
2016-02-03,Sorry,Justin Bieber,13,09CtPGIpYB4BrO8qb1RGsF
2016-02-10,Love Yourself,Justin Bieber,11,50kpGaPAhYJ3sGmk6vplg0
2016-02-17,Pillowtalk,Zayn,-,0PDUDa38GO8lMxLCRc4lL1
2016-02-24,Love Yourself,Justin Bieber,13,50kpGaPAhYJ3sGmk6vplg0
2016-03-02,Work,Rihanna Featuring Drake,4,72TFWvU3wUYdUuxejTTIzt
2016-03-09,Work,Rihanna Featuring Drake,5,72TFWvU3wUYdUuxejTTIzt
2016-03-16,Work,Rihanna Featuring Drake,6,72TFWvU3wUYdUuxejTTIzt
2016-03-23,Work,Rihanna Featuring Drake,7,72TFWvU3wUYdUuxejTTIzt
2016-03-30,Work,Rihanna Featuring Drake,8,72TFWvU3wUYdUuxejTTIzt
2016-04-06,Work,Rihanna Featuring Drake,9,72TFWvU3wUYdUuxejTTIzt
2016-04-13,Work,Rihanna Featuring Drake,10,72TFWvU3wUYdUuxejTTIzt
2016-04-20,Work,Rihanna Featuring Drake,11,72TFWvU3wUYdUuxejTTIzt
2016-04-27,Work,Rihanna Featuring Drake,12,72TFWvU3wUYdUuxejTTIzt
2016-05-04,Panda,Desiigner,9,5YEOzOojehCqxGQCcQiyR4
2016-05-11,Panda,Desiigner,10,5YEOzOojehCqxGQCcQiyR4
2016-05-18,One Dance,Drake Featuring WizKid & Kyla,5,1zi7xx7UVEFkmKfv06H8x0
2016-05-25,Can't Stop The Feeling!,Justin Timberlake,-,1WkMMavIMc4JZ8cfMmxHkI
2016-06-01,One Dance,Drake Featuring WizKid & Kyla,7,1zi7xx7UVEFkmKfv06H8x0
2016-06-08,One Dance,Drake Featuring WizKid & Kyla,8,1zi7xx7UVEFkmKfv06H8x0
2016-06-15,One Dance,Drake Featuring WizKid & Kyla,9,1zi7xx7UVEFkmKfv06H8x0
2016-06-22,One Dance,Drake Featuring WizKid & Kyla,10,1zi7xx7UVEFkmKfv06H8x0
2016-06-29,One Dance,Drake Featuring WizKid & Kyla,11,1zi7xx7UVEFkmKfv06H8x0
2016-07-06,One Dance,Drake Featuring WizKid & Kyla,12,1zi7xx7UVEFkmKfv06H8x0
2016-07-13,One Dance,Drake Featuring WizKid & Kyla,13,1zi7xx7UVEFkmKfv06H8x0
2016-07-20,One Dance,Drake Featuring WizKid & Kyla,14,1zi7xx7UVEFkmKfv06H8x0
2016-07-27,One Dance,Drake Featuring WizKid & Kyla,15,1zi7xx7UVEFkmKfv06H8x0
2016-08-03,Cheap Thrills,Sia Featuring Sean Paul,23,3S4px9f4lceWdKf0gWciFu
2016-08-10,Cheap Thrills,Sia Featuring Sean Paul,24,3S4px9f4lceWdKf0gWciFu
2016-08-17,Cheap Thrills,Sia Featuring Sean Paul,25,3S4px9f4lceWdKf0gWciFu
2016-08-24,Cheap Thrills,Sia Featuring Sean Paul,26,3S4px9f4lceWdKf0gWciFu
2016-08-31,Closer,The Chainsmokers Featuring Halsey,3,7BKLCZ1jbUBVqRi2FVlTVw
2016-09-07,Closer,The Chainsmokers Featuring Halsey,4,7BKLCZ1jbUBVqRi2FVlTVw
2016-09-14,Closer,The Chainsmokers Featuring Halsey,5,7BKLCZ1jbUBVqRi2FVlTVw
2016-09-21,Closer,The Chainsmokers Featuring Halsey,6,7BKLCZ1jbUBVqRi2FVlTVw
2016-09-28,Closer,The Chainsmokers Featuring Halsey,7,7BKLCZ1jbUBVqRi2FVlTVw
2016-10-05,Closer,The Chainsmokers Featuring Halsey,8,7BKLCZ1jbUBVqRi2FVlTVw
2016-10-12,Closer,The Chainsmokers Featuring Halsey,9,7BKLCZ1jbUBVqRi2FVlTVw
2016-10-19,Closer,The Chainsmokers Featuring Halsey,10,7BKLCZ1jbUBVqRi2FVlTVw
2016-10-26,Closer,The Chainsmokers Featuring Halsey,11,7BKLCZ1jbUBVqRi2FVlTVw
2016-11-02,Closer,The Chainsmokers Featuring Halsey,12,7BKLCZ1jbUBVqRi2FVlTVw
2016-11-09,Closer,The Chainsmokers Featuring Halsey,13,7BKLCZ1jbUBVqRi2FVlTVw
2016-11-16,Closer,The Chainsmokers Featuring Halsey,14,7BKLCZ1jbUBVqRi2FVlTVw
2016-11-23,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9,6fujklziTHa8uoM5OQSfIo
2016-11-30,Black Beatles,Rae Sremmurd Featuring Gucci Mane,10,6fujklziTHa8uoM5OQSfIo
2016-12-07,Black Beatles,Rae Sremmurd Featuring Gucci Mane,11,6fujklziTHa8uoM5OQSfIo
2016-12-14,Black Beatles,Rae Sremmurd Featuring Gucci Mane,12,6fujklziTHa8uoM5OQSfIo
2016-12-21,Black Beatles,Rae Sremmurd Featuring Gucci Mane,13,6fujklziTHa8uoM5OQSfIo
2016-12-28,Black Beatles,Rae Sremmurd Featuring Gucci Mane,14,6fujklziTHa8uoM5OQSfIo
2017-01-04,Starboy,The Weeknd Featuring Daft Punk,14,7MXVkk9YMctZqd1Srtv4MB
2017-01-11,Black Beatles,Rae Sremmurd Featuring Gucci Mane,16,6fujklziTHa8uoM5OQSfIo
2017-01-18,Bad And Boujee,Migos Featuring Lil Uzi Vert,8,0M9ydKzuF3oZTfYYPfaGX1
2017-01-25,Shape Of You,Ed Sheeran,-,7qiZfU4dY1lWllzX7mPBI3
2017-02-01,Bad And Boujee,Migos Featuring Lil Uzi Vert,10,0M9ydKzuF3oZTfYYPfaGX1
2017-02-08,Bad And Boujee,Migos Featuring Lil Uzi Vert,11,0M9ydKzuF3oZTfYYPfaGX1
2017-02-15,Shape Of You,Ed Sheeran,4,7qiZfU4dY1lWllzX7mPBI3
2017-02-22,Shape Of You,Ed Sheeran,5,7qiZfU4dY1lWllzX7mPBI3
2017-03-01,Shape Of You,Ed Sheeran,6,7qiZfU4dY1lWllzX7mPBI3
2017-03-08,Shape Of You,Ed Sheeran,7,7qiZfU4dY1lWllzX7mPBI3
2017-03-15,Shape Of You,Ed Sheeran,8,7qiZfU4dY1lWllzX7mPBI3
2017-03-22,Shape Of You,Ed Sheeran,9,7qiZfU4dY1lWllzX7mPBI3
2017-03-29,Shape Of You,Ed Sheeran,10,7qiZfU4dY1lWllzX7mPBI3
2017-04-05,Shape Of You,Ed Sheeran,11,7qiZfU4dY1lWllzX7mPBI3
2017-04-12,Shape Of You,Ed Sheeran,12,7qiZfU4dY1lWllzX7mPBI3
