track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
5ayybTSXNwcarDtxQKqvWX,0.13678444299815995,-0.16083620840883872,-0.870466659173422,-0.870466659173422,0.4540179479241546,-1.0,-0.6845869769448761,0.7307773547137362,0.7307773547137362,-0.5807386611989314,0.3937681817109089,-0.5005025698328625,0.34530325865676925,0.4779679094010236
006Ndmw2hHxvnLbJsBFnPx,0.22296740316210117,-0.8427956565300604,-0.8102606294865957,-0.8102606294865957,0.9985354117197707,-0.6833509806076405,-0.6021834492702294,-0.15498225285056744,-0.15498225285056744,-0.26734135929412783,-0.6143491928952177,0.7625461228584969,0.26825711505008143,0.26267428825496286
6xupOaBWORbDmakCdQwMRG,0.021231221395377586,0.10067563759662912,-0.8700397775371875,-0.8700397775371875,0.6487175319835081,-1.0,-0.4437794761102769,0.41984947672581874,0.41984947672581874,-0.5438117248387684,-0.7460542874844691,0.9269482479497719,-0.24964304082077515,0.04812735155442138
2tvt5K7y1gndmCgtIoLo1f,0.13081498205255104,-0.16302539177106135,-0.8841488016053334,-0.8841488016053334,0.19752598049399106,-0.38722118024982444,-0.4612566064062883,0.43237295912216056,0.43237295912216056,-0.5537374718224957,-0.3194451904674914,0.8867175253556205,-0.14478765443620112,0.10573774202260577
1xVOttVNT27FBTD8iHjOfU,0.11082848299518355,0.10667365801549789,-0.7446406288552687,-0.7446406288552687,0.8062740304042895,-0.5135084023452061,-0.6711443175335896,-0.3467413839772735,-0.3467413839772735,-0.7218281721268269,-0.45954018552400444,-0.6473544547190739,0.2886355566751546,0.08798143932970026
2qLxtO0iaFGI9x19vU3bDI,0.4654999995937328,-0.6194980779900119,-0.8199565297107942,-0.8199565297107942,0.7205139083645296,-0.7513727495383575,-0.7527051963309386,0.09992774647969216,0.09992774647969216,-0.41672289943459173,0.42563170887474344,0.6458680960567427,-0.018859739107597195,0.1292441048739612
5msxn2HUcd83qOsuQW7Kdb,-0.32284048497796325,-0.21829378636215635,-0.8687593812531462,-0.8687593812531462,0.9273542189235933,-0.4738165860413409,-0.76651364363016,-0.026832552427307088,-0.026832552427307088,-0.6367178753689959,-0.043609484121668096,0.9180564378873877,0.566494194756233,0.4571472051187295
02NKMA9cIkq6VuBNu9q9Wf,0.39718993803656844,-0.0916328072887902,-0.8508728754554009,-0.8508728754554009,0.5564078059952857,-0.7996121390498431,-0.42640209353391567,0.6787434687804166,0.6787434687804166,-0.658376693479509,0.04210147380192608,1.0,-0.09586353955237847,0.4150495817992159
2vSxjnyrWrtxyfzO47EX6q,-0.4584802421992811,-0.25648117411364524,-0.8602329218584194,-0.8602329218584194,0.8986903367394676,-0.8382221246388397,-0.5708746139023362,-0.2685186678024203,-0.2685186678024203,-0.5398405780453022,-0.717134418141409,0.8972016949867117,0.4203454965593234,0.05614232915747097
7qoaMWT3eRCKG1RN6dVuOY,0.06637231511240493,0.4315048581775991,-0.8670527660317403,-0.8670527660317403,0.5564078059952857,-1.0,-0.5656876323908744,0.6836612654778094,0.6836612654778094,-0.6380727349279489,-0.24964304082077515,1.0,-0.7223710621954362,-0.33773615556559566
