track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,duration,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
5SCB7L1alKg7ZEeSw7Sq9f,0.521,0.606,10,-7.817,0,0.0277,0.322,0.000257,0.0888,0.433,70.38,162533,4,162.53333,0.289,0.936,0.072,0.228
5qBqBdfTEIWJwAS0Jm2F5R,0.451,0.8180000000000001,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,229360,4,229.36,0.727,0.887,0.799,0.656
0SKS8mR9wgXcr670BzR9fg,0.543,0.862,5,-8.361,1,0.0667,0.245,1.69e-06,0.13,0.9,149.545,119800,4,119.8,0.702,1.0,0.361,0.353
5y788ya4NvwhBznoDIcXwK,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,185413,4,185.41333,0.311,0.962,0.647,0.696
1hTUFqJuQAMjXVGwUPWDqi,0.378,0.677,2,-8.63,1,0.0298,0.0635,0.0,0.183,0.648,106.071,135693,4,135.69333,0.418,0.991,0.593,0.813
1VkjC0VqC21vNPnkzBUWtt,0.512,0.862,9,-6.446,1,0.0405,0.681,3.92e-05,0.3,0.95,173.72,164133,4,164.13333,0.781,1.0,0.203,0.181
2OQhFe5jjTnMWaaDRZxz31,0.619,0.654,3,-8.46,1,0.0652,0.611,0.0,0.144,0.6880000000000001,134.293,181493,4,181.49333,0.74,1.0,0.38,0.541
2HEgBBls7l0smWTxPx0MtZ,0.628,0.42,9,-10.547,1,0.177,0.395,2.55e-06,0.104,0.337,165.304,166133,4,166.13333,0.183,1.0,0.683,0.604
0yjNmllr3Ew6f97TqPuEqa,0.715,0.327,0,-11.814,1,0.033,0.782,0.0003439999999999,0.625,0.713,84.369,146400,4,146.4,0.38,1.0,1.0,0.775
5ZHOiRqKOzgFMfMAu8cwzp,0.17,0.387,11,-12.791,1,0.0436,0.781,0.0,0.243,0.246,187.468,201253,4,201.25333,0.14,0.398,0.652,0.645
0XnhQGfqfi5CnZXcONJuI5,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.8160000000000001,196.494,150907,4,150.90668,0.28,0.981,1.0,0.678
3EFb1qDgIqf9MegIryKtDj,0.488,0.464,1,-9.496,1,0.0284,0.742,0.0,0.5700000000000001,0.709,109.853,208293,4,208.29333,0.688,0.956,0.67,0.613
51FpzuGkRYXFgsE2zXt9av,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,173867,3,173.86667,0.18,0.243,0.267,0.423
63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4,202.26666,0.087,1.0,0.555,0.352
0Ui8KPWZbJJQ2Y0CIQuVqX,0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696,138200,4,138.2,0.086,1.0,1.0,1.0
74VR3AkGPhbYXnxcOYa16x,0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,157867,4,157.86667,0.063,0.945,0.359,0.489
3uqEiaO6MUoM89nLSIs05c,0.646,0.911,7,-6.228,0,0.101,0.411,0.000484,0.115,0.895,126.122,171688,4,171.68834,0.765,1.0,0.269,0.318
7jGzYUZ2Bgg8BDfYlQRfn8,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,155333,4,155.33333,0.393,1.0,1.0,0.814
7AzFID6u1b3zIWbd9pb8Dk,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,4,160.30667,0.661,0.863,0.546,0.529
4RGxUjaCmVtD30pIhtEi7w,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,195000,4,195.0,0.895,0.988,0.88,0.77
1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.915,167933,4,167.93333,0.125,1.0,0.285,0.348
7uGeDI6nJEdUYMsMd7mQyl,0.51,0.544,5,-8.308,1,0.0282,0.776,0.0,0.144,0.598,110.197,207133,4,207.13333,0.726,0.986,0.523,0.593
6Pkj4nv5K53i64cLVgkVyY,0.607,0.599,3,-8.908,0,0.0282,0.0253,0.0,0.188,0.735,119.846,178533,4,178.53333,0.868,1.0,0.253,0.325
4PEeZ2U4UfP2Jo8EtIOjus,0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,176867,4,176.86667,0.747,1.0,0.308,0.431
3h4t9qpFktohHeUQc3hZCa,0.239,0.618,0,-8.464,1,0.033,0.0305,0.0,0.721,0.683,197.499,164093,4,164.09306,0.038,0.941,0.86,0.647
60DmpUd1BnemzjASiUewnf,0.423,0.467,6,-12.194,0,0.0317,0.722,2.38e-06,0.255,0.553,104.165,218387,4,218.38667,0.39,0.819,0.172,0.053
4a01ClusxuZiloOK5UgLUn,0.682,0.612,8,-7.004,0,0.0381,0.284,0.0,0.0783,0.845,127.647,163280,4,163.28,0.907,1.0,0.373,0.478
3Q51jQuzjEDMTyFX4pT2dK,0.847,0.371,7,-13.909,1,0.0659,0.614,3.5499999999999995e-06,0.0502,0.914,122.638,136838,4,136.8381,0.85,1.0,0.53,0.558
5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,219027,4,219.02667,0.071,0.85,0.0,0.024
3G7tRC24Uh09Hmp1KZ7LQ2,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,167373,4,167.37334,0.267,1.0,0.726,0.629
3RnsnfrquBAy6kIejQzc2C,0.271,0.783,7,-7.996,1,0.0457,0.857,0.00965,0.285,0.533,138.836,126520,4,126.52,0.798,1.0,0.403,0.572
4hupcimlg3UBbW1kAQ6vrT,0.524,0.553,0,-10.767,1,0.0292,0.8310000000000001,0.0,0.174,0.517,104.578,196493,4,196.49333,0.194,0.66,0.701,0.488
4KUGhh0lsJ8GxQJ1Um8UrB,0.5750000000000001,0.643,5,-7.744,0,0.0504,0.383,0.0,0.0925,0.846,113.958,167907,4,167.90668,0.775,0.48,0.495,0.514
1h04XMpzGzmAudoI6VHBgA,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.491,113.032,180893,4,180.89333,0.643,0.971,0.283,0.582
1JO1xLtVc8mWhIoE3YaCL0,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4,176.29333,0.771,0.854,0.479,0.523
4feXcsElKIVsGwkbnTHAfV,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,162493,4,162.49333,0.091,0.993,0.704,0.578
6IrBgAF2nSiwrdbIcaCKnp,0.306,0.739,8,-7.487999999999999,1,0.0579,0.0571,0.0,0.134,0.674,172.416,170467,4,170.46667,0.328,1.0,0.82,0.739
3c2kMiSB86tVq1J4oULmvL,0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825,151289,4,151.28912,0.463,0.771,0.722,0.687
7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2000000000000003e-05,0.0546,0.965,114.95,147600,4,147.6,0.613,1.0,0.669,0.664
1lHiKWnlJtjzA4vHnjAr39,0.676,0.681,5,-9.223,1,0.0292,0.363,0.191,0.0967,0.901,132.953,176600,4,176.6,0.803,0.728,0.924,0.596
5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,0.369,2.1600000000000003e-05,0.0905,0.44,124.618,429760,4,429.76,0.387,1.0,0.583,0.588
68BTFws92cRztMS1oQ7Ewj,0.399,0.481,7,-7.768,1,0.0296,0.349,3.1700000000000005e-05,0.155,0.652,103.379,230387,4,230.38667,0.5,0.959,0.682,0.677
4FdDorlbJTVHcH3djLbIfn,0.637,0.189,7,-10.726,1,0.0471,0.721,0.0,0.0939,0.6950000000000001,120.142,255002,4,255.00154,0.097,0.929,0.836,0.592
6RJK553YhstRzyKA4mug09,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,112800,4,112.8,0.324,0.848,0.507,0.616
0gBFr7N2D1GfhkXIIepIGG,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,166693,4,166.69333,0.25,0.694,0.383,0.489
16iApoNZYaN6gbMtRRVV6B,0.484,0.655,4,-11.118,1,0.0316,0.033,0.0,0.0885,0.634,133.158,167453,4,167.45332,0.907,1.0,0.504,0.389
7uEcCGtM1FBBGIhPozhJjv,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,179.61333,0.471,1.0,0.636,0.621
0vZ97gHhemKm6c64hTfJNA,0.479,0.733,0,-8.753,1,0.0257,0.306,2.4e-05,0.414,0.806,99.313,208840,4,208.84,0.715,0.979,0.646,0.526
2p7mA5rSVwIaoNslO9zylp,0.607,0.501,8,-10.201,1,0.0372,0.0574,0.185,0.0529,0.891,81.365,174207,4,174.2074,0.166,1.0,0.609,0.746
240FNg8tSGXr9OGswVMuO6,0.509,0.627,7,-7.392,1,0.0284,0.321,0.00254,0.24,0.423,111.006,146427,4,146.42667,0.699,0.574,1.0,0.84
6vUhLEkY17FlxjEysVA6SX,0.435,0.553,7,-6.399,1,0.0268,0.207,0.971,0.112,0.426,105.915,153613,4,153.61333,0.442,1.0,0.147,0.476
3zBhihYUHBmGd2bcQIobrF,0.768,0.367,2,-11.226,1,0.0315,0.683,1.79e-05,0.081,0.532,103.621,163756,4,163.75578,0.179,1.0,0.327,0.529
2Qhvi6R73Zj3cpzRYzcAww,0.399,0.278,7,-13.122,1,0.0291,0.674,0.000694,0.203,0.597,93.189,238733,4,238.73334,0.177,0.934,0.119,0.385
6IIcvtmuGpWIasqOpyGlyY,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,196000,4,196.0,0.515,1.0,0.853,0.621
0iOZM63lendWRTTeKhZBSC,0.606,0.457,6,-14.035,0,0.0497,0.713,2.5300000000000005e-05,0.0747,0.8130000000000001,92.033,244027,4,244.02667,0.708,0.98,0.55,0.541
5hffP5gJFe1zByXf7BIeYq,0.635,0.167,1,-12.998,1,0.0403,0.858,0.0009989999999999,0.213,0.246,83.767,239733,4,239.73334,0.497,1.0,0.348,0.708
2P6Buc8kWRgShx7aHIadqu,0.661,0.554,7,-12.241,0,0.0291,0.36,0.782,0.261,0.906,106.894,157773,4,157.77333,0.395,1.0,0.231,0.281
3bWGaqVeYKMlLss40mPgNn,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,4,133.2,0.825,1.0,0.039,0.181
5tUEIByLWg1sYWajZ2x5zx,0.685,0.6960000000000001,10,-8.137,1,0.0364,0.466,0.0,0.195,0.96,126.019,181787,4,181.78667,0.808,0.864,0.93,0.756
63EQVLdtGL6rZf8mPKW7QY,0.809,0.717,4,-6.602,1,0.0393,0.5740000000000001,0.0,0.089,0.919,122.463,195000,4,195.0,0.737,1.0,0.785,0.598
0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4,425.65332,0.078,1.0,0.144,0.332
69EILuL34ggLWQsa626bes,0.5740000000000001,0.96,9,-0.81,0,0.0456,0.125,2.2700000000000003e-05,0.23,0.651,105.008,181573,4,181.57333,0.658,1.0,0.625,0.572
1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,194293,4,194.29333,0.79,1.0,0.758,0.581
74ohdXevc7VsXl96ofi3Kn,0.404,0.591,11,-12.277,1,0.0724,0.256,0.0346,0.177,0.654,82.44,208667,4,208.66667,0.261,0.712,0.285,0.717
4ZVZBc5xvMyV3WzWktn8i7,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,141507,4,141.50667,0.699,1.0,0.001,0.144
5LvIl1VHaqtCJJXwrB8QR9,0.736,0.595,6,-5.847,1,0.0354,0.000512,0.0118,0.144,0.72,102.007,177480,4,177.48,0.762,1.0,0.961,0.748
0HZlND4giwzgolBpaNIRGV,0.293,0.74,7,-6.098,1,0.0399,0.445,0.00152,0.0998,0.514,118.225,289293,4,289.29333,0.056,0.958,0.618,0.535
4MLBqAEzNN89o2M9h92Z26,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,189387,4,189.38667,0.709,0.791,0.907,0.704
0oFkaYVT0tVb9v5sOaMvJv,0.35,0.186,9,-12.033,0,0.0314,0.985,0.79,0.116,0.155,75.043,152320,4,152.32,0.083,0.347,0.286,0.681
5UVsbUV0Kh033cqsZ5sLQi,0.451,0.62,8,-5.609,0,0.0361,0.145,0.0239,0.0677,0.5,123.487,199653,4,199.65334,0.608,0.826,0.649,0.542
7HIG9Utsra6sL79nA1Tn0y,0.548,0.778,7,-6.367,1,0.0551,0.279,0.0247,0.0484,0.969,120.37,181396,4,181.39578,0.54,0.985,0.701,0.581
6MTd61g9zq6CB1FnJydjEb,0.757,0.725,2,-7.259,1,0.0275,0.399,0.0,0.108,0.965,122.439,167213,4,167.21333,0.875,0.954,0.898,0.797
6aL6pPBaTMGgM558mplSnj,0.6930000000000001,0.687,5,-12.909,1,0.0973,0.5750000000000001,0.0,0.398,0.6990000000000001,108.854,174933,4,174.93333,0.742,1.0,0.606,0.599
1H5IfYyIIAlgDX8zguUzns,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280,4,261.28,0.738,0.983,0.718,0.646
0bzNvVatHKKtAudmRvar8J,0.482,0.674,9,-5.41,0,0.0321,0.548,0.0,0.135,0.617,118.048,164600,4,164.6,0.388,0.993,0.257,0.438
1aIh8C6OpXxOdM4pJatdIW,0.329,0.437,5,-8.493,1,0.0275,0.331,2.29e-05,0.116,0.204,70.572,853880,4,853.88,0.018,0.693,0.341,0.507
1mrSHPNTDdMkXpR4BiSiD7,0.637,0.916,7,-6.95,1,0.0458,0.0139,2.2800000000000005e-05,0.21,0.506,114.987,247173,4,247.17332,0.819,0.946,0.881,0.649
6ZSTinOwx5dKFYc6iYyGDn,0.414,0.167,9,-16.519,1,0.0484,0.804,0.0,0.117,0.384,133.45,207240,4,207.24,0.12,1.0,0.299,0.494
79Yk6AlSKi5dxDFINID2hS,0.678,0.535,1,-12.454,1,0.0329,0.14,2.17e-06,0.0596,0.795,107.041,211667,4,211.66667,0.834,1.0,0.963,0.66
2s1Yh0AywJhLsKKZ9vM0tm,0.598,0.484,5,-9.663,1,0.0718,0.861,0.018,0.114,0.513,109.321,180520,4,180.52,0.123,0.838,0.572,0.438
5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0575,0.305,0.0001139999999999,0.37,0.885,196.606,176333,4,176.33333,0.0,0.962,0.462,0.556
0Z3xhSOhrawLV81YdiDiiJ,0.6910000000000001,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,187533,4,187.53333,0.844,1.0,0.362,0.386
74iQ3gahRTOGc19bYadBE3,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822,291320,4,291.32,0.817,1.0,0.707,0.539
6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,1,0.0323,0.8220000000000001,0.000649,0.115,0.264,79.764,293120,4,293.12,0.002,0.862,0.451,0.596
7iN1s7xHE4ifF5povM6A48,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,243027,4,243.02667,0.186,1.0,0.842,0.72
6D8kc7RO0rqBLSo2YPflJ5,0.5740000000000001,0.786,8,-8.469,1,0.0641,0.519,0.000941,0.11,0.952,188.119,174867,4,174.86667,0.003,1.0,0.511,0.549
0emHuukZSuaOzOlsAWHj2W,0.538,0.841,9,-7.547,1,0.0375,0.0424,0.00177,0.312,0.881,93.077,231640,4,231.64,0.331,0.934,0.746,0.433
6dK0AYajyKG5xiduYXkISl,0.39,0.376,5,-15.205,1,0.0366,0.548,0.0,0.212,0.739,108.895,212773,4,212.77333,0.447,1.0,0.507,0.547
3mlMpmY8oZIBFc39D9zLbh,0.299,0.329,3,-10.096,1,0.0279,0.756,0.0105,0.0559,0.392,132.282,218187,4,218.18668,0.146,0.406,0.389,0.783
39SyB2NWiRlMtcKrI2rr4k,0.761,0.745,0,-8.509,1,0.0434,0.362,0.0,0.156,0.921,113.725,179307,4,179.30667,0.86,1.0,0.0,0.356
1CAO7hiNOxJRPW4nFv2aRO,0.673,0.673,1,-13.941,1,0.0493,0.373,0.0265,0.206,0.8250000000000001,119.994,198933,4,198.93333,0.796,1.0,0.518,0.478
50q2aUjWoTn6CJIfSPRJQA,0.532,0.244,8,-14.652,1,0.0327,0.707,4.560000000000001e-05,0.122,0.238,89.327,276000,4,276.0,0.299,0.886,0.591,0.537
7wWw7hBmErNg9u5w6Xx0vy,0.629,0.355,4,-11.123,1,0.0246,0.66,0.0006479999999999,0.173,0.471,83.886,192200,4,192.2,0.117,0.342,0.697,0.655
4ZEEcEMGjkWOfZNBcIB9yE,0.59,0.671,1,-12.484,1,0.154,0.0939,0.0,0.248,0.736,109.333,200267,4,200.26666,0.731,1.0,0.189,0.255
1KbuhBnzMHp4eq1q6flhWd,0.395,0.792,0,-5.076,0,0.0448,0.191,0.00347,0.376,0.38,98.795,215200,4,215.2,0.05,0.912,0.225,0.384
5pkd9ib1RgbkAd1R9bIOCa,0.5640000000000001,0.505,1,-14.835,1,0.0336,0.318,0.0,0.163,0.863,127.815,179933,4,179.93333,0.817,1.0,0.757,0.607
5RdhBLmB4DyFHLglRrfx63,0.51,0.515,5,-7.247,1,0.0253,0.593,1.24e-06,0.654,0.331,93.212,237760,4,237.76,0.082,0.986,0.764,0.647
22vqiTM3mI3r4P1P2N4qUi,0.413,0.6000000000000001,3,-9.096,1,0.0412,0.236,0.0,0.0457,0.725,204.692,175307,4,175.30667,0.17,0.983,0.465,0.4
6QyQmdvQ1ywNccYa0pwLNQ,0.502,0.333,7,-10.914,1,0.0264,0.6990000000000001,0.0,0.222,0.729,96.982,174360,4,174.36,0.53,0.674,0.892,0.775
0KZodeWxqxd88F9wY1cqgs,0.54,0.6880000000000001,1,-9.021,0,0.0331,0.0812,0.0,0.0857,0.5640000000000001,120.981,281232,4,281.23184,0.792,1.0,0.329,0.296
5eieTS268veCXyZoLoy7eP,0.774,0.58,1,-10.08,1,0.0512,0.158,0.0,0.0458,0.923,123.127,176704,4,176.70386,0.591,1.0,0.759,0.555
50UoJUrslRVqG0cg6uboyn,0.6000000000000001,0.5670000000000001,0,-7.163,1,0.0398,0.382,0.0,0.213,0.92,101.041,164973,4,164.97333,0.656,1.0,0.637,0.56
1IqFh00G2kvvMm8pRMpehA,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,271333,4,271.33334,0.344,0.986,0.6,0.47
39Bd345OWEhRNyfayhp9gv,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,228160,4,228.16,0.106,1.0,0.44,0.592
2ymeOsYijJz09LfKw3yM2x,0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,220573,4,220.57333,0.887,0.794,0.805,0.902
61UuPxxYUvacEH6SHIK3sU,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.602,228667,4,228.66667,0.914,1.0,0.841,0.619
0zDHmuznzH58kkLutgrbiD,0.65,0.812,1,-6.912,1,0.239,0.33,0.0001309999999999,0.0833,0.927,189.684,166386,4,166.38626,0.13,1.0,0.397,0.414
12q3V8ShACq2PSWINMc2rC,0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,233173,4,233.17332,0.044,1.0,0.257,0.377
3mDOHVY9MWZOTODSNF5GBj,0.639,0.385,2,-13.253,1,0.0759,0.284,0.00193,0.0873,0.209,131.714,171933,4,171.93333,0.271,0.94,0.566,0.508
6zV8IpLvw0tkRSVCFQJB1y,0.6890000000000001,0.2,9,-18.634,1,0.0309,0.795,0.0327,0.0893,0.478,91.787,268867,4,268.86667,0.226,0.675,0.4,0.461
1jy0RbDHyBMTupSdc98XbG,0.335,0.262,4,-13.832,1,0.0393,0.548,0.0,0.0971,0.203,68.82,237827,4,237.82668,0.199,1.0,0.874,0.74
5SwgE4wA0P7f6AEz2UQMB2,0.371,0.507,7,-9.805,1,0.0325,0.58,0.0201,0.175,0.535,91.786,295147,4,295.14667,0.052,0.824,0.703,0.703
6SvOdNsEfi7EDB0oFtH3YG,0.302,0.521,7,-5.391,1,0.0354,0.72,4.74e-06,0.123,0.364,101.814,150600,4,150.6,0.238,0.884,0.182,0.237
7hBTWJwdCkZt7IjUsENqmv,0.5660000000000001,0.585,2,-8.733,1,0.0362,0.721,0.517,0.0911,0.5670000000000001,129.475,350147,4,350.14667,0.727,0.93,0.887,0.748
6fsSZbNL7XP9gf1kJ2l155,0.476,0.677,0,-11.175,1,0.0365,0.211,0.0,0.0601,0.6910000000000001,170.879,158000,4,158.0,0.452,1.0,0.317,0.408
7KMILVTQdVS4zQ8ilTcpRO,0.487,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.8190000000000001,120.795,279200,4,279.2,0.762,0.989,0.043,0.29
4f3u4Oy0JqJRIhMmTqRcxj,0.8190000000000001,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892,185533,4,185.53333,0.838,1.0,0.0,0.26
7da5B9d2oVV16YSzXVxmrR,0.7030000000000001,0.292,1,-10.924,1,0.036,0.805,3.76e-06,0.08,0.855,84.032,147040,4,147.04,0.165,1.0,1.0,0.859
1fDsrQ23eTAVFElUMaf38X,0.529,0.482,4,-11.709,0,0.0599,0.7000000000000001,0.0,0.0842,0.492,138.453,516893,4,516.8933,0.535,0.815,0.024,0.299
63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,199396,4,199.39601,0.921,1.0,0.356,0.118
6MrILERJLA3Jcq0E9poZsp,0.381,0.186,4,-15.477,1,0.029,0.613,2.75e-06,0.0694,0.142,65.058,201000,4,201.0,0.059,0.824,0.51,0.539
26QKxvjlCo2fSd3T4c8Zpb,0.537,0.399,4,-13.547,0,0.0269,0.202,0.0546,0.109,0.8320000000000001,171.402,187110,4,187.10999,0.551,0.992,0.13,0.333
54eZmuggBFJbV7k248bTTt,0.653,0.507,11,-17.18,0,0.0534,0.687,0.0147,0.155,0.8310000000000001,123.188,252240,4,252.23973,0.528,0.988,0.292,0.402
0SxFyA4FqmEQqZVuAlg8lf,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,260666,4,260.66638,0.119,0.99,0.584,0.725
0cFlXjTxFdMGGPfLVpt3Wv,0.418,0.402,10,-12.942,1,0.0288,0.226,0.0,0.103,0.601,133.683,216280,4,216.28,0.332,0.996,0.103,0.233
5YLnfy7R2kueN0BRPkjiEG,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,196827,4,196.82668,0.551,0.955,0.477,0.579
5X3XrHlCFVGqNKpGp85xVC,0.634,0.56,0,-10.883,1,0.037,0.681,0.0,0.367,0.88,131.641,188227,4,188.22667,0.579,1.0,0.619,0.431
57KfogSy3eKuk5JHLKwCJv,0.594,0.529,0,-9.338,1,0.0287,0.276,3.92e-05,0.148,0.507,109.7,185653,4,185.65334,0.74,1.0,0.893,0.713
3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,258835,4,258.8346,0.091,1.0,0.752,0.676
54pvEYFocTlvIAQOfXSjqV,0.558,0.528,8,-6.265,0,0.032,0.625,7.49e-05,0.104,0.606,171.797,221373,4,221.37334,0.657,1.0,0.779,0.633
2BY7ALEWdloFHgQZG6VMLA,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.8260000000000001,125.276,186827,4,186.82668,0.82,1.0,0.444,0.573
4XcUADpOth9Wroq5EVMFJq,0.6880000000000001,0.577,11,-12.093,1,0.0292,0.493,1.04e-05,0.528,0.961,109.077,206080,4,206.08,0.765,1.0,0.787,0.733
4z51Gf7Ppt9Lmu5zmnUIz9,0.495,0.307,9,-18.168,1,0.0403,0.26,5.2100000000000006e-05,0.103,0.802,80.97,183933,4,183.93333,0.27,0.996,0.559,0.563
0ZFqB9g2FujbmMSrjqsL3j,0.435,0.161,5,-10.84,1,0.0298,0.911,0.000214,0.113,0.291,136.166,167387,4,167.38667,0.129,1.0,0.954,0.796
2L8mIvM1OwkJyGb3WwDFT3,0.767,0.517,4,-9.908,1,0.195,0.791,0.000186,0.078,0.846,144.322,223573,4,223.57333,0.624,1.0,0.972,0.755
0DcrhZ12WcCqruCs8ibXSf,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,164733,4,164.73334,0.767,1.0,0.953,0.678
7MiLmLbwNoyf47xQ4TCVYp,0.8170000000000001,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,419640,4,419.64,0.712,0.883,0.083,0.315
3l2hbXdvmaH3tUd3qWLKgm,0.392,0.681,0,-8.723,1,0.0367,0.408,2.31e-05,0.375,0.711,171.162,205880,4,205.88,0.249,1.0,0.48,0.547
6Ro2z4RtAUew9Kz2HZWZUi,0.294,0.528,8,-10.01,1,0.0471,0.234,0.0,0.147,0.452,200.813,284907,3,284.90668,0.033,1.0,0.294,0.433
2DnJjbjNTV9Nd5NOa1KGba,0.66,0.68,0,-8.18,1,0.0313,0.153,6.7e-06,0.0784,0.671,106.187,258411,4,258.41107,0.505,1.0,0.438,0.676
1h2xVEoJORqrg71HocgqXd,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,245493,4,245.49333,0.558,0.915,0.399,0.782
6WCeFNVAXUtNczb7lqLiZU,0.621,0.8,4,-7.284,0,0.0344,0.0264,1.5300000000000003e-05,0.059,0.968,149.908,235440,4,235.44,0.584,0.845,0.39,0.389
3gsCAGsWr6pUm1Vy7CPPob,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,286920,4,286.92,0.149,0.998,0.353,0.48
28285KFbyCq8sJofn58qlD,0.743,0.5720000000000001,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,178400,4,178.4,0.915,1.0,0.75,0.608
4ZObql2ASJn1bvasBzjlyI,0.457,0.406,5,-13.51,0,0.168,0.852,0.0,0.138,0.613,173.012,220520,4,220.52,0.048,0.758,0.654,0.482
3NXES1knSS2eUCgkr77QU6,0.617,0.634,5,-10.982,1,0.0525,0.317,3.42e-06,0.0747,0.597,88.183,207440,4,207.44,0.321,1.0,0.463,0.394
0n2pjCIMKwHSXoYfEbYMfX,0.519,0.46,11,-14.53,1,0.0688,0.8230000000000001,5.97e-05,0.243,0.675,132.082,178200,4,178.2,0.678,1.0,0.48,0.564
2l0Z9fY1E8Bep8opmhmDhq,0.628,0.669,2,-14.636,0,0.0932,0.0901,0.898,0.237,0.5,96.152,284293,4,284.29333,0.339,0.842,0.0,0.205
0Oj0TT23GBH2XuHAaSsloH,0.41,0.361,5,-14.061,1,0.0351,0.431,0.000174,0.0779,0.134,120.0,247733,4,247.73334,0.323,1.0,0.793,0.69
