Song,Artist,Track ID
evergreen,barbra streisand,2IcqY68BxP1ONPi3ME6aje
rich girl,daryl hall,0qRR9d89hIS0MHRkQ0ejxX
dancing queen,abba,0GjEhVFGZW8afUYGChu3Rr
don't give up on,david soul,2EDWTamwVRo9XZ6LapRDGA
don't leave me this,thelma houston,2rBBhFXtuMoGuwYTSDpAdF
southern nights,glen campbell,7kv7zBjMtVf0eIJle2VZxn
hotel california,eagles,40riOy7x9W7GXjyGp4pjAv
when i need you,leo sayer,2TcwEYyydQuEMJwdmSgVLD
sir duke,stevie wonder,4pNiE4LCVV74vfIBaUHm1b
i'm your boogie man,kc and,6mjlbRIgMTf2nqY0kq1rOJ
dreams,fleetwood mac,0ofHAoxe9vBkTCp2UQIavz
got to give it,marvin gaye,7ohR0qPH6f2Vuj2pUNanJG
gonna fly now,bill conti,7iXYRR70wewzVYzWScm99j
undercover angel,alan o'day,1DgW5aYMFM5mAXh7OAoLQe
da doo ron ron,shaun cassidy,0BTjoeNHz0mSjXCZO4hzad
looks like we made,barry manilow,3QqO9FxVrikwo7kS5ls3kQ
i just want to,andy gibb,5VMRcR2OmIuK0jQgy6Wbs2
best of my love,the emotions,2M2WJ7gBlcKNxdhyfPp9zY
star wars theme cantina,meco,4MVA30NmvNtpbDon1ZG7mk
you light up my,debby boone,3dFR132gzO8jxD57R2gid3
how deep is your,bee gees,2JoZzpdeP2G6Csfdq5aLXP
baby come back,player,41sGGCCoHI2GLV9qadX80A
stayin' alive,bee gees,3mRM4NM8iO7UBqrSigCQFH
thicker than water,andy gibb,2OEIohmLSRsLZnrHmksxJN
night fever,bee gees,5KgbyD2lQQlIupAaPjgiXg
if i can't have,yvonne elliman,6GQLHDE3YwtVUdDcMv8xwf
with a little luck,wings,0wLpW3AwfNicWHef8joJLb
too much too little,johnny mathis,23jNwwtRqBSujsMT41gODf
you're the one that,john travolta,0B9x2BRHqj3Qer7biM3pU3
shadow dancing,andy gibb,0tXDpd0SXFiMuqid8EqS7C
miss you,the rolling,3hJLKtTpgct9Y9wKww0BiR
three times a lady,commodores,4ztwMHfPZhPoruZdBbgriM
grease,frankie valli,5Vrczz39CvlD3OGCa6utoA
boogie oogie oogie,a taste,1Rl9GHgsflyIVqBRyO45Zo
kiss you all over,exile,3FGcQkWQlkeB82RdZwlw8V
hot child in the,nick gilder,4F1DV1FrB68LNpmlvQs01N
you needed me,anne murray,5d4E1hgkLyb7sXr5J3InnM
macarthur park,donna summer,42tYHqMxXxXHAAWqLaoOfQ
you don't bring me,barbra streisand,7qmqeHzgNQTOnl1NUgRFO4
le freak,chic,7Kszjzps0xbQXyo1pO4KfE
too much heaven,bee gees,6T5GTy1l6dRmagqpNPjdoc
da ya think i'm,rod stewart,4z7maGZkAonDlXlwo8q69f
i will survive,gloria gaynor,6fw12s3vAJQAt7lbICodwC
tragedy,bee gees,6UXXeFqMBGiqjkzQzkMT3E
what a fool believes,the doobie,2yBVeksU2EtrPJbTu4ZslK
knock on wood,amii stewart,0OUYuErgyc097NzSRff8UI
heart of glass,blondie,4v2rkl1mC3zVAz0nXMx9r4
reunited,peaches herb,7wbPfd2mXbStoZZSnHNd2V
hot stuff,donna summer,2zMJN9JvDlvGP4jB03l1Bz
love you inside out,bee gees,73V1mhbDb7K0lqlHB82iN5
ring my bell,anita ward,7GK2KVYH8FrTC9zehmjVMd
bad girls,donna summer,1ibRqifchaAfeNdQGpbRVW
good times,chic,2wYKNcoqKW4IEcllj42xz1
my sharona,the knack,1HOMkjp0nHMaTnfAkslCQj
sad eyes,robert john,3w3rLh6wmne91BS2rwgcog
don't stop 'til you,michael jackson,46eu3SBuFCXWsPT39Yg3tJ
rise,herb alpert,1TsmHRIXvMTLP7Vu53XsUV
pop muzik,m,6z3HAUZpAyJ0ctsbAwAiw3
heartache tonight,eagles,2bzgKuK3pVez40qUvo8sYr
still,commodores,2LdtluFBgL8cuSo9nkvJ57
no more tears,barbra streisand,1wSPm3y4Lk6ABkVxCmwkZx
babe,styx,5W7YROOF6bFfBexY81LFjt
escape,rupert holmes,5IMtdHjJ1OtkxbGe4zfUxQ
please don't go,kc and,6dw6BquK0Mv72p6HpusqKN
rock with you,michael jackson,7oOOI85fVQvVnK5ynNMdW7
do that to me,captain tennille,0m4jVVZrsv0bLkAr1uM6UG
crazy little thing called,queen,35ItUJlMtjOQW3SSiTCrrw
another brick in the,pink floyd,4gMgiXfqyzZLMhsksGmbQV
call me,blondie,7HKxTNVlkHsfMLhigmhC0I
funkytown,lipps inc.,5Q6GRDSFdRwE7H37dQop9u
coming up,paul mccartney,4Ku6X72Q815qNd7ChuiDdD
it's still rock and,billy joel,64UioB4Nmwgn2f4cbIpAkl
magic,olivia newton-john,56BSwBKWHYldQOgYLHiehs
sailing,christopher cross,4ogaI0XfmAunA0LyjveMSF
upside down,diana ross,3pbtBomO4Zt5gGiqsYeiBH
another one bites the,queen,57JVGBtBLCfHw2muk5416J
woman in love,barbra streisand,1pTGc8pwyo6xtgXBKCBcFn
lady,kenny rogers,5Pj5zrq2nbKcAekH1AxbrO
starting over,john lennon,5y0YreEOnQiKFAnCrcFIXz
the tide is high,blondie,165NAtd2DRPKNQ6EVY0VG9
celebration,kool the,3K7Q9PHUWPTaknlbFPThn2
9 to 5,dolly parton,4w3tQBXhn5345eUXDGBWZG
i love a rainy,eddie rabbitt,0zvNHIL7ci0ZzIoWU6RO2u
keep on loving you,reo speedwagon,4rcHWl68ai6KvpXlc8vbnE
rapture,blondie,6F2vo4sxRNQ58VYe3pdiaL
kiss on my list,daryl hall,7cDzJyC95jtGO9zAeZsWOg
morning train,sheena easton,1qvDt6W8oaTO9Q4pFNMFEm
bette davis eyes,kim carnes,0odIT9B9BvOCnXfS0e4lB5
medley,stars on,1gQPqkrPZ1RypZvSYEAygs
the one that you,air supply,3FDAd5vW4P7xe1GBNOLyfD
jessie's girl,rick springfield,5RsUlxLto4NZbhJpqJbHfN
endless love,diana ross,0rt0dZ11FVsvprbarag5tk
arthur's theme,christopher cross,5fnOrhQ4KgT5irGCjIccGH
private eyes,daryl hall,5HQ639Z3ms3hnZx0KfWnkp
physical,olivia newton-john,4gitetlGHZ9LfuJhwUhEhF
i can't go for,daryl hall,41dDygR3r7e926oGUXfrLt
centerfold,the j.,1ynmMEK1fkyiZ6Z6F3ThEt
i love rock 'n,joan jett,2Cdvbe2G4hZsnhNMKyGrie
chariots of fire -,vangelis,3zmXCcrMKpGho2sTRZG1Ux
ebony and ivory,paul mccartney,3fVSMbeq8tY3G85yxcJwRU
don't you want me,the human,3L7RtEcu1Hw3OXrpnthngx
eye of the tiger,survivor,2HHtWyy5CgaQbC7XSoOb0e
abracadabra,the steve,2E2ZVy2fxslpAUgbb4zu84
hard to say i'm,chicago,07TnWCHrFkvF61GzJuLVt0
jack & diane,john cougar,43btz2xjMKpcmjkuRsvxyg
who can it be,men at,5rfJ2Bq2PEL8yBjZLzouEu
up where we belong,joe cocker,4U6mBgGP8FXN6UH4T3AJhu
truly,lionel richie,7AslBsiVLQAGrmFmi79ZeK
mickey,toni basil,5G9KcZaxfCysfv4EryCB9b
maneater,daryl hall,7j74lucZ59vqN67Ipe2ZcY
down under,men at,3ZZq9396zv8pcn5GYVhxUi
africa,toto,2374M0fQpWi3dLnB54qaLX
baby come to me,patti austin,65bvH7egzl7h9f7uJmqGV4
billie jean,michael jackson,7J1uxwnxfQLu4APicE5Rnj
come on eileen,dexys midnight,3MrWxJaD2AT0W9DjWF64Vm
beat it,michael jackson,3BovdzfaX4jb5KFQwoPfAw
let's dance,david bowie,3ix6K4wZY29bCujrSznwFZ
flashdance what a feeling,irene cara,3cbV252akVZInSvJk7jAYX
every breath you take,the police,1JSTJqkT5qHq8MDJnJbRE1
sweet dreams,eurythmics,1TfqLAPs4K3s2rJMoCokcS
maniac,michael sembello,0QKfiqpEU4h9ycPSzIFwYe
tell her about it,billy joel,6kCJMxv445L2okuTiou1fR
total eclipse of the,bonnie tyler,7wuJGgpTNzbUyn26IOY6rj
islands in the stream,kenny rogers,6dnco8haegnJYtylV26cBq
all night long,lionel richie,4giIdAr7Plyu5LQzBOR4FP
say say say,paul mccartney,1db0gbTSKdRQum8VlbNkiO
owner of a lonely,yes,0GTK6TesV108Jj5D3MHsYb
karma chameleon,culture club,2wSAWEYUHkt92X4SBAPqZE
jump,van halen,7N3PAbqfTjSEU1edb2tY8j
footloose,kenny loggins,6W2VbtvMrDXm5vYeB7amkO
against all odds,phil collins,63CHa6rmamv9OsehkRD8oz
hello,lionel richie,0mHyWYXmmCB9iQyK18m3FQ
let's hear it for,deniece williams,4VyU9Tg4drTj2mOUZHSK2u
time after time,cyndi lauper,7o9uu2GDtVDr9nsR7ZRN73
the reflex,duran duran,4sz1Ng2Cgidfqqiy0pNL6R
when doves cry,prince,6sby78fghipoXHQLeeZFFH
ghostbusters,ray parker,3m0y8qLoznUYi73SUBP8GI
what's love got to,tina turner,3ErsOxqe2RmXkR65wkygDz
missing you,john waite,1Qrdlkgg9I4J7r3P4kZNwr
let's go crazy,prince and,6FMIVQPZg9cmMY8hPxAacD
i just called to,stevie wonder,6RNDeRnWsRMjPdNVgupZCs
caribbean queen,billy ocean,4JEylZNW8SbO4zUyfVrpb7
wake me up before,wham!,0ikz6tENMONtK6qGkOrU3c
out of touch,daryl hall,7o67roCVsFiCt7Cf0ZLOJq
like a virgin,madonna,1ZPlNanZsJSPK5h9YZZFbZ
i want to know,foreigner,1JLn8RhQzHz3qDqsChcmBl
careless whisper,wham!,5WDLRQ3VCdVrKw0njWe5E5
can't fight this feeling,reo speedwagon,5WwqdeavrQrbeAMDxGawse
one more night,phil collins,6fkvIT9KFKxO8poBeKfaEf
we are the world,usa for,3Z2tPWiNiIpg8UMMoowHIk
crazy for you,madonna,6G7PVlifniapyhDCmWS2VM
don't you,simple minds,3fH4KjXFYMmljxrcGrbPj9
everything she wants,wham!,5hXEcqQhEjfZdbIZLO8mf2
everybody wants to rule,tears for,4RvWPyQ5RL0ao9LPZeSouE
heaven,bryan adams,7Ewz6bJ97vUqk5HdkvguFQ
sussudio,phil collins,4qM461TqtpnP4GLRIXwEnW
a view to a,duran duran,6I4snLrVOrJsLdd43isc27
everytime you go away,paul young,0IpfTMKENGLJcULkMnU8Rb
shout,tears for,2gQaQUhDCNGfBVXTvxAmXQ
the power of love,huey lewis,2olVm1lHicpveMAo4AUDRB
st. elmo's fire,john parr,1A2PWRltFrX8iB8IP3CUgo
money for nothing,dire straits,4yqtwO7MQIIXqoiRBPHAgR
oh sheila,ready for,5PM96PMKMfD1lLX2lryUsG
take on me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L
saving all my love,whitney houston,1lx8ddGT5wCD6W2xmLeRKG
part-time lover,stevie wonder,0Dm43YLUlGdePpSbI1ct8h
miami vice theme,jan hammer,1biP5gM7Le8S3E7GJEKgXC
we built this city,starship,6OnfBiiSc9RGKiBKKtZXgQ
separate lives,phil collins,6DEFVerhYVJ6ZkPJiPl5Sm
broken wings,mr. mister,78FHUZRbFDCG6VkRAQdFLm
say you say me,lionel richie,17CPezzLWzvGfpZW6X8XT0
that's what friends are,dionne friends,1OzrlK57iLTIjmbZC1ppWM
how will i know,whitney houston,5tdKaKLnC4SgtDZ6RlWeal
kyrie,mr. mister,5BXj1QDRU77J1ngVavG1tI
sara,starship,0HzjKCZmFhwcO2vnnHpj9q
these dreams,heart,22wWxHGHRH8gZXNDXRgSqY
rock me amadeus,falco,0DfG1ltJnZyq4Tx3ZLL7ZU
kiss,prince and,62LJFaYihsdVrrkgUOJC05
addicted to love,robert palmer,5izGeTxueiFX1UPFGohY9w
west end girls,pet shop,2Di0qFNb7ATroCGB3q0Ka7
greatest love of all,whitney houston,6yJxCltgtmGxIgKOS6ndnu
live to tell,madonna,095MMFhB9qxPx2VsmvjnUs
on my own,patti labelle,5HrVgmO1govSOrPUehW1VV
there'll be sad songs,billy ocean,1mP8BJQBRZWjSQLVmxQEyG
holding back the years,simply red,1yg7fwwYmx9DQ2TdXUmfpJ
invisible touch,genesis,0xpBr84T3FTm9j4D1MdPtk
sledgehammer,peter gabriel,4AUS8KNz7zX8XFu9L38GT0
glory of love,peter cetera,1eyq8cjUQ2daFthW2PC2GM
papa don't preach,madonna,6A8OnjnpShshNpcqWtZRjr
higher love,steve winwood,4ZExvJvQXPEeYzGU0N3THi
venus,bananarama,4XX1pFUkQOZTYp6Hb6a6Ae
take my breath away,berlin,15MJ5NThPjj6xhPcts8MiY
stuck with you,huey lewis,2cFl7utlqyZjCXN1G5nRvA
when i think of,janet jackson,3mJ6pNcFM2CkykCYSREdKT
true colors,cyndi lauper,2A6yzRGMgSQCUapR2ptm6A
amanda,boston,4gpext9x0CbdD9NWaa4nDj
human,the human,1JQnfjrA01XFf6MVNMkQu2
you give love a,bon jovi,0rmGAIH9LNJewFw7nKzZnc
the next time i,peter cetera,7zSDDsIlks515d0tZGM64x
the way it is,bruce hornsby,6V50MyHPGhEmwYu0Wdyf0t
walk like an egyptian,the bangles,1Jwc3ODLQxtbnS8M9TflSP
shake you down,gregory abbott,7wQ9alB79WZb0F5gFLbxSh
at this moment,billy vera,2ys7ertrMVHK0z1oTj1Ujv
open your heart,madonna,3kme5Qos8h04yrKxsgur79
livin' on a prayer,bon jovi,37ZJ0p5Jm13JPevGcx4SkF
jacob's ladder,huey lewis,0huRoriGPIi0vSHFV2f3C9
lean on me,club nouveau,28sxgM4sBLWbHq9KbOLuE8
nothing's gonna stop us,starship,3X7uFMzJrEE0sxn62qd8Ch
i knew you were,aretha franklin,2gJDyiRxxIglLXp545SPVL
died in your arms,cutting crew,4ByEFOBuLXpCqvO1kw8Wdm
with or without you,u2,6ADSaE87h8Y3lccZlBJdXH
you keep me hangin',kim wilde,1wEeNtO7z41aUqC80shxqK
always,atlantic starr,5ecomU85GzPgOJZ315oZ88
head to toe,lisa lisa,5VzqFMyPERPObMOzZdELuK
i wanna dance with,whitney houston,2tUBqZG2AbRi7Q0BIrVrEj
alone,heart,54b8qPFqYqIndfdxiLApea
shakedown,bob seger,303oOLP2Jf6M4rke52qItM
i still haven't found,u2,6wpGqhRvJGNNXwWlPmkMyO
who's that girl,madonna,3G0NNqwQ1sqRpySr6soHlH
la bamba,los lobos,0uMMLry3hzWGn3q3loqMkm
i just can't stop,michael jackson,2fytePz8UsbUr8n33QBEcm
didn't we almost have,whitney houston,19wadMw1A8XejDV4p5wMt1
here i go again,whitesnake,1qOU8KzFifXE9YrgjVwYvc
lost in emotion,lisa lisa,3zsyZzMZiKlFiiW1VnerX9
bad,michael jackson,5lWFrW5T3JtxVCLDb7etPu
i think we're alone,tiffany,4uvjOKsp7mSjrDhWdkLPBY
mony mony,billy idol,2LbkpJUH052AvFcNIgjHTO
the time of my,bill medley,6W7ztLBiRzBN46ZaPAcQ0F
heaven is a place,belinda carlisle,3EvpaRZkKWxsgDIO2zMH7g
faith,george michael,0HEmnAUT8PHznIAAmVXqFJ
so emotional,whitney houston,4l2Edgdj4vla02GCh7YyAv
got my mind set,george harrison,4wswaG5vmNINMZcVBsAyBP
the way you make,michael jackson,76HKOVWqsEg26SECtmw7Rz
need you tonight,inxs,5eU8qMd0TpaLqTGDZJaLDs
could've been,tiffany,1xvGuRbLxTkpb5UdUG7HME
seasons change,expose,4b2qn7YRQkVAsbC8pWa7yn
father figure,george michael,0L0T4tMAaGqLgIVj1MOj9t
never gonna give you,rick astley,4PTG3Z6ehGkBFwjybzWkR8
man in the mirror,michael jackson,1kiNatIrwDusOZfR29W0LJ
get outta my dreams,billy ocean,2D4D3hiOf5U0W6SvJoCQph
where do broken hearts,whitney houston,7tLtIZclwLWk54PFAyDv5T
wishing well,terence trent,2bvzxeD1hPWEYotw40Euq9
anything for you,gloria estefan,3EIodfe9XNJJCq9dIYg3ng
one more try,george michael,5932kbyNt445gDTT2chRUS
together forever,rick astley,00isIFJWVpXIQ8HkGICSQp
foolish beat,debbie gibson,0KhiesN7gLBPEQhKsBmrI1
dirty diana,michael jackson,6JZYMxvcoeLD4IifJPvDux
the flame,cheap trick,528CAH5pTLq86oZ52fHifA
hold on to the,richard marx,3F2YXxSOC9dPmxXdrh6mYl
roll with it,steve winwood,2QlPByrmEO9XciNBXCrawR
monkey,george michael,2nzPzkGP9QSZ1lqvXTfyzT
sweet child o' mine,guns n',7snQQk1zcKl8gZ92AnueZW
don't worry be happy,bobby mcferrin,4hObp5bmIJ3PP3cKA9K9GY
love bites,def leppard,3Dfy8YIxq89i84t108TvMi
red red wine,ub40,4uOKFydzAejjSFqYbv1XPt
groovy kind of love,phil collins,3BSi5qoJGLab7rn7zfmTPA
kokomo,the beach,5qHYXcVvc9xsFB2uH7GpMN
wild wild west,the escape,4Qn1QhHhUT01LfpBnC7xnf
bad medicine,bon jovi,72hcFp4tYkd3dbNA9dZ3Pv
baby i love your,will to,7zMMs6D2XAx1kPlM2ibFc8
look away,chicago,2dEVFDQ9Z9Gyl73yhoKl65
every rose has its,poison,43GS3mtezoIFiuIZCLLiDY
my prerogative,bobby brown,0v9kGNjkKdQUdDoBIuiph4
two hearts,phil collins,0vDSWxRlWN0LWsSQdGIPuE
when i'm with you,sheriff,3RJof5CojqlbgZ5adHw50O
straight up,paula abdul,5xl5582IihbEZAnfj0xyso
lost in your eyes,debbie gibson,6PMDILZiYo4YzMBbE0dGK9
the living years,mike the,7tJnjRY2js0yXtNUWE4fgF
eternal flame,the bangles,4xiaE15ARCs5CVPA6J8gmC
the look,roxette,79LdvxXi5JYUjhnO7v9Fi3
she drives me crazy,fine young,4d6eqRtpDX7tydHJGDZUBQ
like a prayer,madonna,1z3ugFmUKoCzGsI6jdY4Ci
i'll be there for,bon jovi,07HqIg8BnB1lJElnw2ZiSR
forever your girl,paula abdul,0lmS0Wofcv7B7uFYssSKta
rock on,michael damian,6e3O5XkMEhMAatdKnOlZPh
wind beneath my wings,bette midler,2Pxqs0WmxxHTV5QaTdmt3Q
i'll be loving you,new kids,1cy5US2dffz6QGBAIzOGkq
satisfied,richard marx,4V87hYB94wu8DFtd901riK
baby don't forget my,milli vanilli,3t4EJY6cTsb6FyP1EQzajK
good thing,fine young,6lRkdG1HurVS72F9GoBeWJ
if you don't know,simply red,7DFawVSjI88xR9mjnWwURg
toy soldiers,martika,4jh9olf0OKCokpzxSyLeJx
batdance,prince,4DbUk1qwcz9KKcUY4t8f8u
right here waiting,richard marx,4LFwNJWoj74Yd71fIr1W8x
cold hearted,paula abdul,6jrp8qBMJO6vhAeYVAsdk9
hangin' tough,new kids,16flEBCtUF67V5yO0GxYWn
don't wanna lose you,gloria estefan,4tEpvocDTdNVR9DYxnJTFy
girl i'm gonna miss,milli vanilli,122vb6LtwACmfBIWpwmN1w
miss you much,janet jackson,4r5VaK6H1bq0cTGPMTN97Z
listen to your heart,roxette,1qIKynV6YQZgocodkPdCy7
when i see you,bad english,0tKjVEJlX3IZ5L1rEJc5hh
blame it on the,milli vanilli,0UUpyDCYzkziXJ1TM4awHM
we didn't start the,billy joel,3Cx4yrFaX8CeHwBMReOWXI
another day in paradise,phil collins,1NCuYqMc8hKMb4cpNTcJbD
how am i supposed,michael bolton,3RMeOetCdXttthQK0clPuz
opposites attract,paula abdul,7z38bideBRvGAgjXe2SECm
escapade,janet jackson,5HAv1Ckfe50DUjv8ghwTrz
black velvet,alannah myles,1KU5EHSz04JhGg3rReGJ0N
love will lead you,taylor dayne,3HLgjHYaEhKFvV4SSvI9Te
i'll be your everything,tommy page,4K0fYuC7qJx5P7Yh0Ch2zo
nothing compares 2 u,sinead o'connor,5GHY1DFWKz3Prg2V0Iodqo
vogue,madonna,27QvYgBk0CHOVHthWnkuWt
hold on,wilson phillips,4VZDv8sASBS8UruUBGTFdk
it must have been,roxette,6kvoHl80mfCVTv7XnZkjQn
step by step,new kids,6J6RWKCPN5RFKHUKEUFjxS
she ain't worth it,glenn medeiros,3Mn0WiIUimQrekCDxzaCGV
vision of love,mariah carey,0gLQ6jhJsyYfl7PrD1RZ7X
if wishes came true,sweet sensation,5gAdATsfINRIljv4LbrKX2
blaze of glory,jon bon,1sUTfgduT0WIQO8kXKXxLC
release me,wilson phillips,1rIy3lkFJnMsTLZpxFmYU8
love and affection,nelson,3JjY2L2bqql54j1SjnjQ23
close to you,maxi priest,33I3oS8UkebR3KRvqxD9X0
praying for time,george michael,72LKSYwvDYp9acfM5TEgBK
i don't have the,james ingram,5In7xBveNACCRX2uWNoPuW
black cat,janet jackson,4tYpYYoOI7WDxbCnPninwE
ice ice baby,vanilla ice,3XVozq1aeqsJwpXrEZrDJ9
love takes time,mariah carey,48l7PNpT2fBoT4cdLW6EzP
i'm your baby tonight,whitney houston,3SmPl0CGxvvkQCrTv7edEE
because i love you,stevie b,31KFfR180bYoPqqy671tXm
justify my love,madonna,6NBGabiAuQklrfkufcOqlN
love will never do,janet jackson,1SkJ8HjZUZRPYT3R2rh5sA
the first time,surface,60Iwu57QTP1EyEiy3tf2nB
gonna make you sweat,c c,7eheoW4hxrH51ww2QePVwF
all the man that,whitney houston,07M76e7IXxYdnC1BBiJxEX
someday,mariah carey,6TSM5vkz0WzyZsNAKKYDcw
one more try,timmy t.,2drQ6wg2hdl6RDslarifh8
coming out of the,gloria estefan,5x9MJycRilBm2SNavzt9yF
i've been thinking about,londonbeat,02KLiEs31kxh1krQJezlTL
you're in love,wilson phillips,5KNbCF0FpIWuPE8x6bhGgw
baby baby,amy grant,3IDsegNBHC4pjGCOMTQYlU
joyride,roxette,4wj8ppW6nJ5hYlgfeJNBn2
i like the way,hi-five,0u16RbrSY7DWF3WAr0aaZ3
i don't wanna cry,mariah carey,1hFtJ5rV3aAm58ErijHdFO
more than words,extreme,1gVgkQFOKa8Wc1HYsJtPdH
rush rush,paula abdul,015qd1I4v00JIoK7yOUgKC
unbelievable,emf,5VYTKiOnHw4iTrB9pG3yum
i do it for,bryan adams,6eBK3edMW7bEzecF1eCezc
the promise of a,paula abdul,5m8xVZhlM7E2mL9uuxZpF6
i adore mi amor,color me,05R2lE5g9hnaSmxIrUl3C0
good vibrations,marky mark,5hWdgGVcfTeLPAiHM6EZG9
emotions,mariah carey,0cELvuwJW1acISUHYB6suj
romantic,karyn white,1eDCizNe4EQMj7okkjIeXo
cream,prince and,4QnjK45IBBZRVRWTEeZ3T8
when a man loves,michael bolton,3ascnOSOR5MX901ylGuhcl
set adrift on memory,p.m. dawn,1n00Xu0vbe6jUaR3df4hqX
black or white,michael jackson,7EsjkelQuoUlJXEw7SeVV4
all 4 love,color me,4XmsMIMjvDIFEjeY3ycMzW
don't let the sun,george michael,6Zkulfbv0ebe7tukkftvd1
i'm too sexy,right said,1MQrMQwfqjgOjXEUaN9AMd
to be with you,mr. big,0eifvmNPHWaSh4IKNR4Xva
save the best for,vanessa williams,7okbmgA8lRBGl5limZ7LFM
jump,kris kross,27AHAtAirQapVldIm4c9ZX
i'll be there,mariah carey,5t1OvYkhjQzWrxlE3UcDb6
baby got back,sir mix-a-lot,1SAkL1mYNJlaqnBQxVZrRl
this used to be,madonna,637V2ymBt4Ljlbz4EmRys8
end of the road,boyz ii,3l3xTXsUXeWlkPqzMs7mPD
how do you talk,the heights,2QVHmiFTjFsHyxONRdbkcq
i will always love,whitney houston,4eHbdreAnSOrDDsFfc4Fpm
a whole new world,peabo bryson,4tS8xQfyPGc7f4lJ1JP6BX
informer,snow,2LjiPAQOVazT8sRyXL3XRs
freak me,silk,5CdJveJgiGXoGwDFqF6afp
that's the way love,janet jackson,29rQJydAlO0uMyWvRIZxQg
weak,swv,71EHOyEOhNx1SzTebRRyng
can't help falling in,ub40,7ojJ4XvqBhBcteM0zjMebT
dreamlover,mariah carey,5m9aremBVDMMMAP1tfFCbx
i'd do anything for,meat loaf,391CwgcBxvUHmEKda2b5In
again,janet jackson,0IaMMHVbpJ0LrRAeigWOXr
hero,mariah carey,5mgCMlxQW7fmHbrdJuowbB
all for love,bryan adams,0dkeKH0PsiIFQJh8tmjPTF
the power of love,celine dion,5kK1Iru9ogP3Iy1zsANU1n
the sign,ace of,0hrBpAOgrt8RXigk83LLNE
bump n' grind,r. kelly,0DBIL8arX0Zo6eAuxNIpik
i swear,all-4-one,4WUnM4KNZ0kjp0CUeoyOnS
stay,lisa loeb,73QZwkXJa4BXj0Lbh82jxA
i'll make love to,boyz ii,61sQYdFNS6sEBYCyr1q5gn
on bended knee,boyz ii,7MYmo0JJJDmu4MZTSAF9y3
here comes the hotstepper,ini kamoze,3QRM0qZB7oMYavveH0iEqx
creep,tlc,1aWV3uY3SIEZVbmv45oFWS
take a bow,madonna,5oqukcHWfqq7HGjyKwLX1y
this is how we,montell jordan,6uQKuonTU8VKBz5SHZuQXD
have you ever really,bryan adams,32Gf5A7Hr8RdgggXG0Fdks
waterfalls,tlc,6qspW4YKycviDFjHBOaqUY
kiss from a rose,seal,3YKptz29AsOlm7WAVnztBh
you are not alone,michael jackson,3AoeaZs8dFemFJr3JdzOL0
gangsta's paradise,coolio,1DIXPcTDzTj8ZMHt3PDt8p
fantasy,mariah carey,6xkryXuiZU360Lngd4sx13
exhale,whitney houston,1X3ypzPnyerpZuMqrDFK29
one sweet day,mariah carey,7ySbfLwdCwl1EM0zNCJZ38
because you loved me,celine dion,28UMiBhn383n9S7GL4tsxD
always be my baby,mariah carey,2aBxt229cbLDOvtL7Xbb9x
tha crossroads,bone thugs-n-harmony,5KSJ9k1FYjFLnIRlJT2wF8
how do u want,2pac,2S2x5N5VJNn7vqYukvoFFC
you're makin' me high,toni braxton,5bJ796cOnGBzSN5bm4mwMj
macarena,los del,4oaj36KzXRgDg4McgcTsZK
no diggity,blackstreet,6MdqqkQ8sSC0WB4i8PyRuQ
un-break my heart,toni braxton,5Ihd9HrPvOADyVoonH9ZjB
wannabe,spice girls,1Je1IMUlBXcx1Fz0WE7oPT
can't nobody hold me,puff daddy,1EM23A621Z0QyTlWKu7T1l
hypnotize,the notorious,7KwZNVEaqikRSBSpyhXK2j
mmmbop,hanson,0lnxrQAd9ZxbhBBe7d8FO8
i'll be missing you,puff daddy,3QHONiXGMGU3z68mQInncF
mo money mo problems,the notorious,4INDiWSKvqSKDEu7mh8HFz
honey,mariah carey,5NaOWLOmVjcA3M5spRATN9
4 seasons of loneliness,boyz ii,027tq4cWr0kRxLTfdxvM1L
candle in the wind,elton john,1L9fzw2pXprOqtemTwtxXF
truly madly deeply,savage garden,2ntpyUU3itxHWcJnOJmVic
together again,janet,1aJnGme5ZRltYTp8FJ52eZ
nice & slow,usher,5L0KDoZklMgs9GPoonneEl
my heart will go,celine dion,33LC84JgLvK2KuW43MfaNq
gettin' jiggy wit it,will smith,0weAUscowxeqDtpCgtbpgp
all my life,k-ci jojo,5GorFaKkP2mLREQvhSblIg
too close,next,5IFCyWplye09HytIP80RCF
my all,mariah carey,3RSpK5Y0y5tl25qvssrwJ6
the boy is mine,brandy monica,6sHsXIJoEN5JpdkGMQDJxt
i don't want to,aerosmith,5qlJg0Wbj3sslxfwiaRNpq
the first night,monica,5rWzxloNXvbRPhlC1O2b6T
one week,barenaked ladies,29hBRadFZf9QTGRHZmxm65
doo wop,lauryn hill,0uEp9E98JB5awlA084uaIg
lately,divine,0cv9WHEizHUkZAo0kXorgA
i'm your angel,r. kelly,0QWFiyhOqFu9RP8qzP6z5L
have you ever,brandy,6tBD4yjOf9P8rWwUlXdJFm
baby one more time,britney spears,3MjUtNVVq3C8Fn0MP3zhXa
angel of mine,monica,1AM1o0mKbgAK5oMpY8B3Z7
believe,cher,2goLsvvODILDzeeiT4dAoR
no scrubs,tlc,1KGi9sZVMeszgZOWivFpxs
livin' la vida loca,ricky martin,0Ph6L4l8dYUuXFmb71Ajnd
