uri,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,track_href,analysis_url,duration_ms,time_signature,num_samples,duration,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
spotify:track:07TnWCHrFkvF61GzJuLVt0,Hard To Say I'm Sorry,Chicago,0.398,0.5700000000000001,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,07TnWCHrFkvF61GzJuLVt0,https://api.spotify.com/v1/tracks/07TnWCHrFkvF61GzJuLVt0,https://api.spotify.com/v1/audio-analysis/07TnWCHrFkvF61GzJuLVt0,304213,4,6707904,304.21332,22050,1,0.0,301.11636,0.053,0.88,0.18,0.307
spotify:track:43btz2xjMKpcmjkuRsvxyg,Jack & Diane,John Cougar,0.811,0.41000000000000003,9,-8.214,1,0.0391,0.036500000000000005,6.629999999999999e-06,0.0799,0.626,103.963,43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/audio-analysis/43btz2xjMKpcmjkuRsvxyg,254493,4,5611578,254.49333,22050,1,0.18349,247.91946,0.329,1.0,0.581,0.544
spotify:track:5rfJ2Bq2PEL8yBjZLzouEu,Who Can It Be Now?,Men At Work,0.805,0.47900000000000004,4,-14.734,1,0.0436,0.0627,0.000143,0.10400000000000001,0.962,128.411,5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/tracks/5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/audio-analysis/5rfJ2Bq2PEL8yBjZLzouEu,201293,4,4438518,201.29333,22050,1,0.0,194.04916,0.817,1.0,0.324,0.489
spotify:track:4U6mBgGP8FXN6UH4T3AJhu,Up Where We Belong,Joe Cocker And Jennifer Warnes,0.624,0.306,2,-11.831,1,0.0318,0.634,2.6700000000000002e-05,0.0632,0.227,139.912,4U6mBgGP8FXN6UH4T3AJhu,https://api.spotify.com/v1/tracks/4U6mBgGP8FXN6UH4T3AJhu,https://api.spotify.com/v1/audio-analysis/4U6mBgGP8FXN6UH4T3AJhu,232667,4,5130300,232.66667,22050,1,0.45238,224.28735,0.273,1.0,0.658,0.626
spotify:track:7AslBsiVLQAGrmFmi79ZeK,Truly,Lionel Richie,0.366,0.23800000000000002,1,-13.853,1,0.038,0.646,1e-05,0.0876,0.131,68.377,7AslBsiVLQAGrmFmi79ZeK,https://api.spotify.com/v1/tracks/7AslBsiVLQAGrmFmi79ZeK,https://api.spotify.com/v1/audio-analysis/7AslBsiVLQAGrmFmi79ZeK,200507,4,4421172,200.50667,22050,1,0.35791,177.89388,0.0,1.0,0.711,0.821
spotify:track:5G9KcZaxfCysfv4EryCB9b,Mickey,Toni Basil,0.595,0.928,4,-4.457,1,0.050300000000000004,0.056900000000000006,0.0,0.033600000000000005,0.982,149.975,5G9KcZaxfCysfv4EryCB9b,https://api.spotify.com/v1/tracks/5G9KcZaxfCysfv4EryCB9b,https://api.spotify.com/v1/audio-analysis/5G9KcZaxfCysfv4EryCB9b,252885,4,5576121,252.88531,22050,1,0.19732,249.90475,0.497,1.0,0.977,0.482
spotify:track:7j74lucZ59vqN67Ipe2ZcY,Maneater,Daryl Hall John Oates,0.724,0.498,11,-13.083,0,0.042300000000000004,0.0405,8.560000000000001e-05,0.0761,0.8230000000000001,88.825,7j74lucZ59vqN67Ipe2ZcY,https://api.spotify.com/v1/tracks/7j74lucZ59vqN67Ipe2ZcY,https://api.spotify.com/v1/audio-analysis/7j74lucZ59vqN67Ipe2ZcY,273173,4,6023472,273.17334,22050,1,1.39918,260.19702,0.079,1.0,0.793,0.765
spotify:track:3ZZq9396zv8pcn5GYVhxUi,Down Under,Men At Work,0.739,0.459,11,-14.42,0,0.029400000000000003,0.129,0.0194,0.047400000000000005,0.892,107.115,3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/tracks/3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/audio-analysis/3ZZq9396zv8pcn5GYVhxUi,222320,4,4902156,222.32,22050,1,0.0,205.41533,0.935,1.0,0.529,0.858
spotify:track:2374M0fQpWi3dLnB54qaLX,Africa,Toto,0.671,0.373,9,-18.064,1,0.0323,0.257,8.010000000000001e-05,0.048100000000000004,0.732,92.718,2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4,6524448,295.89334,22050,1,0.12141,283.08026,0.619,0.755,0.211,0.368
spotify:track:65bvH7egzl7h9f7uJmqGV4,Baby; Come To Me,Patti Austin A Duet With James Ingram,0.631,0.505,7,-12.083,0,0.0903,0.553,0.0,0.137,0.687,90.204,65bvH7egzl7h9f7uJmqGV4,https://api.spotify.com/v1/tracks/65bvH7egzl7h9f7uJmqGV4,https://api.spotify.com/v1/audio-analysis/65bvH7egzl7h9f7uJmqGV4,215387,4,4749276,215.38667,22050,1,0.06413,203.73187,0.572,0.968,0.366,0.641
spotify:track:7J1uxwnxfQLu4APicE5Rnj,Billie Jean,Michael Jackson,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/tracks/7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/audio-analysis/7J1uxwnxfQLu4APicE5Rnj,294227,4,6487698,294.22668,22050,1,0.15456,281.76254,0.983,1.0,0.396,0.658
spotify:track:3MrWxJaD2AT0W9DjWF64Vm,Come On Eileen,Dexys Midnight Runners,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/tracks/3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/audio-analysis/3MrWxJaD2AT0W9DjWF64Vm,287307,4,6335112,287.30667,22050,1,0.54553,278.37823,0.518,0.897,0.296,0.358
spotify:track:3BovdzfaX4jb5KFQwoPfAw,Beat It,Michael Jackson,0.776,0.711,3,-9.03,0,0.0473,0.024200000000000003,0.00035299999999999996,0.234,0.901,138.728,3BovdzfaX4jb5KFQwoPfAw,https://api.spotify.com/v1/tracks/3BovdzfaX4jb5KFQwoPfAw,https://api.spotify.com/v1/audio-analysis/3BovdzfaX4jb5KFQwoPfAw,258400,4,5697720,258.4,22050,1,0.26662,246.0967,0.906,1.0,0.6,0.544
spotify:track:3ix6K4wZY29bCujrSznwFZ,Let's Dance,David Bowie,0.654,0.743,10,-7.44,0,0.060500000000000005,0.0125,0.027200000000000002,0.153,0.632,114.846,3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/tracks/3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,457676,4,10091753,457.67587,22050,1,0.0,445.84634,0.749,0.995,0.161,0.344
spotify:track:3cbV252akVZInSvJk7jAYX,Flashdance...What A Feeling,Irene Cara,0.5720000000000001,0.655,7,-7.027,0,0.0344,0.005790000000000001,3.41e-06,0.0901,0.392,122.49,3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/audio-analysis/3cbV252akVZInSvJk7jAYX,237053,4,5227026,237.05333,22050,1,0.0,230.99791,0.455,0.864,0.383,0.44
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,0.8200000000000001,0.452,1,-9.796,1,0.034800000000000005,0.543,0.0029400000000000003,0.0714,0.74,117.401,1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4,5598936,253.92,22050,1,0.0,236.79129,1.0,1.0,0.684,0.536
spotify:track:1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made Of This),Eurythmics,0.6920000000000001,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4,4783380,216.93333,22050,1,0.55823,198.96599,0.86,1.0,0.535,0.642
spotify:track:0QKfiqpEU4h9ycPSzIFwYe,Maniac,Michael Sembello,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.01e-06,0.0415,0.835,158.861,0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/tracks/0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/audio-analysis/0QKfiqpEU4h9ycPSzIFwYe,244707,4,5395782,244.70667,22050,1,0.42354,230.53351,0.598,1.0,0.385,0.388
spotify:track:6kCJMxv445L2okuTiou1fR,Tell Her About It,Billy Joel,0.5650000000000001,0.894,8,-5.241,1,0.17500000000000002,0.007770000000000001,0.0,0.49,0.737,182.262,6kCJMxv445L2okuTiou1fR,https://api.spotify.com/v1/tracks/6kCJMxv445L2okuTiou1fR,https://api.spotify.com/v1/audio-analysis/6kCJMxv445L2okuTiou1fR,229200,4,5053860,229.2,22050,1,0.12757,215.80626,0.025,1.0,0.26,0.448
spotify:track:7wuJGgpTNzbUyn26IOY6rj,Total Eclipse Of The Heart,Bonnie Tyler,0.431,0.723,8,-5.8870000000000005,1,0.0568,0.145,0.0,0.374,0.19,130.141,7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360,4,5895288,267.36,22050,1,0.23796,253.3239,0.363,0.967,0.443,0.472
spotify:track:6dnco8haegnJYtylV26cBq,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,0.617,0.41100000000000003,8,-12.075,1,0.0373,0.675,1.04e-06,0.0886,0.738,203.934,6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/audio-analysis/6dnco8haegnJYtylV26cBq,251960,4,5555718,251.96,22050,1,0.0,241.801,0.424,0.979,0.535,0.527
spotify:track:4giIdAr7Plyu5LQzBOR4FP,All Night Long (All Night),Lionel Richie,0.744,0.583,1,-12.595,1,0.0429,0.153,7.810000000000001e-05,0.024800000000000003,0.852,108.792,4giIdAr7Plyu5LQzBOR4FP,https://api.spotify.com/v1/tracks/4giIdAr7Plyu5LQzBOR4FP,https://api.spotify.com/v1/audio-analysis/4giIdAr7Plyu5LQzBOR4FP,260493,4,5743878,260.49332,22050,1,0.0,247.20544,0.823,1.0,0.593,0.387
spotify:track:1db0gbTSKdRQum8VlbNkiO,Say Say Say,Paul McCartney And Michael Jackson,0.8220000000000001,0.686,10,-10.456,0,0.0472,0.115,0.000982,0.0463,0.8280000000000001,117.743,1db0gbTSKdRQum8VlbNkiO,https://api.spotify.com/v1/tracks/1db0gbTSKdRQum8VlbNkiO,https://api.spotify.com/v1/audio-analysis/1db0gbTSKdRQum8VlbNkiO,235693,4,5197038,235.69333,22050,1,0.0,222.69098,0.957,0.978,0.502,0.596
spotify:track:0GTK6TesV108Jj5D3MHsYb,Owner Of A Lonely Heart,Yes,0.744,0.798,7,-5.981,1,0.0364,0.176,0.0037,0.26,0.898,125.059,0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/audio-analysis/0GTK6TesV108Jj5D3MHsYb,268507,4,5920572,268.50668,22050,1,0.35175,257.2655,0.746,1.0,0.55,0.623
spotify:track:2wSAWEYUHkt92X4SBAPqZE,Karma Chameleon,Culture Club,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/tracks/2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/audio-analysis/2wSAWEYUHkt92X4SBAPqZE,252773,4,5573652,252.77333,22050,1,1.03324,238.3064,0.48,1.0,0.055,0.228
spotify:track:7N3PAbqfTjSEU1edb2tY8j,Jump,Van Halen,0.5720000000000001,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4,5327270,241.59955,22050,1,0.0,227.23628,0.723,0.806,1.0,0.792
spotify:track:6W2VbtvMrDXm5vYeB7amkO,Footloose,Kenny Loggins,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.4200000000000001e-05,0.07680000000000001,0.494,174.089,6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/tracks/6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/audio-analysis/6W2VbtvMrDXm5vYeB7amkO,220707,4,4866582,220.70667,22050,1,5.3522,216.72925,0.565,1.0,0.504,0.298
spotify:track:63CHa6rmamv9OsehkRD8oz,Against All Odds (Take A Look At Me Now),Phil Collins,0.581,0.498,1,-6.9,1,0.027600000000000003,0.198,0.0,0.132,0.111,116.262,63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/audio-analysis/63CHa6rmamv9OsehkRD8oz,206360,4,4550238,206.36,22050,1,0.19156,195.245,0.344,1.0,0.412,0.56
spotify:track:0mHyWYXmmCB9iQyK18m3FQ,Hello,Lionel Richie,0.487,0.246,9,-14.104,0,0.0376,0.41400000000000003,0.0,0.0983,0.0562,61.084,0mHyWYXmmCB9iQyK18m3FQ,https://api.spotify.com/v1/tracks/0mHyWYXmmCB9iQyK18m3FQ,https://api.spotify.com/v1/audio-analysis/0mHyWYXmmCB9iQyK18m3FQ,251107,4,5536902,251.10667,22050,1,0.35438,236.23982,0.094,0.983,0.45,0.561
spotify:track:4VyU9Tg4drTj2mOUZHSK2u,Let's Hear It For The Boy,Deniece Williams,0.808,0.485,0,-8.829,1,0.056,0.0761,0.0041400000000000005,0.0477,0.714,122.659,4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/tracks/4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/audio-analysis/4VyU9Tg4drTj2mOUZHSK2u,262440,4,5786802,262.44,22050,1,0.0,249.5855,0.223,1.0,0.0,0.138
spotify:track:7o9uu2GDtVDr9nsR7ZRN73,Time After Time,Cyndi Lauper,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/tracks/7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/audio-analysis/7o9uu2GDtVDr9nsR7ZRN73,241333,4,5321400,241.33333,22050,1,0.12717,224.15964,0.828,1.0,0.847,0.82
spotify:track:4sz1Ng2Cgidfqqiy0pNL6R,The Reflex,Duran Duran,0.554,0.888,0,-6.664,1,0.08700000000000001,0.107,0.0,0.291,0.8200000000000001,126.701,4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/tracks/4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/audio-analysis/4sz1Ng2Cgidfqqiy0pNL6R,267427,4,5896758,267.42667,22050,1,3.18113,253.9044,0.79,1.0,0.263,0.34
spotify:track:6sby78fghipoXHQLeeZFFH,When Doves Cry,Prince,0.729,0.989,9,-4.6129999999999995,0,0.049,0.0102,4.43e-05,0.443,0.841,126.468,6sby78fghipoXHQLeeZFFH,https://api.spotify.com/v1/tracks/6sby78fghipoXHQLeeZFFH,https://api.spotify.com/v1/audio-analysis/6sby78fghipoXHQLeeZFFH,352906,4,7808640,354.13333,22050,1,0.34254,350.2614,0.93,1.0,0.494,0.361
spotify:track:3m0y8qLoznUYi73SUBP8GI,Ghostbusters,Ray Parker Jr.,0.788,0.846,4,-5.017,1,0.037200000000000004,0.0103,0.000281,0.26,0.738,115.636,3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/tracks/3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/audio-analysis/3m0y8qLoznUYi73SUBP8GI,245253,4,5407836,245.25333,22050,1,0.25556,235.72897,0.861,1.0,0.618,0.555
spotify:track:3ErsOxqe2RmXkR65wkygDz,What's Love Got To Do With It,Tina Turner,0.855,0.482,1,-8.902,1,0.057600000000000005,0.252,2.2000000000000003e-05,0.151,0.795,97.792,3ErsOxqe2RmXkR65wkygDz,https://api.spotify.com/v1/tracks/3ErsOxqe2RmXkR65wkygDz,https://api.spotify.com/v1/audio-analysis/3ErsOxqe2RmXkR65wkygDz,230240,4,5076792,230.24,22050,1,0.25075,218.5462,0.688,0.876,0.407,0.427
spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,Missing You,John Waite,0.552,0.552,11,-9.736,0,0.0364,0.052000000000000005,0.0,0.046,0.593,208.571,1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760,4,5948208,269.76,22050,1,0.17687,253.93922,0.016,1.0,0.433,0.53
spotify:track:6FMIVQPZg9cmMY8hPxAacD,Let's Go Crazy,Prince And The Revolution,0.308,0.93,11,-6.399,1,0.125,0.019200000000000002,0.00221,0.106,0.376,195.805,6FMIVQPZg9cmMY8hPxAacD,https://api.spotify.com/v1/tracks/6FMIVQPZg9cmMY8hPxAacD,https://api.spotify.com/v1/audio-analysis/6FMIVQPZg9cmMY8hPxAacD,280000,4,6157242,279.24,22050,1,0.35651,274.68625,0.016,0.963,0.917,0.649
spotify:track:6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,Stevie Wonder,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.09430000000000001,0.65,113.535,6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs,https://api.spotify.com/v1/audio-analysis/6RNDeRnWsRMjPdNVgupZCs,262240,4,5782392,262.24,22050,1,0.0,256.56308,0.892,1.0,0.732,0.64
spotify:track:4JEylZNW8SbO4zUyfVrpb7,Caribbean Queen (No More Love On The Run),Billy Ocean,0.79,0.649,5,-7.507,1,0.026500000000000003,0.166,8.87e-05,0.092,0.9540000000000001,113.798,4JEylZNW8SbO4zUyfVrpb7,https://api.spotify.com/v1/tracks/4JEylZNW8SbO4zUyfVrpb7,https://api.spotify.com/v1/audio-analysis/4JEylZNW8SbO4zUyfVrpb7,244427,4,5389608,244.42667,22050,1,0.18336,233.29088,0.785,1.0,0.0,0.116
spotify:track:0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,Wham!,0.62,0.5730000000000001,0,-11.893,1,0.042300000000000004,0.271,0.0,0.060700000000000004,0.897,81.548,0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c,231333,4,5100900,231.33333,22050,1,0.70263,215.95139,0.295,0.994,0.673,0.699
spotify:track:7o67roCVsFiCt7Cf0ZLOJq,Out Of Touch,Daryl Hall John Oates,0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,7o67roCVsFiCt7Cf0ZLOJq,https://api.spotify.com/v1/tracks/7o67roCVsFiCt7Cf0ZLOJq,https://api.spotify.com/v1/audio-analysis/7o67roCVsFiCt7Cf0ZLOJq,249573,4,5503092,249.57333,22050,1,0.35415,233.0935,0.779,1.0,0.522,0.4
spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,Like A Virgin,Madonna,0.771,0.655,3,-10.842,0,0.037200000000000004,0.152,0.00197,0.0685,0.97,119.747,1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/tracks/1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/audio-analysis/1ZPlNanZsJSPK5h9YZZFbZ,218627,4,4820718,218.62666,22050,1,0.07692,208.43391,0.826,0.741,0.55,0.626
spotify:track:1JLn8RhQzHz3qDqsChcmBl,I Want To Know What Love Is,Foreigner,0.47700000000000004,0.47100000000000003,6,-10.036,1,0.027700000000000002,0.193,1.7599999999999999e-06,0.131,0.423,81.204,1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4,6720546,304.78668,22050,1,0.25102,289.31482,0.492,0.972,0.297,0.429
spotify:track:5WDLRQ3VCdVrKw0njWe5E5,Careless Whisper,Wham! Featuring George Michael,0.5750000000000001,0.643,2,-8.854,0,0.033100000000000004,0.136,1.6499999999999999e-06,0.249,0.789,152.854,5WDLRQ3VCdVrKw0njWe5E5,https://api.spotify.com/v1/tracks/5WDLRQ3VCdVrKw0njWe5E5,https://api.spotify.com/v1/audio-analysis/5WDLRQ3VCdVrKw0njWe5E5,300107,4,6617352,300.10666,22050,1,0.18562,288.21188,0.233,1.0,0.518,0.695
spotify:track:5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,REO Speedwagon,0.40800000000000003,0.48,9,-11.017,1,0.026600000000000002,0.155,1.8200000000000002e-05,0.0877,0.19,156.344,5WwqdeavrQrbeAMDxGawse,https://api.spotify.com/v1/tracks/5WwqdeavrQrbeAMDxGawse,https://api.spotify.com/v1/audio-analysis/5WwqdeavrQrbeAMDxGawse,294773,4,6499752,294.77332,22050,1,0.0,280.4216,0.136,0.996,0.709,0.676
spotify:track:6fkvIT9KFKxO8poBeKfaEf,One More Night,Phil Collins,0.534,0.442,3,-9.442,1,0.0308,0.788,0.00035099999999999997,0.09860000000000001,0.343,136.369,6fkvIT9KFKxO8poBeKfaEf,https://api.spotify.com/v1/tracks/6fkvIT9KFKxO8poBeKfaEf,https://api.spotify.com/v1/audio-analysis/6fkvIT9KFKxO8poBeKfaEf,288973,4,6371862,288.97333,22050,1,0.16839,275.557,0.319,1.0,0.989,0.887
spotify:track:3Z2tPWiNiIpg8UMMoowHIk,We Are The World,USA For Africa,0.528,0.447,4,-15.255,1,0.043500000000000004,0.189,0.0,0.0745,0.292,72.58,3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/tracks/3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/audio-analysis/3Z2tPWiNiIpg8UMMoowHIk,427333,4,9422700,427.33334,22050,1,0.17696,413.36163,0.261,0.953,0.459,0.336
spotify:track:6G7PVlifniapyhDCmWS2VM,Crazy For You,Madonna,0.672,0.548,9,-11.93,1,0.029,0.166,0.0,0.10200000000000001,0.587,95.013,6G7PVlifniapyhDCmWS2VM,https://api.spotify.com/v1/tracks/6G7PVlifniapyhDCmWS2VM,https://api.spotify.com/v1/audio-analysis/6G7PVlifniapyhDCmWS2VM,225627,4,4975068,225.62666,22050,1,0.48,215.1561,0.11,1.0,0.283,0.314
spotify:track:3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),Simple Minds,0.66,0.8160000000000001,2,-6.61,1,0.029900000000000003,0.168,0.0181,0.0608,0.678,111.346,3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/tracks/3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/audio-analysis/3fH4KjXFYMmljxrcGrbPj9,263040,4,5800032,263.04,22050,1,1.02862,248.27356,0.962,1.0,0.343,0.227
spotify:track:5hXEcqQhEjfZdbIZLO8mf2,Everything She Wants,Wham!,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,5hXEcqQhEjfZdbIZLO8mf2,https://api.spotify.com/v1/tracks/5hXEcqQhEjfZdbIZLO8mf2,https://api.spotify.com/v1/audio-analysis/5hXEcqQhEjfZdbIZLO8mf2,302693,4,6674388,302.69333,22050,1,0.0,294.30133,0.874,0.92,0.705,0.604
spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,0.645,0.795,7,-12.095,1,0.052700000000000004,0.34700000000000003,0.0038900000000000002,0.10400000000000001,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4,5545331,251.48894,22050,1,0.16621,240.89542,0.861,0.869,0.536,0.549
spotify:track:7Ewz6bJ97vUqk5HdkvguFQ,Heaven,Bryan Adams,0.379,0.589,9,-7.315,0,0.027,0.0473,0.0,0.122,0.334,140.068,7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/tracks/7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/audio-analysis/7Ewz6bJ97vUqk5HdkvguFQ,243360,4,5366088,243.36,22050,1,0.0,226.49324,0.088,0.954,0.422,0.588
spotify:track:4qM461TqtpnP4GLRIXwEnW,Sussudio,Phil Collins,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.09340000000000001,0.051500000000000004,0.725,121.232,4qM461TqtpnP4GLRIXwEnW,https://api.spotify.com/v1/tracks/4qM461TqtpnP4GLRIXwEnW,https://api.spotify.com/v1/audio-analysis/4qM461TqtpnP4GLRIXwEnW,263107,4,5801502,263.10666,22050,1,0.16853,251.32118,0.873,1.0,0.351,0.286
spotify:track:6I4snLrVOrJsLdd43isc27,A View To A Kill,Duran Duran,0.706,0.8140000000000001,1,-5.405,1,0.056900000000000006,0.0159,0.0,0.262,0.778,125.472,6I4snLrVOrJsLdd43isc27,https://api.spotify.com/v1/tracks/6I4snLrVOrJsLdd43isc27,https://api.spotify.com/v1/audio-analysis/6I4snLrVOrJsLdd43isc27,217693,4,4800138,217.69333,22050,1,1.12717,211.26675,0.642,1.0,0.338,0.259
spotify:track:0IpfTMKENGLJcULkMnU8Rb,Everytime You Go Away,Paul Young,0.607,0.643,5,-11.493,1,0.043500000000000004,0.177,0.000153,0.11800000000000001,0.715,164.256,0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/tracks/0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/audio-analysis/0IpfTMKENGLJcULkMnU8Rb,321573,4,7090692,321.57333,22050,1,0.26939,310.3289,0.207,0.997,0.615,0.622
spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,Shout,Tears For Fears,0.511,0.9420000000000001,0,-10.407,1,0.0429,0.17400000000000002,1.8700000000000004e-05,0.139,0.498,97.909,2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/tracks/2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/audio-analysis/2gQaQUhDCNGfBVXTvxAmXQ,393667,4,8680350,393.66666,22050,1,3.18694,378.42142,0.628,1.0,0.778,0.621
spotify:track:2olVm1lHicpveMAo4AUDRB,The Power Of Love,Huey Lewis & The News,0.768,0.8280000000000001,5,-5.109,1,0.0313,0.0964,2.85e-05,0.097,0.961,118.777,2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4,5167050,234.33333,22050,1,0.0,224.82141,0.766,1.0,0.606,0.602
