uri,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,track_href,analysis_url,duration_ms,time_signature,num_samples,duration,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
spotify:track:6iXQrhhgBisdfvS34EMTZ3,Mandy,Barry Manilow,0.308,0.464,10,-9.032,1,0.0279,0.418,2.4900000000000003e-06,0.14300000000000002,0.318,103.734,6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/tracks/6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/audio-analysis/6iXQrhhgBisdfvS34EMTZ3,213333,4,4704000,213.33333,22050,1,0.0,199.45361,0.534,0.994,0.456,0.61
spotify:track:74jZhGv0fdLaf9q8AZZ15k,Please Mr. Postman,Carpenters,0.664,0.547,9,-11.594,1,0.0281,0.139,1.79e-06,0.23900000000000002,0.964,132.943,74jZhGv0fdLaf9q8AZZ15k,https://api.spotify.com/v1/tracks/74jZhGv0fdLaf9q8AZZ15k,https://api.spotify.com/v1/audio-analysis/74jZhGv0fdLaf9q8AZZ15k,172733,4,3808770,172.73334,22050,1,0.25356,160.2467,0.858,1.0,0.487,0.458
spotify:track:2ozTcQyZQmm9tSmc4VZfwU,Laughter In The Rain,Neil Sedaka,0.495,0.613,5,-9.463,1,0.0239,0.34800000000000003,0.0058000000000000005,0.040600000000000004,0.924,100.535,2ozTcQyZQmm9tSmc4VZfwU,https://api.spotify.com/v1/tracks/2ozTcQyZQmm9tSmc4VZfwU,https://api.spotify.com/v1/audio-analysis/2ozTcQyZQmm9tSmc4VZfwU,170067,4,3749970,170.06667,22050,1,0.34966,154.59265,0.012,0.938,0.275,0.318
spotify:track:06xkqQuJzl1ddeK48jG6qa,Fire,Ohio Players,0.639,0.75,5,-11.794,1,0.0557,0.324,0.0335,0.28200000000000003,0.851,107.174,06xkqQuJzl1ddeK48jG6qa,https://api.spotify.com/v1/tracks/06xkqQuJzl1ddeK48jG6qa,https://api.spotify.com/v1/audio-analysis/06xkqQuJzl1ddeK48jG6qa,276333,4,6093150,276.33334,22050,1,3.54104,256.8417,0.742,1.0,0.525,0.516
spotify:track:23DZLSxCK6kM8FF2RlzKDl,You're No Good,Linda Ronstadt,0.669,0.52,8,-10.136,1,0.0345,0.245,0.005350000000000001,0.126,0.634,104.812,23DZLSxCK6kM8FF2RlzKDl,https://api.spotify.com/v1/tracks/23DZLSxCK6kM8FF2RlzKDl,https://api.spotify.com/v1/audio-analysis/23DZLSxCK6kM8FF2RlzKDl,224027,4,4939788,224.02667,22050,1,0.45882,205.10767,0.39,1.0,0.63,0.542
spotify:track:2x1LQq8lsUzAA2wNj8yjC9,Pick Up The Pieces,AWB,0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234,2x1LQq8lsUzAA2wNj8yjC9,https://api.spotify.com/v1/tracks/2x1LQq8lsUzAA2wNj8yjC9,https://api.spotify.com/v1/audio-analysis/2x1LQq8lsUzAA2wNj8yjC9,239908,4,5289978,239.9083,22050,1,0.40073,236.49524,0.935,1.0,0.359,0.42
spotify:track:5MLLuLqPdUlx8bfKtdkLwO,Best Of My Love,Eagles,0.559,0.393,0,-11.095,1,0.023700000000000002,0.717,0.0,0.053200000000000004,0.669,90.105,5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/tracks/5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/audio-analysis/5MLLuLqPdUlx8bfKtdkLwO,274891,4,6061350,274.89117,22050,1,0.13955,260.6672,0.039,0.923,0.754,0.679
spotify:track:5ehVOC0zSdwWqyZlhomJSi,Have You Never Been Mellow,Olivia Newton-John,0.542,0.324,0,-14.07,1,0.0329,0.5660000000000001,2.27e-06,0.0876,0.421,121.802,5ehVOC0zSdwWqyZlhomJSi,https://api.spotify.com/v1/tracks/5ehVOC0zSdwWqyZlhomJSi,https://api.spotify.com/v1/audio-analysis/5ehVOC0zSdwWqyZlhomJSi,213533,4,4708410,213.53333,22050,1,0.38381,204.42268,0.739,0.964,0.622,0.574
spotify:track:4p8QcNkaq2FQj8uGJ7HEDK,Black Water,The Doobie Brothers,0.532,0.441,2,-12.866,1,0.0434,0.228,0.0,0.08460000000000001,0.67,169.275,4p8QcNkaq2FQj8uGJ7HEDK,https://api.spotify.com/v1/tracks/4p8QcNkaq2FQj8uGJ7HEDK,https://api.spotify.com/v1/audio-analysis/4p8QcNkaq2FQj8uGJ7HEDK,255267,4,5628630,255.26666,22050,1,7.58712,238.19029,0.167,1.0,0.622,0.441
spotify:track:2yDQVcj26tpi9IUJhw9xDs,My Eyes Adored You,Frankie Valli,0.461,0.499,11,-10.443,0,0.0316,0.23800000000000002,0.0,0.135,0.387,137.687,2yDQVcj26tpi9IUJhw9xDs,https://api.spotify.com/v1/tracks/2yDQVcj26tpi9IUJhw9xDs,https://api.spotify.com/v1/audio-analysis/2yDQVcj26tpi9IUJhw9xDs,212013,4,4674894,212.01334,22050,1,0.40821,198.53061,0.476,0.745,0.405,0.552
spotify:track:17VWTx7LD7liGlpnlGhUbn,Lady Marmalade,Labelle,0.631,0.5630000000000001,2,-12.135,0,0.055200000000000006,0.398,0.0,0.0733,0.9470000000000001,117.963,17VWTx7LD7liGlpnlGhUbn,https://api.spotify.com/v1/tracks/17VWTx7LD7liGlpnlGhUbn,https://api.spotify.com/v1/audio-analysis/17VWTx7LD7liGlpnlGhUbn,237120,4,5228496,237.12,22050,1,0.32694,230.49287,0.804,1.0,0.0,0.097
spotify:track:3ebYtLVuV4HzEZUDcpZB9p,Lovin' You,Minnie Riperton,0.387,0.164,9,-14.617,1,0.085,0.962,0.0,0.08170000000000001,0.40900000000000003,72.029,3ebYtLVuV4HzEZUDcpZB9p,https://api.spotify.com/v1/tracks/3ebYtLVuV4HzEZUDcpZB9p,https://api.spotify.com/v1/audio-analysis/3ebYtLVuV4HzEZUDcpZB9p,223144,4,4920320,223.14375,22050,1,2.60063,215.88171,0.095,0.983,0.506,0.566
spotify:track:2Tl39kuwt9hDAQS6Dj8uuG,Philadelphia Freedom,The Elton John Band,0.673,0.455,0,-11.227,0,0.035500000000000004,0.0024600000000000004,0.7010000000000001,0.0641,0.782,128.132,2Tl39kuwt9hDAQS6Dj8uuG,https://api.spotify.com/v1/tracks/2Tl39kuwt9hDAQS6Dj8uuG,https://api.spotify.com/v1/audio-analysis/2Tl39kuwt9hDAQS6Dj8uuG,313554,4,6913857,313.55362,22050,1,0.23787,299.94376,0.805,0.962,0.347,0.375
spotify:track:0b7qiL1rLbUUpGXczt7p5T,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,0.637,0.528,4,-11.287,1,0.0328,0.744,0.0,0.114,0.7020000000000001,124.806,0b7qiL1rLbUUpGXczt7p5T,https://api.spotify.com/v1/tracks/0b7qiL1rLbUUpGXczt7p5T,https://api.spotify.com/v1/audio-analysis/0b7qiL1rLbUUpGXczt7p5T,206067,4,4543770,206.06667,22050,1,0.0,193.24808,0.309,0.832,0.694,0.637
spotify:track:0XaaoZUWQFzcFiQbXKhABU,He Don't Love You (Like I Love You),Tony Orlando & Dawn,0.637,0.55,9,-12.378,1,0.0335,0.28700000000000003,1.8500000000000002e-05,0.34500000000000003,0.805,119.303,0XaaoZUWQFzcFiQbXKhABU,https://api.spotify.com/v1/tracks/0XaaoZUWQFzcFiQbXKhABU,https://api.spotify.com/v1/audio-analysis/0XaaoZUWQFzcFiQbXKhABU,219947,4,4849824,219.94667,22050,1,1.27683,209.51945,0.826,1.0,0.282,0.323
spotify:track:0RgcOUQg4qYAEt9RIdf3oB,Shining Star,Earth| Wind & Fire,0.676,0.6920000000000001,9,-13.093,1,0.052000000000000005,0.668,0.00915,0.13,0.799,102.516,0RgcOUQg4qYAEt9RIdf3oB,https://api.spotify.com/v1/tracks/0RgcOUQg4qYAEt9RIdf3oB,https://api.spotify.com/v1/audio-analysis/0RgcOUQg4qYAEt9RIdf3oB,170160,4,3752028,170.16,22050,1,0.08118,170.16,0.942,1.0,0.168,0.246
spotify:track:2SVW5774QbmEjWfbHOEnz3,Before The Next Teardrop Falls,Freddy Fender,0.778,0.307,10,-9.356,1,0.0341,0.892,0.000287,0.0985,0.6990000000000001,92.299,2SVW5774QbmEjWfbHOEnz3,https://api.spotify.com/v1/tracks/2SVW5774QbmEjWfbHOEnz3,https://api.spotify.com/v1/audio-analysis/2SVW5774QbmEjWfbHOEnz3,149952,4,3306437,149.9518,22050,1,0.0,146.41924,0.609,1.0,0.895,0.748
spotify:track:69HICMmc6nNLucAx3aJX9M,Thank God I'm A Country Boy,John Denver,0.762,0.537,9,-9.58,1,0.0478,0.785,0.000669,0.0551,0.9580000000000001,105.603,69HICMmc6nNLucAx3aJX9M,https://api.spotify.com/v1/tracks/69HICMmc6nNLucAx3aJX9M,https://api.spotify.com/v1/audio-analysis/69HICMmc6nNLucAx3aJX9M,193093,4,4257708,193.09332,22050,1,0.06789,181.7716,0.764,0.823,0.742,0.673
spotify:track:5VSAonaAPhhGn0G7hMYwWK,Sister Golden Hair,America,0.441,0.546,4,-12.222,1,0.033600000000000005,0.13,0.000144,0.109,0.718,134.752,5VSAonaAPhhGn0G7hMYwWK,https://api.spotify.com/v1/tracks/5VSAonaAPhhGn0G7hMYwWK,https://api.spotify.com/v1/audio-analysis/5VSAonaAPhhGn0G7hMYwWK,199573,4,4400592,199.57333,22050,1,0.21438,189.00462,0.446,0.984,0.551,0.564
spotify:track:0QmBMkTnJkC1dWNDd0sBWG,Love Will Keep Us Together,The Captain & Tennille,0.73,0.583,11,-11.436,1,0.0339,0.0625,0.796,0.056600000000000004,0.864,129.107,0QmBMkTnJkC1dWNDd0sBWG,https://api.spotify.com/v1/tracks/0QmBMkTnJkC1dWNDd0sBWG,https://api.spotify.com/v1/audio-analysis/0QmBMkTnJkC1dWNDd0sBWG,210961,4,4651690,210.961,22050,1,0.0,206.10033,0.888,1.0,0.827,0.726
spotify:track:0SkpjIqhANcC2QQu8DIuwG,Listen To What The Man Said,Wings,0.499,0.616,7,-8.325,1,0.0392,0.179,0.00015099999999999998,0.552,0.622,113.254,0SkpjIqhANcC2QQu8DIuwG,https://api.spotify.com/v1/tracks/0SkpjIqhANcC2QQu8DIuwG,https://api.spotify.com/v1/audio-analysis/0SkpjIqhANcC2QQu8DIuwG,240987,4,5313756,240.98666,22050,1,0.16286,240.98666,0.813,0.882,0.719,0.653
spotify:track:6hYT9vkr0xMjhBlaLsYq9T,The Hustle,Van McCoy & The Soul City Symphony,0.599,0.927,0,-8.356,1,0.106,0.126,0.20700000000000002,0.0441,0.791,110.32,6hYT9vkr0xMjhBlaLsYq9T,https://api.spotify.com/v1/tracks/6hYT9vkr0xMjhBlaLsYq9T,https://api.spotify.com/v1/audio-analysis/6hYT9vkr0xMjhBlaLsYq9T,248223,4,5473309,248.22263,22050,1,0.13179,236.88417,0.879,1.0,0.35,0.504
spotify:track:608xszaAxVh4m7NcKJiAbF,One Of These Nights,Eagles,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/tracks/608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/audio-analysis/608xszaAxVh4m7NcKJiAbF,291686,4,6431671,291.68576,22050,1,0.23215,270.47183,0.768,1.0,0.551,0.444
spotify:track:4t0Pj3iBnSCZv5pDEPNmzG,Jive Talkin',Bee Gees,0.811,0.545,7,-12.969,0,0.0579,0.155,0.0853,0.156,0.734,105.911,4t0Pj3iBnSCZv5pDEPNmzG,https://api.spotify.com/v1/tracks/4t0Pj3iBnSCZv5pDEPNmzG,https://api.spotify.com/v1/audio-analysis/4t0Pj3iBnSCZv5pDEPNmzG,222267,4,4900980,222.26666,22050,1,0.36884,214.9239,0.978,1.0,0.105,0.162
spotify:track:4XrbcxI03ARSyqU8jE3pXy,Fallin' In Love,Hamilton| Joe Frank & Reynolds,0.606,0.708,5,-5.525,0,0.0268,0.010700000000000001,2.5899999999999998e-06,0.302,0.47300000000000003,87.105,4XrbcxI03ARSyqU8jE3pXy,https://api.spotify.com/v1/tracks/4XrbcxI03ARSyqU8jE3pXy,https://api.spotify.com/v1/audio-analysis/4XrbcxI03ARSyqU8jE3pXy,184493,4,4068078,184.49333,22050,1,0.56889,168.30984,0.447,1.0,0.434,0.533
spotify:track:2qVZpGu1v98tvUAutqyAfJ,Get Down Tonight,KC And The Sunshine Band,0.671,0.776,10,-11.414,1,0.028200000000000003,0.137,0.00649,0.394,0.92,112.629,2qVZpGu1v98tvUAutqyAfJ,https://api.spotify.com/v1/tracks/2qVZpGu1v98tvUAutqyAfJ,https://api.spotify.com/v1/audio-analysis/2qVZpGu1v98tvUAutqyAfJ,317160,4,6993378,317.16,22050,1,0.3478,305.81842,0.984,1.0,1.0,0.824
spotify:track:0VwTeYNjcl30DyQlt3GPe0,Rhinestone Cowboy,Glen Campbell,0.644,0.633,0,-8.006,1,0.0261,0.10200000000000001,6.82e-05,0.227,0.648,115.192,0VwTeYNjcl30DyQlt3GPe0,https://api.spotify.com/v1/tracks/0VwTeYNjcl30DyQlt3GPe0,https://api.spotify.com/v1/audio-analysis/0VwTeYNjcl30DyQlt3GPe0,194453,4,4287696,194.45332,22050,1,0.19293,183.3738,0.829,1.0,0.943,0.789
spotify:track:1PehfITh0TTRx3LkDdV4h3,Fame,David Bowie,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/tracks/1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/audio-analysis/1PehfITh0TTRx3LkDdV4h3,261373,4,5763282,261.37332,22050,1,5.4741,245.69615,0.248,1.0,0.787,0.582
spotify:track:5opuphTIXgUUClEs5mnIQN,I'm Sorry,John Denver,0.447,0.23600000000000002,7,-15.258,1,0.0313,0.891,0.00151,0.201,0.527,127.596,5opuphTIXgUUClEs5mnIQN,https://api.spotify.com/v1/tracks/5opuphTIXgUUClEs5mnIQN,https://api.spotify.com/v1/audio-analysis/5opuphTIXgUUClEs5mnIQN,211773,4,4669602,211.77333,22050,1,0.08054,201.64209,0.672,0.983,0.748,0.848
spotify:track:5ABrBYbzepxzcW9pLIWw1j,Bad Blood,Neil Sedaka,0.737,0.736,2,-8.347,1,0.0458,0.17400000000000002,0.00217,0.23600000000000002,0.862,148.711,5ABrBYbzepxzcW9pLIWw1j,https://api.spotify.com/v1/tracks/5ABrBYbzepxzcW9pLIWw1j,https://api.spotify.com/v1/audio-analysis/5ABrBYbzepxzcW9pLIWw1j,189067,4,4168920,189.06667,22050,1,0.0,184.54059,0.516,1.0,0.906,0.777
spotify:track:2u3UJ9KyduTnbi9yUVGYfW,Island Girl,Elton John,0.7010000000000001,0.895,10,-8.489,1,0.0616,0.115,1.34e-06,0.257,0.41500000000000004,139.915,2u3UJ9KyduTnbi9yUVGYfW,https://api.spotify.com/v1/tracks/2u3UJ9KyduTnbi9yUVGYfW,https://api.spotify.com/v1/audio-analysis/2u3UJ9KyduTnbi9yUVGYfW,222093,4,4897158,222.09332,22050,1,0.23206,220.05551,0.815,1.0,0.631,0.532
spotify:track:1qiQduM84A0VeH8Y2uAbqi,That's The Way (I Like It),KC And The Sunshine Band,0.68,0.877,5,-10.241,0,0.035300000000000005,0.191,0.000656,0.34900000000000003,0.922,108.674,1qiQduM84A0VeH8Y2uAbqi,https://api.spotify.com/v1/tracks/1qiQduM84A0VeH8Y2uAbqi,https://api.spotify.com/v1/audio-analysis/1qiQduM84A0VeH8Y2uAbqi,185107,4,4081602,185.10667,22050,1,1.01565,174.45732,0.794,1.0,0.395,0.391
spotify:track:4Wr14AISsCuBGdkA6rids4,Fly; Robin; Fly,Silver Convention,0.8260000000000001,0.406,0,-14.153,0,0.0317,0.00719,0.731,0.07250000000000001,0.9390000000000001,100.278,4Wr14AISsCuBGdkA6rids4,https://api.spotify.com/v1/tracks/4Wr14AISsCuBGdkA6rids4,https://api.spotify.com/v1/audio-analysis/4Wr14AISsCuBGdkA6rids4,230920,4,5091786,230.92,22050,1,0.39451,217.19365,0.585,1.0,0.477,0.637
spotify:track:1YQIOrrOg1UDqZCGcZWQ0a,Let's Do It Again,The Staple Singers,0.637,0.524,1,-11.397,0,0.042800000000000005,0.394,6.91e-06,0.129,0.8200000000000001,80.299,1YQIOrrOg1UDqZCGcZWQ0a,https://api.spotify.com/v1/tracks/1YQIOrrOg1UDqZCGcZWQ0a,https://api.spotify.com/v1/audio-analysis/1YQIOrrOg1UDqZCGcZWQ0a,293600,4,6473880,293.6,22050,1,0.35855,281.2517,0.411,1.0,0.329,0.447
spotify:track:78zYiMv9yNTHgmm6kaUPCm,Saturday Night,Bay City Rollers,0.514,0.681,7,-10.026,1,0.065,0.199,0.0356,0.0745,0.913,136.821,78zYiMv9yNTHgmm6kaUPCm,https://api.spotify.com/v1/tracks/78zYiMv9yNTHgmm6kaUPCm,https://api.spotify.com/v1/audio-analysis/78zYiMv9yNTHgmm6kaUPCm,174400,4,3845520,174.4,22050,1,0.19265,168.53043,0.627,0.993,0.668,0.656
spotify:track:6dGWq08LXuIw6T2oUeHECh,Convoy,C.W. McCall,0.68,0.543,5,-14.876,1,0.14100000000000001,0.857,0.000116,0.0881,0.796,111.62,6dGWq08LXuIw6T2oUeHECh,https://api.spotify.com/v1/tracks/6dGWq08LXuIw6T2oUeHECh,https://api.spotify.com/v1/audio-analysis/6dGWq08LXuIw6T2oUeHECh,230600,4,5084730,230.6,22050,1,0.22726,218.55202,0.74,0.995,0.603,0.65
spotify:track:12FZTFRyd4RBzvKf8RB0zO,I Write The Songs,Barry Manilow,0.267,0.417,5,-8.79,1,0.028300000000000002,0.8240000000000001,0.0009609999999999999,0.08700000000000001,0.331,142.595,12FZTFRyd4RBzvKf8RB0zO,https://api.spotify.com/v1/tracks/12FZTFRyd4RBzvKf8RB0zO,https://api.spotify.com/v1/audio-analysis/12FZTFRyd4RBzvKf8RB0zO,235800,4,5199390,235.8,22050,1,0.40249,220.51991,0.397,0.006,0.339,0.388
spotify:track:10VbGCpgC4FtmYSwBLvIDX,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,0.328,0.42,0,-10.658,0,0.028800000000000003,0.553,0.0021200000000000004,0.096,0.28300000000000003,139.705,10VbGCpgC4FtmYSwBLvIDX,https://api.spotify.com/v1/tracks/10VbGCpgC4FtmYSwBLvIDX,https://api.spotify.com/v1/audio-analysis/10VbGCpgC4FtmYSwBLvIDX,204493,4,4509078,204.49333,22050,1,0.16957,194.9199,0.397,0.926,0.378,0.458
spotify:track:1hRDHWWealh2Pk3fnpIe75,Love Rollercoaster,Ohio Players,0.613,0.8200000000000001,0,-10.175,1,0.0737,0.181,1.4499999999999999e-06,0.049,0.465,115.125,1hRDHWWealh2Pk3fnpIe75,https://api.spotify.com/v1/tracks/1hRDHWWealh2Pk3fnpIe75,https://api.spotify.com/v1/audio-analysis/1hRDHWWealh2Pk3fnpIe75,290160,4,6398028,290.16,22050,1,0.2195,274.81396,0.796,1.0,0.347,0.448
spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,50 Ways To Leave Your Lover,Paul Simon,0.8150000000000001,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/tracks/6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/audio-analysis/6Qb7gtV6Q4MnUjSbkFcopl,217347,4,4792494,217.34666,22050,1,0.23147,193.70087,0.52,0.989,0.262,0.372
spotify:track:5x9xxVr7nJ9xMfDIW02Nv3,Theme From S.W.A.T.,Rhythm Heritage,0.634,0.897,9,-6.365,0,0.0398,0.0012100000000000001,0.867,0.134,0.963,109.282,5x9xxVr7nJ9xMfDIW02Nv3,https://api.spotify.com/v1/tracks/5x9xxVr7nJ9xMfDIW02Nv3,https://api.spotify.com/v1/audio-analysis/5x9xxVr7nJ9xMfDIW02Nv3,201493,4,4442928,201.49333,22050,1,0.19025,196.5221,0.778,1.0,0.578,0.383
spotify:track:2j4k2Q2SGEijVhTv8pycv2,Love Machine (Part 1),The Miracles,0.739,0.984,7,-4.52,0,0.0829,0.165,0.000287,0.029400000000000003,0.721,144.877,2j4k2Q2SGEijVhTv8pycv2,https://api.spotify.com/v1/tracks/2j4k2Q2SGEijVhTv8pycv2,https://api.spotify.com/v1/audio-analysis/2j4k2Q2SGEijVhTv8pycv2,415133,4,9153690,415.13333,22050,1,0.0,399.42386,0.908,1.0,0.234,0.157
spotify:track:1hQFF33xi8ruavZNyovtUN,December; 1963 (Oh; What a Night),The 4 Seasons,0.737,0.495,1,-13.489,1,0.027,0.058800000000000005,9.119999999999999e-06,0.054200000000000005,0.967,104.409,1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN,197147,4,4347084,197.14667,22050,1,0.2585,188.8537,0.339,1.0,0.595,0.592
spotify:track:1tMyqN7bNCokdg7jWgKPc8,Disco Lady,Johnnie Taylor,0.719,0.79,2,-8.002,1,0.0521,0.0568,0.0,0.057300000000000004,0.846,103.751,1tMyqN7bNCokdg7jWgKPc8,https://api.spotify.com/v1/tracks/1tMyqN7bNCokdg7jWgKPc8,https://api.spotify.com/v1/audio-analysis/1tMyqN7bNCokdg7jWgKPc8,267067,4,5888820,267.06668,22050,1,0.10385,254.8448,0.55,0.945,0.49,0.567
spotify:track:064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,Bellamy Brothers,0.596,0.897,3,-5.224,1,0.0402,0.0367,0.0,0.151,0.853,108.194,064SVQsmWl5EF0zahmzkQk,https://api.spotify.com/v1/tracks/064SVQsmWl5EF0zahmzkQk,https://api.spotify.com/v1/audio-analysis/064SVQsmWl5EF0zahmzkQk,196827,4,4340028,196.82668,22050,1,0.44685,185.98022,0.86,1.0,0.699,0.632
spotify:track:2pS6zWWQCpO0IVEBIbzJh8,Welcome Back,John Sebastian,0.745,0.373,4,-13.002,0,0.0325,0.41200000000000003,8.880000000000002e-05,0.158,0.904,111.297,2pS6zWWQCpO0IVEBIbzJh8,https://api.spotify.com/v1/tracks/2pS6zWWQCpO0IVEBIbzJh8,https://api.spotify.com/v1/audio-analysis/2pS6zWWQCpO0IVEBIbzJh8,170893,4,3768198,170.89333,22050,1,0.17329,163.9619,0.232,1.0,0.724,0.516
spotify:track:3FZB0xezeoc1ddx72eg7iF,Boogie Fever,The Sylvers,0.917,0.8230000000000001,7,-8.445,0,0.0368,0.167,0.000945,0.0258,0.969,132.56,3FZB0xezeoc1ddx72eg7iF,https://api.spotify.com/v1/tracks/3FZB0xezeoc1ddx72eg7iF,https://api.spotify.com/v1/audio-analysis/3FZB0xezeoc1ddx72eg7iF,211413,4,4661664,211.41333,22050,1,0.26721,195.47137,0.954,1.0,0.8,0.516
spotify:track:3uiMBldZ07pW0ySHDX5gzE,Silly Love Songs,Wings,0.742,0.47100000000000003,0,-10.767,1,0.032600000000000004,0.134,0.0903,0.28400000000000003,0.8150000000000001,124.95,3uiMBldZ07pW0ySHDX5gzE,https://api.spotify.com/v1/tracks/3uiMBldZ07pW0ySHDX5gzE,https://api.spotify.com/v1/audio-analysis/3uiMBldZ07pW0ySHDX5gzE,354240,4,7810992,354.24,22050,1,0.34059,344.5493,0.772,0.989,0.623,0.643
spotify:track:4UqPeeSyRt59KZmC0aA2Ni,Love Hangover,Diana Ross,0.508,0.669,1,-10.342,1,0.037700000000000004,0.241,0.0148,0.0523,0.875,112.437,4UqPeeSyRt59KZmC0aA2Ni,https://api.spotify.com/v1/tracks/4UqPeeSyRt59KZmC0aA2Ni,https://api.spotify.com/v1/audio-analysis/4UqPeeSyRt59KZmC0aA2Ni,468640,4,10333512,468.64,22050,1,0.06957,458.1123,0.373,0.981,0.815,0.68
spotify:track:1pBAsoHy7eN9aeVCTAiKua,Afternoon Delight,Starland Vocal Band,0.486,0.443,5,-11.728,1,0.030100000000000002,0.492,0.0,0.101,0.785,147.206,1pBAsoHy7eN9aeVCTAiKua,https://api.spotify.com/v1/tracks/1pBAsoHy7eN9aeVCTAiKua,https://api.spotify.com/v1/audio-analysis/1pBAsoHy7eN9aeVCTAiKua,193040,4,4256532,193.04,22050,1,0.2224,185.1385,0.0,0.989,0.627,0.611
spotify:track:0rHiGIRASJq8snJGFJMpnI,Kiss And Say Goodbye,The Manhattans,0.645,0.42,10,-10.09,1,0.062400000000000004,0.555,0.0,0.125,0.583,129.084,0rHiGIRASJq8snJGFJMpnI,https://api.spotify.com/v1/tracks/0rHiGIRASJq8snJGFJMpnI,https://api.spotify.com/v1/audio-analysis/0rHiGIRASJq8snJGFJMpnI,266733,4,5881470,266.73334,22050,1,0.16213,258.30457,0.744,0.993,0.715,0.563
spotify:track:7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,Elton John & Kiki Dee,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/audio-analysis/7HW5WIw7ZgZORCzUxv5gW5,275440,4,6073452,275.44,22050,1,0.25977,260.34793,0.908,1.0,0.655,0.67
spotify:track:2xiOdusRnZezQok1RgLNeS,You Should Be Dancing,Bee Gees,0.682,0.716,0,-10.911,1,0.0333,0.0182,0.168,0.337,0.963,123.011,2xiOdusRnZezQok1RgLNeS,https://api.spotify.com/v1/tracks/2xiOdusRnZezQok1RgLNeS,https://api.spotify.com/v1/audio-analysis/2xiOdusRnZezQok1RgLNeS,256493,4,5655678,256.49332,22050,1,0.20794,249.21397,0.92,0.815,0.572,0.382
spotify:track:3Is0Nnz59rzbNZE491URlY,(Shake; Shake; Shake) Shake Your Booty,KC And The Sunshine Band,0.649,0.8250000000000001,10,-12.243,0,0.0335,0.00606,0.154,0.10400000000000001,0.961,112.124,3Is0Nnz59rzbNZE491URlY,https://api.spotify.com/v1/tracks/3Is0Nnz59rzbNZE491URlY,https://api.spotify.com/v1/audio-analysis/3Is0Nnz59rzbNZE491URlY,186907,4,4121292,186.90668,22050,1,0.15079,177.83002,1.0,1.0,0.914,0.814
spotify:track:5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,0.8140000000000001,0.672,9,-12.068,1,0.061900000000000004,0.043500000000000004,0.0,0.061,0.933,109.394,5uuJruktM9fMdN9Va0DUMl,https://api.spotify.com/v1/tracks/5uuJruktM9fMdN9Va0DUMl,https://api.spotify.com/v1/audio-analysis/5uuJruktM9fMdN9Va0DUMl,300000,4,6615000,300.0,22050,1,0.138,288.85043,0.86,1.0,0.712,0.539
spotify:track:2CDNjonGoGIrfGzAdhbOAF,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,0.718,0.669,5,-7.283,0,0.0446,0.176,0.8220000000000001,0.058100000000000006,0.8240000000000001,108.856,2CDNjonGoGIrfGzAdhbOAF,https://api.spotify.com/v1/tracks/2CDNjonGoGIrfGzAdhbOAF,https://api.spotify.com/v1/audio-analysis/2CDNjonGoGIrfGzAdhbOAF,183400,4,4043970,183.4,22050,1,0.15782,179.31029,0.76,1.0,0.572,0.495
