Song,Artist,Track ID,Artist ID,Album ID
Feel Like Makin' Love,Roberta Flack,7gkboYtvhuXNS4EUwmFPcw,0W498bDDNlJIrYMKXdpLHA,3eOdBKYQ2w2eCvz2FxEmBA
The Night Chicago Died,Paper Lace,4f4RRYN3R7glPElFjeoUnC,33W24YuaMUEk85MwRX6cRs,4wcSa3LqH3JOQC7DTVIzpp
(You're) Having My Baby,Paul Anka with Odia Coates,5PuAFxKmqG72uKyoo11zpQ,7ceUfdWq2t5nbatS6ollHh,5yekdvOvjZ0Zptw76gpL95
I Shot The Sheriff,Eric Clapton,0UOxp1BpnD8uPQMKU4wKjz,6PAt558ZEZl0DmdXlnjMgD,408nODJ1r3nO7f3qWkCrCB
Can't Get Enough Of Your Love; Babe,Barry White,3mWpUEBYnv9SIFWfixSJFx,3rfgbfpPSfXY40lzRK7Syt,42Si9RbdXYGWQsfNTzjlnG
Rock Me Gently,Andy Kim,6CmowFMfHPyMx6c4tHOb0k,5mHntv2YTYHAUyCVObZFZD,06gwzorr2ks2pxOIbnBzlN
I Honestly Love You,Olivia Newton-John,5q8UoqDHPe9bU4R5bbvcJF,4BoRxUdrcgbbq1rxJvvhg9,3rjkhRSQsNjjeTjkC7ZnHg
Nothing From Nothing,Billy Preston,72PoJMDfdaw9gGECgA9kTZ,0IecGJbdBeYSOVtSPRehh5,7LukcPnAOnV7MuJ6uIUe1s
Then Came You,Dionne Warwicke & Spinners,2ARBXxaM4pzXhGpFoZPAg7,2JSjCHK79gdaiPWdKiNUNp,5JrnMbCDvpPh8nAoT2PSTd
You Haven't Done Nothin,Stevie Wonder,1inwt0v9a4ib9yS6Y4KsdM,7guDJrEfX3qb6FEbdPA5qi,1kda4McF274Jl5x3aOAmPJ
You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,0HOrDVS349XFcpCYsO2hAP,5q4AzEtCoYJyXjMMoEkSU5,3TtCMt4XLddj9PQeVBfsK1
Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band,49nBXQzYNyjoBmUda3ezMf,4x1nvY2FN8jxqAFA0DA02H,3n1j9GslH8h0jIx7NRUIX4
I Can Help,Billy Swan,4oW1lGOw5Q5OLvoJv92qoE,6nNkKMkPl1qBCEW3Al9eVV,5fjc7x9genFjAynvs3g1oi
Kung Fu Fighting,Carl Douglas,7K8QsHbmUpSX37oOCL4e2g,5Pqx4mXYDGIDcg8E5FYjZ8,53DDpuRxvNAUby9WODE3h2
Cat's In The Cradle,Harry Chapin,2obblQ6tcePeOEVJV6nEGD,42q4Ivs7tAiCZ5C7eG5q4c,3nta4nhqWoWjc6LmHIB0kT
Angie Baby,Helen Reddy,46OZwUIGXFDclUHJYjunOj,0Sq7oGrYEe0BDmb13wgjOO,74rzaLTIHIDGF1515DC5gS
Lucy In The Sky With Diamonds,Elton John,13JsYnkF16pHKuOFG6uI1C,3PhoLpVuITZKcymswpck5b,4UcpKa4yD9AA3iEHI8MFSF
Mandy,Barry Manilow,6iXQrhhgBisdfvS34EMTZ3,3alW3LYQS8K29z8C8NSLIX,0D6b0oLPjrrV4YA4bRSkks
Please Mr. Postman,Carpenters,74jZhGv0fdLaf9q8AZZ15k,1eEfMU2AhEo7XnKgL7c304,0ESCnyuOCpztPojn8m0uqi
Laughter In The Rain,Neil Sedaka,2ozTcQyZQmm9tSmc4VZfwU,5N6GwJzOcOY5kv8p0NjhYL,4MQXUCdpFPqi1jsM4N8aSR
Fire,Ohio Players,06xkqQuJzl1ddeK48jG6qa,6m30rs1IQqnWqV5nKMpU7U,3gGHGMqm9zqw0j0UIcRKvE
You're No Good,Linda Ronstadt,23DZLSxCK6kM8FF2RlzKDl,1sXbwvCQLGZnaH0Jp2HTVc,7upKDUGJUjsvfIe6vuVB0b
Pick Up The Pieces,AWB,2x1LQq8lsUzAA2wNj8yjC9,3tx8fyu3c4OBP5nejYtUOb,5qZVqBEJSq2HkDMh2VCOQ6
Best Of My Love,Eagles,5MLLuLqPdUlx8bfKtdkLwO,0ECwFtbIWEVNwjlrfc6xoL,2iCHyD9XHtA3vJFJIuXzqu
Have You Never Been Mellow,Olivia Newton-John,5ehVOC0zSdwWqyZlhomJSi,4BoRxUdrcgbbq1rxJvvhg9,0nDDIFFIpw5F1fSKe84UU9
Black Water,The Doobie Brothers,4p8QcNkaq2FQj8uGJ7HEDK,39T6qqI0jDtSWWioX8eGJz,6Jnw1MZ5lrICgurtzc3WqB
My Eyes Adored You,Frankie Valli,2yDQVcj26tpi9IUJhw9xDs,3CDKmzJu6uwEGnPLLZffpD,3joWv9r8FR0dudduAgEDbX
Lady Marmalade,Labelle,17VWTx7LD7liGlpnlGhUbn,3DznKagEU8yMQZR9z33Da5,5Zx4eUC5dTg6aufiSLQ6uo
Lovin' You,Minnie Riperton,3ebYtLVuV4HzEZUDcpZB9p,2i1IdHG5w0wiSmJGoqAGlj,3TFzRE2Mm1uZcJeu91UNs9
Philadelphia Freedom,The Elton John Band,2Tl39kuwt9hDAQS6Dj8uuG,11BYW3vEY2JVkKf2yHzM0E,35gbQqoUdlnE0zOwxOTNg0
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,0b7qiL1rLbUUpGXczt7p5T,0uUNzXylqsZdmFDwdxaP1V,2VTEQEyxqUSTvXhl7VFuCq
He Don't Love You (Like I Love You),Tony Orlando & Dawn,0XaaoZUWQFzcFiQbXKhABU,72NXpYBIaTfEeAAsxXLs0P,7KmJicIwOmhICUqD1ndi6V
Shining Star,Earth| Wind & Fire,0RgcOUQg4qYAEt9RIdf3oB,4QQgXkCYTt3BlENzhyNETg,5tXZfxvr2VaWibD74nw8VL
Before The Next Teardrop Falls,Freddy Fender,2SVW5774QbmEjWfbHOEnz3,0SNdq9iJyup4XY6JbNHbt6,3gy2ynEvSm1yV3gydcPWxd
Thank God I'm A Country Boy,John Denver,69HICMmc6nNLucAx3aJX9M,7EK1bQADBoqbYXnT4Cqv9w,6zWmAA39H0c4SjnD4MB1Dm
Sister Golden Hair,America,5VSAonaAPhhGn0G7hMYwWK,35U9lQaRWSQISxQAB94Meo,6Ef4yClroC8pMGktYOUd5n
Love Will Keep Us Together,The Captain & Tennille,0QmBMkTnJkC1dWNDd0sBWG,5UloVKzUNJcjORzhhTWWiJ,0gTyGsL4h43jNy6TSzK9iG
Listen To What The Man Said,Wings,0SkpjIqhANcC2QQu8DIuwG,3sFhA6G1N0gG1pszb6kk1m,5B1c0VlK24gvkbJx2g9Ft9
The Hustle,Van McCoy & The Soul City Symphony,6hYT9vkr0xMjhBlaLsYq9T,0bShb58TO0fM5jOjXhB1WT,2hVka2pqO6jgFSdDAWi3mw
One Of These Nights,Eagles,608xszaAxVh4m7NcKJiAbF,0ECwFtbIWEVNwjlrfc6xoL,0F77QekrNe8vVAjU2sepja
Jive Talkin',Bee Gees,4t0Pj3iBnSCZv5pDEPNmzG,1LZEQNv7sE11VDY3SdxQeN,2blsPE3sO5SnroFjfEAlfj
Fallin' In Love,Hamilton| Joe Frank & Reynolds,4XrbcxI03ARSyqU8jE3pXy,7vpRSadEAzLs0ikY7gAESe,7o43PPp1bh4MLG2mWvcNwC
Get Down Tonight,KC And The Sunshine Band,2qVZpGu1v98tvUAutqyAfJ,3mQBpAOMWYqAZyxtyeo4Lo,6S2ZnQo8V7k7EQZZEK3WcR
Rhinestone Cowboy,Glen Campbell,0VwTeYNjcl30DyQlt3GPe0,59hLmB5DrdihCYtNeFeW1U,7rPkdQjs9TuObO1qAAovky
Fame,David Bowie,1PehfITh0TTRx3LkDdV4h3,0oSGxfWSnnOXhD2fKuz2Gy,0lITGovWgaQGi42EfqcE5P
I'm Sorry,John Denver,5opuphTIXgUUClEs5mnIQN,7EK1bQADBoqbYXnT4Cqv9w,6IPZ8ArBkdRBDmI3zG5hpE
Bad Blood,Neil Sedaka,5ABrBYbzepxzcW9pLIWw1j,5N6GwJzOcOY5kv8p0NjhYL,4MQXUCdpFPqi1jsM4N8aSR
Island Girl,Elton John,2u3UJ9KyduTnbi9yUVGYfW,3PhoLpVuITZKcymswpck5b,5S44NdVlcSkXL9AqJg4iJh
That's The Way (I Like It),KC And The Sunshine Band,1qiQduM84A0VeH8Y2uAbqi,3mQBpAOMWYqAZyxtyeo4Lo,6S2ZnQo8V7k7EQZZEK3WcR
Fly; Robin; Fly,Silver Convention,4Wr14AISsCuBGdkA6rids4,5QHvbEwccF3WANUD5lEIuA,7oBAC7hVvGjIOWYyPpRYYI
Let's Do It Again,The Staple Singers,1YQIOrrOg1UDqZCGcZWQ0a,7xGGqA85UIWX1GoTVM4itC,7x6xnADtRaDBPlzcPCsks7
Saturday Night,Bay City Rollers,78zYiMv9yNTHgmm6kaUPCm,3r9TXuXfOUxXjgYgAR0fP8,1JXwUifkvVxOVMBOg6TZIt
Convoy,C.W. McCall,6dGWq08LXuIw6T2oUeHECh,0iTkPxRldzi5lmS6qZ70JV,6XbZ0Hc2LQaLJuUaFrHfTY
I Write The Songs,Barry Manilow,12FZTFRyd4RBzvKf8RB0zO,3alW3LYQS8K29z8C8NSLIX,4vjtUQKNvFUftabjdTONcJ
Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,10VbGCpgC4FtmYSwBLvIDX,3MdG05syQeRYPPcClLaUGl,2Fin5oppCDiqiLfqb3j3QO
Love Rollercoaster,Ohio Players,1hRDHWWealh2Pk3fnpIe75,6m30rs1IQqnWqV5nKMpU7U,6cdbsUYFysGXOh5fqWpIuR
50 Ways To Leave Your Lover,Paul Simon,6Qb7gtV6Q4MnUjSbkFcopl,2CvCyf1gEVhI0mX6aFXmVI,4A366gjTrYQwmRtkTezF2W
Theme From S.W.A.T.,Rhythm Heritage,5x9xxVr7nJ9xMfDIW02Nv3,2ZGlJUO9hdjZEvl710OpVX,6a3PT2aen9D1oejgMo9VxK
Love Machine (Part 1),The Miracles,2j4k2Q2SGEijVhTv8pycv2,6TqQLejnHXMGr7KcegxUND,101T3Y64HDKs7vh8FdGOoO
December; 1963 (Oh; What a Night),The 4 Seasons,1hQFF33xi8ruavZNyovtUN,6mcrZQmgzFGRWf7C0SObou,7fbHVufa1ZvEWWpDppEXHU
Disco Lady,Johnnie Taylor,1tMyqN7bNCokdg7jWgKPc8,4OGuNAnRFWZOgOA2d51taz,1wASYlnD3LasDxFlREG6JI
Let Your Love Flow,Bellamy Brothers,064SVQsmWl5EF0zahmzkQk,5iB5AWIa7qreioi0AF3Bxa,77EM0wkGevYQcBo1AJt7B0
Welcome Back,John Sebastian,2pS6zWWQCpO0IVEBIbzJh8,3FPF6tyBTP79pCCAJDcPft,1r5IleX8zPXRixRR5MeRhZ
Boogie Fever,The Sylvers,3FZB0xezeoc1ddx72eg7iF,0efkWb9xKhT6H0E7kgSjFK,6IO8kglmxVHiIzGR5zA7Z0
Silly Love Songs,Wings,3uiMBldZ07pW0ySHDX5gzE,3sFhA6G1N0gG1pszb6kk1m,3eN0kcFvDvdpjAvv1qZa4D
Love Hangover,Diana Ross,4UqPeeSyRt59KZmC0aA2Ni,3MdG05syQeRYPPcClLaUGl,2Fin5oppCDiqiLfqb3j3QO
Afternoon Delight,Starland Vocal Band,1pBAsoHy7eN9aeVCTAiKua,66QeIFuFJDNCImNHlFzrY1,0SIkfBz37ZXzxXOZCi4JNk
Kiss And Say Goodbye,The Manhattans,0rHiGIRASJq8snJGFJMpnI,1DpIDwg8FGD50N9Tfunfsf,3FlfDtvO4nTwdfJQRzLgyv
Don't Go Breaking My Heart,Elton John & Kiki Dee,7HW5WIw7ZgZORCzUxv5gW5,3PhoLpVuITZKcymswpck5b,4ObsEU7mIXbo2n9A31yfds
You Should Be Dancing,Bee Gees,2xiOdusRnZezQok1RgLNeS,1LZEQNv7sE11VDY3SdxQeN,4V8z8vZUCyYUBlUI9CfSbY
(Shake; Shake; Shake) Shake Your Booty,KC And The Sunshine Band,3Is0Nnz59rzbNZE491URlY,3mQBpAOMWYqAZyxtyeo4Lo,1nxHfb1EerQyKdT1aLSXf6
Play That Funky Music,Wild Cherry,5uuJruktM9fMdN9Va0DUMl,4apX9tIeHb85yPyy4F6FJG,27ompw8zlrCkWMacS21ysX
A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,2CDNjonGoGIrfGzAdhbOAF,73JBR5s2PVvUjGu6tIqjqx,23zvBBS5QteJrQ2xVDUC1I
Disco Duck (Part I),Rick Dees & His Cast Of Idiots,5gQ3nMRR1eph1wZJpoQweg,1NXHmX8Ce3PgDrEixLWBSS,3vxwDEU2hF9opK17SdNsYF
If You Leave Me Now,Chicago,0KMGxYKeUzK9wc5DZCt3HT,3iDD7bnsjL9J4fO298r0L0,4asBn7hzIq2Ka7rDzJN24P
Rock'n Me,Steve Miller,1orVKbp6vqtfAPOmvRofVq,6QtGlUje9TIkLrgPZrESuk,0fjJOLqG3v7vXRYhz2wxPC
Tonight's The Night (Gonna Be Alright),Rod Stewart,10LRRKPmx8uHcSxLVWK0ct,2y8Jo9CKhJvtfeKOsYzRdT,7nge8Pafna5rU1a0ek7dKN
You Don't Have To Be A Star (To Be In My Show),Marilyn McCoo & Billy Davis Jr.,2JurHS80N98Yt3CdIBYz9M,2jirMwr4cHJzjtx8vDX5IO,6Vwss896snaZfuyr351z99
You Make Me Feel Like Dancing,Leo Sayer,6gTrbqZnyljwXdYQTyBkSx,04LIHk1SobiQwt2tlupoAV,1d79WI0e5XKTpBymbKADDQ
I Wish,Stevie Wonder,687YZan9Gol1UVvbpUSO6Y,7guDJrEfX3qb6FEbdPA5qi,6YUCc2RiXcEKS9ibuZxjt0
Car Wash,Rose Royce,2pbWkjtGtjkzBdZ95GFINm,1OxJzMLmR9l5zPLap9OxuO,1lUemDpotxT7p1aCGSvWDz
Torn Between Two Lovers,Mary Macgregor,0uSrLvAGZPVkO2DgCj6DfC,6GlDsAkQHOmNgtUZdJ4Amq,1RnaAF1UNPcWbFQOiFkPPf
Blinded By The Light,Manfred Mann's Earth Band,7kNNylJ1kswWbHeRM6UDuE,2utNxkLhreF1oIfO8kQT3q,1qVP93dewrI7bukJAFPIvV
New Kid In Town,Eagles,6Zyz8lsnMFpIrCTuvGurCB,0ECwFtbIWEVNwjlrfc6xoL,2widuo17g5CEC66IbzveRu
"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,2IcqY68BxP1ONPi3ME6aje,7jmTilWYlKOuavFfmQAcu6,435mubtZvkoTYIPXWy3seP
Rich Girl,Daryl Hall John Oates,0qRR9d89hIS0MHRkQ0ejxX,77tT1kLj6mCWtFNqiOmP9H,5TNzBp7QYsXIHrI5xxVuic
Dancing Queen,ABBA,0GjEhVFGZW8afUYGChu3Rr,0LcJLqbBmaGUft1e9Mm8HV,1V6a99EbTTIegOhWoPxYI9
Don't Give Up On Us,David Soul,2EDWTamwVRo9XZ6LapRDGA,2eFkm34OMSYRUwP4RAtXaT,0TEt2uB6fPTsTUhEk28Dso
Don't Leave Me This Way,Thelma Houston,2rBBhFXtuMoGuwYTSDpAdF,3sgUnR8TF35euWEV07RPyO,3npGGvmS0VJrBukG2PcgP4
Southern Nights,Glen Campbell,7kv7zBjMtVf0eIJle2VZxn,59hLmB5DrdihCYtNeFeW1U,0R7Uw1tUUbWlV53BGKfjQ4
Hotel California,Eagles,40riOy7x9W7GXjyGp4pjAv,0ECwFtbIWEVNwjlrfc6xoL,2widuo17g5CEC66IbzveRu
When I Need You,Leo Sayer,2TcwEYyydQuEMJwdmSgVLD,04LIHk1SobiQwt2tlupoAV,1d79WI0e5XKTpBymbKADDQ
Sir Duke,Stevie Wonder,4pNiE4LCVV74vfIBaUHm1b,7guDJrEfX3qb6FEbdPA5qi,6YUCc2RiXcEKS9ibuZxjt0
I'm Your Boogie Man,KC And The Sunshine Band,6mjlbRIgMTf2nqY0kq1rOJ,3mQBpAOMWYqAZyxtyeo4Lo,1nxHfb1EerQyKdT1aLSXf6
Dreams,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,08GQAI4eElDnROBrJRGE0X,0BwWUstDMUbgq2NYONRqlu
Got To Give It Up (Pt. I),Marvin Gaye,7ohR0qPH6f2Vuj2pUNanJG,3koiLjNrgRTNbOwViDipeA,4JdEAA9aYadM2pZ96VHKNL
Gonna Fly Now,Bill Conti,7iXYRR70wewzVYzWScm99j,272ygo5fv9cYsiCLcV0HV2,6GfrOuXqJrJjcldIstEz6A
Undercover Angel,Alan O'Day,1DgW5aYMFM5mAXh7OAoLQe,63f6RFsOlwDMnAuDwjB58Y,0ZIgJnxnTovScw5XYjA7xn
Da Doo Ron Ron,Shaun Cassidy,0BTjoeNHz0mSjXCZO4hzad,6XJ5IHDtW2OkjtwVllkANt,2hmAwFaEuQ7NTR23H9fvjQ
Looks Like We Made It,Barry Manilow,3QqO9FxVrikwo7kS5ls3kQ,3alW3LYQS8K29z8C8NSLIX,5PPTyMtlVFzMofIrFx9ApW
I Just Want To Be Your Everything,Andy Gibb,5VMRcR2OmIuK0jQgy6Wbs2,44NX2ffIYHr6D4n7RaZF7A,7ycOIZnRNdpnAEaHXZwah4
Best Of My Love,The Emotions,2M2WJ7gBlcKNxdhyfPp9zY,64CuUOOirKmdAYLQSfaOyr,7iJCy3T66FJmXT7LGVd3QA
Star Wars Theme/Cantina Band,Meco,4MVA30NmvNtpbDon1ZG7mk,4MptlUxSUHf2QAW9JMrv4W,3RhVd2QtOoRhRGmCnptrOU
You Light Up My Life,Debby Boone,3dFR132gzO8jxD57R2gid3,1UkHCANZmdkKyVNvTLMrcJ,0lKPC6pyYjRxi2vexd0Zua
How Deep Is Your Love,Bee Gees,2JoZzpdeP2G6Csfdq5aLXP,1LZEQNv7sE11VDY3SdxQeN,5YHZaCxCuuK81h4Fimb9rT
Baby Come Back,Player,41sGGCCoHI2GLV9qadX80A,0fgtHVpOPfXb07S8Jx443z,1uZ7slfpVTucDk922Btj5B
Stayin' Alive,Bee Gees,3mRM4NM8iO7UBqrSigCQFH,1LZEQNv7sE11VDY3SdxQeN,5YHZaCxCuuK81h4Fimb9rT
(Love Is) Thicker Than Water,Andy Gibb,2OEIohmLSRsLZnrHmksxJN,5mHntv2YTYHAUyCVObZFZD,06gwzorr2ks2pxOIbnBzlN
Night Fever,Bee Gees,5KgbyD2lQQlIupAaPjgiXg,1LZEQNv7sE11VDY3SdxQeN,5YHZaCxCuuK81h4Fimb9rT
If I Can't Have You,Yvonne Elliman,6GQLHDE3YwtVUdDcMv8xwf,2d6JU9LvNhZR7AAtu4x2rS,2K1BCabwokZW3Jd0D7AegJ
With A Little Luck,Wings,0wLpW3AwfNicWHef8joJLb,3sFhA6G1N0gG1pszb6kk1m,5ye0I2FTRyBCNSbxk5KsTk
Too Much; Too Little; Too Late,Johnny Mathis/Deniece Williams,23jNwwtRqBSujsMT41gODf,21LGsW7bziR4Ledx7WZ1Wf,5Jv4jKdvPis9DbgZLWkiWD
You're The One That I Want,John Travolta & Olivia Newton-John,0B9x2BRHqj3Qer7biM3pU3,4hKkEHkaqCsyxNxXEsszVH,5n47Dui0H3pGpZSOxITmoq
Shadow Dancing,Andy Gibb,0tXDpd0SXFiMuqid8EqS7C,2bxhaIpgn88a3qbFrzbgd5,2ZAZ0NFE3qpdOalNHylXRG
Miss You,The Rolling Stones,3hJLKtTpgct9Y9wKww0BiR,22bE4uQ6baNwSHPVcDxLCe,1Jv2AqzhgsduUik2p4k3cS
Three Times A Lady,Commodores,4ztwMHfPZhPoruZdBbgriM,6twIAGnYuIT1pncMAsXnEm,5ZsWgDWvZ2luAHlczO8h2o
Grease,Frankie Valli,5Vrczz39CvlD3OGCa6utoA,3CDKmzJu6uwEGnPLLZffpD,0o2oPAxKGui4tvrrNgDtkc
Boogie Oogie Oogie,A Taste Of Honey,1Rl9GHgsflyIVqBRyO45Zo,1ii6e2pv8VIRwnTER71rMl,4QJA3YXQdpLhuIztkSgrpo
Kiss You All Over,Exile,3FGcQkWQlkeB82RdZwlw8V,2enKa9Yqr6PZy3xGlxQEu7,7orQwVEEjByRj9hT98frwo
Hot Child In The City,Nick Gilder,4F1DV1FrB68LNpmlvQs01N,2kzcxYyQIRbwtkwVtj48mG,2Hzyc4osezk4ZYv0KaJeOS
You Needed Me,Anne Murray,5d4E1hgkLyb7sXr5J3InnM,7d7q5Y1p2QWS4QRAhTQR5E,5cLFy5cKLjOetxzo5micoR
MacArthur Park,Donna Summer,42tYHqMxXxXHAAWqLaoOfQ,2eogQKWWoohI3BSnoG7E2U,1DeQ0MqQiY2RpMSMFEsILA
You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,7qmqeHzgNQTOnl1NUgRFO4,7mEIug7XUlQHikrFxjTWes,4ufmoUiQbFCyWUM5OVtdsm
Le Freak,Chic,7Kszjzps0xbQXyo1pO4KfE,0Xf8oDAJYd2D0k3NLI19OV,4a1EmaXGBiQ61Y4m6SNcYi
Too Much Heaven,Bee Gees,6T5GTy1l6dRmagqpNPjdoc,1LZEQNv7sE11VDY3SdxQeN,6bddpRTD2imtFdhXqr6MKm
Da Ya Think I'm Sexy?,Rod Stewart,4z7maGZkAonDlXlwo8q69f,2y8Jo9CKhJvtfeKOsYzRdT,38tXOrjXUUfQWWV2DRwMio
I Will Survive,Gloria Gaynor,6fw12s3vAJQAt7lbICodwC,6V6WCgi7waF55bJmylC4H5,0afBUyhZUpKrvV9gxWWXM1
Tragedy,Bee Gees,6UXXeFqMBGiqjkzQzkMT3E,1LZEQNv7sE11VDY3SdxQeN,6bddpRTD2imtFdhXqr6MKm
What A Fool Believes,The Doobie Brothers,2yBVeksU2EtrPJbTu4ZslK,39T6qqI0jDtSWWioX8eGJz,7je2uv9QBH65HhADDZitbB
Knock On Wood,Amii Stewart,0OUYuErgyc097NzSRff8UI,7GPNaPWw3STF8NYp39pd8G,7sTS0xZLJCmhKqoTUXNiom
Heart Of Glass,Blondie,4v2rkl1mC3zVAz0nXMx9r4,4tpUmLEVLCGFr93o8hFFIB,4M6s2jbhKWEcOdXZ8WiHts
Reunited,Peaches & Herb,7wbPfd2mXbStoZZSnHNd2V,6qI4LTzMRpTxRzMZPvv2C6,1MzEdKoD6mxji2q7k3rRcw
Hot Stuff,Donna Summer,2zMJN9JvDlvGP4jB03l1Bz,2eogQKWWoohI3BSnoG7E2U,58GjBhQvLHwfQFJtdP9Oxg
Love You Inside Out,Bee Gees,73V1mhbDb7K0lqlHB82iN5,1LZEQNv7sE11VDY3SdxQeN,6bddpRTD2imtFdhXqr6MKm
Ring My Bell,Anita Ward,7GK2KVYH8FrTC9zehmjVMd,3Dd6jD1AApgtNoU6SJWR7P,5G7Hry7SFLrdsvPu12EUyV
Bad Girls,Donna Summer,1ibRqifchaAfeNdQGpbRVW,2eogQKWWoohI3BSnoG7E2U,58GjBhQvLHwfQFJtdP9Oxg
Good Times,Chic,2wYKNcoqKW4IEcllj42xz1,0Xf8oDAJYd2D0k3NLI19OV,7rAk4WPpYlYr0fElVfXTOF
My Sharona,The Knack,1HOMkjp0nHMaTnfAkslCQj,0Nn9YwJzcaeuU1jJL06e3r,6H0wsYDvFlATzXHn0IqVpi
Sad Eyes,Robert John,3w3rLh6wmne91BS2rwgcog,3pbKylceBTiUa0fZk4J4sJ,48PU11yPb5ZWZ7cOHDXOxo
Don't Stop 'til You Get Enough,Michael Jackson,46eu3SBuFCXWsPT39Yg3tJ,3fMbdgg4jU18AjLCKBhRSm,2ZytN2cY4Zjrr9ukb2rqTP
Rise,Herb Alpert,1TsmHRIXvMTLP7Vu53XsUV,1PqdKx88nAgPolRy079lMl,7HY0aAzDNhAqmFHATtABPY
Pop Muzik,M,6z3HAUZpAyJ0ctsbAwAiw3,4ZYjW9vY2BTk1er3xomkwI,0IZmMihiL2P3wlOyAGqaAZ
Heartache Tonight,Eagles,2bzgKuK3pVez40qUvo8sYr,0ECwFtbIWEVNwjlrfc6xoL,1sW1HxI9VppbiXqgFQHVCP
Still,Commodores,2LdtluFBgL8cuSo9nkvJ57,6twIAGnYuIT1pncMAsXnEm,5ZsWgDWvZ2luAHlczO8h2o
No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1wSPm3y4Lk6ABkVxCmwkZx,7jmTilWYlKOuavFfmQAcu6,03LP0iA5hWsCVeDFHMV7Z8
Babe,Styx,5W7YROOF6bFfBexY81LFjt,4salDzkGmfycRqNUbyBphh,0RhPpU4BvtF44qdvFnGQuh
Escape (The Pina Colada Song),Rupert Holmes,5IMtdHjJ1OtkxbGe4zfUxQ,0TqIPD4IS1w4e30R38B3vj,163iYwl7Kdm9ayTnD4VyfN
Please Don't Go,KC And The Sunshine Band,6dw6BquK0Mv72p6HpusqKN,3mQBpAOMWYqAZyxtyeo4Lo,1VyflnFsIEfcxPj4JgM5QR
Rock With You,Michael Jackson,7oOOI85fVQvVnK5ynNMdW7,3fMbdgg4jU18AjLCKBhRSm,2ZytN2cY4Zjrr9ukb2rqTP
Do That To Me One More Time,Captain & Tennille,0m4jVVZrsv0bLkAr1uM6UG,7BEfMxbaqx6dOpbtlEqScm,6J8P3xCsQr5BPoEoukStSk
Crazy Little Thing Called Love,Queen,35ItUJlMtjOQW3SSiTCrrw,1dfeR4HaWDbWqFHLkxsg1d,6wPXUmYJ9mOWrKlLzZ5cCa
Another Brick In The Wall (Part II),Pink Floyd,4gMgiXfqyzZLMhsksGmbQV,0k17h0D3J5VfsdmQ1iZtE9,5Dbax7G8SWrP9xyzkOvy2F
Call Me,Blondie,7HKxTNVlkHsfMLhigmhC0I,4tpUmLEVLCGFr93o8hFFIB,18fOLsMG8Msf1DEaW0E71K
Funkytown,Lipps| Inc.,5Q6GRDSFdRwE7H37dQop9u,0lwRI7lvmlRY5DiA5Xa6wQ,47crNzkjCwR3zb6c5lFhLm
Coming Up (Live At Glasgow),Paul McCartney And Wings,4Ku6X72Q815qNd7ChuiDdD,4STHEaNw4mPZ2tzheohgXB,48rypPDKdKiusMXKaYcEGV
It's Still Rock And Roll To Me,Billy Joel,64UioB4Nmwgn2f4cbIpAkl,6zFYqv1mOsgBRQbae3JJ9e,5sztejERqpktXEdemlUvU5
Magic,Olivia Newton-John,56BSwBKWHYldQOgYLHiehs,4BoRxUdrcgbbq1rxJvvhg9,0dWzFLXRM8F1IsEYdKopAa
Sailing,Christopher Cross,4ogaI0XfmAunA0LyjveMSF,695W5F2Ih8dYahLdjVOIoH,43L4t2oVmuJsudEls5C6Gh
Upside Down,Diana Ross,3pbtBomO4Zt5gGiqsYeiBH,3MdG05syQeRYPPcClLaUGl,3zgDLoVcpVGfFbDZJf3uHI
Another One Bites The Dust,Queen,57JVGBtBLCfHw2muk5416J,1dfeR4HaWDbWqFHLkxsg1d,6wPXUmYJ9mOWrKlLzZ5cCa
Woman In Love,Barbra Streisand,1pTGc8pwyo6xtgXBKCBcFn,7jmTilWYlKOuavFfmQAcu6,5mMebbufullX8FIhpCxwCt
Lady,Kenny Rogers,5Pj5zrq2nbKcAekH1AxbrO,4tw2Lmn9tTPUv7Gy7mVPI4,5Cum33m0MK39JjWvbGO8bQ
(Just Like) Starting Over,John Lennon,5y0YreEOnQiKFAnCrcFIXz,4x1nvY2FN8jxqAFA0DA02H,15q7N7Wo307mfjqR29NpjF
The Tide Is High,Blondie,165NAtd2DRPKNQ6EVY0VG9,4tpUmLEVLCGFr93o8hFFIB,0zkNOW8F8hcsEwIhulD67b
Celebration,Kool & The Gang,3K7Q9PHUWPTaknlbFPThn2,3VNITwohbvU5Wuy5PC6dsI,2kc4mhFRsoIRVD0XEYnwhI
9 To 5,Dolly Parton,4w3tQBXhn5345eUXDGBWZG,32vWCbZh0xZ4o9gkz4PsEU,64Ky1tqKPfwxhJs6msphWd
