Song,Artist,Track ID,Artist ID,Album ID
Summer In The City,The Lovin' Spoonful,7AzFID6u1b3zIWbd9pb8Dk,7CCn4PFRRRZF127jtCBAUe,3enoBBhSA6i2pXEP8rjAWY
Sunshine Superman,Donovan,4RGxUjaCmVtD30pIhtEi7w,6vLlQYujOujIrm7zAKzEdG,2ULhVPvdhT7RREnqRWM06G
You Can't Hurry Love,The Supremes,1OppEieGNdItZbE14gLBEv,57bUPid8xztkieZfS7OlEV,5fpOmAuZaVyEXPlQ4oOqJ6
Cherish,The Association,7uGeDI6nJEdUYMsMd7mQyl,2kuNswDC82PL9xRbfaZJaS,6NDt4G1QiGzMNnri4kxq6f
Reach Out I'll Be There,Four Tops,6Pkj4nv5K53i64cLVgkVyY,7fIvjotigTGWqjIz6EP1i4,4Jw0RycAqlXeAoymbc0CYp
96 Tears,? (Question Mark) & The Mysterians,4PEeZ2U4UfP2Jo8EtIOjus,3ZZHB1Xh2PM88QTMiqHB62,0wyrlx6SxiNFuTpmfwH7cr
Last Train To Clarksville,The Monkees,3h4t9qpFktohHeUQc3hZCa,320EPCSEezHt1rtbfwH6Ck,1q1LuLo92N5cl5e0GKRq7h
Poor Side Of Town,Johnny Rivers,60DmpUd1BnemzjASiUewnf,3TiISqKS6ESlMQ4WFfZJw2,0h4TKT4HhnC9owdtVmtLA8
You Keep Me Hangin' On,The Supremes,4a01ClusxuZiloOK5UgLUn,57bUPid8xztkieZfS7OlEV,5BrLn546krr08d9UvOj73k
Winchester Cathedral,The New Vaudeville Band,3Q51jQuzjEDMTyFX4pT2dK,4UD9XOagGdElo7BpVzLltZ,2rQF2EUdMIWql33I4YJMcN
Good Vibrations,The Beach Boys,5t9KYe0Fhd5cW6UYT4qP8f,3oDbviiivRWhXwIE8hxkVV,37rNuexqEXWeSIOiJtn3A9
I'm A Believer,The Monkees,3G7tRC24Uh09Hmp1KZ7LQ2,320EPCSEezHt1rtbfwH6Ck,50zHjIiTOZM232gnWvOydX
Kind Of A Drag,The Buckinghams,3RnsnfrquBAy6kIejQzc2C,4zmxet3ZPdSmL3Xyv1Wegb,3v35ls13eu1Wjm2lpbFVS4
Ruby Tuesday,The Rolling Stones,4hupcimlg3UBbW1kAQ6vrT,22bE4uQ6baNwSHPVcDxLCe,36BIYdP4WtviD9Ngqc4SK5
Love Is Here And Now You're Gone,The Supremes,4KUGhh0lsJ8GxQJ1Um8UrB,57bUPid8xztkieZfS7OlEV,5BrLn546krr08d9UvOj73k
Penny Lane,The Beatles,1h04XMpzGzmAudoI6VHBgA,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj
Happy Together,The Turtles,1JO1xLtVc8mWhIoE3YaCL0,2VIoWte1HPDbZ2WqHd2La7,2pMxs38Y5A0mmHrcu3twvB
Somethin' Stupid,Nancy Sinatra & Frank Sinatra,4feXcsElKIVsGwkbnTHAfV,1Mxqyy3pSjf8kZZL4QVxS0,67Evm6gPc9wFSUf1aXOrKO
The Happening,The Supremes,6IrBgAF2nSiwrdbIcaCKnp,57bUPid8xztkieZfS7OlEV,23s2StHCeb3zO0B95ZDN2R
Groovin',The Young Rascals,3c2kMiSB86tVq1J4oULmvL,5X3TuTi9OIsJXMGxPwTKM2,5aQE05ji4wayN65QCZkl0U
Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,7nwUJBm0HE4ZxD3f5cy5ok,5WndWfzGwCkHzAbQXVkg2V
Windy,The Association,1lHiKWnlJtjzA4vHnjAr39,2kuNswDC82PL9xRbfaZJaS,1VsmbYW4XCdWje8ii0Yuta
Light My Fire,The Doors,5uvosCdMlFdTXhoazkTI5R,22WZ7M8sxp5THdruNY3gXt,1jWmEhn3ggaL6isoyLfwBn
All You Need Is Love,The Beatles,68BTFws92cRztMS1oQ7Ewj,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj
Ode To Billie Joe,Bobbie Gentry,4FdDorlbJTVHcH3djLbIfn,4E9w0bms6HcEppFlWjeW2d,05I1EsreLq47JU8pypj7TR
The Letter,The Box Tops,6RJK553YhstRzyKA4mug09,3KGQvnOoqUHi3KxKQMZtXr,08mPxuP35Db56jUUgRvGFs
To Sir With Love,Lulu,0gBFr7N2D1GfhkXIIepIGG,0jYKX08u1XxmHrl5TdM2QZ,37J4FeONwmD1Gl3PzvZGv3
Incense And Peppermints,Strawberry Alarm Clock,16iApoNZYaN6gbMtRRVV6B,1nyQBzKgZ2hBLr7PnyV7cI,4NbLTe8YqLFwys4SmkEofd
Daydream Believer,The Monkees,7uEcCGtM1FBBGIhPozhJjv,320EPCSEezHt1rtbfwH6Ck,2Ov6zb7NfgDh3EXSIIWrb2
Hello Goodbye,The Beatles,0vZ97gHhemKm6c64hTfJNA,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj
Judy In Disguise (With Glasses),John Fred And The Playboys,2p7mA5rSVwIaoNslO9zylp,1JJQnWXsIpAKIvcWJGUtfg,0E1Vgg2qhaG5CLVxeEFfSe
Green Tambourine,The Lemon Pipers,240FNg8tSGXr9OGswVMuO6,2rUmEpDSHKMhamwClclHs5,4rwwZmYuH2XhZDozHksVQw
Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,6vUhLEkY17FlxjEysVA6SX,5Oj26LEf8jdgR2woWEjlhi,189l2meOpGMMg9oAgJpTBl
(Sittin' On) The Dock Of The Bay,Otis Redding,3zBhihYUHBmGd2bcQIobrF,60df5JBRRPcnSpsIMxxwQm,03HMOcANauhLD0WNrMkmLU
Honey,Bobby Goldsboro,2Qhvi6R73Zj3cpzRYzcAww,5gPEo032lzARtzuVqJIm9o,2AKHoOuDzuJ6d75eaDzZmP
Tighten Up,Archie Bell & The Drells,6IIcvtmuGpWIasqOpyGlyY,1kupwLFpHALpmhp5qol8xH,5zsOpnZyZidaZo5KXL0xzr
Mrs. Robinson,Simon & Garfunkel,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,3bzgbgiytguTDnwzflAZr2
This Guy's In Love With You,Herb Alpert,5hffP5gJFe1zByXf7BIeYq,09L3cUdx0hq6qn5bKuJJ4I,28RoUhCVox1AcNaetytDNe
Grazing In The Grass,Hugh Masekela,2P6Buc8kWRgShx7aHIadqu,1b3F5FI7TX4IWTNA4P1kWp,21YlyIf7r7nQGypMvogt2D
Hello; I Love You,The Doors,3bWGaqVeYKMlLss40mPgNn,22WZ7M8sxp5THdruNY3gXt,0qZTwrunzX3LG45PvRghmh
People Got To Be Free,The Rascals,5tUEIByLWg1sYWajZ2x5zx,5g2n2H9ndqvejERtwZ1rHh,1enXeZO8gZgjo33N0Iy0gq
Harper Valley P.T.A.,Jeannie C. Riley,63EQVLdtGL6rZf8mPKW7QY,3MIwMeYV8vmgQFbbRiJTp2,1Us8ogvoRbdISewY69UE43
Hey Jude,The Beatles,0aym2LBJBk9DAYuHHutrIl,3WrFJ7ztbogyGnTHbHJFl2,7vEJAtP3KgKSpOHVgwm3Eh
Love Child,Diana Ross & The Supremes,69EILuL34ggLWQsa626bes,0rXI0q8Cahq6numvPlloaq,3kBcXeEHgrdFc99iDeWStA
I Heard It Through The Grapevine,Marvin Gaye,1tqT6DhmsrtQgyCKUwotiw,3koiLjNrgRTNbOwViDipeA,36VMWZPLjg9rucvMxdA2Pz
Crimson And Clover,Tommy James And The Shondells,74ohdXevc7VsXl96ofi3Kn,01hRNr3yF5bYnPq4wZ88iI,7LuVM7ZoQf15BbEa61CpTU
Everyday People,Sly & The Family Stone,4ZVZBc5xvMyV3WzWktn8i7,5m8H6zSadhu1j9Yi04VLqD,7iwS1r6JHYJe9xpPjzmWqD
Dizzy,Tommy Roe,5LvIl1VHaqtCJJXwrB8QR9,7t4XHvWfj0XtEB8SNFeALw,6eV7zSl70eSrLqFsJoQFlq
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,0HZlND4giwzgolBpaNIRGV,1UUYAQ9LiRsZF0ZukQNWXM,1kVipwgtVNAaHM7Py341Ch
Get Back,The Beatles With Billy Preston,4MLBqAEzNN89o2M9h92Z26,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,0oFkaYVT0tVb9v5sOaMvJv,2EExdpjU4SK3xnJHO5paJf,70Qq0MrNWfFyQlVAxZh7LE
In The Year 2525,Zager & Evans,5UVsbUV0Kh033cqsZ5sLQi,55IyYO6fmYpYw6Nd4YF7bw,48nQg5aRjshznfUlppTBGL
Honky Tonk Women,The Rolling Stones,7HIG9Utsra6sL79nA1Tn0y,22bE4uQ6baNwSHPVcDxLCe,2WvMWgLvHvBHT2IknyXiMi
Sugar; Sugar,The Archies,6MTd61g9zq6CB1FnJydjEb,33QmoCkSqADuQEtMCysYLh,3Yx7rFz5gPsuWOoNncW0UP
I Can't Get Next To You,The Temptations,6aL6pPBaTMGgM558mplSnj,3RwQ26hR2tJtA8F9p2n7jG,2CabyXUOSQqxUaPEw2FrnK
Suspicious Minds,Elvis Presley,1H5IfYyIIAlgDX8zguUzns,43ZHCT0cAZBISjO8DG9PnE,3ekkFrfotMsEAKc5g71GHk
Wedding Bell Blues,The 5th Dimension,0bzNvVatHKKtAudmRvar8J,1UUYAQ9LiRsZF0ZukQNWXM,1kVipwgtVNAaHM7Py341Ch
Come Together/Something,The Beatles,1aIh8C6OpXxOdM4pJatdIW,5CJAdW1DhqZWCNhBSM2pIv,67r2ErfWAtwLjQLux7zB7L
Na Na Hey Hey Kiss Him Goodbye,Steam,1mrSHPNTDdMkXpR4BiSiD7,6huJo1XyJ0v3d5WJ5G1cYc,79sAKFjr7TWKw6A94kBKPL
Leaving On A Jet Plane,Peter| Paul & Mary,6ZSTinOwx5dKFYc6iYyGDn,6yrBBtqX2gKCHCrZOYBDrB,3CDM5os6kA4y6mYYGukMIZ
Someday We'll Be Together,Diana Ross & The Supremes,79Yk6AlSKi5dxDFINID2hS,0rXI0q8Cahq6numvPlloaq,44oDkaH8gO3ZvvxKE8lG4I
Raindrops Keep Fallin' On My Head,B.J. Thomas,2s1Yh0AywJhLsKKZ9vM0tm,0uUNzXylqsZdmFDwdxaP1V,0INAOxIIie4un2aZJw3qf6
I Want You Back,Jackson 5,5LxvwujISqiB8vpRYv887S,2iE18Oxc8YSumAU232n4rW,51uoKRa8vT5SULrlF8s2t1
Venus,The Shocking Blue,0Z3xhSOhrawLV81YdiDiiJ,5WimOFbBnCU5wI6t5PPpEk,2vbAImlNuDjPBMdU6T1oRQ
Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,74iQ3gahRTOGc19bYadBE3,5m8H6zSadhu1j9Yi04VLqD,0UM9SydcBtsklCTFgGLvcT
Bridge Over Troubled Water,Simon & Garfunkel,6l8EbYRtQMgKOyc1gcDHF9,70cRZdQywnSFp9pnc2WTCE,0JwHz5SSvpYWuuCNbtYZoV
Let It Be,The Beatles,7iN1s7xHE4ifF5povM6A48,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5
ABC,Jackson 5,6D8kc7RO0rqBLSo2YPflJ5,2iE18Oxc8YSumAU232n4rW,2tukc7pH4qTuXcfaHjLIBc
American Woman/No Sugar Tonight,The Guess Who,0emHuukZSuaOzOlsAWHj2W,0cQuYRSzlItquYxsQKDvVc,7iYzF8KvARMLyshweM63Bq
Everything Is Beautiful,Ray Stevens,6dK0AYajyKG5xiduYXkISl,7MpUvihmfilIxyN20kXwQj,2LZfs8SUcHmcsLgJFQe0r1
The Long And Winding Road/For You Blue,The Beatles,3mlMpmY8oZIBFc39D9zLbh,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5
The Love You Save/I Found That Girl,Jackson 5,39SyB2NWiRlMtcKrI2rr4k,2iE18Oxc8YSumAU232n4rW,2tukc7pH4qTuXcfaHjLIBc
Mama Told Me (Not To Come),Three Dog Night,1CAO7hiNOxJRPW4nFv2aRO,4FAEZeJcsYYBkNq2D3KGTV,0tJT9ZnxnlElGa34DRj59l
(They Long To Be) Close To You,Carpenters,50q2aUjWoTn6CJIfSPRJQA,1eEfMU2AhEo7XnKgL7c304,1CsuCA05y9r7ftG9bGGtWV
Make It With You,Bread,7wWw7hBmErNg9u5w6Xx0vy,70ZTdbPEcEugBNay4MvxfL,2eTrV6WUTJtKFzg5iznPJ7
War,Edwin Starr,4ZEEcEMGjkWOfZNBcIB9yE,1B8AXU6gIIafpyLEpbcv1u,26pzgagMwY4opUvVUdSuum
Ain't No Mountain High Enough,Diana Ross,1KbuhBnzMHp4eq1q6flhWd,3MdG05syQeRYPPcClLaUGl,2iPkYpFitI1RXmnnza1PeN
Cracklin' Rosie,Neil Diamond,5pkd9ib1RgbkAd1R9bIOCa,7mEIug7XUlQHikrFxjTWes,0WGnkp386fyXfTvKwTIVRO
I'll Be There,Jackson 5,5RdhBLmB4DyFHLglRrfx63,2iE18Oxc8YSumAU232n4rW,5d6X8oegJmu9XKn9UBAswG
I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,22vqiTM3mI3r4P1P2N4qUi,7u1mqP3ykglpCB2c1p1p5I,6JjahSxJ7dkWPFmvaRaX87
The Tears Of A Clown,Smokey Robinson & The Miracles,6QyQmdvQ1ywNccYa0pwLNQ,6TKOZZDd5uV5KnyC5G4MUt,2NT1Pc0MXlXORHLBkHyKQW
My Sweet Lord/Isn't It A Pity,George Harrison,0KZodeWxqxd88F9wY1cqgs,7FIoB5PHdrMZVC3q2HE5MS,7j7lsExGJtBHLgDYzjclwk
Knock Three Times,Dawn,5eieTS268veCXyZoLoy7eP,72NXpYBIaTfEeAAsxXLs0P,3SZtvt7lV1H4YN9tKVURJR
One Bad Apple,The Osmonds,50UoJUrslRVqG0cg6uboyn,5fU6lODhpw3GEGGJuaDprR,7iO74dTDFR8gHTLQ6qcLsO
Me And Bobby McGee,Janis Joplin,1IqFh00G2kvvMm8pRMpehA,4NgfOZCL9Ml67xzM0xzIvC,3j7nicLAWXM0Fb08q9XGyf
Just My Imagination (Running Away With Me),The Temptations,39Bd345OWEhRNyfayhp9gv,3RwQ26hR2tJtA8F9p2n7jG,1w68QsDEt1Rt5SiwOJNGFn
Joy To The World,Three Dog Night,2ymeOsYijJz09LfKw3yM2x,4FAEZeJcsYYBkNq2D3KGTV,2v8XEhOPoKX7iVWq5mWWBM
Brown Sugar,The Rolling Stones,61UuPxxYUvacEH6SHIK3sU,22bE4uQ6baNwSHPVcDxLCe,29m6DinzdaD0OPqWKGyMdz
Want Ads,The Honey Cone,0zDHmuznzH58kkLutgrbiD,70pyKM7nM8QF1iLJJA0LJC,6BOF2q01VlIhLJP6ackgyB
It's Too Late/I Feel The Earth Move,Carole King,12q3V8ShACq2PSWINMc2rC,319yZVtYM9MBGqmSQnMyY6,12n11cgnpjXKLeqrnIERoS
Indian Reservation (The Lament Of The Cherokee Reservation Indian),The Raiders,3mDOHVY9MWZOTODSNF5GBj,32HPpJAhgnGPT3V7UOggzi,6HJj4X26Xp7buj1zIfFjyb
You've Got A Friend,James Taylor,6zV8IpLvw0tkRSVCFQJB1y,0vn7UBvSQECKJm2817Yf1P,3ahHxtwRwMIdHcAo0MEXxX
How Can You Mend A Broken Heart,Bee Gees,1jy0RbDHyBMTupSdc98XbG,1LZEQNv7sE11VDY3SdxQeN,2FHiXBmtRn9fuTRyRHWcnV
Uncle Albert/Admiral Halsey,Paul & Linda McCartney,5SwgE4wA0P7f6AEz2UQMB2,4STHEaNw4mPZ2tzheohgXB,3DTMsrNO6lEHNmDJ0fsN4v
Go Away Little Girl,Donny Osmond,6SvOdNsEfi7EDB0oFtH3YG,5ZEAzHE2TzAwUcOj6jMIgf,5tJ017TTNhv4VTe39P2e4e
Maggie May/Reason To Believe,Rod Stewart,7hBTWJwdCkZt7IjUsENqmv,2y8Jo9CKhJvtfeKOsYzRdT,4ZQ1rlBQnP193DYAD0PMQq
Gypsys; Tramps & Thieves,Cher,6fsSZbNL7XP9gf1kJ2l155,72OaDtakiy6yFqkt4TsiFt,4NsAwBNLIHDpmlCCGNGzH9
Theme From Shaft,Isaac Hayes,7KMILVTQdVS4zQ8ilTcpRO,3IKV7o6WPphDB7cCWXaG3E,5HAXYSqdNjjbvoFrXwtrBw
Family Affair,Sly & The Family Stone,4f3u4Oy0JqJRIhMmTqRcxj,5m8H6zSadhu1j9Yi04VLqD,29f2cOueckYE8Nc1pkJjrU
Brand New Key,Melanie,7da5B9d2oVV16YSzXVxmrR,6sOP8RUFR0q0nBOBOXGdBK,5THcElsOkPsIopiOQj18An
American Pie (Parts I & II),Don McLean,1fDsrQ23eTAVFElUMaf38X,1gRNBaI4yn6wCCTvRhGWh8,10jsW2NYd9blCrDITMh2zS
Let's Stay Together,Al Green,63xdwScd1Ai1GigAwQxE8y,3dkbV4qihUeMsqN4vBGg93,58eMx3QrTkiRmGGbSz2XL0
Without You,Nilsson,6MrILERJLA3Jcq0E9poZsp,3RTzAwFprBqiskp550eSJX,3EfpOFKjotrMQTFTnxrXaB
Heart Of Gold,Neil Young,26QKxvjlCo2fSd3T4c8Zpb,6v8FB84lnmJs434UJf2Mrm,2LOpi63tYGh0Suy8eLJDVQ
A Horse With No Name,America,54eZmuggBFJbV7k248bTTt,35U9lQaRWSQISxQAB94Meo,0E5IKYhiKgbYQkmfsFonbZ
The First Time Ever I Saw Your Face,Roberta Flack,0SxFyA4FqmEQqZVuAlg8lf,0W498bDDNlJIrYMKXdpLHA,2ARWEOvaUgm4FSj25MpY6F
Oh Girl,The Chi-lites,0cFlXjTxFdMGGPfLVpt3Wv,7BFr36uI1dzJyo6tpa5Ued,5mPnkoXhX4PWuhqVE30vVh
I'll Take You There,The Staple Singers,5YLnfy7R2kueN0BRPkjiEG,7xGGqA85UIWX1GoTVM4itC,7tUOJxXojOWdWU2T2ZSge7
The Candy Man,Sammy Davis| Jr. with The Mike Curb Congregation,5X3XrHlCFVGqNKpGp85xVC,1NAWG3AngjBXyKbmPaz92D,2QvY0LXg9f5ZHCNZsLiPRa
Song Sung Blue,Neil Diamond,57KfogSy3eKuk5JHLKwCJv,7mEIug7XUlQHikrFxjTWes,6sdXGlrywMohGMVg5gIqwp
Lean On Me,Bill Withers,3M8FzayQWtkvOhqMn2V4T2,1ThoqLcyIYvZn7iWbj8fsj,0sFuW4rH5mFZUjNKnckO3v
Alone Again (Naturally),Gilbert O'Sullivan,54pvEYFocTlvIAQOfXSjqV,4HVmeVTQBgvTuvjB1JYwaf,6LoUAyxzjVgwIIYBZOM6xQ
Brandy (You're A Fine Girl),Looking Glass,2BY7ALEWdloFHgQZG6VMLA,5jJN1nmKXzRjodMl1THQeI,5ThwnbpYrk9R1xXkAGCLIs
Black & White,Three Dog Night,4XcUADpOth9Wroq5EVMFJq,4FAEZeJcsYYBkNq2D3KGTV,5Kmb6R2nnEPqOiDUA1Bl8F
Baby Don't Get Hooked On Me,Mac Davis,4z51Gf7Ppt9Lmu5zmnUIz9,6HX8AbXUFaYRtlqKb4CCo0,2xFMzRc1yucPQIk8P0CcxM
Ben,Michael Jackson,0ZFqB9g2FujbmMSrjqsL3j,3fMbdgg4jU18AjLCKBhRSm,3xo2soey9XEBI5DlmT4KlQ
My Ding-A-Ling,Chuck Berry,2L8mIvM1OwkJyGb3WwDFT3,293zczrfYafIItmnmM3coR,27q84AdiSVhTtrGOwwoMIW
I Can See Clearly Now,Johnny Nash,0DcrhZ12WcCqruCs8ibXSf,0nAVvgfE9yI4DwvMiYwk8a,2ZdUVurLZBrEphCLzX7MdU
Papa Was A Rollin' Stone,The Temptations,7MiLmLbwNoyf47xQ4TCVYp,3RwQ26hR2tJtA8F9p2n7jG,2kzUxFepw1uLjbgqV537eP
I Am Woman,Helen Reddy,3l2hbXdvmaH3tUd3qWLKgm,0Sq7oGrYEe0BDmb13wgjOO,1gzSC9J3Ffyl2m2MCVO4c1
Me And Mrs. Jones,Billy Paul,6Ro2z4RtAUew9Kz2HZWZUi,187xgSpsFH8mMbAcoCW0zE,2t3e2RCx9fmVO7jmhrOm3a
You're So Vain,Carly Simon,2DnJjbjNTV9Nd5NOa1KGba,4FtSnMlCVxCswABUmdhwpm,79x0PRGIZv33znrCkPkCZ5
Superstition,Stevie Wonder,1h2xVEoJORqrg71HocgqXd,7guDJrEfX3qb6FEbdPA5qi,4E1itnJOhTMRSATNaxh0Sq
Crocodile Rock,Elton John,6WCeFNVAXUtNczb7lqLiZU,3PhoLpVuITZKcymswpck5b,1reJ8DttK5EGwdyf7y9FBR
Killing Me Softly With His Song,Roberta Flack,3gsCAGsWr6pUm1Vy7CPPob,0W498bDDNlJIrYMKXdpLHA,4GxrvKiysSiDU1HHifh1PA
Love Train,The O'Jays,28285KFbyCq8sJofn58qlD,38h03gA85YYPeDPd9ER9rT,09jTPeDoSuJLLAwFGNUKCX
The Night The Lights Went Out In Georgia,Vicki Lawrence,4ZObql2ASJn1bvasBzjlyI,3PNGsgUFOuNvwagyBCo2Rg,0qwOXO4R8bxSXP874yfIB5
Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,3NXES1knSS2eUCgkr77QU6,5z348neb55aaKyQhVgqEvS,2d5cE0rNwRTKSqOOuzEAXq
You Are The Sunshine Of My Life,Stevie Wonder,0n2pjCIMKwHSXoYfEbYMfX,7guDJrEfX3qb6FEbdPA5qi,3PResMqFgQYBfzTnqTKwQw
Frankenstein,Edgar Winter Group,2l0Z9fY1E8Bep8opmhmDhq,7j9PMegEgVN1fNp8NZXNCI,4CNEJF5wYGqhOYEKq8ciu8
My Love,Paul McCartney And Wings,0Oj0TT23GBH2XuHAaSsloH,3sFhA6G1N0gG1pszb6kk1m,0ht0PyiPPsG3mYqvFhTfgD
Give Me Love - (Give Me Peace On Earth),George Harrison,1ZiN3wseympSLDIFkaWHHC,7FIoB5PHdrMZVC3q2HE5MS,6DfpxC0hn5JTusslgO0IYj
Will It Go Round In Circles,Billy Preston,0iifjjuozo6r5fh2GWI6Pq,0IecGJbdBeYSOVtSPRehh5,3BEPwGxd1N9LEUo37s54Is
Bad; Bad Leroy Brown,Jim Croce,2r3XNMon9K7bl2KTtHsaQO,1R6Hx1tJ2VOUyodEpC12xM,25K3YPiFx7Yb7ms10m58Vt
The Morning After,Maureen McGovern,62QRbVm7DqR3eoqgT7pEfs,3bnf5pPVQFWv762IiavilV,2QbEB4aXdvMfrWH6o4NBvo
Touch Me In The Morning,Diana Ross,4sIkDCqNjTubfb5UVs8lEA,3MdG05syQeRYPPcClLaUGl,42cU6f6ei3kDi1KfN14EA7
Brother Louie,Stories,5kbSslE6zBMZnULSrE4SdZ,31U8n9SSMOKaUcfi4KnYVT,0sFwAllCfLbRWlBFey67Hs
Let's Get It On,Marvin Gaye,627teoJpK7qZOxRRY8TNnv,3koiLjNrgRTNbOwViDipeA,1oIICL75sMuInkEhX8jj3b
Delta Dawn,Helen Reddy,53RGKUb4zvhHaDCmjgUrIP,0Sq7oGrYEe0BDmb13wgjOO,50qDHoXQ1QASk26kNQTW5l
We're An American Band,Grand Funk,3XcjIvaZVUFAIdIYZqY9bd,0qEcf3SFlpRcb3lK3f2GZI,6hSAjI92A6vPL6OM1DWTZg
Half-Breed,Cher,23jaOlnV7vHmly51DPBr35,72OaDtakiy6yFqkt4TsiFt,4TJXWeFHnc18VgIAwXtRVS
Angie,The Rolling Stones,1GcVa4jFySlun4jLSuMhiq,22bE4uQ6baNwSHPVcDxLCe,6iVOz2hudE6dv5Yrcsw2c9
Midnight Train To Georgia,Gladys Knight And The Pips,7MF7QAodbGzNYav5ZfIhAY,0TF2NxkJZPQoX1H53rEFM1,6pMzuVjsypAwbeKiZm56wP
Keep On Truckin' (Part 1),Eddie Kendricks,5CiOCxc3argOhj5qKNZGN0,2Uuon75BhnuuxdKLYn4wHn,5StW1pmCyC1WOuEDC8aUQh
Photograph,Ringo Starr,1hwN2eAwsXgktvw9Qe8TrP,6DbJi8AcN5ANdtvJcwBSw8,6zjenDV68SpvM3oEhorTDm
Top Of The World,Carpenters,1Ehdm1PDlKrdfyBsjwEvd1,1eEfMU2AhEo7XnKgL7c304,1nA6Exnq2mWD8678q3E4Ov
The Most Beautiful Girl,Charlie Rich,542C7PqR1oEfl63hlhQO4V,218kRJZ7FJs0hWIk8Ynzhz,6waJgGNygMY0KJb3g06uA6
Time In A Bottle,Jim Croce,7uWFUpGuEfmxYeymkV95jn,1R6Hx1tJ2VOUyodEpC12xM,0dZaHQ0OJlIyVrEuvnXmS9
The Joker,The Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,6QtGlUje9TIkLrgPZrESuk,5uYNj1HkZrWKAkhEYcGmJr
Show And Tell,Al Wilson,2vhW1OmaZDYi63Da9d8R5o,2RwV62DIxFGEn8aWO3iaMM,63NKHtOychyEccShIws1KA
You're Sixteen,Ringo Starr,4MAxWahEbzU8m4bD6mSZg9,6DbJi8AcN5ANdtvJcwBSw8,6zjenDV68SpvM3oEhorTDm
The Way We Were,Barbra Streisand,1vZTgn4JXWMahR8r99ug5H,7jmTilWYlKOuavFfmQAcu6,0vTu2dD57pVlPvd3pfxUSS
Love's Theme,Love Unlimited Orchestra,5csdrJ0JtFn0qvwlvSh2EI,457yGSZecENoIuNWelRHhH,2mCUkzGTTkAsvJmtxWgTdc
Seasons In The Sun,Terry Jacks,7pGMRy91RcQT9oHdPgYz3A,09dDdtfi4mWLdC2BHOrIrl,6qKGMVfcz7HxHeXnhUsK9J
Dark Lady,Cher,0xL3tjPSUJncbnIOn1uPhZ,72OaDtakiy6yFqkt4TsiFt,48HaPx2JNYVESpoksGcSZf
Sunshine On My Shoulders,John Denver,3m8lTUL5GxGUNSaycI77ND,7EK1bQADBoqbYXnT4Cqv9w,78FZXQkBGm2IOPrE9f64sU
Hooked On A Feeling,Blue Swede,2Nz6aF1umHh5Et6I5H581L,0UpuH5U4nZ3UGGUJi0Zfbp,12UILuDVbIIjLZhcRBNcOJ
Bennie And The Jets,Elton John,5Wj1rJnCLpMHdLaxsFtJLs,3PhoLpVuITZKcymswpck5b,5WupqgR68HfuHt3BMJtgun
TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,7kllQQPam6HumbUCIPSvHJ,2mknvtcck8i82nKxDPDibv,6x6beV2H3fTTL2ovxA3iVQ
The Loco-Motion,Grand Funk,0PxYWaGiwWtcuL1VIMiEW4,0qEcf3SFlpRcb3lK3f2GZI,4Z0J6OrdQQjFXtqBW0XXsA
The Streak,Ray Stevens,7FUk1EkNJLXyjadbiHlw0C,7MpUvihmfilIxyN20kXwQj,051ru7LtDpMjy1MKMJu7UB
Band On The Run,Paul McCartney And Wings,1H4idkmruFoJBg1DvUv2tY,4STHEaNw4mPZ2tzheohgXB,257oomaawruFknt5wYCPDh
Billy; Don't Be A Hero,Bo Donaldson And The Heywoods,6ZqgJAbxuEUjazBLN5V0U4,6hpEpmvfhm26T0Mc8x65ox,1T6UGHbfP4JTTVTglIrybh
Sundown,Gordon Lightfoot,0SjnBEHZVXgCKvOrpvzL2k,23rleGXVOVVgTk3xgtmfE4,2IPD9EcNjUmsHvqULDMU9Y
Rock The Boat,The Hues Corporation,7fu3Tv5rcoGD1PZV7s57WW,6PpGPIrFf3LM7Q77eR4Bts,3hXP4r93CpigdFy4BiwaqH
Rock Your Baby,George McCrae,16KwF7IrKHTVTitUKH58g3,6oV3BNm1Gj2GGgpYknc5TN,3qJGzbhk63pzwqzpTr0bxt
Annie's Song,John Denver,4J0DbyODwZJcmIAiTSJfMF,7EK1bQADBoqbYXnT4Cqv9w,6zWmAA39H0c4SjnD4MB1Dm
